"State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev","population","real_cit","logRealCitRev","Tot_logReal_capita","CIT_logReal_capita","real_totRev_capita","real_cit_capita","detrended_RTR_capita","detrended_CIT_capita","naive_ci","Ann_CORPINC","real_ci","real_ci_cap","log_ci","real_log_nci"
"NE",2019,35540,423738,6195,127,2579592,3382,2969418,613234,5754834,2545680,NA,27,NA,NA,100,NA,NA,NA,7.81,12.9568706186917,4.60517018598809,2.05540496385159,1988,"t",1,1,31,15.5655507552391,"Nebraska",255.657,2250998.01687417,14.6268842388908,1932.571,165744.728288293,12.0182041023435,0.00756861416159655,0.00621876458993924,1164.76859938091,85.7638494463037,-41.8469747721183,13.5533085996947,5425582.58642766,811868904.601906,2122211.62981169,1098.1286740884,15.5066358408282,14.56796932448
"NE",2020,34767,391164,15738,128,2812655,2396,2836811,642834,5857227,2445647,NA,27,NA,NA,100,NA,NA,NA,7.81,12.8768821883684,4.60517018598809,2.05540496385159,1988,"t",1,1,32,15.5831868413637,"Nebraska",258.811,2263129.07874859,14.6322589617644,1963.273,151138.861949453,11.925954308769,0.00745299250881788,0.00607452672591587,1152.73274717708,76.9831103211084,-68.5708873929084,3.74769018227785,5008501.9206146,731497685.095974,1935196.69589569,985.699235865665,15.4266474105049,14.4757195309055
"NE",2021,35995,571220,6988,123,3040622,2514,3701819,658241,6960988,3130599,NA,27,NA,NA,100,NA,NA,NA,7.81,13.2555297034001,4.60517018598809,2.05540496385159,1988,"t",1,1,33,15.7558319762591,"Nebraska",270.97,2568914.63999705,14.7589940486023,1964.253,210805.624238846,12.2586917757434,0.0075137948363079,0.00624089247960592,1307.83287081504,107.321014267941,71.8411758280915,33.0607148368889,7313956.46606914,1253564404.96547,2699175.7264897,1374.14871021691,15.8052949255366,14.8084569978799
"NE",2022,38055,715153,14009,122,3285152,4643,3954644,649377,7475982,3239491,NA,27,NA,NA,100,NA,NA,NA,7.5,13.4802517847984,4.60517018598809,2.01490302054226,1988,"t",1,1,34,15.82720603985,"Nebraska",292.655,2554537.59546223,14.7533817849914,1968.06,244367.258375903,12.4064275299398,0.00749640853682886,0.00630388683776906,1297.99782296385,124.166569299667,47.3180675599417,48.8813905763933,9535373.33333333,1746074924.66558,3258230.11167871,1655.5542573289,16.0705189502442,14.9966946953856
"NH",1976,4163,24146,2046,5621,111267,103,30321,111267,183778,6175,NA,29,NA,NA,33.34,NA,NA,NA,7,10.0918740138923,3.50675787732265,1.94591014905531,2022,"nyt",0,0,-46,12.1214837864187,"New Hampshire",56.9,322984.182776801,12.6853586312745,845.248,42435.8523725835,10.6557488587481,0.0150078540632743,0.0126066537380131,382.117653962862,50.2052088530035,52.740027811153,-1.11079811876714,344942.857142857,110490084.431644,606226.462465478,717.217269328621,12.7511340508251,13.3150088956809
"NH",1977,4255,32563,2201,6164,113986,144,39629,113986,200231,7066,NA,29,NA,NA,33.34,NA,NA,NA,7,10.3909319534642,3.50675787732265,1.94591014905531,2022,"nyt",0,0,-45,12.2072269790308,"New Hampshire",60.6,330414.191419142,12.7081022719437,869.763,53734.3234323432,10.891807246377,0.0146109943420722,0.0125227300383864,379.889914171035,61.7804199906678,37.9703026689438,6.53582602274918,465185.714285714,149513688.209561,767633.191890617,882.577428438112,13.050191990397,13.5510672833098
"NH",1978,5826,52453,2358,6671,125750,174,61538,125750,240390,9085,NA,29,NA,NA,33.34,NA,NA,NA,8,10.8676728095195,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-44,12.3900178834402,"New Hampshire",65.2,368696.319018405,12.8177286004957,891.52,80449.3865030675,11.295383526575,0.0143773876082373,0.0126698038480068,413.559223593868,90.2384539921342,59.0976267413945,31.0652730280676,655662.5,173062269.010985,1005617.33128834,1127.98067490168,13.3934014538278,13.8211121708833
"NH",1979,6351,64018,2540,7518,133811,207,73225,133811,264107,9207,NA,29,NA,NA,33.34,NA,NA,NA,8,11.0669195727984,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-43,12.4841096030457,"New Hampshire",72.6,363783.746556474,12.804314867203,909.074,88179.0633608816,11.3871248369558,0.0140850083350783,0.012526070305559,400.169564366019,96.9987738741638,33.1659821631633,33.8970059139492,800225,193750761.060453,1102238.29201102,1212.48467342705,13.5926482171067,13.912853481264
"NH",1980,8015,62786,2773,8218,133372,311,73260,133372,267495,10474,NA,29,NA,NA,33.34,NA,NA,NA,8,11.0474873976674,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-42,12.4968561535547,"New Hampshire",82.4,324629.854368932,12.6904409026274,924.25,76196.6019417476,11.2410721467401,0.0137305284312982,0.012162371811458,351.235979841961,82.4415493013228,-28.3095877112769,15.4111943449602,784825,209760896.256963,952457.524271845,1030.51936626653,13.5732160419757,13.7668007910483
"NH",1981,9034,57339,2966,8068,134193,52,69957,134193,268752,12618,NA,29,NA,NA,33.34,NA,NA,NA,8,10.9567362994527,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-41,12.5015443002568,"New Hampshire",90.9,295656.765676568,12.5969544850614,936.621,63079.2079207921,11.0521464842574,0.0134493615721422,0.0118000199485783,315.663182521605,67.347633590099,-76.4243703820151,-3.61130836241155,716737.5,218461265.651104,788490.099009901,841.845419876237,13.482464943761,13.5778751285656
"NH",1982,12025,79808,2278,7415,152676,45,94884,152676,325515,15076,NA,29,NA,NA,33.34,NA,NA,NA,8,11.2873790290397,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-40,12.6931638225183,"New Hampshire",96.5,337321.243523316,12.7287910001614,947.719,82702.5906735751,11.3230062066829,0.0134309758484967,0.0119476408161943,355.929598882492,87.2648861883904,-48.6999393715104,12.3773572397319,997600,214769417.46952,1033782.38341969,1090.81107735488,13.813107673348,13.8487348509911
"NH",1983,13023,73960,3247,5545,158975,83,90687,158975,329458,16727,NA,29,NA,NA,33.34,NA,NA,NA,8,11.2112796855011,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-39,12.7052041589429,"New Hampshire",99.6,330781.124497992,12.7092121803404,958.134,74257.0281124498,11.2152877068986,0.0132645456484588,0.01170534362302,345.234721341683,77.5017149088226,-71.9368022627016,-1.31440103598389,924500,200953385.328759,928212.851405622,968.771436360282,13.7370083298093,13.7410163512069
"NH",1984,9423,95664,3750,16238,195994,56,117908,195994,423465,22244,NA,29,NA,NA,33.34,NA,NA,NA,8,11.4685973311207,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-38,12.9562261450309,"New Hampshire",103.9,407569.778633301,12.9179674329138,976.864,92073.1472569779,11.4303386190036,0.0132239159523883,0.0117010542091874,417.222641671001,94.2538032489455,-12.4908672837659,11.509100307991,1195800,238577256.87217,1150914.34071222,1178.17254061182,13.9943259754289,13.9560672633118
"NH",1985,10020,95421,3648,10154,200416,104,119901,200416,434048,24480,NA,29,NA,NA,33.34,NA,NA,NA,8.25,11.4660539589984,3.50675787732265,2.11021320034659,2022,"nyt",0,0,-37,12.9809104060453,"New Hampshire",107.6,403390.334572491,12.9076599443057,996.753,88681.2267657993,11.3928034972588,0.0129497076450291,0.0114299164359263,404.704409791083,88.970112721807,-37.5510845140661,2.29682278470455,1156618.18181818,272041415.381614,1074923.96079757,1078.42560874917,13.9610109446399,13.8877604829003
"NH",1986,20244,99063,4178,10058,219495,485,123916,219495,484478,24853,NA,29,NA,NA,33.34,NA,NA,NA,8.25,11.5035112903596,3.50675787732265,2.11021320034659,2022,"nyt",0,0,-36,13.0908273016453,"New Hampshire",109.6,442041.97080292,12.9991601131194,1025.053,90385.9489051095,11.4118441018338,0.0126814517035894,0.0111329307868313,431.238161151589,88.176854177403,-23.5593185039423,-2.42502275584744,1200763.63636364,284792646.384774,1095587.25945588,1068.81035366549,13.9984682760011,13.9068010874753
"NH",1987,13194,159747,4508,8552,243189,85,186573,243189,578488,26826,NA,29,NA,NA,33.34,NA,NA,NA,8,11.9813465927207,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-35,13.2681730820991,"New Hampshire",113.6,509232.394366197,13.1406597618001,1054.289,140622.35915493,11.8538332724218,0.0124640015800223,0.0112434382530993,483.0102508574,133.381225788118,15.6707858514865,38.8507618587196,1996837.5,314373048.995622,1757779.48943662,1667.26532235148,14.507075237029,14.37956191673
"NH",1988,14794,145680,4748,9894,256878,0,175524,256878,583168,29844,NA,29,NA,NA,33.34,NA,NA,NA,8,11.8891677144015,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-34,13.2762305884867,"New Hampshire",118.3,492956.889264582,13.1081770034904,1082.577,123144.547759932,11.7211141294052,0.0121083091581388,0.0108270489114449,455.355036421965,113.751306151833,-24.5264139343308,15.2922552262866,1821000,343153129.535969,1539306.84699915,1421.89132689791,14.4148963587097,14.2468427737135
"NH",1989,16265,152005,4864,9857,268582,147,188260,268582,613232,36255,NA,29,NA,NA,33.34,NA,NA,NA,8,11.9316686940242,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-33,13.3264986098759,"New Hampshire",124,494541.935483871,13.1113872302589,1104.522,122584.677419355,11.7165573144073,0.0118706437990904,0.0106078080060038,447.742947160737,110.984369183552,-44.680488545941,8.59673126185763,1900062.5,369976945.311698,1532308.46774194,1387.3046147944,14.4573973383325,14.2422859587155
"NH",1990,16943,126589,5607,6273,271158,159,167980,271158,595299,41391,NA,29,NA,NA,33.34,NA,NA,NA,8,11.7487008970815,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-32,13.2968190793148,"New Hampshire",130.7,455469.778117827,13.0290846446727,1111.831,96854.6289211936,11.4809664624395,0.0117185837098198,0.0103261794845075,409.657383287412,87.112725694097,-95.3080377696482,-19.2034992237454,1582362.5,340558076.160258,1210682.86151492,1088.90907117621,14.2744295413898,14.0066951067477
"NH",1991,19843,122205,7424,335,312063,127,159154,312063,624627,36949,NA,29,NA,NA,33.34,NA,NA,NA,8,11.7134552414129,3.50675787732265,2.07944154167984,2022,"nyt",0,0,-31,13.3449099505625,"New Hampshire",136.2,458610.13215859,13.0359557428352,1107.055,89724.6696035242,11.4045010336855,0.0117753460693779,0.0103016571296688,414.261380110826,81.0480686176606,-103.246026296616,-29.1967432963297,1527562.5,310774031.623134,1121558.37004405,1013.10085772076,14.2391838857211,13.9302296779938
"NH",1992,24145,95635,7713,319,686740,40,130593,686740,985415,34958,NA,29,NA,NA,50,NA,NA,NA,8,11.4682941408246,3.91202300542815,2.07944154167984,2022,"nyt",0,0,-30,13.8008181512209,"New Hampshire",140.3,702362.79401283,13.4622053501006,1112.766,68164.6471846044,11.1296813397043,0.0120979661043747,0.0100018165002384,631.186425549334,61.2569463702202,101.137033791509,-52.9164525399181,1195437.5,336635527.369093,852058.089807555,765.711829627752,13.9940227851329,13.6554099840126
"NH",1993,24790,126169,7741,394,673355,26,161953,673355,993285,35784,NA,29,NA,NA,50,NA,NA,NA,7.5,11.745377557076,3.91202300542815,2.01490302054226,2022,"nyt",0,0,-29,13.8087729109115,"New Hampshire",144.5,687394.46366782,13.4406635893471,1122.191,87314.1868512111,11.3772682355116,0.0119771621669993,0.0101384418833439,612.546762242631,77.8068856827501,69.9553851344241,-40.2951002235362,1682253.33333333,371062353.902289,1164189.15801615,1037.42514243667,14.3356447225218,13.9675354009574
"NH",1994,27879,144157,3848,743,484915,0,180137,484915,837002,35980,NA,29,NA,NA,50,NA,NA,NA,7,11.8786582624148,3.91202300542815,1.94591014905531,2022,"nyt",0,0,-28,13.637581738955,"New Hampshire",148.2,564778.677462888,13.2441892120811,1133.054,97271.9298245614,11.4852657355409,0.0116889302823,0.0101365563649578,498.456982158739,85.8493327101457,-56.6763802998501,-36.1812401922886,2059385.71428571,409648996.494151,1389598.99749373,1226.41903871636,14.5379182993475,14.1445257724736
"NH",1995,29869,166451,3909,130,540200,1,204209,540200,917945,37758,NA,29,NA,NA,50,NA,NA,NA,7,12.0224562507953,3.91202300542815,1.94591014905531,2022,"nyt",0,0,-27,13.7298927549538,"New Hampshire",152.4,602326.115485564,13.3085542976893,1145.604,109219.816272966,11.6011177935308,0.0116170633985996,0.0101266386932403,525.77165886778,95.3381938898309,-41.9036889411914,-30.6209660087514,2377871.42857143,455332995.087407,1560283.0896138,1361.97419842616,14.6817162877281,14.2603778304636
"NH",1996,27639,179652,4017,424,428740,0,231509,428740,837092,51857,NA,29,NA,NA,50,NA,NA,NA,7,12.0987769252378,3.91202300542815,1.94591014905531,2022,"nyt",0,0,-26,13.6376892597992,"New Hampshire",156.9,533519.439133206,13.1872507860483,1160.768,114500.956022945,11.6483384514869,0.0113607980113583,0.0100350271987916,459.626246703222,98.6424126293493,-120.591086456132,-31.245334265381,2566457.14285714,465333748.09638,1635727.94318492,1409.17732327642,14.7580369621706,14.3075984884197
"NH",1997,35668,208388,4181,588,458732,0,261070,458732,914847,52682,NA,29,NA,NA,50,NA,NA,NA,7,12.2471570056296,3.91202300542815,1.94591014905531,2022,"nyt",0,0,-25,13.7265121171612,"New Hampshire",160.5,569998.130841121,13.2533883605793,1173.239,129836.760124611,11.7740332490476,0.0112964096493377,0.010035494259096,485.832921375032,110.665226884386,-106.926397134704,-23.1511070064922,2976971.42857143,491406830.84115,1854810.85892301,1580.93181263409,14.9064170425623,14.4332932859804
"NH",1998,36986,236193,4048,583,497958,0,297992,497958,1008518,61799,NA,29,NA,NA,50,NA,NA,NA,7,12.3724045464045,3.91202300542815,1.94591014905531,2022,"nyt",0,0,-24,13.8239924845067,"New Hampshire",163,618722.699386503,13.335412469688,1185.823,144903.680981595,11.8838245315858,0.0112457023263067,0.0100215837705845,521.766485712035,122.196719899677,-83.5348181480831,-15.5482009873492,3374185.71428571,503911721.026002,2070052.58545136,1745.66742713825,15.0316645833372,14.5430845685186
"NH",1999,41660,255818,4142,549,516667,0,318952,516667,1070803,63134,NA,29,NA,NA,50,NA,NA,NA,8,12.4522215331258,3.91202300542815,2.07944154167984,2022,"nyt",0,0,-23,13.883919392268,"New Hampshire",166.6,642738.895558223,13.3734938485234,1201.134,153552.220888355,11.9417959893811,0.0111340565236879,0.00994210137202106,535.110067284935,127.839375863439,-82.7332219255653,-13.8341320197352,3197725,508053949.627136,1919402.76110444,1597.99219829298,14.977950177434,14.4675246336894
"NH",2000,49089,312176,4214,473711,555501,0,378151,555501,1696085,65975,NA,29,NA,NA,50,NA,NA,NA,8,12.6513224103097,3.91202300542815,2.07944154167984,2022,"nyt",0,0,-22,14.3438332120027,"New Hampshire",172.2,984950.638792102,13.8003468059971,1239.882,181286.8757259,12.1078360043041,0.0111303711207979,0.00976531315423899,794.390626520993,146.213007145761,164.00535196011,0.610912266438845,3902200,536747035.16888,2266085.94657375,1827.66258932201,15.1770510546179,14.6335646486124
"NH",2001,50498,350363,4347,458170,574153,0,427014,574153,1755620,76651,NA,29,NA,NA,50,NA,NA,NA,8,12.7667250388617,3.91202300542815,2.07944154167984,2022,"nyt",0,0,-21,14.378332628848,"New Hampshire",177.1,991315.640880858,13.8067882700473,1255.517,197833.427442123,12.195180680061,0.010996894721495,0.00971327403775574,789.567676806334,157.571285328771,146.640416895069,8.04060345330089,4379537.5,522438574.160522,2472917.84302654,1969.64106660964,15.2924536831699,14.7209093243692
"NH",2002,57080,377313,4350,501703,605386,0,448746,605386,1897021,71433,NA,29,NA,NA,50,NA,NA,NA,8.5,12.8408303606994,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-20,14.4557953189666,"New Hampshire",179.9,1054486.38132296,13.8685643639982,1269.089,209734.852695942,12.253599405731,0.0109279683016701,0.00965542952915911,830.900260992696,165.264101017298,175.431015731049,11.8048321456799,4438976.47058824,433192993.186967,2467468.85524638,1944.28354137998,15.3059343831912,14.7187034282228
"NH",2003,59239,396162,4444,504881,632757,0,451280,632757,1959211,55118,NA,29,NA,NA,50,NA,NA,NA,8.5,12.8895784974908,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-19,14.4880523991409,"New Hampshire",184,1064788.58695652,13.87828682752,1279.84,215305.434782609,12.2798129258699,0.0108437670548819,0.00959480319873574,831.970079819759,168.228399473847,163.95884920773,10.8405436060809,4660729.41176471,459518909.897828,2533005.11508952,1979.15764086879,15.3546825199827,14.7449169483618
"NH",2004,61597,407603,4041,493589,674354,0,462372,674354,2005389,54769,NA,29,NA,NA,50,NA,NA,NA,9.25,12.9180489404606,3.91202300542815,2.22462355152433,2022,"nyt",0,0,-18,14.5113486148669,"New Hampshire",188.9,1061614.08152462,13.8753010263476,1290.121,215777.130757014,12.2820013519413,0.0107550385013093,0.00952003831574036,822.879467526395,167.25340549996,142.326251563984,5.93696263604593,4406518.91891892,460182221.332135,2332725.73791367,1808.1449243239,15.2985955749244,14.662547986405
"NH",2005,66804,476489,4322,392265,705116,0,544175,705116,2010775,67686,NA,29,NA,NA,50,NA,NA,NA,9.25,13.0741999168152,3.91202300542815,2.22462355152433,2022,"nyt",0,0,-17,14.5140307778607,"New Hampshire",195.3,1029582.69329237,13.8446641259662,1298.492,243977.982590886,12.4048332649206,0.0106621096825904,0.00955326121756671,792.906458639999,187.893327483639,99.8112573272052,22.648297623577,5151232.43243243,574091578.669985,2637599.81179336,2031.27921603934,15.4547465512789,14.7853798993844
"NH",2006,80529,542644,4767,384241,707927,0,623575,707927,2080573,80931,NA,29,NA,NA,50,NA,NA,NA,9.25,13.2042087669624,3.91202300542815,2.22462355152433,2022,"nyt",0,0,-16,14.5481538945089,"New Hampshire",201.6,1032030.25793651,13.8470385442998,1308.389,269168.650793651,12.5030934167533,0.0105832734334359,0.0095560979316956,788.779375198439,205.725247455956,83.142188535263,36.551630599746,5866421.62162162,691909934.941711,2909931.35993136,2224.05672925358,15.5847554014262,14.883640051217
"NH",2007,51161,595789,37382,385268,734894,0,703241,734894,2175057,107452,NA,29,NA,NA,50,NA,NA,NA,9.25,13.2976418565196,3.91202300542815,2.22462355152433,2022,"nyt",0,0,-15,14.5925654290581,"New Hampshire",207.342,1049019.01206702,13.8633660112056,1312.54,287346.027336478,12.5684424386671,0.0105622426830463,0.0095756643139768,799.228223190927,218.923634583691,81.0490511773688,45.821430731333,6440962.16216216,759097332.606732,3106443.53877273,2366.74199549936,15.6781884909833,14.9489890731309
"NH",2008,46844,614794,39082,387623,792947,0,732730,792947,2251179,117936,NA,29,NA,NA,50,NA,NA,NA,9.25,13.3290425313276,3.91202300542815,2.22462355152433,2022,"nyt",0,0,-14,14.6269646369405,"New Hampshire",215.303,1045586.45258078,13.8600884846099,1315.906,285548.273828047,12.562166378997,0.0105327344693389,0.00954640101876349,794.575336369604,216.9974708133,63.8541790056636,39.966679964794,6646421.62162162,659370596.574399,3087008.36570862,2345.91860338703,15.7095891657914,14.9427130134607
"NH",2009,53814,493431,38589,392652,829654,0,591622,829654,2125722,98191,NA,29,NA,NA,50,NA,NA,NA,8.5,13.1091383104511,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-13,14.5696220673396,"New Hampshire",214.537,990841.672998131,13.8063100356625,1316.102,229998.088907741,12.345826278774,0.0104903039701045,0.00938059989178197,752.86085196902,174.757039277914,9.59770925469741,-6.20233856673997,5805070.5882353,508759519.978518,2705859.86950284,2055.96516797546,15.5742423329429,14.8109303012659
"NH",2010,105485,499669,38850,393796,899397,0,582034,899397,2271936,82365,NA,29,NA,NA,50,NA,NA,NA,8.5,13.1217011581856,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-12,14.6361428894123,"New Hampshire",218.056,1041904.83178633,13.8565611648656,1316.807,229147.099827567,12.3421194336388,0.0105228489557434,0.00937276262477253,791.235793693632,174.017224868616,35.4306656289272,-10.8707399721859,5878458.82352941,500326311.373204,2695848.2332655,2047.26146904254,15.5868051806774,14.8072234561307
"NH",2011,93371,518405,37015,399498,894920,0,594069,894920,2251105,75664,NA,29,NA,NA,50,NA,NA,NA,8.5,13.1585120690354,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-11,14.6269317647361,"New Hampshire",224.939,1000762.42892518,13.8162726963882,1320.444,230464.703764132,12.3478530006875,0.0104633537631192,0.00935128865797221,757.89842577586,174.535765063972,-10.448687639227,-14.2807867729779,6098882.35294118,531565721.168298,2711349.45604861,2053.36194192908,15.6236160915272,14.8129570231793
"NH",2012,96048,521309,37582,380682,875037,0,602866,875037,2205045,81557,NA,29,NA,NA,50,NA,NA,NA,8.5,13.1640982351381,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-10,14.6062584748181,"New Hampshire",229.594,960410.550798366,13.7751161291064,1324.677,227056.89173062,12.3329558894265,0.0103988490244085,0.00931016080857935,725.014891025032,171.405475999523,-55.8742077404373,-21.3396628335749,6133047.05882353,544376930.52199,2671257.549772,2016.53501175909,15.62920225763,14.7980599119183
"NH",2013,84265,553197,38128,400369,945290,0,652224,945290,2349692,99027,NA,29,NA,NA,50,NA,NA,NA,8.5,13.2234694557645,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-9,14.6697948137009,"New Hampshire",232.957,1008637.64557408,13.8241111125109,1327.272,237467.429611473,12.3777857545745,0.0104154318877449,0.00932573410316385,759.932889094383,178.913914865584,-33.4981950214685,-17.7598109636619,6508200,587537742.752844,2793734.46601733,2104.86958665393,15.6885734782564,14.8428897770663
"NH",2014,91654,542847,50783,383126,880245,NA,635590,880245,2285717,92743,NA,29,NA,NA,50,NA,NA,NA,8.5,13.2045827912562,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-8,14.642190318648,"New Hampshire",236.736,965513.060962422,13.7804149084261,1334.257,229304.795214923,12.3428073810343,0.0103281563510074,0.00925069711534908,723.63349861565,171.859540714362,-82.3395708505838,-28.7427721110319,6386435.29411765,614431265.852213,2697703.47311674,2021.87694958073,15.669686813748,14.8079114035261
"NH",2015,95760,576679,54896,404579,970102,NA,672717,970102,2487737,96038,NA,29,NA,NA,50,NA,NA,NA,8.5,13.2650410648604,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-7,14.7268840198583,"New Hampshire",237.017,1049602.77110925,13.8639223373259,1337.48,243307.020171549,12.402079382328,0.0103657044122723,0.00927272137327512,784.761470159741,181.914510999453,-33.7535846568751,-22.6163888220889,6784458.82352941,662621872.656935,2862435.53142999,2140.17071764063,15.7301450873522,14.8671834048198
"NH",2016,205209,573653,59010,405186,958052,NA,667611,958052,2620443,93958,NA,29,NA,NA,50,NA,NA,NA,8.5,13.2597799628833,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-6,14.7788539454137,"New Hampshire",240.007,1091819.40526735,13.9033560418184,1343.694,239015.112059232,12.384282059288,0.0103471147759969,0.00921659400078295,812.550629285648,177.879124308981,-18.5064108813503,-30.5803625087088,6748858.82352941,628421667.383155,2811942.49481449,2092.69558010566,15.7248839853751,14.8493860817799
"NH",2017,199851,573653,63123,405186,959384,NA,639120,959384,2592039,65467,NA,29,NA,NA,50,NA,NA,NA,8.5,13.2597799628833,3.91202300542815,2.14006616349627,2022,"nyt",0,0,-5,14.7679553826374,"New Hampshire",245.12,1057457.16383812,13.8713776820733,1350.395,234029.454960835,12.3632022623191,0.0102720890421494,0.00915524884372287,783.072481635462,173.304444226197,-60.5265438819183,-39.0836295876408,6748858.82352941,618227704.037245,2753287.70542159,2038.87581442585,15.7248839853751,14.828306284811
"NH",2018,216120,790011,67236,408769,1025902,NA,895770,1025902,2920888,105759,NA,29,NA,NA,50,NA,NA,NA,8.2,13.5798021483969,3.91202300542815,2.10413415427021,2022,"nyt",0,0,-4,14.8873982376016,"New Hampshire",251.107,1163204.53033966,13.966689280475,1355.064,314611.30115847,12.6590931912703,0.0103070329375402,0.00934206295146968,858.412982958487,232.174495934118,2.27197209072415,15.8578351241322,9634280.48780488,659140126.637113,3836723.18485939,2831.39629187949,16.0808381801148,15.1601292229882
"NH",2019,240924,831765,71789,408499,961594,NA,954387,961594,2934358,122622,NA,29,NA,NA,50,NA,NA,NA,7.7,13.6313052279832,3.91202300542815,2.04122032885964,2022,"nyt",0,0,-3,14.8919992479648,"New Hampshire",255.657,1147771.4281244,13.9533327316165,1360.783,325344.113401941,12.6926387116349,0.0102538999470279,0.00932745243851146,843.463967527813,239.085962568566,-25.219028690332,18.8407147624322,10802142.8571429,811868904.601906,4225248.22599925,3105.01250089048,16.1952550851117,15.2565885687634
"NH",2020,192402,780672,75975,408937,922118,NA,903303,922118,2807111,122631,NA,29,NA,NA,50,NA,NA,NA,7.7,13.5679103662161,3.91202300542815,2.04122032885964,2022,"nyt",0,0,-2,14.8476663985593,"New Hampshire",258.811,1084618.11901349,13.89673851896,1378.702,301637.874742573,12.6169824866167,0.0100795810254573,0.00915134850505526,786.695108162235,218.783953851211,-94.5298734062923,-5.38988095107075,10138597.4025974,731497685.095974,3917374.99665679,2841.35005001573,16.1318602233445,15.1809323437451
"NH",2021,223787,1009975,80162,401407,1043942,NA,1136978,1043942,3317286,127003,NA,29,NA,NA,50,NA,NA,NA,7.7,13.8254361360358,3.91202300542815,2.04122032885964,2022,"nyt",0,0,-1,15.0146575367024,"New Hampshire",270.97,1224226.29811418,14.0178196090457,1387.494,372725.762999594,12.8285982083791,0.0101029767401125,0.00924587652874828,882.329075379195,268.63234219362,-11.4378915397144,40.5299203951903,13116558.4415584,1253564404.96547,4840594.32467004,3488.73171680024,16.3893859931643,15.3925480655075
"NH",2022,250192,1213000,84348,406541,943410,NA,1366620,943410,3497660,153620,NA,29,NA,NA,100,NA,NA,NA,7.6,14.0086071879262,4.60517018598809,2.02814824729229,2022,"nyt",1,0,0,15.0676047314375,"New Hampshire",292.655,1195147.8703593,13.9937804765789,1399.003,414481.215082606,12.9347829330676,0.0100026808209696,0.00924571493632793,854.285423518963,296.268996623028,-52.0235287503288,64.2379878284503,15960526.3157895,1746074924.66558,5453700.19845535,3898.27627135564,16.585629126622,15.5118048717634
"NJ",1976,14625,228966,83495,71221,1498334,NA,330166,662177,2292438,101200,NA,30,NA,NA,33.34,NA,NA,NA,7.5,12.3413287998977,3.50675787732265,2.01490302054226,2012,"t",0,0,-36,14.645126438036,"New Jersey",56.9,4028889.27943761,15.2090012828918,7339.745,402400.702987698,12.9052036447535,0.00207214300808704,0.00175826321551409,548.914067101461,54.8248887376466,-158.329687472897,-18.8596470695113,3052880,110490084.431644,5365342.70650264,730.998516501954,14.9315959653435,15.4954708101993
"NJ",1977,15399,332775,74666,80491,1576619,NA,1042428,663519,3103725,709653,NA,30,NA,NA,33.34,NA,NA,NA,7.5,12.7152218649152,3.50675787732265,2.01490302054226,2012,"t",0,0,-35,14.9481135609996,"New Jersey",60.6,5121658.41584158,15.4489888539124,7337.169,549133.663366337,13.216097157828,0.00210557898474363,0.00180125292981912,698.042857652806,74.8427170433633,-31.2602074795677,-0.605199268294186,4437000,149513688.209561,7321782.17821782,997.90289391151,15.305489030361,15.8063643232739
"NJ",1978,15853,398227,124053,81176,1687300,NA,1176732,683825,3439860,778505,NA,30,NA,NA,33.34,NA,NA,NA,7.5,12.8947774734366,3.50675787732265,2.01490302054226,2012,"t",0,0,-34,15.050941330847,"New Jersey",65.2,5275858.89570552,15.4786520479025,7350.804,610777.607361963,13.3224881904921,0.00210570871538712,0.00181238517453222,717.725421015921,83.0899051807072,-33.6369546744688,5.87860836455013,5309693.33333333,173062269.010985,8143701.43149284,1107.86540240943,15.4850446388824,15.9127553559379
