"State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev","population","real_cit","logRealCitRev","Tot_logReal_capita","CIT_logReal_capita","real_totRev_capita","real_cit_capita","detrended_RTR_capita","detrended_CIT_capita","naive_ci","Ann_CORPINC","real_ci","real_ci_cap","log_ci","real_log_nci"
"DE",1990,107293,117802,200201,NA,158712,NA,574113,158712,1129551,456311,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.6767605279842,3.50675787732265,2.16332302566054,2017,"t",0,0,-27,13.9373307665933,"Delaware",130.7,864231.828615149,13.6695963319512,669.063,90131.5990818669,11.4090260933421,0.0204309554286386,0.0170522448459145,1291.7047103414,134.713172125595,-0.698122878078266,13.7868234957013,1354045.97701149,340558076.160258,1035995.39174559,1548.42726581143,14.1186076883117,13.8508732536697
"DE",1991,126368,122457,203868,NA,170477,NA,584180,170477,1165492,461723,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.7155152269367,3.50675787732265,2.16332302566054,2017,"t",0,0,-26,13.9686538734275,"Delaware",136.2,855720.998531571,13.6596996657002,680.495,89909.691629956,11.4065610192094,0.0200731815306508,0.0167621525789453,1257.49784867129,132.12395628176,-50.8209614685591,10.2565399475831,1407551.72413793,310774031.623134,1033444.7313788,1518.66616415815,14.1573623872642,13.8484081795369
"DE",1992,127337,128737,297004,NA,195341,NA,626326,195341,1341005,497589,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.7655268425543,3.50675787732265,2.16332302566054,2017,"t",0,0,-25,14.1089298908176,"Delaware",140.3,955812.544547398,13.7703170896973,690.158,91758.3749109052,11.426914041434,0.0199524124761247,0.0165569536851474,1384.91844555507,132.952707801554,60.6836584948503,10.144223763094,1479735.63218391,336635527.369093,1054693.96449316,1528.19204369603,14.2073740028818,13.8687612017615
"DE",1993,128291,113748,284839,NA,198118,NA,626886,198118,1339527,513138,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.641740754241,3.50675787732265,2.16332302566054,2017,"t",0,0,-24,14.1078271245386,"Delaware",144.5,927008.30449827,13.7397178029742,699.475,78718.339100346,11.2736314326766,0.0196429004653121,0.016117275717755,1325.29154651456,112.539174524245,-14.8592174660305,-11.2103772184981,1307448.27586207,371062353.902289,904808.495406277,1293.55373016373,14.0835879145686,13.7154785930042
"DE",1994,136492,155070,307008,NA,211112,NA,701926,211112,1444083,546856,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.9516319068582,3.50675787732265,2.16332302566054,2017,"t",0,0,-23,14.1829850760074,"Delaware",148.2,974414.979757085,13.7895925491335,708.416,104635.627530364,11.5582393799843,0.0194653883440429,0.0163156102911062,1375.48415021271,147.703648040649,19.4174093117485,23.0130285936228,1782413.79310345,409648996.494151,1202708.36241798,1697.743080927,14.3934790671857,14.0000865403119
"DE",1995,151034,193649,332004,NA,245813,NA,756020,245813,1594818,562371,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.173802520974,3.50675787732265,2.16332302566054,2017,"t",0,0,-22,14.2822701811074,"Delaware",152.4,1046468.50393701,13.8609317238429,718.265,127066.272965879,11.7524640637095,0.0192977963896931,0.0163622953418439,1456.93929668995,176.907231962965,84.9565788686177,51.2755448116557,2225850.57471264,455332995.087407,1460531.87317102,2033.41645934443,14.6156496813015,14.1943112240371
"DE",1996,144764,166021,350035,NA,244842,NA,797619,244842,1683861,631598,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.0198695653616,3.50675787732265,2.16332302566054,2017,"t",0,0,-21,14.33659992881,"Delaware",156.9,1073206.50095602,13.8861614550591,727.09,105813.256851498,11.5694310916107,0.0190982704411546,0.0159119656323298,1476.02979129959,145.529792531183,88.1310965578871,18.9570376755906,1908287.35632184,465333748.09638,1216244.33162641,1672.75623599061,14.4617167256891,14.0112782519382
"DE",1997,148505,172562,390739,NA,253405,NA,835673,253405,1743234,663111,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.0585118711674,3.50675787732265,2.16332302566054,2017,"t",0,0,-20,14.3712525667821,"Delaware",160.5,1086127.10280374,13.8981288102002,735.024,107515.264797508,11.5853881145854,0.0189084013722004,0.0157619181340819,1477.67569875778,146.274495523286,73.8610270957065,18.7606729634104,1983471.26436782,491406830.84115,1235807.64135067,1681.31604049754,14.500359031495,14.027235274913
"DE",1998,163621,205274,439828,NA,254920,NA,966719,254920,1981473,761445,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2321009510513,3.50675787732265,2.16332302566054,2017,"t",0,0,-19,14.4993510654789,"Delaware",163,1215627.60736196,14.0107710506602,744.066,125934.969325153,11.7435209362326,0.0188300111154927,0.0157829022374798,1633.76314380977,169.252417561283,214.032495227326,40.7975272971243,2359471.26436782,503911721.026002,1447528.38304774,1945.4300869113,14.6739481113789,14.1853680965602
"DE",1999,169104,232528,459860,NA,274195,NA,1003431,274195,2030789,770903,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.356765926866,3.50675787732265,2.16332302566054,2017,"t",0,0,-18,14.5239349454561,"Delaware",166.6,1218960.98439376,14.0135094017115,753.538,139572.629051621,11.8463403831213,0.0185969511845607,0.0157209595045257,1617.65031676407,185.223079727394,182.003691261255,55.8271217589522,2672735.63218391,508053949.627136,1604283.09254736,2129.00091640682,14.7986130871935,14.2881875434489
"DE",2000,180462,240319,541112,NA,289338,NA,973718,289338,2132131,733399,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.3897224864307,3.50675787732265,2.16332302566054,2017,"t",0,0,-17,14.5726325070331,"Delaware",172.2,1238171.31242741,14.0291461010276,786.373,139558.072009292,11.8462360804252,0.0178403201801532,0.0150643982949888,1574.53436527883,177.470579495089,122.971762855644,47.1335538223641,2762287.35632184,536747035.16888,1604115.77022174,2039.89171833436,14.8315696467583,14.2880832407528
"DE",2001,183223,158703,586785,NA,294705,NA,878737,294705,2105921,720034,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.9747898099275,3.50675787732265,2.16332302566054,2017,"t",0,0,-16,14.5602634591016,"Delaware",177.1,1189114.05985319,13.9887191003009,795.699,89612.0835686053,11.4032454511268,0.0175804155846632,0.0143311044140144,1494.42698791024,112.620580858598,26.9484085666834,-18.65751251841,1824172.4137931,522438574.160522,1030023.94906443,1294.48943515629,14.4166369702551,13.8450926114544
"DE",2002,185591,251643,533528,NA,322835,NA,968290,322835,2173600,716647,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4357666954059,3.50675787732265,2.16332302566054,2017,"t",0,0,-15,14.5918953370943,"Delaware",179.9,1208226.79266259,14.0046643821259,806.169,139879.377431907,11.8485357404375,0.017371871632531,0.0146973348521681,1498.72643659405,173.511233292159,15.3318803301224,41.2920722108678,2892448.27586207,433192993.186967,1607808.93599893,1994.3819918639,14.8776138557335,14.2903829007651
"DE",2003,201706,208283,488271,NA,326552,NA,918587,326552,2116458,710304,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2466530108604,3.50675787732265,2.16332302566054,2017,"t",0,0,-14,14.565254494664,"Delaware",184,1150248.91304348,13.9554889230431,818.003,113197.282608696,11.6368874392396,0.0170604373370796,0.0142259715908616,1406.16710824224,138.382478558998,-93.1434249420583,5.2222497734237,2394057.47126437,459518909.897828,1301118.19090455,1590.60320182756,14.688500171188,14.0787345995671
"DE",2004,220992,217768,568190,NA,383383,NA,998980,383383,2375482,781212,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2911855549034,3.50675787732265,2.16332302566054,2017,"t",0,0,-13,14.6807109222283,"Delaware",188.9,1257534.14505029,14.0446633337089,830.803,115282.159872949,11.655137966384,0.0169049261181157,0.0140287624940979,1513.63698139064,138.759922476145,-1.58952871402926,4.65862598628757,2503080.45977012,460182221.332135,1325082.29739022,1594.94163765684,14.7330327152309,14.0969851267115
"DE",2005,250289,248869,568540,NA,397264,NA,1131341,397264,2590217,882472,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4246819325877,3.50675787732265,2.16332302566054,2017,"t",0,0,-12,14.7672522139498,"Delaware",195.3,1326275.98566308,14.0978855620553,845.15,127429.083461342,11.7553152806931,0.0166809271277942,0.0139091466375119,1569.2788092801,150.77688393935,38.1363222550601,15.7345197452095,2860563.2183908,574091578.669985,1464702.10875105,1733.06763148678,14.8665290929152,14.1971624410207
"DE",2006,252984,295577,595813,NA,431518,NA,1314210,431518,2860749,1018633,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.5966846571806,3.50675787732265,2.16332302566054,2017,"t",0,0,-11,14.8665940366212,"Delaware",201.6,1419022.32142857,14.1654786864121,859.268,146615.575396825,11.8955693069714,0.0164855187047721,0.0138438406957683,1651.43159227222,170.628459801628,104.373128326809,34.6450279032044,3397436.7816092,691909934.941711,1685236.49881409,1961.24666438653,15.0385318175081,14.337416467299
"DE",2007,240730,302222,624210,NA,459209,NA,1327638,459209,2905905,1025416,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6189171256416,3.50675787732265,2.16332302566054,2017,"t",0,0,-10,14.8822554315938,"Delaware",207.342,1401503.31336632,14.1530560137414,871.749,145760.145074322,11.8897177077891,0.0162352420407037,0.0136389232540435,1607.69133473777,167.204258421084,44.7168938719885,30.2797588183772,3473816.09195402,759097332.606732,1675403.96637151,1921.88802782855,15.0607642859691,14.3315648681167
"DE",2008,244748,308676,618856,NA,484515,NA,1315535,484515,2930955,1006859,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6400474620841,3.50675787732265,2.16332302566054,2017,"t",0,0,-9,14.8908388664534,"Delaware",215.303,1361316.37738443,14.1239627141227,883.874,143368.183443798,11.8731713097534,0.015979611023882,0.0134331039376126,1540.17017966863,162.204322611365,-38.7202381175223,24.3387553043751,3548000,659370596.574399,1647910.15452641,1864.41750128006,15.0818946224116,14.3150184700809
"DE",2009,245161,208677,705618,NA,474278,NA,1119370,474278,2799103,910693,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2485428809548,3.50675787732265,2.16332302566054,2017,"t",0,0,-8,14.8448095666773,"Delaware",214.537,1304718.06727977,14.0814975350002,891.73,97268.5364296135,11.4852308492777,0.0157912120653115,0.0128797179070769,1463.13129229674,109.078461450903,-131.675102409783,-29.72817356037,2398586.20689655,508759519.978518,1118029.15436337,1253.77541897589,14.6903900412823,13.9270780096053
"DE",2010,277882,142417,767478,NA,462914,NA,995524,462914,2763032,853107,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.866514652857,3.50675787732265,2.16332302566054,2017,"t",0,0,-7,14.8318391854527,"Delaware",218.056,1267120.37274828,14.0522574609059,899.647,65312.1216568221,11.0869329283103,0.0156197458124196,0.0123236479733832,1408.46395613866,72.5974984152919,-202.258415488234,-67.1502043002642,1636977.01149425,500326311.373204,750714.042032437,834.454004773468,14.3083618131846,13.5287800886378
"DE",2011,319583,341965,795148,NA,493195,NA,1519689,493195,3261594,1177724,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.7424636716264,3.50675787732265,2.16332302566054,2017,"t",0,0,-6,14.9977265908976,"Delaware",224.939,1449990.44185312,14.1870675225496,907.59,152025.660290123,11.9318046032785,0.0156315820167142,0.0131466902492078,1597.62716849361,167.504776705476,-29.0111800536545,26.8160062856367,3930632.18390805,531565721.168298,1747421.38264509,1925.34226098249,15.184310831954,14.373651763606
"DE",2012,374732,262378,790579,NA,491044,NA,1388392,491044,3280185,1126014,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4775414910738,3.50675787732265,2.16332302566054,2017,"t",0,0,-5,15.0034103812088,"Delaware",229.594,1428689.33857157,14.1722680354971,915.518,114279.118792303,11.6463991453621,0.0154800539536056,0.0127211034030593,1560.52566806067,124.824546095547,-82.0286574069655,-16.8052920285754,3015839.08045977,544376930.52199,1313553.0895667,1434.76489764996,14.9193886514013,14.0882463056896
"DE",2013,379809,309644,812596,NA,487202,NA,1440145,487202,3346316,1130501,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6431785294628,3.50675787732265,2.16332302566054,2017,"t",0,0,-4,15.0233705971934,"Delaware",232.957,1436452.22079611,14.1776868960033,924.062,132918.950707641,11.7974948282728,0.0153427874926177,0.0127669948859197,1554.49766443822,143.842026517313,-103.972637949786,1.2711206889075,3559126.43678161,587537742.752844,1527804.03112231,1653.35662663578,15.0850256897904,14.2393419886003
"DE",2014,231407,278872,1002576,NA,480352,NA,1319213,480352,3176169,1040341,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.5385081741691,3.50675787732265,2.16332302566054,2017,"t",0,0,-3,14.9711863115204,"Delaware",236.736,1341650.19261963,14.1094109012985,933.131,117798.729386321,11.6767327639472,0.0151205038749098,0.0125134978517992,1437.7940424438,126.240291434237,-236.592236864577,-17.2716820984516,3205425.28735632,614431265.852213,1354008.38375081,1451.03783257743,14.9803553344967,14.1185799242748
"DE",2015,112096,400746,1206182,NA,498557,NA,1540994,498557,3513916,1140248,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.9010830891369,3.50675787732265,2.16332302566054,2017,"t",0,0,-2,15.072241643061,"Delaware",237.017,1482558.63503462,14.2092799605286,942.065,169079.011210166,12.0381214066045,0.0150831205495678,0.0127784403481761,1573.73284755789,179.47701189426,-116.569408670858,35.0239706572883,4606275.86206897,662621872.656935,1943436.91046168,2062.95415970414,15.3429302494644,14.4799685669321
"DE",2016,105868,318152,1274897,NA,539193,NA,1430520,539193,3522405,1112368,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6702845349841,3.50675787732265,2.16332302566054,2017,"t",0,0,-1,15.0746545529094,"Delaware",240.007,1467625.94424329,14.1991566493142,949.989,132559.467015545,11.7947866313889,0.0149466537500057,0.012415708635983,1544.88730316171,139.537896770958,-161.330929987409,-5.85621217029683,3656919.54022988,628421667.383155,1523672.03466144,1603.88387093055,15.1121316953117,14.2366337917164
