"State_Acronym","year","CORPINCTX","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","year_effective","Post","treatment","rel_year","State_Name","real_cit","logRealCitRev","real_cit_capita","detrended_CIT_capita"
"ID",2010,98327,50,NA,NA,NA,7.6,11.4960539378,2022,0,0,-12,"Idaho",45092.5450343031,10.7164722132532,28.7063914011118,-30.3359641424939
"ID",2011,170214,50,NA,NA,NA,7.6,12.0448117479078,2022,0,0,-11,"Idaho",75671.1819648883,11.2341526795598,47.764008935895,-11.6913040572112
"ID",2012,188589,50,NA,NA,NA,7.6,12.1473253229843,2022,0,0,-10,"Idaho",82140.212723329,11.3161829772726,51.4692010973858,-8.399069345221
"ID",2013,200340,50,NA,NA,NA,7.4,12.2077712021658,2022,0,0,-9,"Idaho",85998.7036234155,11.3620875009757,53.3473177515972,-6.93391014051016
"ID",2014,190002,50,NA,NA,NA,7.4,12.154789877403,2022,0,0,-8,"Idaho",80259.0227088402,11.2930144671811,49.1708506972226,-11.5233346443853
"ID",2015,217082,50,NA,NA,NA,7.4,12.2880304413282,2022,0,0,-7,"Idaho",91589.2109004839,11.4250687587958,55.4248036456897,-5.68233914541879
"ID",2016,188996,50,NA,NA,NA,7.4,12.1494811297967,2022,0,0,-6,"Idaho",78746.0365739333,11.2739832262014,46.7603047523528,-14.7597954882563
"ID",2017,216641,50,NA,NA,NA,7.4,12.2859968846481,2022,0,0,-5,"Idaho",88381.6090078329,11.389419184084,51.3922756035534,-10.5407820865562
"ID",2018,240809,50,NA,NA,NA,7.4,12.3917593671336,2022,0,0,-4,"Idaho",95898.9594077425,11.4710504100071,54.7345371301341,-7.61147800947608
"ID",2019,284961,50,NA,NA,NA,6.925,12.5601076077818,2022,0,0,-3,"Idaho",111462.232600711,11.6214410914335,62.302121002488,-0.45685158662274
"ID",2020,245969,50,NA,NA,NA,6.925,12.4129607907136,2022,0,0,-2,"Idaho",95038.077979684,11.4620329111142,51.3902956568179,-11.7816343817934
"ID",2021,351479,50,NA,NA,NA,6.925,12.7699052444936,2022,0,0,-1,"Idaho",129711.407166845,11.7730673168369,68.1065304411755,4.52164295306362
"ID",2022,1040953,100,NA,NA,NA,6,13.8556471976826,2022,1,0,0,"Idaho",355692.8806957,12.781822942824,183.441781569276,119.443936631664
"IL",1976,312131,33.34,NA,NA,NA,4,12.651178250465,1999,0,0,-23,"Illinois",548560.632688928,13.2150530953208,48.3617862885932,3.84332074025661
"IL",1977,384410,33.34,NA,NA,NA,4,12.8594649703081,1999,0,0,-22,"Illinois",634339.933993399,13.3603402632209,55.7107262782272,9.29416220872383
"IL",1978,376098,33.34,NA,NA,NA,4,12.8376050267096,1999,0,0,-21,"Illinois",576837.423312883,13.2653157437651,50.5440823766798,2.22941978600965
"IL",1979,489178,33.34,NA,NA,NA,4,13.1004817104021,1999,0,0,-20,"Illinois",673798.898071625,13.4206869745594,59.1215701401736,8.90880902833667
"IL",1980,797927,33.34,NA,NA,NA,4,13.5897723935508,1999,0,0,-19,"Illinois",968358.009708738,13.7833571426234,84.6858982165637,32.57503858356
"IL",1981,835017,33.34,NA,NA,NA,4,13.6352073629072,1999,0,0,-18,"Illinois",918610.561056106,13.7306175477118,80.2738613674385,26.264903213268
"IL",1982,714196,33.34,NA,NA,NA,4,13.4789127134547,1999,0,0,-17,"Illinois",740099.481865285,13.5145398910979,64.7879531846777,8.88089650934043
"IL",1983,603900,33.34,NA,NA,NA,4.8,13.311163900296,1999,0,0,-16,"Illinois",606325.301204819,13.3151719216935,53.1453215578353,-4.65983363866875
"IL",1984,563961,33.34,NA,NA,NA,4.8,13.2427403791531,1999,0,0,-15,"Illinois",542792.107795958,13.204481667036,47.5627260354119,-12.1405276822589
"IL",1985,706009,33.34,NA,NA,NA,4,13.4673832642695,1999,0,0,-14,"Illinois",656142.19330855,13.3941328025299,57.5573122304494,-4.04404000838822
"IL",1986,859707,33.34,NA,NA,NA,4,13.6643469125046,1999,0,0,-13,"Illinois",784404.197080292,13.5726797239788,68.8843851579263,5.38493439792191
"IL",1987,862435,50,NA,NA,NA,4,13.6675150627289,1999,0,0,-12,"Illinois",759185.73943662,13.54000174243,66.6468155827799,1.24926630160873
"IL",1988,973704,50,NA,NA,NA,4,13.7888626349999,1999,0,0,-11,"Illinois",823080.304311074,13.6208090500037,72.2622546372673,4.96660683492935
"IL",1989,1073022,50,NA,NA,NA,4.8,13.8859895246645,1999,0,0,-10,"Illinois",865340.322580645,13.6708781450476,75.8419681095261,6.64822178602138
"IL",1990,939149,50,NA,NA,NA,4.8,13.7527294250484,1999,0,0,-9,"Illinois",718553.175210406,13.4849949904063,62.7722978447332,-8.31954699993831
"IL",1991,940759,50,NA,NA,NA,4.8,13.7544422752449,1999,0,0,-8,"Illinois",690718.7958884,13.4454880675176,59.8752091295983,-13.11473423624
"IL",1992,970531,50,NA,NA,NA,4.8,13.7855986233788,1999,0,0,-7,"Illinois",691754.098360656,13.4469858222585,59.4535785135959,-15.4344633734092
"IL",1993,1097305,50,NA,NA,NA,4.8,13.9083677316075,1999,0,0,-6,"Illinois",759380.62283737,13.5402584100431,64.7605030705628,-12.0256373376091
"IL",1994,1229274,50,NA,NA,NA,4.8,14.0219343091837,1999,0,0,-5,"Illinois",829469.63562753,13.6285417823098,70.2643472535698,-8.41989167576882
"IL",1995,1481460,50,NA,NA,NA,4.8,14.2085386459688,1999,0,0,-4,"Illinois",972086.614173228,13.7872001887043,81.7914960555719,1.20915860506649
"IL",1996,1621276,50,NA,NA,NA,4.8,14.2987240514927,1999,0,0,-3,"Illinois",1033318.03696622,13.8482855777418,86.4484043855942,3.96796841392201
"IL",1997,1803931,50,NA,NA,NA,4.8,14.4054787305362,1999,0,0,-2,"Illinois",1123944.5482866,13.9323549739542,93.5723020551876,9.19376756234863
"IL",1998,1961566,50,NA,NA,NA,4.8,14.4892536917843,1999,0,0,-1,"Illinois",1203414.72392638,14.0006736769656,99.7048266128579,13.4281935988522
"IL",1999,2103927,66.67,NA,NA,NA,4.8,14.5593161564203,1999,1,1,0,"Illinois",1262861.34453782,14.0488906126757,104.12457276104,15.9498412258675
"IL",2000,2261293,83.33,NA,NA,NA,4.8,14.6314473315418,1999,1,1,1,"Illinois",1313178.28106853,14.0879609255363,105.610525798124,15.5376957417847
"IL",2001,2216842,100,NA,NA,NA,4.8,14.6115942185802,1999,1,1,2,"Illinois",1251745.90626765,14.0400498597795,100.232327264735,8.2613986872289
"IL",2002,1383823,100,NA,NA,NA,4.8,14.1403605168077,1999,1,1,3,"Illinois",769217.898832685,13.5531295618393,61.4118765532392,-32.4571505454337
"IL",2003,1293188,100,NA,NA,NA,4.8,14.0726210454832,1999,1,1,4,"Illinois",702819.565217391,13.4628554738623,55.9747713737467,-39.792354246093
"IL",2004,1278538,100,NA,NA,NA,7.3,14.0612277956025,1999,1,1,5,"Illinois",676833.245103229,13.4251802070832,53.760559868969,-43.9046642720374
"IL",2005,2183066,100,NA,NA,NA,7.3,14.5962408686985,1999,1,1,6,"Illinois",1117801.3312852,13.926874216804,88.6447208424365,-10.9186018197367
"IL",2006,2400270,100,NA,NA,NA,7.3,14.6910917889905,1999,1,1,7,"Illinois",1190610.11904762,13.9899764387814,94.1643749165209,-7.29704626681908
"IL",2007,2936360,100,NA,NA,NA,7.3,14.8926812770037,1999,1,1,8,"Illinois",1416191.60613865,14.1634818591512,111.547460105411,8.18794040090424
"IL",2008,1860000,100,NA,NA,NA,7.3,14.4360870456894,1999,1,1,9,"Illinois",863898.784503699,13.6692108933587,67.7725118967794,-37.4851063288941
"IL",2009,1710000,100,NA,NA,NA,7.3,14.3520039284788,1999,1,1,10,"Illinois",797065.308082056,13.5886918968018,62.2864058501332,-44.8693108967071
"IL",2010,2686686,100,NA,NA,NA,7.3,14.8038190218186,1999,1,1,11,"Illinois",1232108.26576659,14.0242372972719,95.9545148408103,-13.0993004271968
"IL",2011,2805458,100,NA,NA,NA,9.5,14.8470773634676,1999,1,1,12,"Illinois",1247208.35426493,14.0364182951197,96.9248824187457,-14.0270313704282
"IL",2012,3494539,100,NA,NA,NA,9.5,15.066712022232,1999,1,1,13,"Illinois",1522051.53444776,14.2355696765203,118.143918984252,5.29390667391132
"IL",2013,4462627,100,NA,NA,NA,9.5,15.3112481640488,1999,1,1,14,"Illinois",1915644.08882326,14.4655644628588,148.548159624278,33.8000487927706
"IL",2014,4439832,100,NA,NA,NA,9.5,15.3061270958547,1999,1,1,15,"Illinois",1875435.92862936,14.4443516856328,145.55083724892,28.9046278962458
"IL",2015,4054267,100,NA,NA,NA,7.75,15.2152804647035,1999,1,1,16,"Illinois",1710538.48458127,14.3523187821711,133.016616366801,14.47230849296
"IL",2016,2742812,100,NA,NA,NA,7.75,14.8244942294739,1999,1,1,17,"Illinois",1142805.00152079,13.9489963258787,89.1304740671301,-31.3119323278777
"IL",2017,2877499,100,NA,NA,NA,7.75,14.8724320720542,1999,1,1,18,"Illinois",1173914.40926893,13.9758543714901,91.8563566431213,-30.4841482730533
"IL",2018,3319420,100,NA,NA,NA,9.5,15.0153006268359,1999,1,1,19,"Illinois",1321914.56231806,14.0945916697093,103.88583782766,-20.3527656096813
"IL",2019,3822382,100,NA,NA,NA,9.5,15.1563843464593,1999,1,1,20,"Illinois",1495121.19754202,14.217717830111,118.03261948271,-8.10408247579812
"IL",2020,3491688,100,NA,NA,NA,9.5,15.0658958448709,1999,1,1,21,"Illinois",1349126.58271866,14.1149679652715,105.479978605653,-22.5548218740219
"IL",2021,5729501,100,NA,NA,NA,9.5,15.5611389993839,1999,1,1,22,"Illinois",2114441.0820386,14.5643010717271,166.618145409852,36.6852464090103
"IL",2022,9629688,100,NA,NA,NA,9.5,16.0803613844956,1999,1,1,23,"Illinois",3290457.36447353,15.006537129637,261.51030731722,129.679309795212
"IN",1976,85487,33.34,NA,NA,NA,3,11.3561195965809,2007,0,0,-31,"Indiana",150240.773286468,11.9199944414367,27.8787010504314,-15.7209223691794
"IN",1977,86198,33.34,NA,NA,NA,3,11.3644022545265,2007,0,0,-30,"Indiana",142240.924092409,11.8652775474393,26.2164420280913,-17.9935898720267
"IN",1978,192068,33.34,NA,NA,NA,3,12.1656047549744,2007,0,0,-29,"Indiana",294582.82208589,12.5933154720299,53.8521568051798,9.03171642455452
"IN",1979,126876,33.34,NA,NA,NA,3,11.7509655105205,2007,0,0,-28,"Indiana",174760.330578512,12.0711707746779,31.7678245731752,-13.6630242879573
"IN",1980,179191,33.34,NA,NA,NA,3,12.0962075550475,2007,0,0,-27,"Indiana",217464.805825243,12.2897923041201,39.6058743150932,-6.43538302654656
"IN",1981,154873,33.34,NA,NA,NA,3,11.950360705208,2007,0,0,-26,"Indiana",170377.337733773,12.0457708900127,31.0882872862781,-15.5633785358689
"IN",1982,125845,33.34,NA,NA,NA,3,11.7428062699371,2007,0,0,-25,"Indiana",130409.32642487,11.7784334475803,23.8498878412806,-23.4121864613736
"IN",1983,139968,33.34,NA,NA,NA,3,11.8491691040364,2007,0,0,-24,"Indiana",140530.120481928,11.853177125434,25.7834744971562,-22.0890082860053
"IN",1984,129939,33.34,NA,NA,NA,3,11.7748203885453,2007,0,0,-23,"Indiana",125061.597690087,11.7365616764282,22.9120960049786,-25.5707952586901
"IN",1985,178346,33.34,NA,NA,NA,3,12.091480762725,2007,0,0,-22,"Indiana",165749.07063197,12.0182303009855,30.3613600265625,-18.7319397176135
"IN",1986,183565,33.34,NA,NA,NA,3,12.1203241071877,2007,0,0,-21,"Indiana",167486.313868613,12.0286569186619,30.7082870138643,-18.9954212108189
"IN",1987,235709,33.34,NA,NA,NA,3.4,12.3703532723276,2007,0,0,-20,"Indiana",207490.316901408,12.2428399520286,37.9115406473453,-12.4025760578452
"IN",1988,261125,33.34,NA,NA,NA,3.4,12.4727544988589,2007,0,0,-19,"Indiana",220731.191885038,12.3047009138626,40.1933436127268,-10.7311815729709
"IN",1989,282022,33.34,NA,NA,NA,3.4,12.5497403610617,2007,0,0,-18,"Indiana",227437.096774194,12.3346289814448,41.1748257504886,-10.3601079157163
"IN",1990,340978,33.34,NA,NA,NA,3.4,12.7395732380554,2007,0,0,-17,"Indiana",260885.998469778,12.4718388034133,46.9633560799709,-5.18198606674128
"IN",1991,310394,33.34,NA,NA,NA,3.4,12.6455977372075,2007,0,0,-16,"Indiana",227895.741556535,12.3366435294801,40.6806889242808,-12.0750617029386
"IN",1992,672100,33.34,NA,NA,NA,3.4,13.4181624179581,2007,0,0,-15,"Indiana",479044.903777619,13.0795496168377,84.8069872597181,31.4408281519914
"IN",1993,656228,33.34,NA,NA,NA,3.4,13.3942635685165,2007,0,0,-14,"Indiana",454137.024221453,13.0261542469521,79.6457053351701,25.6691377469362
"IN",1994,798600,33.34,NA,NA,NA,3.4,13.5906154736113,2007,0,0,-13,"Indiana",538866.396761134,13.1972229467374,93.7872386335508,39.2002625648096
"IN",1995,874305,33.34,NA,NA,NA,3.4,13.6811845640134,2007,0,0,-12,"Indiana",573690.94488189,13.259846106749,99.0519463543128,43.8545618050644
"IN",1996,894403,50,NA,NA,NA,3.4,13.7039117355813,2007,0,0,-11,"Indiana",570046.526449968,13.2534732618304,97.6958893696298,41.8880963398742
"IN",1997,904265,50,NA,NA,NA,3.4,13.7148777380096,2007,0,0,-10,"Indiana",563404.984423676,13.2417539814277,95.9416699601142,39.5234684498513
"IN",1998,928218,50,NA,NA,NA,3.4,13.7410218979735,2007,0,0,-9,"Indiana",569458.895705521,13.2524418831548,96.3940105977624,39.3654006069923
"IN",1999,989627,50,NA,NA,NA,3.4,13.8050833834392,2007,0,0,-8,"Indiana",594013.805522209,13.2946578396946,99.9535084838548,42.3144900125774
"IN",2000,924623,50,NA,NA,NA,3.4,13.7371413658488,2007,0,0,-7,"Indiana",536947.154471545,13.1936549598432,88.1416555241932,29.8922285724086
"IN",2001,825017,50,NA,NA,NA,3.4,13.6231592711651,2007,0,0,-6,"Indiana",465848.108413326,13.0516149123644,76.0225773224353,17.1627418901435
"IN",2002,709412,50,NA,NA,NA,3.4,13.472191736882,2007,0,0,-5,"Indiana",394336.853807671,12.8849607819136,64.0576620712345,4.58741815843541
"IN",2003,729164,50,NA,NA,NA,3.4,13.4996539513963,2007,0,0,-4,"Indiana",396284.782608696,12.8898883797754,63.9515786800352,3.87092628672887
"IN",2004,644787,50,NA,NA,NA,8.5,13.376675308681,2007,0,0,-3,"Indiana",341337.744838539,12.7406277201616,54.7629330174888,-5.92812785632477
"IN",2005,824802,50,NA,NA,NA,8.5,13.6228986365122,2007,0,0,-2,"Indiana",422325.652841782,12.9535319846177,67.2641315923417,5.96266223802088
"IN",2006,1043873,50,NA,NA,NA,8.5,13.8584483925155,2007,0,0,-1,"Indiana",517794.146825397,13.1573330423064,81.765547326948,19.8536694921199
"IN",2007,987111,60,NA,NA,NA,8.5,13.8025377740983,2007,1,1,0,"Indiana",476078.652660821,13.0733383562459,74.6251688641906,12.1028825488553
"IN",2008,909494,70,NA,NA,NA,8.5,13.7206436798872,2007,1,1,1,"Indiana",422425.140383552,12.9537675275566,65.7490888259587,2.61639403011615
"IN",2009,838974,80,NA,NA,NA,8.5,13.6399349956962,2007,1,1,2,"Indiana",391062.61390809,12.8766229640192,60.5423343628151,-3.20076891353469
"IN",2010,597347,90,NA,NA,NA,8.5,13.3002534630515,2007,1,1,3,"Indiana",273942.014895256,12.5206717385047,42.2062543026376,-22.1472574542194
"IN",2011,681537,100,NA,NA,NA,8.5,13.4321058206479,2007,1,1,4,"Indiana",302987.476604768,12.6214467522999,46.4900804180856,-18.4738398192787
"IN",2012,794508,100,NA,NA,NA,8.5,13.5854783341341,2007,1,1,5,"Indiana",346049.112781693,12.7543359884225,52.9208892661684,-12.6534394517031
"IN",2013,781585,100,NA,NA,NA,8,13.5690791881243,2007,1,1,6,"Indiana",335506.123447675,12.7233954869342,51.0619121534531,-15.1228250449257
"IN",2014,866747,100,NA,NA,NA,7.5,13.6725024023356,2007,1,1,7,"Indiana",366123.86793728,12.8107269921137,55.5067940127644,-11.2883516661216
"IN",2015,903572,100,NA,NA,NA,7,13.7141110759334,2007,1,1,8,"Indiana",381226.663066362,12.851149393401,57.661651280668,-9.74390287872523
"IN",2016,1034367,100,NA,NA,NA,6.5,13.8493002033787,2007,1,1,9,"Indiana",430973.679934335,12.9738022997835,64.9262281424534,-3.08973449744708
"IN",2017,1025498,100,NA,NA,NA,6.25,13.8406889062245,2007,1,1,10,"Indiana",418365.69843342,12.9441112056604,62.7981729447103,-5.82819817569742
"IN",2018,698725,100,NA,NA,NA,6,13.4570125246361,2007,1,1,11,"Indiana",278257.874133338,12.5363035675095,41.5404438906877,-27.6963357102273
"IN",2019,752352,100,NA,NA,NA,5.75,13.5309595785207,2007,1,1,12,"Indiana",294281.79161924,12.5922930621724,43.720302245761,-26.1268858356612
"IN",2020,756866,100,NA,NA,NA,5.5,13.5369415022196,2007,1,1,13,"Indiana",292439.656737928,12.5860136226202,43.0748910588606,-27.3827055030688
"IN",2021,1385158,100,NA,NA,NA,5.25,14.1413247705194,2007,1,1,14,"Indiana",511185.002029745,13.1444868428626,75.0220364662623,3.95403142382563
"IN",2022,1539543,100,NA,NA,NA,4.9,14.2469961771031,2007,1,1,15,"Indiana",526060.719960363,13.1731719222445,76.9964319288663,5.31801840592237
"IA",1976,77831,100,NA,NA,NA,10,11.2622950883869,1978,0,0,-2,"Iowa",136785.588752197,11.8261699332427,47.117370006151,2.75319567379015
"IA",1977,91894,100,NA,NA,NA,10,11.4283910178555,1978,0,0,-1,"Iowa",151640.264026403,11.9292663107683,52.0461522763983,7.44094431781345
"IA",1978,108961,100,NA,NA,NA,10,11.5987452990211,1978,1,0,0,"Iowa",167118.098159509,12.0264560160766,57.2700981914784,12.4238566066695
"IA",1979,130074,100,NA,NA,NA,10,11.7758587982566,1978,1,0,1,"Iowa",179165.289256198,12.0960640624139,61.4476430353328,16.3603678243
"IA",1980,138564,100,NA,NA,NA,10,11.8390875917399,1978,1,0,2,"Iowa",168160.194174757,12.0326723408125,57.7073285665213,12.3790197292644
"IA",1981,135868,100,NA,NA,NA,10,11.8194391051571,1978,1,0,3,"Iowa",149469.746974697,11.9148492899618,51.399800815444,5.83045835196316
"IA",1982,147115,100,NA,NA,NA,10,11.8989698728388,1978,1,0,4,"Iowa",152450.777202073,11.9345970504819,52.7842108678042,6.97383477809935
"IA",1983,138483,100,NA,NA,NA,10,11.8385028533936,1978,1,0,5,"Iowa",139039.156626506,11.8425108747911,48.4365350480749,2.38512533214606
"IA",1984,132093,100,NA,NA,NA,10,11.7912614989474,1978,1,0,6,"Iowa",127134.744947064,11.7530027868303,44.4741987026824,-1.81824463947044
"IA",1985,154412,100,NA,NA,NA,10,11.94737963376,1978,1,0,7,"Iowa",143505.576208178,11.8741291720204,50.7143469759091,4.18087000753226
"IA",1986,138588,100,NA,NA,NA,10,11.8392607819031,1978,1,0,8,"Iowa",126448.905109489,11.7475935933773,45.2902091030667,-1.48430149153414
"IA",1987,149602,100,NA,NA,NA,10,11.9157337134171,1978,1,0,9,"Iowa",131691.901408451,11.7882203931181,47.5935590456455,0.578014824820656
"IA",1988,158040,100,NA,NA,NA,10,11.9706034445253,1978,1,0,10,"Iowa",133592.561284869,11.8025498595291,48.2564442863027,0.999866439253864
"IA",1989,202685,100,NA,NA,NA,10,12.2194083287152,1978,1,0,11,"Iowa",163455.64516129,12.0042969490983,58.9966495107509,11.4990380374781
"IA",1990,199558,100,NA,NA,NA,10,12.2038601998762,1978,1,0,12,"Iowa",152684.009181331,11.9361257652342,54.9268695281267,7.18822442862987
"IA",1991,201929,100,NA,NA,NA,10,12.2156714294494,1978,1,0,13,"Iowa",148259.177679883,11.9067172217221,53.1161305332324,5.13645180751156
"IA",1992,192818,100,NA,NA,NA,10,12.1695020177966,1978,1,0,14,"Iowa",137432.644333571,11.8308892166762,48.962028646162,0.741316294217164
"IA",1993,167046,100,NA,NA,NA,10,12.0260245025716,1978,1,0,15,"Iowa",115602.76816609,11.6579151810072,40.9862590000408,-7.47548697812803
"IA",1994,174285,100,NA,NA,NA,10,12.0684471692851,1978,1,0,16,"Iowa",117601.214574899,11.6750546424112,41.5636884759144,-7.13909112847843
"IA",1995,220675,100,NA,NA,NA,10,12.3044463098884,1978,1,0,17,"Iowa",144799.868766404,11.883107852624,50.9704345748837,2.02662134426686
"IA",1996,202929,100,NA,NA,NA,10,12.2206114431513,1978,1,0,18,"Iowa",129336.520076482,11.7701729694004,45.4055629372235,-3.77928391961733
"IA",1997,221041,100,NA,NA,NA,10,12.3061034836551,1978,1,0,19,"Iowa",137720.249221184,11.8329797270731,48.2484733096542,-1.17740717341063
"IA",1998,196841,100,NA,NA,NA,10,12.1901515752352,1978,1,0,20,"Iowa",120761.349693252,11.7015715604166,42.2091207498192,-7.45779335946963
"IA",1999,234540,100,NA,NA,NA,10,12.3653814280151,1978,1,0,21,"Iowa",140780.31212485,11.8549558842704,49.0624082782262,-0.845539457286627
"IA",2000,214605,100,NA,NA,NA,10,12.2765544080685,1978,1,0,22,"Iowa",124625.43554007,11.733068002063,42.5478268472758,-7.60115451446103
"IA",2001,166745,100,NA,NA,NA,12,12.0242209783208,1978,1,0,23,"Iowa",94153.0208921513,11.4526766195201,32.1122500780701,-18.2777649098907
"IA",2002,88310,100,NA,NA,NA,12,11.3886086304628,1978,1,0,24,"Iowa",49088.3824346859,10.8013776754945,16.7295391010689,-33.9015095131159
"IA",2003,140031,100,NA,NA,NA,12,11.8496191056512,1978,1,0,25,"Iowa",76103.8043478261,11.2398535340303,25.8680592168203,-25.0040230235885
"IA",2004,89826,100,NA,NA,NA,12,11.4056297446779,1978,1,0,26,"Iowa",47552.1439915299,10.7695821561585,16.0995329455163,-35.0135829211165
"IA",2005,186469,100,NA,NA,NA,12,12.1360202844108,1978,1,0,27,"Iowa",95478.2386072709,11.4666536325163,32.2076978112229,-19.1464516816339
"IA",2006,284976,100,NA,NA,NA,12,12.5601602451786,1978,1,0,28,"Iowa",141357.142857143,11.8590448949694,47.3932332712663,-4.20194984781453
"IA",2007,325077,100,NA,NA,NA,12,12.691817356327,1978,1,0,29,"Iowa",156782.996209162,11.9626179384745,52.274729565353,0.438512820048174
"IA",2008,347248,100,NA,NA,NA,12,12.7577945010608,1978,1,0,30,"Iowa",161283.400602871,11.9909183487301,53.4629173811384,1.38566700960958
"IA",2009,264365,100,NA,NA,NA,12,12.4850860030082,1978,1,0,31,"Iowa",123225.830509423,11.7217739713311,40.6301063050585,-11.6881776926943
"IA",2010,192138,100,NA,NA,NA,12,12.1659691428328,1978,1,0,32,"Iowa",88114.0624426753,11.3863874182861,28.8821009842522,-23.6772166397246
"IA",2011,250272,100,NA,NA,NA,12,12.4303036054013,1978,1,0,33,"Iowa",111262.164409018,11.6196445370534,36.2798944326535,-16.5204568175473
"IA",2012,425776,100,NA,NA,NA,12,12.9616686653626,1978,1,0,34,"Iowa",185447.354896034,12.1305263196509,60.2719393300518,7.23055445362699
"IA",2013,428554,100,NA,NA,NA,12,12.9681720300835,1978,1,0,35,"Iowa",183962.705563688,12.1224883288934,59.4591371711712,6.17671866852238
"IA",2014,388699,100,NA,NA,NA,12,12.8705605441588,1978,1,0,36,"Iowa",164190.913084617,12.008785133937,52.7835926799113,-0.739859448961511
"IA",2015,463238,100,NA,NA,NA,12,13.0459962398725,1978,1,0,37,"Iowa",195445.052464591,12.1830345573402,62.5916689211098,8.82718316601299
"IA",2016,376865,100,NA,NA,NA,12,12.8396423121149,1978,1,0,38,"Iowa",157022.503510314,11.9641444085196,50.1155375829626,-3.88998179835821
"IA",2017,432020,100,NA,NA,NA,12,12.9762271624509,1978,1,0,39,"Iowa",176248.368146214,12.0796494618868,56.0633845440531,1.81683153650829
"IA",2018,443187,100,NA,NA,NA,12,13.0017470818551,1978,1,0,40,"Iowa",176493.287721967,12.0810381247285,56.0313939242411,1.54380729047229
"IA",2019,535594,100,NA,NA,NA,12,13.1911316903466,1978,1,0,41,"Iowa",209497.099629582,12.2524651739983,66.3050274875591,11.5764072275663
"IA",2020,620486,100,NA,NA,NA,12,13.3382583209226,1978,1,0,42,"Iowa",239744.833102148,12.3873304413232,75.1338282512253,20.1641743650085
"IA",2021,793641,100,NA,NA,NA,9.8,13.5843864969247,1978,1,0,43,"Iowa",292888.880687899,12.587548569268,91.5866196180731,36.3759321056323
"IA",2022,860164,100,NA,NA,NA,9.8,13.6648783477236,1978,1,0,44,"Iowa",293917.411286327,12.591054092865,91.8580036542027,36.4062825155379
"KS",1976,92848,33.34,NA,NA,NA,4.5,11.4387190264304,NA,0,0,NA,"Kansas",163177.504393673,12.0025938712862,70.9158772176427,5.63967206104196
"KS",1977,122712,33.34,NA,NA,NA,4.5,11.7175954254279,NA,0,0,NA,"Kansas",202495.04950495,12.2184707183408,87.2580144696503,22.1198262772205
"KS",1978,128513,33.34,NA,NA,NA,4.5,11.7637853455155,NA,0,0,NA,"Kansas",197105.828220859,12.191496062571,84.389886109501,19.3897148812421
"KS",1979,141115,33.34,NA,NA,NA,4.5,11.8573304397739,NA,0,0,NA,"Kansas",194373.278236915,12.1775357039313,82.6801574528776,17.8180031887896
"KS",1980,149517,33.34,NA,NA,NA,4.5,11.9151653777227,NA,0,0,NA,"Kansas",181452.669902913,12.1087501267954,76.5933654544786,11.8692281545616
"KS",1981,150421,33.34,NA,NA,NA,4.5,11.9211933084104,NA,0,0,NA,"Kansas",165479.647964796,12.0166034932151,69.3878933067865,4.80177297104041
"KS",1982,122549,33.34,NA,NA,NA,4.5,11.7162662289882,NA,0,0,NA,"Kansas",126993.78238342,11.7518934066314,52.8875881260384,-11.5605152455368
"KS",1983,141347,33.34,NA,NA,NA,4.5,11.8589731389842,NA,0,0,NA,"Kansas",141914.658634538,11.8629811603818,58.7509158998738,-5.55917050753044
"KS",1984,136665,33.34,NA,NA,NA,4.5,11.8252879548161,NA,0,0,NA,"Kansas",131535.129932628,11.787029242699,54.2617423361331,-9.91032710710021
"KS",1985,159670,33.34,NA,NA,NA,4.5,11.9808644643337,NA,0,0,NA,"Kansas",148392.19330855,11.9076140025942,61.1320291869507,-2.90202329211168
"KS",1986,156344,33.34,NA,NA,NA,4.5,11.9598139867099,NA,0,0,NA,"Kansas",142649.635036496,11.8681467981841,58.6403522444313,-5.25568327046015
"KS",1987,137061,33.34,NA,NA,NA,4.5,11.8281813611879,NA,0,0,NA,"Kansas",120652.288732394,11.700668040889,49.3391334439347,-14.4188851067858
"KS",1988,195520,33.34,NA,NA,NA,4.5,12.1834179549654,NA,0,0,NA,"Kansas",165274.725274725,12.0153643699691,67.1303792836078,3.5103776970582
"KS",1989,198305,33.34,NA,NA,NA,4.5,12.1975615285117,NA,0,0,NA,"Kansas",159923.387096774,11.9824501488948,64.6717155381401,1.18973091576144
"KS",1990,210462,33.34,NA,NA,NA,4.5,12.2570603932431,NA,0,0,NA,"Kansas",161026.778882938,11.989325958601,64.9122757252491,1.56830806704137
"KS",1991,212950,33.34,NA,NA,NA,4.5,12.2688126753514,NA,0,0,NA,"Kansas",156350.954478708,11.959858467624,62.6604643052777,-0.545486388759102
"KS",1992,198998,33.34,NA,NA,NA,4.5,12.2010500534049,NA,0,0,NA,"Kansas",141837.49109052,11.8624372522845,56.1500921562351,-6.91784157363077
"KS",1993,219074,33.34,NA,NA,NA,4.5,12.2971648512668,NA,0,0,NA,"Kansas",151608.30449827,11.9290555297024,59.5101299056447,-3.41978686005024
"KS",1994,254892,33.34,NA,NA,NA,4,12.4485952050149,NA,0,0,NA,"Kansas",171991.902834008,12.055202678141,66.9458945965145,4.1539947949905
"KS",1995,261408,33.34,NA,NA,NA,4,12.4738376841416,NA,0,0,NA,"Kansas",171527.559055118,12.0524992268771,66.3051429274866,3.65126009013351
