"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population"
"47",1976,"WI",478,"Wisconsin",50,2006,0,-30,4595.904
"48",1976,"WV",0,"West Virginia",33.34,2022,0,-46,1879.503
"49",1976,"WY",40974,"Wyoming",NA,NA,NA,NA,396.952
"50",1977,"AK",23758,"Alaska",33.34,NA,NA,NA,403.436
"51",1977,"AL",13757,"Alabama",33.34,2021,0,-44,3780.403
"52",1977,"AR",10495,"Arkansas",33.34,2021,0,-44,2209.01
"53",1977,"AZ",0,"Arizona",33.34,2007,0,-30,2425.197
"54",1977,"CA",1530,"California",33.34,2011,0,-34,22352.396
"55",1977,"CO",2320,"Colorado",33.34,2009,0,-32,2696.14
"56",1977,"CT",NA,"Connecticut",33.34,2016,0,-39,3085.722
"57",1977,"DE",NA,"Delaware",33.34,2017,0,-40,591.829
"58",1977,"FL",47076,"Florida",50,NA,NA,NA,8856.183
"59",1977,"GA",NA,"Georgia",33.34,2006,0,-29,5219.697
"60",1977,"HI",NA,"Hawaii",33.34,NA,NA,NA,918.259
"61",1977,"IA",NA,"Iowa",100,1978,0,-1,2913.573
"62",1977,"ID",203,"Idaho",33.34,2022,0,-45,883.469
"63",1977,"IL",0,"Illinois",33.34,1999,0,-22,11386.316
"64",1977,"IN",580,"Indiana",33.34,2007,0,-30,5425.638
"65",1977,"KS",816,"Kansas",33.34,NA,NA,NA,2320.647
"66",1977,"KY",113005,"Kentucky",33.34,2018,0,-41,3573.693
"67",1977,"LA",495498,"Louisiana",33.34,2016,0,-39,4014.459
"68",1977,"MA",NA,"Massachusetts",50,2025,0,-48,5738.199
"69",1977,"MD",NA,"Maryland",33.34,2018,0,-41,4169.595
"70",1977,"ME",NA,"Maine",33.34,2007,0,-30,1103.578
"71",1977,"MI",9574,"Michigan",33.34,1991,0,-14,9171.11
"72",1977,"MN",59718,"Minnesota",33.34,2007,0,-30,3989.364
"73",1977,"MO",0,"Missouri",33.34,2020,0,-43,4863.173
"74",1977,"MS",25358,"Mississippi",33.34,NA,NA,NA,2459.201
"75",1977,"MT",43543,"Montana",33.34,2025,0,-48,769.953
"76",1977,"NC",0,"North Carolina",33.34,2016,0,-39,5685.607
"77",1977,"ND",15418,"North Dakota",33.34,2016,0,-39,649.769
"78",1977,"NE",1131,"Nebraska",33.34,1988,0,-11,1556.842
"79",1977,"NH",144,"New Hampshire",33.34,2022,0,-45,869.763
"80",1977,"NJ",NA,"New Jersey",33.34,2012,0,-35,7337.169
"81",1977,"NM",102783,"New Mexico",33.34,NA,NA,NA,1215.72
"82",1977,"NV",105,"Nevada",NA,NA,NA,NA,678.333
"83",1977,"NY",NA,"New York",50,2015,0,-38,17812.602
"84",1977,"OH",3918,"Ohio",33.34,NA,NA,NA,10771.394
"85",1977,"OK",191351,"Oklahoma",33.34,NA,NA,NA,2870.014
"86",1977,"OR",3680,"Oregon",33.34,2004,0,-27,2446.673
"87",1977,"PA",NA,"Pennsylvania",33.34,2007,0,-30,11893.591
"88",1977,"RI",NA,"Rhode Island",33.34,2015,0,-38,950.23
"89",1977,"SC",NA,"South Carolina",33.34,2007,0,-30,2991.681
"90",1977,"SD",536,"South Dakota",NA,NA,NA,NA,688.48
"91",1977,"TN",2052,"Tennessee",33.34,2024,0,-47,4422.921
"92",1977,"UT",8931,"Utah",33.34,2011,0,-34,1319.512
"93",1977,"VA",705,"Virginia",33.34,NA,NA,NA,5193.112
"94",1977,"VT",NA,"Vermont",33.34,2023,0,-46,491.931
"95",1977,"WA",35265,"Washington",NA,NA,NA,NA,3776.05
"96",1977,"WI",698,"Wisconsin",50,2006,0,-29,4626.514
"97",1977,"WV",0,"West Virginia",33.34,2022,0,-45,1908.088
"98",1977,"WY",46969,"Wyoming",NA,NA,NA,NA,413.354
"99",1978,"AK",107715,"Alaska",33.34,NA,NA,NA,404.766
"100",1978,"AL",17056,"Alabama",33.34,2021,0,-43,3831.836
"101",1978,"AR",12391,"Arkansas",33.34,2021,0,-43,2243.127
"102",1978,"AZ",0,"Arizona",33.34,2007,0,-29,2515.316
"103",1978,"CA",31235,"California",33.34,2011,0,-33,22835.958
"104",1978,"CO",1838,"Colorado",33.34,2009,0,-31,2766.748
"105",1978,"CT",NA,"Connecticut",33.34,2016,0,-38,3091.627
"106",1978,"DE",NA,"Delaware",33.34,2017,0,-39,594.776
"107",1978,"FL",94804,"Florida",50,NA,NA,NA,9102.032
"108",1978,"GA",NA,"Georgia",33.34,2006,0,-28,5295.751
"109",1978,"HI",NA,"Hawaii",33.34,NA,NA,NA,931.584
"110",1978,"IA",NA,"Iowa",100,1978,1,0,2918.069
"111",1978,"ID",273,"Idaho",33.34,2022,0,-44,910.69
"112",1978,"IL",0,"Illinois",33.34,1999,0,-21,11412.561
"113",1978,"IN",649,"Indiana",33.34,2007,0,-29,5470.214
"114",1978,"KS",841,"Kansas",33.34,NA,NA,NA,2335.657
"115",1978,"KY",128160,"Kentucky",33.34,2018,0,-40,3609.976
"116",1978,"LA",476829,"Louisiana",33.34,2016,0,-38,4068.579
"117",1978,"MA",NA,"Massachusetts",50,2025,0,-47,5736.469
"118",1978,"MD",NA,"Maryland",33.34,2018,0,-40,4183.603
"119",1978,"ME",NA,"Maine",33.34,2007,0,-29,1113.566
"120",1978,"MI",11718,"Michigan",33.34,1991,0,-13,9217.761
"121",1978,"MN",61945,"Minnesota",33.34,2007,0,-29,4015.341
"122",1978,"MO",36,"Missouri",33.34,2020,0,-42,4889.399
"123",1978,"MS",27559,"Mississippi",33.34,NA,NA,NA,2487.816
"124",1978,"MT",44667,"Montana",33.34,2025,0,-47,782.317
"125",1978,"NC",0,"North Carolina",33.34,2016,0,-38,5759.492
"126",1978,"ND",18619,"North Dakota",33.34,2016,0,-38,651.301
"127",1978,"NE",1243,"Nebraska",33.34,1988,0,-10,1563.884
"128",1978,"NH",174,"New Hampshire",33.34,2022,0,-44,891.52
"129",1978,"NJ",NA,"New Jersey",33.34,2012,0,-34,7350.804
"130",1978,"NM",145826,"New Mexico",33.34,NA,NA,NA,1238.034
"131",1978,"NV",129,"Nevada",NA,NA,NA,NA,719.436
"132",1978,"NY",NA,"New York",50,2015,0,-37,17680.589
"133",1978,"OH",3800,"Ohio",33.34,NA,NA,NA,10795.581
"134",1978,"OK",230368,"Oklahoma",33.34,NA,NA,NA,2917.336
"135",1978,"OR",4117,"Oregon",33.34,2004,0,-26,2518.298
"136",1978,"PA",NA,"Pennsylvania",33.34,2007,0,-29,11879.396
"137",1978,"RI",NA,"Rhode Island",33.34,2015,0,-37,951.816
"138",1978,"SC",NA,"South Carolina",33.34,2007,0,-29,3044.364
"139",1978,"SD",872,"South Dakota",NA,NA,NA,NA,688.58
"140",1978,"TN",2128,"Tennessee",33.34,2024,0,-46,4486.314
"141",1978,"UT",8926,"Utah",33.34,2011,0,-33,1367.51
"142",1978,"VA",813,"Virginia",33.34,NA,NA,NA,5270.24
"143",1978,"VT",NA,"Vermont",33.34,2023,0,-45,498.109
"144",1978,"WA",33288,"Washington",NA,NA,NA,NA,3889.073
"145",1978,"WI",602,"Wisconsin",50,2006,0,-28,4646.108
"146",1978,"WV",0,"West Virginia",33.34,2022,0,-44,1923.395
"147",1978,"WY",66021,"Wyoming",NA,NA,NA,NA,432.88
"148",1979,"AK",173685,"Alaska",33.34,NA,NA,NA,402.753
"149",1979,"AL",22281,"Alabama",33.34,2021,0,-42,3866.248
"150",1979,"AR",12502,"Arkansas",33.34,2021,0,-42,2271.333
"151",1979,"AZ",0,"Arizona",33.34,2007,0,-28,2635.571
"152",1979,"CA",48093,"California",33.34,2011,0,-32,23256.88
"153",1979,"CO",19803,"Colorado",33.34,2009,0,-30,2849.234
"154",1979,"CT",NA,"Connecticut",33.34,2016,0,-37,3095.917
"155",1979,"DE",NA,"Delaware",33.34,2017,0,-38,594.984
"156",1979,"FL",91902,"Florida",50,NA,NA,NA,9426.159
"157",1979,"GA",NA,"Georgia",33.34,2006,0,-27,5401.384
"158",1979,"HI",NA,"Hawaii",33.34,NA,NA,NA,953.306
"159",1979,"IA",NA,"Iowa",100,1978,1,1,2915.739
"160",1979,"ID",552,"Idaho",33.34,2022,0,-43,932.627
"161",1979,"IL",0,"Illinois",33.34,1999,0,-20,11396.837
"162",1979,"IN",673,"Indiana",33.34,2007,0,-28,5501.174
"163",1979,"KS",1097,"Kansas",33.34,NA,NA,NA,2350.906
"164",1979,"KY",154017,"Kentucky",33.34,2018,0,-39,3641.804
"165",1979,"LA",468959,"Louisiana",33.34,2016,0,-37,4137.665
"166",1979,"MA",NA,"Massachusetts",50,2025,0,-46,5738.404
"167",1979,"MD",NA,"Maryland",33.34,2018,0,-39,4191.16
"168",1979,"ME",NA,"Maine",33.34,2007,0,-28,1122.563
"169",1979,"MI",13724,"Michigan",33.34,1991,0,-12,9266.268
"170",1979,"MN",71263,"Minnesota",33.34,2007,0,-28,4050.316
"171",1979,"MO",45,"Missouri",33.34,2020,0,-41,4912.43
"172",1979,"MS",32922,"Mississippi",33.34,NA,NA,NA,2507.069
"173",1979,"MT",53919,"Montana",33.34,2025,0,-46,787.305
"174",1979,"NC",1013,"North Carolina",33.34,2016,0,-37,5823.491
"175",1979,"ND",25503,"North Dakota",33.34,2016,0,-37,652.896
"176",1979,"NE",1516,"Nebraska",33.34,1988,0,-9,1567.344
"177",1979,"NH",207,"New Hampshire",33.34,2022,0,-43,909.074
"178",1979,"NJ",NA,"New Jersey",33.34,2012,0,-33,7366.512
"179",1979,"NM",159431,"New Mexico",33.34,NA,NA,NA,1284.722
"180",1979,"NV",54,"Nevada",NA,NA,NA,NA,765.367
"181",1979,"NY",NA,"New York",50,2015,0,-36,17583.838
"182",1979,"OH",4582,"Ohio",33.34,NA,NA,NA,10798.298
"183",1979,"OK",280982,"Oklahoma",33.34,NA,NA,NA,2975.31
"184",1979,"OR",47625,"Oregon",33.34,2004,0,-25,2588.012
"185",1979,"PA",NA,"Pennsylvania",33.34,2007,0,-28,11887.975
"186",1979,"RI",NA,"Rhode Island",33.34,2015,0,-36,950.382
"187",1979,"SC",NA,"South Carolina",33.34,2007,0,-28,3090.267
"188",1979,"SD",884,"South Dakota",NA,NA,NA,NA,688.335
"189",1979,"TN",2155,"Tennessee",33.34,2024,0,-45,4560.473
"190",1979,"UT",8993,"Utah",33.34,2011,0,-32,1420.238
"191",1979,"VA",1003,"Virginia",33.34,NA,NA,NA,5307.945
"192",1979,"VT",NA,"Vermont",33.34,2023,0,-44,505.372
"193",1979,"WA",37802,"Washington",NA,NA,NA,NA,4017.632
"194",1979,"WI",362,"Wisconsin",50,2006,0,-27,4682.811
"195",1979,"WV",0,"West Virginia",33.34,2022,0,-43,1942.146
"196",1979,"WY",87419,"Wyoming",NA,NA,NA,NA,454.378
"197",1980,"AK",506469,"Alaska",33.34,NA,NA,NA,405.315
"198",1980,"AL",32410,"Alabama",33.34,2021,0,-41,3900.368
"199",1980,"AR",18051,"Arkansas",33.34,2021,0,-41,2288.738
"200",1980,"AZ",0,"Arizona",33.34,2007,0,-27,2737.774
"201",1980,"CA",25954,"California",33.34,2011,0,-31,23800.8
"202",1980,"CO",31121,"Colorado",33.34,2009,0,-29,2908.803
"203",1980,"CT",NA,"Connecticut",33.34,2016,0,-36,3113.174
"204",1980,"DE",NA,"Delaware",33.34,2017,0,-37,594.919
"205",1980,"FL",121254,"Florida",50,NA,NA,NA,9839.835
"206",1980,"GA",NA,"Georgia",33.34,2006,0,-26,5486.174
"207",1980,"HI",NA,"Hawaii",33.34,NA,NA,NA,967.71
"208",1980,"IA",NA,"Iowa",100,1978,1,2,2914.018
"209",1980,"ID",1905,"Idaho",33.34,2022,0,-42,947.983
"210",1980,"IL",0,"Illinois",33.34,1999,0,-19,11434.702
"211",1980,"IN",1582,"Indiana",33.34,2007,0,-27,5490.721
"212",1980,"KS",1100,"Kansas",33.34,NA,NA,NA,2369.039
"213",1980,"KY",177244,"Kentucky",33.34,2018,0,-38,3664.221
"214",1980,"LA",525297,"Louisiana",33.34,2016,0,-36,4223.101
"215",1980,"MA",NA,"Massachusetts",50,2025,0,-45,5746.075
"216",1980,"MD",NA,"Maryland",33.34,2018,0,-38,4227.643
"217",1980,"ME",NA,"Maine",33.34,2007,0,-27,1126.86
"218",1980,"MI",43525,"Michigan",33.34,1991,0,-11,9255.553
"219",1980,"MN",83459,"Minnesota",33.34,2007,0,-27,4085.017
"220",1980,"MO",46,"Missouri",33.34,2020,0,-40,4921.966
"221",1980,"MS",52514,"Mississippi",33.34,NA,NA,NA,2525.342
"222",1980,"MT",94636,"Montana",33.34,2025,0,-45,788.752
"223",1980,"NC",1292,"North Carolina",33.34,2016,0,-36,5898.98
"224",1980,"ND",43927,"North Dakota",33.34,2016,0,-36,654.38
"225",1980,"NE",2948,"Nebraska",33.34,1988,0,-8,1572.296
"226",1980,"NH",311,"New Hampshire",33.34,2022,0,-42,924.25
"227",1980,"NJ",NA,"New Jersey",33.34,2012,0,-32,7376.33
"228",1980,"NM",213643,"New Mexico",33.34,NA,NA,NA,1309.4
"229",1980,"NV",23,"Nevada",NA,NA,NA,NA,810.215
"230",1980,"NY",NA,"New York",50,2015,0,-35,17566.754
"231",1980,"OH",4596,"Ohio",33.34,NA,NA,NA,10800.65
"232",1980,"OK",436098,"Oklahoma",33.34,NA,NA,NA,3040.758
"233",1980,"OR",50592,"Oregon",33.34,2004,0,-24,2641.218
"234",1980,"PA",NA,"Pennsylvania",33.34,2007,0,-27,11868.305
"235",1980,"RI",NA,"Rhode Island",33.34,2015,0,-35,948.773
"236",1980,"SC",NA,"South Carolina",33.34,2007,0,-27,3134.502
"237",1980,"SD",2423,"South Dakota",NA,NA,NA,NA,690.851
"238",1980,"TN",2204,"Tennessee",33.34,2024,0,-44,4600.252
"239",1980,"UT",10584,"Utah",33.34,2011,0,-31,1472.595
"240",1980,"VA",1012,"Virginia",33.34,NA,NA,NA,5368.334
"241",1980,"VT",NA,"Vermont",33.34,2023,0,-43,512.524
"242",1980,"WA",49924,"Washington",NA,NA,NA,NA,4154.678
"243",1980,"WI",437,"Wisconsin",50,2006,0,-26,4712.045
"244",1980,"WV",0,"West Virginia",33.34,2022,0,-42,1951.349
"245",1980,"WY",105700,"Wyoming",NA,NA,NA,NA,474.185
"246",1981,"AK",1170180,"Alaska",33.34,NA,NA,NA,418.491
"247",1981,"AL",60669,"Alabama",33.34,2021,0,-40,3918.531
"248",1981,"AR",26745,"Arkansas",33.34,2021,0,-40,2293.201
"249",1981,"AZ",0,"Arizona",33.34,2007,0,-26,2810.107
"250",1981,"CA",21902,"California",33.34,2011,0,-30,24285.933
"251",1981,"CO",35879,"Colorado",33.34,2009,0,-28,2977.898
"252",1981,"CT",NA,"Connecticut",33.34,2016,0,-35,3128.836
"253",1981,"DE",NA,"Delaware",33.34,2017,0,-36,595.975
"254",1981,"FL",169213,"Florida",50,NA,NA,NA,10192.774
"255",1981,"GA",NA,"Georgia",33.34,2006,0,-25,5568.345
"256",1981,"HI",NA,"Hawaii",33.34,NA,NA,NA,978.195
"257",1981,"IA",NA,"Iowa",100,1978,1,3,2907.983
"258",1981,"ID",2221,"Idaho",33.34,2022,0,-41,962.204
"259",1981,"IL",0,"Illinois",33.34,1999,0,-18,11443.458
"260",1981,"IN",1811,"Indiana",33.34,2007,0,-26,5480.435
"261",1981,"KS",1007,"Kansas",33.34,NA,NA,NA,2384.849
"262",1981,"KY",194441,"Kentucky",33.34,2018,0,-37,3670.394
"263",1981,"LA",815230,"Louisiana",33.34,2016,0,-35,4283.303
"264",1981,"MA",NA,"Massachusetts",50,2025,0,-44,5768.685
"265",1981,"MD",NA,"Maryland",33.34,2018,0,-37,4261.905
"266",1981,"ME",NA,"Maine",33.34,2007,0,-26,1133.033
"267",1981,"MI",82857,"Michigan",33.34,1991,0,-10,9209.287
"268",1981,"MN",98858,"Minnesota",33.34,2007,0,-26,4111.728
"269",1981,"MO",19,"Missouri",33.34,2020,0,-39,4932.064
"270",1981,"MS",87886,"Mississippi",33.34,NA,NA,NA,2539.036
"271",1981,"MT",99248,"Montana",33.34,2025,0,-44,795.328
"272",1981,"NC",1385,"North Carolina",33.34,2016,0,-35,5956.653
"273",1981,"ND",103390,"North Dakota",33.34,2016,0,-35,659.505
"274",1981,"NE",4196,"Nebraska",33.34,1988,0,-7,1578.515
"275",1981,"NH",52,"New Hampshire",33.34,2022,0,-41,936.621
"276",1981,"NJ",NA,"New Jersey",33.34,2012,0,-31,7407.472
"277",1981,"NM",322592,"New Mexico",33.34,NA,NA,NA,1332.748
"278",1981,"NV",11,"Nevada",NA,NA,NA,NA,847.655
"279",1981,"NY",NA,"New York",50,2015,0,-34,17567.734
"280",1981,"OH",4167,"Ohio",33.34,NA,NA,NA,10788.33
"281",1981,"OK",601486,"Oklahoma",33.34,NA,NA,NA,3096.164
"282",1981,"OR",56937,"Oregon",33.34,2004,0,-23,2667.982
"283",1981,"PA",NA,"Pennsylvania",33.34,2007,0,-26,11858.567
"284",1981,"RI",NA,"Rhode Island",33.34,2015,0,-34,953.013
"285",1981,"SC",NA,"South Carolina",33.34,2007,0,-26,3179.255
"286",1981,"SD",6079,"South Dakota",NA,NA,NA,NA,689.584
"287",1981,"TN",2552,"Tennessee",33.34,2024,0,-43,4627.658
"288",1981,"UT",16041,"Utah",33.34,2011,0,-30,1515.471
"289",1981,"VA",1087,"Virginia",33.34,NA,NA,NA,5444.097
"290",1981,"VT",NA,"Vermont",33.34,2023,0,-42,515.594
"291",1981,"WA",54489,"Washington",NA,NA,NA,NA,4235.731
"292",1981,"WI",554,"Wisconsin",50,2006,0,-25,4726.343
"293",1981,"WV",0,"West Virginia",33.34,2022,0,-41,1954.124
"294",1981,"WY",138325,"Wyoming",NA,NA,NA,NA,491.712
"295",1982,"AK",1571553,"Alaska",33.34,NA,NA,NA,449.606
"296",1982,"AL",63470,"Alabama",33.34,2021,0,-39,3925.266
"297",1982,"AR",29753,"Arkansas",33.34,2021,0,-39,2294.257
"298",1982,"AZ",0,"Arizona",33.34,2007,0,-25,2889.861
"299",1982,"CA",27911,"California",33.34,2011,0,-29,24820.009
"300",1982,"CO",49184,"Colorado",33.34,2009,0,-27,3061.564
"301",1982,"CT",NA,"Connecticut",33.34,2016,0,-34,3139.013
"302",1982,"DE",NA,"Delaware",33.34,2017,0,-35,599.148
"303",1982,"FL",157633,"Florida",50,NA,NA,NA,10471.407
"304",1982,"GA",NA,"Georgia",33.34,2006,0,-24,5649.792
"305",1982,"HI",NA,"Hawaii",33.34,NA,NA,NA,993.78
"306",1982,"IA",NA,"Iowa",100,1978,1,4,2888.189
"307",1982,"ID",2517,"Idaho",33.34,2022,0,-40,973.721
"308",1982,"IL",0,"Illinois",33.34,1999,0,-17,11423.412
"309",1982,"IN",1780,"Indiana",33.34,2007,0,-25,5467.922
"310",1982,"KS",1013,"Kansas",33.34,NA,NA,NA,2401.202
"311",1982,"KY",256838,"Kentucky",33.34,2018,0,-36,3683.445
"312",1982,"LA",982146,"Louisiana",33.34,2016,0,-34,4352.608
"313",1982,"MA",NA,"Massachusetts",50,2025,0,-43,5771.222
"314",1982,"MD",NA,"Maryland",33.34,2018,0,-36,4282.923
"315",1982,"ME",NA,"Maine",33.34,2007,0,-25,1136.684
"316",1982,"MI",81603,"Michigan",33.34,1991,0,-9,9115.198
"317",1982,"MN",118609,"Minnesota",33.34,2007,0,-25,4131.45
"318",1982,"MO",30,"Missouri",33.34,2020,0,-38,4929.451
"319",1982,"MS",117012,"Mississippi",33.34,NA,NA,NA,2556.777
"320",1982,"MT",149361,"Montana",33.34,2025,0,-43,803.986
"321",1982,"NC",1217,"North Carolina",33.34,2016,0,-34,6019.101
"322",1982,"ND",186685,"North Dakota",33.34,2016,0,-34,668.972
"323",1982,"NE",6010,"Nebraska",33.34,1988,0,-6,1581.78
"324",1982,"NH",45,"New Hampshire",33.34,2022,0,-40,947.719
"325",1982,"NJ",NA,"New Jersey",33.34,2012,0,-30,7430.968
"326",1982,"NM",377802,"New Mexico",33.34,NA,NA,NA,1363.823
"327",1982,"NV",0,"Nevada",NA,NA,NA,NA,881.537
"328",1982,"NY",NA,"New York",50,2015,0,-33,17589.738
"329",1982,"OH",4033,"Ohio",33.34,NA,NA,NA,10757.087
"330",1982,"OK",742701,"Oklahoma",33.34,NA,NA,NA,3206.123
"331",1982,"OR",50480,"Oregon",33.34,2004,0,-22,2664.922
"332",1982,"PA",NA,"Pennsylvania",33.34,2007,0,-25,11845.146
"333",1982,"RI",NA,"Rhode Island",33.34,2015,0,-33,954.17
"334",1982,"SC",NA,"South Carolina",33.34,2007,0,-25,3207.614
"335",1982,"SD",9299,"South Dakota",NA,NA,NA,NA,690.597
"336",1982,"TN",2512,"Tennessee",33.34,2024,0,-42,4646.041
"337",1982,"UT",22295,"Utah",33.34,2011,0,-29,1558.314
"338",1982,"VA",1280,"Virginia",33.34,NA,NA,NA,5492.783
"339",1982,"VT",NA,"Vermont",33.34,2023,0,-41,519.109
"340",1982,"WA",45949,"Washington",NA,NA,NA,NA,4276.552
"341",1982,"WI",837,"Wisconsin",50,2006,0,-24,4728.87
"342",1982,"WV",0,"West Virginia",33.34,2022,0,-40,1949.604
"343",1982,"WY",389361,"Wyoming",NA,NA,NA,NA,506.4
"344",1983,"AK",1494034,"Alaska",33.34,NA,NA,NA,488.417
"345",1983,"AL",77144,"Alabama",33.34,2021,0,-38,3934.102
"346",1983,"AR",28393,"Arkansas",33.34,2021,0,-38,2305.761
"347",1983,"AZ",0,"Arizona",33.34,2007,0,-24,2968.925
"348",1983,"CA",28648,"California",33.34,2011,0,-28,25360.026
"349",1983,"CO",35902,"Colorado",33.34,2009,0,-26,3133.63
"350",1983,"CT",NA,"Connecticut",50,2016,0,-33,3162.354
"351",1983,"DE",NA,"Delaware",33.34,2017,0,-34,605.458
"352",1983,"FL",137933,"Florida",50,NA,NA,NA,10749.851
"353",1983,"GA",NA,"Georgia",33.34,2006,0,-23,5728.25
"354",1983,"HI",NA,"Hawaii",33.34,NA,NA,NA,1012.717
"355",1983,"IA",NA,"Iowa",100,1978,1,5,2870.543
"356",1983,"ID",806,"Idaho",33.34,2022,0,-39,981.869
"357",1983,"IL",0,"Illinois",33.34,1999,0,-16,11408.818
"358",1983,"IN",1616,"Indiana",33.34,2007,0,-24,5450.395
"359",1983,"KS",2339,"Kansas",33.34,NA,NA,NA,2415.531
"360",1983,"KY",221445,"Kentucky",33.34,2018,0,-35,3694.484
"361",1983,"LA",869465,"Louisiana",33.34,2016,0,-33,4395.316
"362",1983,"MA",NA,"Massachusetts",50,2025,0,-42,5799.407
"363",1983,"MD",NA,"Maryland",33.34,2018,0,-35,4313.327
"364",1983,"ME",NA,"Maine",33.34,2007,0,-24,1144.772
"365",1983,"MI",81371,"Michigan",33.34,1991,0,-8,9047.754
"366",1983,"MN",84693,"Minnesota",33.34,2007,0,-24,4141.456
"367",1983,"MO",25,"Missouri",33.34,2020,0,-37,4943.733
"368",1983,"MS",114628,"Mississippi",33.34,NA,NA,NA,2567.717
"369",1983,"MT",137599,"Montana",33.34,2025,0,-42,814.031
"370",1983,"NC",1197,"North Carolina",33.34,2016,0,-33,6077.056
"371",1983,"ND",184527,"North Dakota",33.34,2016,0,-33,676.688
"372",1983,"NE",5217,"Nebraska",33.34,1988,0,-5,1584.293
"373",1983,"NH",83,"New Hampshire",33.34,2022,0,-39,958.134
"374",1983,"NJ",NA,"New Jersey",33.34,2012,0,-29,7467.785
"375",1983,"NM",351343,"New Mexico",33.34,NA,NA,NA,1394.361
"376",1983,"NV",0,"Nevada",NA,NA,NA,NA,901.977
"377",1983,"NY",NA,"New York",50,2015,0,-32,17686.905
"378",1983,"OH",3968,"Ohio",33.34,NA,NA,NA,10737.632
"379",1983,"OK",777687,"Oklahoma",33.34,NA,NA,NA,3290.402
"380",1983,"OR",49662,"Oregon",33.34,2004,0,-21,2653.066
"381",1983,"PA",NA,"Pennsylvania",33.34,2007,0,-24,11837.723
"382",1983,"RI",NA,"Rhode Island",33.34,2015,0,-32,956.382
"383",1983,"SC",NA,"South Carolina",33.34,2007,0,-24,3234.066
"384",1983,"SD",5676,"South Dakota",NA,NA,NA,NA,693.008
"385",1983,"TN",3419,"Tennessee",33.34,2024,0,-41,4659.749
"386",1983,"UT",19688,"Utah",33.34,2011,0,-28,1594.943
"387",1983,"VA",1347,"Virginia",33.34,NA,NA,NA,5564.657
"388",1983,"VT",NA,"Vermont",33.34,2023,0,-40,523.302
"389",1983,"WA",41122,"Washington",NA,NA,NA,NA,4300.266
"390",1983,"WI",952,"Wisconsin",50,2006,0,-23,4721.438
"391",1983,"WV",0,"West Virginia",33.34,2022,0,-39,1945.061
"392",1983,"WY",388896,"Wyoming",NA,NA,NA,NA,510.345
"393",1984,"AK",1393039,"Alaska",33.34,NA,NA,NA,513.702
"394",1984,"AL",119525,"Alabama",33.34,2021,0,-37,3951.82
"395",1984,"AR",27125,"Arkansas",33.34,2021,0,-37,2319.768
"396",1984,"AZ",0,"Arizona",33.34,2007,0,-23,3067.135
"397",1984,"CA",17475,"California",33.34,2011,0,-27,25844.393
"398",1984,"CO",30009,"Colorado",33.34,2009,0,-25,3169.992
"399",1984,"CT",NA,"Connecticut",50,2016,0,-32,3180.014
"400",1984,"DE",NA,"Delaware",33.34,2017,0,-33,611.565
"401",1984,"FL",157823,"Florida",50,NA,NA,NA,11039.925
"402",1984,"GA",NA,"Georgia",33.34,2006,0,-22,5834.954
"403",1984,"HI",NA,"Hawaii",33.34,NA,NA,NA,1027.922
"404",1984,"IA",NA,"Iowa",100,1978,1,6,2858.618
"405",1984,"ID",1247,"Idaho",33.34,2022,0,-38,990.839
"406",1984,"IL",0,"Illinois",33.34,1999,0,-15,11412.132
"407",1984,"IN",1521,"Indiana",33.34,2007,0,-23,5458.322
"408",1984,"KS",116990,"Kansas",33.34,NA,NA,NA,2424.086
"409",1984,"KY",210704,"Kentucky",33.34,2018,0,-34,3695.453
"410",1984,"LA",792087,"Louisiana",33.34,2016,0,-32,4400.477
"411",1984,"MA",NA,"Massachusetts",50,2025,0,-41,5840.773
"412",1984,"MD",NA,"Maryland",33.34,2018,0,-34,4365.243
"413",1984,"ME",NA,"Maine",33.34,2007,0,-23,1155.635
"414",1984,"MI",73313,"Michigan",33.34,1991,0,-7,9049.452
"415",1984,"MN",74085,"Minnesota",33.34,2007,0,-23,4157.706
"416",1984,"MO",26,"Missouri",33.34,2020,0,-36,4975.278
"417",1984,"MS",102956,"Mississippi",33.34,NA,NA,NA,2578.051
"418",1984,"MT",144761,"Montana",33.34,2025,0,-41,820.905
"419",1984,"NC",1334,"North Carolina",33.34,2016,0,-32,6164.006
"420",1984,"ND",199553,"North Dakota",33.34,2016,0,-32,680.497
"421",1984,"NE",4539,"Nebraska",33.34,1988,0,-4,1588.639
"422",1984,"NH",56,"New Hampshire",33.34,2022,0,-38,976.864
"423",1984,"NJ",NA,"New Jersey",33.34,2012,0,-28,7515.473
"424",1984,"NM",367449,"New Mexico",33.34,NA,NA,NA,1416.717
"425",1984,"NV",83,"Nevada",NA,NA,NA,NA,924.922
"426",1984,"NY",NA,"New York",50,2015,0,-31,17745.684
"427",1984,"OH",6624,"Ohio",33.34,NA,NA,NA,10737.746
"428",1984,"OK",703738,"Oklahoma",33.34,NA,NA,NA,3285.533
"429",1984,"OR",29188,"Oregon",33.34,2004,0,-20,2666.588
"430",1984,"PA",NA,"Pennsylvania",33.34,2007,0,-23,11815.172
"431",1984,"RI",NA,"Rhode Island",33.34,2015,0,-31,961.894
"432",1984,"SC",NA,"South Carolina",33.34,2007,0,-23,3271.868
"433",1984,"SD",8910,"South Dakota",NA,NA,NA,NA,697.249
