"State_Acronym","year","year_effective","State_Name","real_log_nci","Post","rel_year","treated","event_id","rel_year_did"
"NE",1984,1988,"Nebraska",13.7320900910318,0,-4,1,"NE_1988",-4
"NE",1985,1988,"Nebraska",13.4360413617218,0,-3,1,"NE_1988",-3
"NE",1986,1988,"Nebraska",13.5259241066981,0,-2,1,"NE_1988",-2
"NE",1987,1988,"Nebraska",13.7017814960013,0,-1,1,"NE_1988",-1
"NE",1988,1988,"Nebraska",13.751383378074,1,0,1,"NE_1988",0
"NE",1989,1988,"Nebraska",13.7929936026238,1,1,1,"NE_1988",1
"NE",1990,1988,"Nebraska",13.6265178115261,1,2,1,"NE_1988",2
"NE",1991,1988,"Nebraska",13.5546511931583,1,3,1,"NE_1988",3
"NE",1992,1988,"Nebraska",13.7596091090261,1,4,1,"NE_1988",4
"AL",1984,2021,"Alabama",15.2760531261453,0,-37,0,"NE_1988",-4
"AL",1985,2021,"Alabama",15.1285444572946,0,-36,0,"NE_1988",-3
"AL",1986,2021,"Alabama",14.8664406450879,0,-35,0,"NE_1988",-2
"AL",1987,2021,"Alabama",14.8678761001618,0,-34,0,"NE_1988",-1
"AL",1988,2021,"Alabama",14.9152886925518,0,-33,0,"NE_1988",0
"AL",1989,2021,"Alabama",15.0628069992855,0,-32,0,"NE_1988",1
"AL",1990,2021,"Alabama",14.8277817603543,0,-31,0,"NE_1988",2
"AL",1991,2021,"Alabama",14.7200021437839,0,-30,0,"NE_1988",3
"AL",1992,2021,"Alabama",14.6694799335872,0,-29,0,"NE_1988",4
"AK",1984,NA,"Alaska",14.9530254445377,0,NA,0,"NE_1988",-4
"AK",1985,NA,"Alaska",14.5200221674722,0,NA,0,"NE_1988",-3
"AK",1986,NA,"Alaska",14.360932281715,0,NA,0,"NE_1988",-2
"AK",1987,NA,"Alaska",14.0939444990225,0,NA,0,"NE_1988",-1
"AK",1988,NA,"Alaska",14.3047950609819,0,NA,0,"NE_1988",0
"AK",1989,NA,"Alaska",15.1876480437814,0,NA,0,"NE_1988",1
"AK",1990,NA,"Alaska",14.2255936366913,0,NA,0,"NE_1988",2
"AK",1991,NA,"Alaska",14.4992129895315,0,NA,0,"NE_1988",3
"AK",1992,NA,"Alaska",14.2320453333101,0,NA,0,"NE_1988",4
"AZ",1984,2007,"Arizona",14.4571263326132,0,-23,0,"NE_1988",-4
"AZ",1985,2007,"Arizona",14.4468465975518,0,-22,0,"NE_1988",-3
"AZ",1986,2007,"Arizona",14.2592894080667,0,-21,0,"NE_1988",-2
"AZ",1987,2007,"Arizona",14.3758705357226,0,-20,0,"NE_1988",-1
"AZ",1988,2007,"Arizona",14.0404040565172,0,-19,0,"NE_1988",0
"AZ",1989,2007,"Arizona",14.2936813497956,0,-18,0,"NE_1988",1
"AZ",1990,2007,"Arizona",14.1346290190642,0,-17,0,"NE_1988",2
"AZ",1991,2007,"Arizona",14.2331435064287,0,-16,0,"NE_1988",3
"AZ",1992,2007,"Arizona",14.2953219258697,0,-15,0,"NE_1988",4
"AR",1984,2021,"Arkansas",14.3486173819595,0,-37,0,"NE_1988",-4
"AR",1985,2021,"Arkansas",14.517225330675,0,-36,0,"NE_1988",-3
"AR",1986,2021,"Arkansas",14.3586991416213,0,-35,0,"NE_1988",-2
"AR",1987,2021,"Arkansas",14.3439616270975,0,-34,0,"NE_1988",-1
"AR",1988,2021,"Arkansas",14.3084424667196,0,-33,0,"NE_1988",0
"AR",1989,2021,"Arkansas",14.2216116644994,0,-32,0,"NE_1988",1
"AR",1990,2021,"Arkansas",14.3232710452309,0,-31,0,"NE_1988",2
"AR",1991,2021,"Arkansas",14.1381554057595,0,-30,0,"NE_1988",3
"AR",1992,2021,"Arkansas",14.1350154288691,0,-29,0,"NE_1988",4
"CA",1984,2011,"California",17.289684950288,0,-27,0,"NE_1988",-4
"CA",1985,2011,"California",17.3826091571133,0,-26,0,"NE_1988",-3
"CA",1986,2011,"California",17.4109663339106,0,-25,0,"NE_1988",-2
"CA",1987,2011,"California",17.5914313808545,0,-24,0,"NE_1988",-1
"CA",1988,2011,"California",17.5874450695548,0,-23,0,"NE_1988",0
"CA",1989,2011,"California",17.5974833449176,0,-22,0,"NE_1988",1
"CA",1990,2011,"California",17.5179416340796,0,-21,0,"NE_1988",2
"CA",1991,2011,"California",17.3724743895739,0,-20,0,"NE_1988",3
"CA",1992,2011,"California",17.3602154752527,0,-19,0,"NE_1988",4
"CO",1984,2009,"Colorado",14.3393901638125,0,-25,0,"NE_1988",-4
"CO",1985,2009,"Colorado",14.4518119808099,0,-24,0,"NE_1988",-3
"CO",1986,2009,"Colorado",14.5734556922471,0,-23,0,"NE_1988",-2
"CO",1987,2009,"Colorado",14.4146194900825,0,-22,0,"NE_1988",-1
"CO",1988,2009,"Colorado",14.5420200258223,0,-21,0,"NE_1988",0
"CO",1989,2009,"Colorado",14.7357582600795,0,-20,0,"NE_1988",1
"CO",1990,2009,"Colorado",14.3738746672111,0,-19,0,"NE_1988",2
"CO",1991,2009,"Colorado",14.276961522947,0,-18,0,"NE_1988",3
"CO",1992,2009,"Colorado",14.3415550555182,0,-17,0,"NE_1988",4
"CT",1984,2016,"Connecticut",15.1680386010372,0,-32,0,"NE_1988",-4
"CT",1985,2016,"Connecticut",15.3304886724113,0,-31,0,"NE_1988",-3
"CT",1986,2016,"Connecticut",15.5432569154483,0,-30,0,"NE_1988",-2
"CT",1987,2016,"Connecticut",15.529636753116,0,-29,0,"NE_1988",-1
"CT",1988,2016,"Connecticut",15.4412344047394,0,-28,0,"NE_1988",0
"CT",1989,2016,"Connecticut",15.6797819683013,0,-27,0,"NE_1988",1
"CT",1990,2016,"Connecticut",15.4642957131252,0,-26,0,"NE_1988",2
"CT",1991,2016,"Connecticut",15.1472584061079,0,-25,0,"NE_1988",3
"CT",1992,2016,"Connecticut",15.2581353986124,0,-24,0,"NE_1988",4
"DE",1984,2017,"Delaware",13.1148233793271,0,-33,0,"NE_1988",-4
"DE",1985,2017,"Delaware",13.6889078172788,0,-32,0,"NE_1988",-3
"DE",1986,2017,"Delaware",13.6531865527859,0,-31,0,"NE_1988",-2
"DE",1987,2017,"Delaware",13.8769728522427,0,-30,0,"NE_1988",-1
"DE",1988,2017,"Delaware",13.9633829561179,0,-29,0,"NE_1988",0
"DE",1989,2017,"Delaware",14.1804934976263,0,-28,0,"NE_1988",1
"DE",1990,2017,"Delaware",13.8508732536697,0,-27,0,"NE_1988",2
"DE",1991,2017,"Delaware",13.8484081795369,0,-26,0,"NE_1988",3
"DE",1992,2017,"Delaware",13.8687612017615,0,-25,0,"NE_1988",4
"FL",1984,NA,"Florida",15.7663473658758,0,NA,0,"NE_1988",-4
"FL",1985,NA,"Florida",15.8532179228496,0,NA,0,"NE_1988",-3
"FL",1986,NA,"Florida",15.9046202913219,0,NA,0,"NE_1988",-2
"FL",1987,NA,"Florida",16.0716326424175,0,NA,0,"NE_1988",-1
"FL",1988,NA,"Florida",16.0763254368414,0,NA,0,"NE_1988",0
"FL",1989,NA,"Florida",16.1797395909406,0,NA,0,"NE_1988",1
"FL",1990,NA,"Florida",16.089843291325,0,NA,0,"NE_1988",2
"FL",1991,NA,"Florida",15.8659495937157,0,NA,0,"NE_1988",3
"FL",1992,NA,"Florida",16.013640432502,0,NA,0,"NE_1988",4
"GA",1984,2006,"Georgia",15.4385229069213,0,-22,0,"NE_1988",-4
"GA",1985,2006,"Georgia",15.6839972647812,0,-21,0,"NE_1988",-3
"GA",1986,2006,"Georgia",15.6652648882201,0,-20,0,"NE_1988",-2
"GA",1987,2006,"Georgia",15.7010674685632,0,-19,0,"NE_1988",-1
"GA",1988,2006,"Georgia",15.7247482878997,0,-18,0,"NE_1988",0
"GA",1989,2006,"Georgia",15.7694814497373,0,-17,0,"NE_1988",1
"GA",1990,2006,"Georgia",15.6234982565702,0,-16,0,"NE_1988",2
"GA",1991,2006,"Georgia",15.4442374956289,0,-15,0,"NE_1988",3
"GA",1992,2006,"Georgia",15.3102415965765,0,-14,0,"NE_1988",4
"HI",1984,NA,"Hawaii",13.222461353945,0,NA,0,"NE_1988",-4
"HI",1985,NA,"Hawaii",13.4631745082654,0,NA,0,"NE_1988",-3
"HI",1986,NA,"Hawaii",13.3351849914478,0,NA,0,"NE_1988",-2
"HI",1987,NA,"Hawaii",13.8702276444719,0,NA,0,"NE_1988",-1
"HI",1988,NA,"Hawaii",13.8459619727305,0,NA,0,"NE_1988",0
"HI",1989,NA,"Hawaii",13.9199772771276,0,NA,0,"NE_1988",1
"HI",1990,NA,"Hawaii",13.9401348839251,0,NA,0,"NE_1988",2
"HI",1991,NA,"Hawaii",14.1045339661058,0,NA,0,"NE_1988",3
"HI",1992,NA,"Hawaii",13.5341047806135,0,NA,0,"NE_1988",4
"ID",1984,2022,"Idaho",12.6671714517119,0,-38,0,"NE_1988",-4
"ID",1985,2022,"Idaho",13.1522319600628,0,-37,0,"NE_1988",-3
"ID",1986,2022,"Idaho",13.1331121137407,0,-36,0,"NE_1988",-2
"ID",1987,2022,"Idaho",13.2008712302005,0,-35,0,"NE_1988",-1
"ID",1988,2022,"Idaho",13.3820581087567,0,-34,0,"NE_1988",0
"ID",1989,2022,"Idaho",13.4897608707265,0,-33,0,"NE_1988",1
"ID",1990,2022,"Idaho",13.4519808258673,0,-32,0,"NE_1988",2
"ID",1991,2022,"Idaho",13.214062720788,0,-31,0,"NE_1988",3
"ID",1992,2022,"Idaho",13.3168903766465,0,-30,0,"NE_1988",4
"IL",1984,1999,"Illinois",16.2410359351103,0,-15,0,"NE_1988",-4
"IL",1985,1999,"Illinois",16.6130086273981,0,-14,0,"NE_1988",-3
"IL",1986,1999,"Illinois",16.791555548847,0,-13,0,"NE_1988",-2
"IL",1987,1999,"Illinois",16.7588775672982,0,-12,0,"NE_1988",-1
"IL",1988,1999,"Illinois",16.8396848748718,0,-11,0,"NE_1988",0
"IL",1989,1999,"Illinois",16.7074324131218,0,-10,0,"NE_1988",1
"IL",1990,1999,"Illinois",16.5215492584805,0,-9,0,"NE_1988",2
"IL",1991,1999,"Illinois",16.4820423355918,0,-8,0,"NE_1988",3
"IL",1992,1999,"Illinois",16.4835400903328,0,-7,0,"NE_1988",4
"IN",1984,2007,"Indiana",15.2431195737482,0,-23,0,"NE_1988",-4
"IN",1985,2007,"Indiana",15.5247881983054,0,-22,0,"NE_1988",-3
"IN",1986,2007,"Indiana",15.5352148159819,0,-21,0,"NE_1988",-2
"IN",1987,2007,"Indiana",15.6242347063946,0,-20,0,"NE_1988",-1
"IN",1988,2007,"Indiana",15.6860956682286,0,-19,0,"NE_1988",0
"IN",1989,2007,"Indiana",15.7160237358107,0,-18,0,"NE_1988",1
"IN",1990,2007,"Indiana",15.8532335577793,0,-17,0,"NE_1988",2
"IN",1991,2007,"Indiana",15.7180382838461,0,-16,0,"NE_1988",3
"IN",1992,2007,"Indiana",16.4609443712037,0,-15,0,"NE_1988",4
"KS",1984,NA,"Kansas",14.8881220319108,0,NA,0,"NE_1988",-4
"KS",1985,NA,"Kansas",15.008706791806,0,NA,0,"NE_1988",-3
"KS",1986,NA,"Kansas",14.9692395873959,0,NA,0,"NE_1988",-2
"KS",1987,NA,"Kansas",14.8017608301008,0,NA,0,"NE_1988",-1
"KS",1988,NA,"Kansas",15.1164571591809,0,NA,0,"NE_1988",0
"KS",1989,NA,"Kansas",15.0835429381066,0,NA,0,"NE_1988",1
"KS",1990,NA,"Kansas",15.0904187478128,0,NA,0,"NE_1988",2
"KS",1991,NA,"Kansas",15.0609512568359,0,NA,0,"NE_1988",3
"KS",1992,NA,"Kansas",14.9635300414964,0,NA,0,"NE_1988",4
"KY",1984,2018,"Kentucky",14.9724916280989,0,-34,0,"NE_1988",-4
"KY",1985,2018,"Kentucky",14.8118767343964,0,-33,0,"NE_1988",-3
"KY",1986,2018,"Kentucky",14.8935416631308,0,-32,0,"NE_1988",-2
"KY",1987,2018,"Kentucky",14.9930740633407,0,-31,0,"NE_1988",-1
"KY",1988,2018,"Kentucky",14.908109915859,0,-30,0,"NE_1988",0
"KY",1989,2018,"Kentucky",15.0559718874433,0,-29,0,"NE_1988",1
"KY",1990,2018,"Kentucky",14.8971310293089,0,-28,0,"NE_1988",2
"KY",1991,2018,"Kentucky",14.8908205269263,0,-27,0,"NE_1988",3
"KY",1992,2018,"Kentucky",14.6663179104165,0,-26,0,"NE_1988",4
"LA",1984,2016,"Louisiana",14.9639513215027,0,-32,0,"NE_1988",-4
"LA",1985,2016,"Louisiana",15.0424449462789,0,-31,0,"NE_1988",-3
"LA",1986,2016,"Louisiana",14.9170648346898,0,-30,0,"NE_1988",-2
"LA",1987,2016,"Louisiana",14.559233070573,0,-29,0,"NE_1988",-1
"LA",1988,2016,"Louisiana",14.658575950353,0,-28,0,"NE_1988",0
"LA",1989,2016,"Louisiana",15.0607104360451,0,-27,0,"NE_1988",1
"LA",1990,2016,"Louisiana",15.1420445588238,0,-26,0,"NE_1988",2
"LA",1991,2016,"Louisiana",14.9134465288964,0,-25,0,"NE_1988",3
"LA",1992,2016,"Louisiana",14.5418713903106,0,-24,0,"NE_1988",4
"ME",1984,2007,"Maine",13.2365709966647,0,-23,0,"NE_1988",-4
"ME",1985,2007,"Maine",13.2306316119919,0,-22,0,"NE_1988",-3
"ME",1986,2007,"Maine",13.1805824699193,0,-21,0,"NE_1988",-2
"ME",1987,2007,"Maine",13.420432463882,0,-20,0,"NE_1988",-1
"ME",1988,2007,"Maine",13.5946183111303,0,-19,0,"NE_1988",0
"ME",1989,2007,"Maine",13.6762086296956,0,-18,0,"NE_1988",1
"ME",1990,2007,"Maine",13.1103036409575,0,-17,0,"NE_1988",2
"ME",1991,2007,"Maine",13.3459853280135,0,-16,0,"NE_1988",3
"ME",1992,2007,"Maine",13.232262302266,0,-15,0,"NE_1988",4
"MD",1984,2018,"Maryland",14.8188603305714,0,-34,0,"NE_1988",-4
"MD",1985,2018,"Maryland",14.9995962651493,0,-33,0,"NE_1988",-3
"MD",1986,2018,"Maryland",14.9981321695362,0,-32,0,"NE_1988",-2
"MD",1987,2018,"Maryland",15.0397334276412,0,-31,0,"NE_1988",-1
"MD",1988,2018,"Maryland",15.1453885386272,0,-30,0,"NE_1988",0
"MD",1989,2018,"Maryland",15.1542609538926,0,-29,0,"NE_1988",1
"MD",1990,2018,"Maryland",14.9779233099219,0,-28,0,"NE_1988",2
"MD",1991,2018,"Maryland",14.8012365499965,0,-27,0,"NE_1988",3
"MD",1992,2018,"Maryland",14.608050989441,0,-26,0,"NE_1988",4
"MA",1984,2025,"Massachusetts",15.9473463352259,0,-41,0,"NE_1988",-4
"MA",1985,2025,"Massachusetts",16.066556170284,0,-40,0,"NE_1988",-3
"MA",1986,2025,"Massachusetts",16.2861565097251,0,-39,0,"NE_1988",-2
"MA",1987,2025,"Massachusetts",16.280510378419,0,-38,0,"NE_1988",-1
"MA",1988,2025,"Massachusetts",16.1988706807432,0,-37,0,"NE_1988",0
"MA",1989,2025,"Massachusetts",16.2590884641974,0,-36,0,"NE_1988",1
"MA",1990,2025,"Massachusetts",15.8951934065414,0,-35,0,"NE_1988",2
"MA",1991,2025,"Massachusetts",15.662760222724,0,-34,0,"NE_1988",3
"MA",1992,2025,"Massachusetts",15.6835231193854,0,-33,0,"NE_1988",4
"MN",1984,2007,"Minnesota",14.7117033350105,0,-23,0,"NE_1988",-4
"MN",1985,2007,"Minnesota",14.9034924002077,0,-22,0,"NE_1988",-3
"MN",1986,2007,"Minnesota",14.8425632497896,0,-21,0,"NE_1988",-2
"MN",1987,2007,"Minnesota",15.1814901610421,0,-20,0,"NE_1988",-1
"MN",1988,2007,"Minnesota",15.1145063386251,0,-19,0,"NE_1988",0
"MN",1989,2007,"Minnesota",15.2364646722168,0,-18,0,"NE_1988",1
"MN",1990,2007,"Minnesota",15.1715403953231,0,-17,0,"NE_1988",2
"MN",1991,2007,"Minnesota",15.0490495837501,0,-16,0,"NE_1988",3
"MN",1992,2007,"Minnesota",14.9388579139805,0,-15,0,"NE_1988",4
"MS",1984,NA,"Mississippi",14.5674894388384,0,NA,0,"NE_1988",-4
"MS",1985,NA,"Mississippi",14.4982318299179,0,NA,0,"NE_1988",-3
"MS",1986,NA,"Mississippi",14.3896296306417,0,NA,0,"NE_1988",-2
"MS",1987,NA,"Mississippi",14.4093916811634,0,NA,0,"NE_1988",-1
"MS",1988,NA,"Mississippi",14.3015514262643,0,NA,0,"NE_1988",0
"MS",1989,NA,"Mississippi",14.649730182266,0,NA,0,"NE_1988",1
"MS",1990,NA,"Mississippi",14.4231198528629,0,NA,0,"NE_1988",2
"MS",1991,NA,"Mississippi",14.5349106818204,0,NA,0,"NE_1988",3
"MS",1992,NA,"Mississippi",14.5505887401068,0,NA,0,"NE_1988",4
"MO",1984,2020,"Missouri",14.9751180427413,0,-36,0,"NE_1988",-4
"MO",1985,2020,"Missouri",14.9089297077795,0,-35,0,"NE_1988",-3
"MO",1986,2020,"Missouri",14.9720186878841,0,-34,0,"NE_1988",-2
"MO",1987,2020,"Missouri",15.2370564980299,0,-33,0,"NE_1988",-1
"MO",1988,2020,"Missouri",15.1480973588724,0,-32,0,"NE_1988",0
"MO",1989,2020,"Missouri",15.1823672251917,0,-31,0,"NE_1988",1
"MO",1990,2020,"Missouri",14.7736805088323,0,-30,0,"NE_1988",2
"MO",1991,2020,"Missouri",14.7471977973852,0,-29,0,"NE_1988",3
"MO",1992,2020,"Missouri",14.7394151932524,0,-28,0,"NE_1988",4
"MT",1984,2025,"Montana",13.1317230673738,0,-41,0,"NE_1988",-4
"MT",1985,2025,"Montana",13.6680313190535,0,-40,0,"NE_1988",-3
"MT",1986,2025,"Montana",13.5821944626801,0,-39,0,"NE_1988",-2
"MT",1987,2025,"Montana",13.0187980384165,0,-38,0,"NE_1988",-1
"MT",1988,2025,"Montana",13.2683091731772,0,-37,0,"NE_1988",0
"MT",1989,2025,"Montana",13.4161201514026,0,-36,0,"NE_1988",1
"MT",1990,2025,"Montana",13.7216173793502,0,-35,0,"NE_1988",2
"MT",1991,2025,"Montana",13.5540617388183,0,-34,0,"NE_1988",3
"MT",1992,2025,"Montana",13.3197326616853,0,-33,0,"NE_1988",4
"NH",1984,2022,"New Hampshire",13.9560672633118,0,-38,0,"NE_1988",-4
"NH",1985,2022,"New Hampshire",13.8877604829003,0,-37,0,"NE_1988",-3
"NH",1986,2022,"New Hampshire",13.9068010874753,0,-36,0,"NE_1988",-2
"NH",1987,2022,"New Hampshire",14.37956191673,0,-35,0,"NE_1988",-1
"NH",1988,2022,"New Hampshire",14.2468427737135,0,-34,0,"NE_1988",0
"NH",1989,2022,"New Hampshire",14.2422859587155,0,-33,0,"NE_1988",1
"NH",1990,2022,"New Hampshire",14.0066951067477,0,-32,0,"NE_1988",2
"NH",1991,2022,"New Hampshire",13.9302296779938,0,-31,0,"NE_1988",3
"NH",1992,2022,"New Hampshire",13.6554099840126,0,-30,0,"NE_1988",4
"NJ",1984,2012,"New Jersey",15.9989955789966,0,-28,0,"NE_1988",-4
"NJ",1985,2012,"New Jersey",16.0702594925472,0,-27,0,"NE_1988",-3
"NJ",1986,2012,"New Jersey",16.0856246134898,0,-26,0,"NE_1988",-2
"NJ",1987,2012,"New Jersey",16.1805697994931,0,-25,0,"NE_1988",-1
"NJ",1988,2012,"New Jersey",16.2224827428661,0,-24,0,"NE_1988",0
"NJ",1989,2012,"New Jersey",16.2780856236902,0,-23,0,"NE_1988",1
"NJ",1990,2012,"New Jersey",16.0718108893839,0,-22,0,"NE_1988",2
"NJ",1991,2012,"New Jersey",15.9446625217837,0,-21,0,"NE_1988",3
"NJ",1992,2012,"New Jersey",15.7173982043722,0,-20,0,"NE_1988",4
"NM",1984,NA,"New Mexico",13.4783777460302,0,NA,0,"NE_1988",-4
"NM",1985,NA,"New Mexico",13.6408424146546,0,NA,0,"NE_1988",-3
"NM",1986,NA,"New Mexico",13.725647296938,0,NA,0,"NE_1988",-2
"NM",1987,NA,"New Mexico",13.9537868031745,0,NA,0,"NE_1988",-1
"NM",1988,NA,"New Mexico",13.2202304783415,0,NA,0,"NE_1988",0
"NM",1989,NA,"New Mexico",13.6075054478452,0,NA,0,"NE_1988",1
"NM",1990,NA,"New Mexico",13.3398452180744,0,NA,0,"NE_1988",2
"NM",1991,NA,"New Mexico",13.0674187930637,0,NA,0,"NE_1988",3
"NM",1992,NA,"New Mexico",13.5001258829632,0,NA,0,"NE_1988",4
"NY",1984,2015,"New York",16.5015814816208,0,-31,0,"NE_1988",-4
"NY",1985,2015,"New York",16.6654103865575,0,-30,0,"NE_1988",-3
"NY",1986,2015,"New York",16.669270807287,0,-29,0,"NE_1988",-2
"NY",1987,2015,"New York",16.8583315341183,0,-28,0,"NE_1988",-1
"NY",1988,2015,"New York",16.8311637765936,0,-27,0,"NE_1988",0
"NY",1989,2015,"New York",16.7059385667674,0,-26,0,"NE_1988",1
"NY",1990,2015,"New York",16.5898771131871,0,-25,0,"NE_1988",2
"NY",1991,2015,"New York",16.6227012853682,0,-24,0,"NE_1988",3
"NY",1992,2015,"New York",16.8086219929759,0,-23,0,"NE_1988",4
"NC",1984,2016,"North Carolina",15.5911179310301,0,-32,0,"NE_1988",-4
"NC",1985,2016,"North Carolina",15.842924824356,0,-31,0,"NE_1988",-3
"NC",1986,2016,"North Carolina",15.8680089619192,0,-30,0,"NE_1988",-2
"NC",1987,2016,"North Carolina",15.7789437709595,0,-29,0,"NE_1988",-1
"NC",1988,2016,"North Carolina",15.8495095592296,0,-28,0,"NE_1988",0
"NC",1989,2016,"North Carolina",16.0230010009212,0,-27,0,"NE_1988",1
"NC",1990,2016,"North Carolina",15.7166469498284,0,-26,0,"NE_1988",2
"NC",1991,2016,"North Carolina",15.3708025087716,0,-25,0,"NE_1988",3
"NC",1992,2016,"North Carolina",15.5941088972849,0,-24,0,"NE_1988",4
"ND",1984,2016,"North Dakota",12.900914159638,0,-32,0,"NE_1988",-4
"ND",1985,2016,"North Dakota",13.524400180937,0,-31,0,"NE_1988",-3
"ND",1986,2016,"North Dakota",13.1007906755868,0,-30,0,"NE_1988",-2
"ND",1987,2016,"North Dakota",12.5438494825483,0,-29,0,"NE_1988",-1
"ND",1988,2016,"North Dakota",12.7255552910184,0,-28,0,"NE_1988",0
"ND",1989,2016,"North Dakota",12.6943651895947,0,-27,0,"NE_1988",1
"ND",1990,2016,"North Dakota",12.7388866804535,0,-26,0,"NE_1988",2
"ND",1991,2016,"North Dakota",12.7826750103071,0,-25,0,"NE_1988",3
"ND",1992,2016,"North Dakota",12.4764487169626,0,-24,0,"NE_1988",4
"OK",1984,NA,"Oklahoma",14.6653797007226,0,NA,0,"NE_1988",-4
"OK",1985,NA,"Oklahoma",14.4796346663596,0,NA,0,"NE_1988",-3
"OK",1986,NA,"Oklahoma",14.4853685658337,0,NA,0,"NE_1988",-2
"OK",1987,NA,"Oklahoma",14.2612679428522,0,NA,0,"NE_1988",-1
"OK",1988,NA,"Oklahoma",14.1629715862201,0,NA,0,"NE_1988",0
"OK",1989,NA,"Oklahoma",14.4144445374638,0,NA,0,"NE_1988",1
"OK",1990,NA,"Oklahoma",14.1992676286133,0,NA,0,"NE_1988",2
"OK",1991,NA,"Oklahoma",14.3364318910037,0,NA,0,"NE_1988",3
"OK",1992,NA,"Oklahoma",14.3874520668662,0,NA,0,"NE_1988",4
"OR",1984,2004,"Oregon",14.4300283189305,0,-20,0,"NE_1988",-4
"OR",1985,2004,"Oregon",14.4605680724431,0,-19,0,"NE_1988",-3
"OR",1986,2004,"Oregon",14.4922711676679,0,-18,0,"NE_1988",-2
"OR",1987,2004,"Oregon",14.4137582724875,0,-17,0,"NE_1988",-1
"OR",1988,2004,"Oregon",14.5760774408881,0,-16,0,"NE_1988",0
"OR",1989,2004,"Oregon",14.4721742337625,0,-15,0,"NE_1988",1
"OR",1990,2004,"Oregon",14.3538731295521,0,-14,0,"NE_1988",2
"OR",1991,2004,"Oregon",14.3213444351643,0,-13,0,"NE_1988",3
"OR",1992,2004,"Oregon",14.3121821856225,0,-12,0,"NE_1988",4
"PA",1984,2007,"Pennsylvania",15.8863666076331,0,-23,0,"NE_1988",-4
"PA",1985,2007,"Pennsylvania",16.0374187338685,0,-22,0,"NE_1988",-3
"PA",1986,2007,"Pennsylvania",16.0402566217374,0,-21,0,"NE_1988",-2
"PA",1987,2007,"Pennsylvania",16.1687915216878,0,-20,0,"NE_1988",-1
"PA",1988,2007,"Pennsylvania",16.1579577896085,0,-19,0,"NE_1988",0
"PA",1989,2007,"Pennsylvania",16.221854600163,0,-18,0,"NE_1988",1
"PA",1990,2007,"Pennsylvania",16.103431748802,0,-17,0,"NE_1988",2
"PA",1991,2007,"Pennsylvania",15.6180955726973,0,-16,0,"NE_1988",3
"PA",1992,2007,"Pennsylvania",16.0612950753352,0,-15,0,"NE_1988",4
"RI",1984,2015,"Rhode Island",13.4773959724637,0,-31,0,"NE_1988",-4
"RI",1985,2015,"Rhode Island",13.6159029073482,0,-30,0,"NE_1988",-3
"RI",1986,2015,"Rhode Island",13.5562527772445,0,-29,0,"NE_1988",-2
"RI",1987,2015,"Rhode Island",13.7796073990177,0,-28,0,"NE_1988",-1
"RI",1988,2015,"Rhode Island",13.637330876669,0,-27,0,"NE_1988",0
"RI",1989,2015,"Rhode Island",13.4524661657401,0,-26,0,"NE_1988",1
"RI",1990,2015,"Rhode Island",13.2795770918828,0,-25,0,"NE_1988",2
"RI",1991,2015,"Rhode Island",12.8346486726694,0,-24,0,"NE_1988",3
"RI",1992,2015,"Rhode Island",12.8586931207203,0,-23,0,"NE_1988",4
"SC",1984,2007,"South Carolina",14.7539099115401,0,-23,0,"NE_1988",-4
"SC",1985,2007,"South Carolina",14.9450872445373,0,-22,0,"NE_1988",-3
"SC",1986,2007,"South Carolina",14.867806050605,0,-21,0,"NE_1988",-2
"SC",1987,2007,"South Carolina",14.8431683777557,0,-20,0,"NE_1988",-1
"SC",1988,2007,"South Carolina",14.8710314039987,0,-19,0,"NE_1988",0
"SC",1989,2007,"South Carolina",15.0837249643517,0,-18,0,"NE_1988",1
"SC",1990,2007,"South Carolina",14.6525427683621,0,-17,0,"NE_1988",2
"SC",1991,2007,"South Carolina",14.614676627715,0,-16,0,"NE_1988",3
"SC",1992,2007,"South Carolina",14.5199620988792,0,-15,0,"NE_1988",4
"TN",1984,2024,"Tennessee",15.1045125064639,0,-40,0,"NE_1988",-4
"TN",1985,2024,"Tennessee",15.2055077824016,0,-39,0,"NE_1988",-3
"TN",1986,2024,"Tennessee",15.2227891032076,0,-38,0,"NE_1988",-2
"TN",1987,2024,"Tennessee",15.2929049040129,0,-37,0,"NE_1988",-1
"TN",1988,2024,"Tennessee",15.4170844373386,0,-36,0,"NE_1988",0
"TN",1989,2024,"Tennessee",15.4237246034991,0,-35,0,"NE_1988",1
"TN",1990,2024,"Tennessee",15.258674957873,0,-34,0,"NE_1988",2
"TN",1991,2024,"Tennessee",15.2573259867866,0,-33,0,"NE_1988",3
"TN",1992,2024,"Tennessee",15.0704298395943,0,-32,0,"NE_1988",4
"UT",1984,2011,"Utah",13.895812356969,0,-27,0,"NE_1988",-4
"UT",1985,2011,"Utah",13.7851471570271,0,-26,0,"NE_1988",-3
"UT",1986,2011,"Utah",14.0082701491696,0,-25,0,"NE_1988",-2
"UT",1987,2011,"Utah",13.8850596127808,0,-24,0,"NE_1988",-1
"UT",1988,2011,"Utah",14.0074085428999,0,-23,0,"NE_1988",0
"UT",1989,2011,"Utah",14.2124122225087,0,-22,0,"NE_1988",1
"UT",1990,2011,"Utah",14.1808229196292,0,-21,0,"NE_1988",2
"UT",1991,2011,"Utah",14.0068830527016,0,-20,0,"NE_1988",3
