"avg_perc_chan_SR","avg_perc_chan_LR","avg_perc_chan_SR.1","avg_perc_chan_LR.1","avg_perc_chan_SR.2","avg_perc_chan_LR.2","avg_perc_chan_SR.3","avg_perc_chan_LR.3","avg_perc_chan_SR.4","avg_perc_chan_LR.4","avg_perc_chan_SR.5","avg_perc_chan_LR.5","avg_perc_chan_SR.6","avg_perc_chan_LR.6","avg_perc_chan_SR.7","avg_perc_chan_LR.7","avg_perc_chan_SR.8","avg_perc_chan_LR.8","avg_perc_chan_SR.9","avg_perc_chan_LR.9","avg_perc_chan_SR.10","avg_perc_chan_LR.10","avg_perc_chan_SR.11","avg_perc_chan_LR.11","avg_perc_chan_SR.12","avg_perc_chan_LR.12","avg_perc_chan_SR.13","avg_perc_chan_LR.13","avg_perc_chan_SR.14","avg_perc_chan_LR.14","avg_perc_chan_SR.15","avg_perc_chan_LR.15","avg_perc_chan_SR.16","avg_perc_chan_LR.16","avg_perc_chan_SR.17","avg_perc_chan_LR.17","avg_perc_chan_SR.18","avg_perc_chan_LR.18","avg_perc_chan_SR.19","avg_perc_chan_LR.19","avg_perc_chan_SR.20","avg_perc_chan_LR.20","avg_perc_chan_SR.21","avg_perc_chan_LR.21","avg_perc_chan_SR.22","avg_perc_chan_LR.22","avg_perc_chan_SR.23","avg_perc_chan_LR.23","avg_perc_chan_SR.24","avg_perc_chan_LR.24","avg_perc_chan_SR.25","avg_perc_chan_LR.25","avg_perc_chan_SR.26","avg_perc_chan_LR.26"
-1.21301381703071,-4.39068329225894,0.357486341734504,10.164772678965,-17.1637434489541,-2.15363526762299,-6.40643900760808,-2.07799000818767,-2.41650989127686,7.85578836102133,-7.16162853045088,-15.4443609281303,-20.0048829544743,-17.7839826445307,-19.6296785147698,-16.9962537686677,4.07604482756551,11.8403211718356,-3.492457802718,-6.58269208327805,-8.60161653922171,-0.698907610208943,-2.68328033758797,-1.09794329948766,-12.9780318664297,-20.4084572837029,-8.57483691529217,1.53173918247698,2.35421968958274,15.5993607234053,-9.83183097464921,-0.973886433853652,3.48799965985293,8.21985287742392,0.955565287275115,-0.891543506704177,1.32976035958337,-1.95317267086484,6.41789920333885,0.18523870082889,4.01027975363975,-1.93833795375108,-2.11636046972771,-6.32065577727714,32.3419662728168,32.8726666793367,-0.709174966238661,4.55651213250909,-6.69014828602489,-7.3122391136796,0.558705420040245,-6.27378015016972,-8.32874808899491,NA
