"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population","Sev_cap","Sev_log","switch","state_rank","early_switch"
"1571",2010,"MT",253649,"Montana",33.34,2025,0,-15,990.73,256.022326971021,12.4437067005467,0,1571,0
"1572",2011,"MA",NA,"Massachusetts",50,2025,0,-14,6614.218,0,0,0,1572,0
"1573",2011,"MT",278372,"Montana",33.34,2025,0,-14,997.518,279.06463843259,12.5367136276718,0,1573,0
"1574",2012,"MA",NA,"Massachusetts",50,2025,0,-13,6664.269,0,0,0,1574,0
"1575",2012,"MT",305617,"Montana",33.34,2025,0,-13,1004.168,304.348475553891,12.6300879629996,0,1575,0
"1576",2013,"MA",NA,"Massachusetts",50,2025,0,-12,6715.158,0,0,0,1576,0
"1577",2013,"MT",282356,"Montana",33.34,2025,0,-12,1014.158,278.414211592277,12.5509239650966,0,1577,0
"1578",2014,"MA",NA,"Massachusetts",50,2025,0,-11,6764.864,0,0,0,1578,0
"1579",2014,"MT",305614,"Montana",33.34,2025,0,-11,1022.657,298.843111620025,12.6300781467435,0,1579,0
"1580",2015,"MA",NA,"Massachusetts",50,2025,0,-10,6797.484,0,0,0,1580,0
"1581",2015,"MT",269287,"Montana",33.34,2025,0,-10,1031.495,261.064765219415,12.5035330043333,0,1581,0
"1582",2016,"MA",NA,"Massachusetts",50,2025,0,-9,6827.28,0,0,0,1582,0
"1583",2016,"MT",164373,"Montana",33.34,2025,0,-9,1042.137,157.726863166743,12.0098935145398,0,1583,0
"1584",2017,"MA",NA,"Massachusetts",50,2025,0,-8,6863.56,0,0,0,1584,0
"1585",2017,"MT",167471,"Montana",33.34,2025,0,-8,1053.862,158.911698116072,12.0285654809294,0,1585,0
"1586",2018,"MA",NA,"Massachusetts",50,2025,0,-7,6885.72,0,0,0,1586,0
"1587",2018,"MT",185397,"Montana",33.34,2025,0,-7,1061.818,174.603368938933,12.1302547507532,0,1587,0
"1588",2019,"MA",NA,"Massachusetts",50,2025,0,-6,6894.883,0,0,0,1588,0
"1589",2019,"MT",202463,"Montana",33.34,2025,0,-6,1070.123,189.196008309325,12.2183124327847,0,1589,0
"1590",2020,"MA",NA,"Massachusetts",50,2025,0,-5,6997.713,0,0,0,1590,0
"1591",2020,"MT",173824,"Montana",33.34,2025,0,-5,1087.211,159.880648742516,12.0657985720383,0,1591,0
"1592",2021,"MA",NA,"Massachusetts",50,2025,0,-4,6991.951,0,0,0,1592,0
"1593",2021,"MT",130998,"Montana",33.34,2025,0,-4,1106.366,118.403855505321,11.7829373348912,0,1593,0
"1594",2022,"MA",NA,"Massachusetts",50,2025,0,-3,6982.74,0,0,0,1594,0
"1595",2022,"MT",227029,"Montana",50,2025,0,-3,1122.878,202.18492124701,12.3328330416077,0,1595,0
