Approach,Dependent.Variable,Estimate,Std..Error,t.value,p.value,Estimate.1,Std..Error.1,t.value.1,p.value.1,Estimate.2,Std..Error.2,t.value.2,p.value.2
TWFE,Corporate Tax Revenue,-0.1688255659834601,0.08601485379897413,-1.962748973311324,0.06730441481163314,-0.07114811011292727,0.05213500873012814,-1.3646897132254951,0.19123677947954118,-0.2399606119718071,0.13250172185222786,-1.810999952433995,0.08895663320508415
TWFE,Non-Corporate Tax Revenue,-0.1688255659834601,0.08601485379897413,-1.962748973311324,0.06730441481163314,-0.07114811011292727,0.05213500873012814,-1.3646897132254951,0.19123677947954118,-0.2399606119718071,0.13250172185222786,-1.810999952433995,0.08895663320508415
TWFE,Proxy Corporate Income,-0.1688255659834601,0.08601485379897413,-1.962748973311324,0.06730441481163314,-0.07114811011292727,0.05213500873012814,-1.3646897132254951,0.19123677947954118,-0.2399606119718071,0.13250172185222786,-1.810999952433995,0.08895663320508415
Simple DiD,Corporate Tax Revenue,0.16577054963131782,0.14201137749569948,1.1673047086409527,0.2435868028449502,0.337611651787035,0.12619101327627796,2.675401702717772,0.0076834966710691115,0.42546354605588954,0.14661703773656487,2.901869746000079,0.003856154852277797
Simple DiD,Non-Corporate Tax Revenue,0.16577054963131782,0.14201137749569948,1.1673047086409527,0.2435868028449502,0.337611651787035,0.12619101327627796,2.675401702717772,0.0076834966710691115,0.42546354605588954,0.14661703773656487,2.901869746000079,0.003856154852277797
Simple DiD,Proxy Corporate Income,0.16577054963131782,0.14201137749569948,1.1673047086409527,0.2435868028449502,0.337611651787035,0.12619101327627796,2.675401702717772,0.0076834966710691115,0.42546354605588954,0.14661703773656487,2.901869746000079,0.003856154852277797
