"","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","sales","Region","Number","perc_change_Sales","perc_change_CIT_Rev"
"182","MT",2020,175531,186297,5283,332869,678835,173824,1525034,678835,3168411,1338737,NA,"Montana",33.34,NA,NA,0,NA
"183","MT",2021,176809,268444,7279,334759,768499,130998,2157888,768499,3880366,1889444,NA,"Montana",33.34,NA,NA,0,0.361291372451571
"184","MT",2022,183629,291198,7694,359844,851812,227029,2678206,851812,4622866,2387008,NA,"Montana",50,NA,NA,0.399808015358771,0.0813162700440639
"185","MT",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montana",50,NA,NA,0,NA
"186","NE",1986,18335,54559,4499,4145,605090,4037,406387,255206,1119382,351828,NA,"Nebraska",33.34,NA,NA,0,NA
"187","NE",1987,22334,67423,4419,3574,663649,2396,427226,273103,1203344,359803,NA,"Nebraska",33.34,NA,NA,0,0.210916364709547
"188","NE",1988,20538,73783,4520,3884,726593,2571,505818,278803,1342868,432035,NA,"Nebraska",46.67,NA,NA,0.33320834895638,0.0900811580244466
"189","NE",1989,21302,80624,4640,4118,781194,2284,554724,290382,1449994,474100,NA,"Nebraska",60,NA,NA,0.249929689697197,0.0886099723458133
"190","NE",1990,22284,71948,4660,1932,827358,2729,567515,319311,1512928,495567,NA,"Nebraska",73.33,NA,NA,0.199954998874972,-0.113729911123928
"191","NE",1991,26102,81948,4856,2142,959270,3201,685060,335011,1767368,603112,NA,"Nebraska",86.67,NA,NA,0.16675,0.12995789364246
"192","NE",1992,31427,103617,10077,207,998913,2631,756255,335754,1889877,652638,NA,"Nebraska",100,NA,NA,0.142818878234317,0.233546196750465
"193","NE",1993,37834,102755,6976,2723,1041064,2344,787821,346184,1981288,685066,NA,"Nebraska",100,NA,NA,0,-0.00835384645203807
"194","NH",1990,16943,126589,5607,6273,271158,159,167980,271158,595299,41391,NA,"New Hampshire",33.34,NA,NA,0,NA
"195","NH",1991,19843,122205,7424,335,312063,127,159154,312063,624627,36949,NA,"New Hampshire",33.34,NA,NA,0,-0.0352420074439094
"196","NH",1992,24145,95635,7713,319,686740,40,130593,686740,985415,34958,NA,"New Hampshire",50,NA,NA,0.399808015358771,-0.243940506793977
"197","NH",1993,24790,126169,7741,394,673355,26,161953,673355,993285,35784,NA,"New Hampshire",50,NA,NA,0,0.27532416006925
"198","NH",2020,192402,780672,75975,408937,922118,NA,903303,922118,2807111,122631,NA,"New Hampshire",50,NA,NA,0,1.44347906634129
"199","NH",2021,223787,1009975,80162,401407,1043942,NA,1136978,1043942,3317286,127003,NA,"New Hampshire",50,NA,NA,0,0.256111896984721
"200","NH",2022,250192,1213000,84348,406541,943410,NA,1366620,943410,3497660,153620,NA,"New Hampshire",100,NA,NA,0.666666666666667,0.182660623713717
"201","NH",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Hampshire",100,NA,NA,0,NA
"202","NJ",1994,76951,1085055,124061,11332,6941845,NA,5560134,3163418,13494043,4475079,NA,"New Jersey",33.34,NA,NA,0,NA
"203","NJ",1995,94516,1028947,120496,5606,6975312,NA,5569029,2842034,13606950,4540082,NA,"New Jersey",33.34,NA,NA,0,-0.0530822582003234
"204","NJ",1996,123395,1155270,129468,2770,7363746,NA,5889056,3045373,14384897,4733786,NA,"New Jersey",50,NA,NA,0.399808015358771,0.115668910186122
"205","NJ",1997,110903,1263979,129743,2540,7192382,NA,6089390,2776954,14414778,4825411,NA,"New Jersey",50,NA,NA,0,0.0898700381812703
"206","NJ",2010,434587,2047474,227497,3908,11307452,NA,12370417,3409287,25927891,10322943,NA,"New Jersey",50,NA,NA,0,0.473203152815396
"207","NJ",2011,517040,2216438,246270,4228,11921825,NA,12833472,3777428,27182753,10617034,NA,"New Jersey",50,NA,NA,0,0.0792530427457227
"208","NJ",2012,472006,1929133,214348,5650,12009552,NA,13057551,3910003,27456175,11128418,NA,"New Jersey",70,NA,NA,0.333333333333333,-0.138608167608274
"209","NJ",2013,509584,2282055,253561,4620,12198133,NA,14390670,3743345,29076881,12108615,NA,"New Jersey",90,NA,NA,0.25,0.167611609835514
"210","NJ",2014,495599,2368068,275705,6705,12751851,NA,14341741,3866004,29679226,11973673,NA,"New Jersey",100,NA,NA,0.105263157894737,0.0369938601624086
"211","NJ",2015,492866,2579391,286599,4547,12951867,NA,15829393,3805842,31567654,13250002,NA,"New Jersey",100,NA,NA,0,0.0854268827695187
"212","NY",2005,156851,2784721,68772,NA,17331254,NA,30884768,6327734,51326444,28100047,NA,"New York",50,NA,NA,0,NA
"213","NY",2006,162886,4018199,68475,NA,19212180,NA,34831123,7948604,57402970,30812924,NA,"New York",50,NA,NA,0,0.362631928642407
"214","NY",2007,149476,5416105,71518,NA,19505685,NA,39996097,8625797,63161582,34579992,NA,"New York",80,NA,NA,0.461538461538462,0.296345337186506
"215","NY",2008,147920,5037830,70094,NA,20150046,NA,41601778,8855309,65244750,36563948,NA,"New York",100,NA,NA,0.222222222222222,-0.0723698779454818
"216","NY",2009,209057,4427675,62981,NA,20238418,NA,41267694,9164520,64756423,36840019,NA,"New York",100,NA,NA,0,-0.128921806073738
"217","NC",1987,54363,566480,106048,78316,2535085,1436,3166724,1074066,6274524,2600244,NA,"North Carolina",33.34,NA,NA,0,NA
"218","NC",1988,61999,633049,121156,80370,2821701,1579,3417434,1194029,6843064,2784385,NA,"North Carolina",33.34,NA,NA,0,0.110991897653162
"219","NC",1989,57827,789261,122598,86892,2916047,1524,3820026,1214214,7369389,3030765,NA,"North Carolina",50,NA,NA,0.399808015358771,0.219659567886045
"220","NC",1990,69572,612388,132668,99342,3192321,1540,4002778,1419410,7864737,3390390,NA,"North Carolina",50,NA,NA,0,-0.252378448527413
"221","NC",2014,292454,1360628,625656,NA,9980713,1776,11751148,4138531,23512645,10390520,NA,"North Carolina",50,NA,NA,0,0.75847332206125
"222","NC",2015,297979,1330223,631302,NA,10733859,1870,12527873,3871281,25084225,11197650,NA,"North Carolina",50,NA,NA,0,-0.0225987986700118
"223","NC",2016,314770,1066511,609823,NA,11149894,1961,13109468,3962050,26218693,12042957,NA,"North Carolina",60,NA,NA,0.181818181818182,-0.220059464254273
"224","NC",2017,346082,757041,826889,NA,11698702,1892,12843373,4041804,26868715,12086332,NA,"North Carolina",66.67,NA,NA,0.105313018078472,-0.339414505317095
"225","NC",2018,348322,742512,757312,NA,12213452,1913,13352120,4281696,27854728,12609608,NA,"North Carolina",100,NA,NA,0.399952000959981,-0.0193777745768239
"226","NC",2019,352886,836415,842349,NA,12802893,1824,14095305,4426315,29324429,13258890,NA,"North Carolina",100,NA,NA,0,0.118945334394814
"227","ND",2014,86656,250438,NA,3026,NA,3293053,748966,527934,6120435,498528,1320196,"North Dakota",33.34,NA,NA,0,NA
"228","ND",2015,78671,186039,NA,3505,NA,2849324,722170,546733,5736355,536131,1389083,"North Dakota",33.34,NA,NA,0,-0.295085422599587
"229","ND",2016,59907,103069,NA,3910,NA,1550122,454194,479555,3709105,351125,1017269,"North Dakota",50,NA,NA,0.399808015358771,-0.57397235635126
"230","ND",2017,70152,60871,NA,4401,NA,1517134,380378,477252,3465326,319507,872176,"North Dakota",50,NA,NA,0,-0.514798096864707
"231","ND",2018,74562,107277,NA,4549,NA,2115757,474912,482971,4205184,367635,912532,"North Dakota",60,NA,NA,0.181818181818182,0.551966125080286
"232","ND",2019,84226,146523,NA,4636,NA,2610995,561797,510485,4969744,415274,1053147,"North Dakota",100,NA,NA,0.5,0.309267139479905
"233","ND",2020,77968,81490,NA,5427,NA,2086801,458354,496993,4336232,376864,1067967,"North Dakota",100,NA,NA,0,-0.570432387627021
"234","OH",1983,55098,415017,70789,109342,3685835,3968,2387106,1681246,6734008,1972089,NA,"Ohio",33.34,NA,NA,0,NA
"235","OH",1984,64168,524891,136596,114095,4257614,6624,3011713,1655440,7985012,2486822,NA,"Ohio",33.34,NA,NA,0,0.233797350378973
"236","OH",1985,80210,437129,300161,15144,4625294,8192,3218787,1744746,8651690,2781658,NA,"Ohio",50,NA,NA,0.399808015358771,-0.182453587243508
"237","OH",1986,86878,477794,332547,17857,4937604,9865,3254678,1771610,9062151,2776884,NA,"Ohio",50,NA,NA,0,0.0888927264917376
"238","OH",1997,219739,737363,481155,17614,8055125,9155,6878575,2820974,16417761,6141212,NA,"Ohio",50,NA,NA,0,0.427218869660464
"239","OH",1998,266617,765883,512211,17067,8311164,9245,7733699,2779957,17642836,6967816,NA,"Ohio",50,NA,NA,0,0.0379445546504032
"240","OH",1999,300685,751567,394448,16516,8685317,12167,7943431,2812374,18178726,7191864,NA,"Ohio",60,NA,NA,0.181818181818182,-0.0188684964908234
"241","OH",2000,497881,630607,353002,22615,9058711,9308,8871834,2795460,19676365,8241227,NA,"Ohio",60,NA,NA,0,-0.175028614342333
"242","OR",1989,60376,157816,3936,183,363268,37454,1883140,363268,2586262,1725324,NA,"Oregon",33.34,NA,NA,0,NA
"243","OR",1990,77319,147784,4291,197,393608,52242,1974430,393608,2785890,1826646,NA,"Oregon",33.34,NA,NA,0,-0.0656544502617801
"244","OR",1991,80274,149074,4575,142,424301,63079,2132779,424301,3029829,1983705,NA,"Oregon",50,NA,NA,0.399808015358771,0.00869102399126855
"245","OR",1992,106970,152161,4013,136,438629,63788,2373458,438629,3322287,2221297,NA,"Oregon",50,NA,NA,0,0.0204956263382409
"246","OR",2002,148596,196257,367,24365,650297,29612,3871219,650297,5163687,3674962,NA,"Oregon",50,NA,NA,0,0.253121250911262
"247","OR",2003,124231,225501,0,26185,746272,25797,4249080,746272,5701691,4023579,NA,"Oregon",50,NA,NA,0,0.138676681888666
"248","OR",2004,131592,320065,4257,15865,748882,16603,4590805,748882,6103071,4270740,NA,"Oregon",80,NA,NA,0.461538461538462,0.346663831690391
"249","OR",2005,130894,365347,9003,24432,699329,12148,5064341,699329,6522665,4698994,NA,"Oregon",80,NA,NA,0,0.132130747637917
"250","OR",2006,239835,438255,9750,23610,773028,12032,5854721,773028,7590306,5416466,NA,"Oregon",100,NA,NA,0.222222222222222,0.181453007832235
"251","OR",2007,275423,405857,11355,21791,782874,12513,6001688,782874,7742862,5595831,NA,"Oregon",100,NA,NA,0,-0.0767623253786227
"252","PA",1993,226123,1469962,921376,236541,NA,NA,6127888,2961505,16662962,4657926,4828823,"Pennsylvania",33.34,NA,NA,0,NA
"253","PA",1994,242528,1486299,893118,230255,NA,NA,6222160,2984611,17141998,4735861,5134300,"Pennsylvania",33.34,NA,NA,0,0.0110524747307494
"254","PA",1995,260903,1784579,959058,228995,NA,NA,6714101,3103095,18262139,4929522,5550290,"Pennsylvania",50,NA,NA,0.399808015358771,0.182385280037959
"255","PA",1996,263430,1504010,892264,221469,NA,NA,6718031,3056436,18295012,5214021,5701275,"Pennsylvania",50,NA,NA,0,-0.170631842410225
"256","PA",1998,292042,1562856,1029958,149547,NA,NA,7587672,3374638,20629483,6024816,6313056,"Pennsylvania",50,NA,NA,0,0.0383753316903966
"257","PA",1999,294154,1537722,1116332,176415,NA,NA,7948085,3395246,21588754,6410363,6659123,"Pennsylvania",50,NA,NA,0,-0.0162124610314593
"258","PA",2000,309110,1696845,990325,117436,NA,NA,8467358,3403087,22466906,6770513,7057309,"Pennsylvania",60,NA,NA,0.181818181818182,0.0983890579480963
"259","PA",2001,355793,1389458,877073,58245,NA,NA,8544439,3427981,22571889,7154981,7238386,"Pennsylvania",60,NA,NA,0,-0.199194311122401
"260","PA",2005,847330,1703295,845455,57984,NA,NA,9978884,5162344,27262969,8275589,8064868,"Pennsylvania",60,NA,NA,0,0.202949928429461
"261","PA",2006,757664,2116954,869096,60491,NA,NA,11138871,5375914,29050577,9021917,8403283,"Pennsylvania",60,NA,NA,0,0.216561276503181
"262","PA",2007,723015,2286527,776886,64467,NA,NA,12099253,5820832,30837657,9812726,8661711,"Pennsylvania",70,NA,NA,0.153846153846154,0.0770177048566804
"263","PA",2008,717456,2191420,813344,58681,NA,NA,12599859,6432704,32123740,10408439,8873309,"Pennsylvania",70,NA,NA,0,-0.0424779480418147
"264","PA",2009,813026,1740532,620004,55536,NA,NA,11290770,6600228,30071179,9550238,8496182,"Pennsylvania",83,NA,NA,0.169934640522876,-0.229345627820482
"265","PA",2010,796930,1648956,538905,55363,NA,NA,11001243,7435101,30169122,9352287,8029797,"Pennsylvania",90,NA,NA,0.0809248554913295,-0.0540352997266844
"266","PA",2011,847488,1978061,632682,47658,NA,NA,11809488,7832017,32352286,9831427,8951757,"Pennsylvania",90,NA,NA,0,0.181474197667119
"267","PA",2012,890117,1837374,656221,38452,NA,NA,11939487,7984791,32949917,10102113,9166842,"Pennsylvania",90,NA,NA,0,-0.0737462438752069
"268","PA",2013,987918,2208163,488427,55537,NA,NA,12985497,7862945,33965626,10777334,9243355,"Pennsylvania",100,NA,NA,0.105263157894737,0.183307679549093
"269","PA",2014,981965,2301589,229686,45017,NA,NA,13111325,7921523,34192869,10809736,9497906,"Pennsylvania",100,NA,NA,0,0.0414328770185145
"270","RI",2013,54000,144310,4719,2331,1516423,NA,1233302,634965,2940433,1088992,NA,"Rhode Island",33.34,NA,NA,0,NA
"271","RI",2014,52462,137528,5213,2567,1529371,NA,1247164,622684,2974435,1109636,NA,"Rhode Island",33.34,NA,NA,0,-0.0481269381701545
"272","RI",2015,49502,176336,4861,2480,1620523,NA,1391704,661010,3165635,1215368,NA,"Rhode Island",100,NA,NA,0.999850007499625,0.247291820661178
"273","RI",2016,58915,144269,5131,2544,1665438,NA,1380463,691853,3245562,1236194,NA,"Rhode Island",100,NA,NA,0,-0.200040548338298
"274","SC",1992,83570,141895,27446,12585,2051830,NA,1552788,599816,3935500,1410893,NA,"South Carolina",33.34,NA,NA,0,NA
"275","SC",1993,95010,176339,28944,12503,2201405,NA,1671138,644725,4288976,1494799,NA,"South Carolina",33.34,NA,NA,0,0.216469641835882
"276","SC",1994,91326,219052,28920,12331,2322079,NA,1750048,648776,4501767,1530996,NA,"South Carolina",50,NA,NA,0.399808015358771,0.216054487836091
"277","SC",1995,96396,250214,33809,14297,2470390,NA,1906168,676270,4763097,1655954,NA,"South Carolina",50,NA,NA,0,0.132811667582991
"278","SC",2005,123547,246935,68397,9633,3883000,NA,2938408,979726,7318388,2691473,NA,"South Carolina",50,NA,NA,0,-0.0131912163154306
"279","SC",2006,118482,296753,67798,9808,4200121,NA,3024004,1013815,7759797,2727251,NA,"South Carolina",50,NA,NA,0,0.183259516487397
"280","SC",2007,141521,311902,67065,9361,4577312,NA,3551370,1343680,8688935,3239468,NA,"South Carolina",100,NA,NA,0.666666666666667,0.049778610214325
"281","SC",2008,131930,312600,77908,9935,4279163,NA,3640400,1227555,8435550,3327800,NA,"South Carolina",100,NA,NA,0,0.00223538115170168
"282","TN",1995,64290,493072,278658,NA,4564181,903,594583,1203613,5907721,101511,NA,"Tennessee",33.34,NA,NA,0,NA
"283","TN",1996,69994,533862,272582,NA,4744381,989,648296,1207066,6179787,114434,NA,"Tennessee",33.34,NA,NA,0,0.0794403535183371
"284","TN",1997,71935,479660,400840,NA,5087032,1124,607849,1247118,6616361,128189,NA,"Tennessee",50,NA,NA,0.399808015358771,-0.10695771774071
"285","TN",1998,76520,607418,310507,NA,5320654,861,768254,1292867,6996120,160836,NA,"Tennessee",50,NA,NA,0,0.235048450985118
"286","TN",2015,335982,1400973,790557,NA,9196721,2195,1703169,2648689,12698496,302196,NA,"Tennessee",50,NA,NA,0,0.790239549968109
"287","TN",2016,330149,1538649,773374,NA,9704247,1444,1862601,2697871,13386169,323952,NA,"Tennessee",50,NA,NA,0,0.0936691860382049
"288","TN",2017,343298,1726223,871205,NA,10010965,1261,1976200,2750772,13893728,249977,NA,"Tennessee",60,NA,NA,0.181818181818182,0.114904351533536
"289","TN",2018,372981,1644159,920053,NA,11817903,1025,1890667,2873537,15743880,246508,NA,"Tennessee",60,NA,NA,0,-0.0486971506493923
"290","UT",2004,27232,145005,2628,0,2142240,50009,1837040,581338,4195962,1692035,NA,"Utah",33.34,NA,NA,0,NA
"291","UT",2005,34729,188845,4452,0,2329545,73434,2115542,619166,4703330,1926697,NA,"Utah",33.34,NA,NA,0,0.262632918975588
"292","UT",2006,36370,348129,4835,0,2534259,99517,2625607,643466,5461647,2277478,NA,"Utah",50,NA,NA,0.399808015358771,0.593265223269655
"293","UT",2007,36588,398894,5038,0,2625037,101539,2959895,671394,6075590,2561001,NA,"Utah",50,NA,NA,0,0.135912816606718
"294","UT",2009,45734,245880,3249,0,2398162,102121,2565512,654127,5422858,2319632,NA,"Utah",50,NA,NA,0,-0.474628319380124
"295","UT",2010,43906,245980,3581,0,2407687,89162,2350621,768781,5237427,2104641,NA,"Utah",50,NA,NA,0,0.00040661976985321
"296","UT",2011,47044,247661,3877,0,2613519,101665,2545881,763314,5516864,2298220,NA,"Utah",66.66,NA,NA,0.285616320932625,0.00681061743250662
"297","UT",2012,47700,258578,547,0,2722128,107075,2725073,865093,5809955,2466495,NA,"Utah",83.34,NA,NA,0.2224,0.0431298260307878
"298","UT",2013,47700,330684,490,0,2739916,112050,3182772,855746,6328912,2852088,NA,"Utah",100,NA,NA,0.18173884586015,0.244733242598369
"299","UT",2014,53264,307910,484,NA,2682100,155743,3197822,858745,6312489,2889912,NA,"Utah",100,NA,NA,0,-0.0713254430827725
"300","VT",2004,18873,62228,4604,448203,687595,NA,492045,430637,1766719,429817,NA,"Vermont",33.34,NA,NA,0,NA
"301","VT",2005,23602,68962,4737,744535,778104,NA,569426,467299,2242902,500464,NA,"Vermont",33.34,NA,NA,0,0.102660263739614
"302","VT",2006,13091,86083,4759,824375,801203,NA,628095,475148,2406661,542012,NA,"Vermont",50,NA,NA,0.399808015358771,0.220852010706569
"303","VT",2007,17351,83362,4693,889022,844977,NA,664551,510564,2563506,581189,NA,"Vermont",50,NA,NA,0,-0.032116616011095
"304","VT",2021,29864,166841,3185,1203059,1247617,NA,1399998,740358,4102929,1233157,NA,"Vermont",50,NA,NA,0,0.667290160389764
"305","VT",2022,32384,240402,3292,1235599,1391177,NA,1508701,845613,4415490,1268299,NA,"Vermont",50,NA,NA,0,0.36126342257571
"306","VT",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont",100,NA,NA,0.666666666666667,NA
"307","VA",1998,94730,445659,20494,21268,3911261,1924,5851127,1686240,10542966,5405468,NA,"Virginia",33.34,NA,NA,0,NA
"308","VA",1999,107842,414388,27533,27294,4186017,1815,6502250,1791501,11562735,6087862,NA,"Virginia",33.34,NA,NA,0,-0.0727192816206556
"309","VA",2000,112362,565909,30087,34075,4352087,1910,7394810,1880149,12648035,6828901,NA,"Virginia",50,NA,NA,0.399808015358771,0.309132844433881
"310","VA",2001,130949,363757,28990,30587,4575894,1727,7590159,1933143,13085329,7226402,NA,"Virginia",50,NA,NA,0,-0.434891670772084
"311","WV",1984,7065,92173,3153,1363,1113659,0,486863,326970,1713819,394690,NA,"West Virginia",33.34,NA,NA,0,NA
"312","WV",1985,7536,98766,5000,1422,1125550,0,601952,330525,1848439,503186,NA,"West Virginia",33.34,NA,NA,0,0.0690587046124679
"313","WV",1986,15391,88909,4553,2331,1144965,0,567499,333818,1848552,478590,NA,"West Virginia",50,NA,NA,0.399808015358771,-0.105043292926602
"314","WV",1987,16770,89890,4565,1237,1149570,15019,572095,359164,1860023,482205,NA,"West Virginia",50,NA,NA,0,0.0109732157338688
"315","WV",2021,14521,320487,756,8122,2968554,274256,2574275,1431309,6046197,2253788,NA,"West Virginia",50,NA,NA,0,1.12383003920785
"316","WV",2022,13630,366316,1079,7908,3200985,768794,2869144,1545502,7064214,2502828,NA,"West Virginia",50,NA,NA,0,0.133456027419799
"317","WV",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"West Virginia",100,NA,NA,0.666666666666667,NA
"318","WI",2004,289639,681990,14016,104158,5621037,4610,5933180,1721642,12638266,5251190,NA,"Wisconsin",50,NA,NA,0,NA
"319","WI",2005,278914,782742,15098,112159,5790734,3476,6247824,1751284,13152251,5465082,NA,"Wisconsin",50,NA,NA,0,0.137570558982804
"320","WI",2006,284387,808200,16271,113585,5955106,3739,6714715,1827134,13795044,5906515,NA,"Wisconsin",60,NA,NA,0.181818181818182,0.032003680838145
"321","WI",2007,302866,923359,16957,120103,6037081,4960,7256992,1878470,14482624,6333633,NA,"Wisconsin",80,NA,NA,0.285714285714286,0.133011927401838
"322","WI",2008,312167,863088,18360,124513,6317062,5290,7329966,2048994,14915012,6466878,NA,"Wisconsin",100,NA,NA,0.222222222222222,-0.0674758333160737
"323","WI",2009,291512,656872,17122,134006,6647399,5669,6628049,2563252,14447245,5971177,NA,"Wisconsin",100,NA,NA,0,-0.271343982736388
