"Year","State","Revenue","GDPDEF","RealRev","population","RealRevPerCapita"
1973,"CT",138556,25.0445,553239.23416319,3067.814,180.336628675399
1973,"DE",18585,25.0445,74207.9099203418,577.759,128.440941500421
1973,"FL",147708,25.0445,589782.187705884,7913.696,74.5267682389978
1973,"GA",114114,25.0445,455644.951985466,4910.374,92.7923111326074
1973,"HI",12889,25.0445,51464.393379784,851.595,60.432944509754
1973,"IA",47288,25.0445,188815.907684322,2863.715,65.9339032286111
1973,"ID",16024,25.0445,63982.1118409232,782.074,81.8108156528963
1973,"IL",229083,25.0445,914703.827187606,11251.367,81.2971283567238
1973,"IN",10084,25.0445,40264.3294935016,5338.277,7.54257028878449
1973,"KS",53821,25.0445,214901.475373835,2265.603,94.8539860575021
1973,"KY",69338,25.0445,276859.19064066,3371.024,82.1291069540472
1973,"LA",78781,25.0445,314564.075944818,3788.375,83.0340385903766
1973,"MA",259401,25.0445,1035760.34658308,5781.172,179.160963656345
1973,"MD",80035,25.0445,319571.163329274,4097.974,77.982721054178
1973,"ME",10044,25.0445,40104.6137874583,1045.655,38.3535810448554
1973,"MI",364380,25.0445,1454930.22420092,9077.956,160.270684744553
1973,"MN",170655,25.0445,681407.095370241,3889.332,175.199004705754
1973,"MO",62664,25.0445,250210.625087345,4782.645,52.3163699349094
1973,"MS",26088,25.0445,104166.583481403,2349.546,44.3347708371758
1973,"MT",12057,25.0445,48142.3066940845,726.798,66.2389091523154
1973,"NC",139239,25.0445,555966.379843878,5389.852,103.150583697637
1973,"ND",10089,25.0445,40284.293956757,632.675,63.6729663045908
1973,"NE",14010,25.0445,55940.4260416459,1529.567,36.5727202807369
1973,"NH",19061,25.0445,76108.5268222564,800.951,95.0227002928474
1973,"NJ",170588,25.0445,681139.571562619,7333.083,92.8858396342465
1973,"NM",15063,25.0445,60144.9420032342,1105.529,54.4037668873763
1973,"NV",0,25.0445,0,568.991,0
1973,"NY",874627,25.0445,3492291.72073709,18177.063,192.12629239042
1973,"OH",167970,25.0445,670686.178602088,10767.314,62.2890888667395
1973,"OK",35434,25.0445,141484.158198407,2695.931,52.4806303271141
1973,"OR",51131,25.0445,204160.594142426,2241.932,91.0645791854642
1973,"PA",497212,25.0445,1985314.14082932,11890.527,166.96603445998
1973,"RI",30941,25.0445,123544.0915171,975.738,126.616050125239
1973,"SC",63295,25.0445,252730.140350177,2776.605,91.0212797103574
1973,"SD",900,25.0445,3593.60338597297,678.715,5.29471631829703
1973,"TN",102978,25.0445,411180.099423027,4147.401,99.1416309691363
1973,"TX",0,25.0445,0,12019.543,0
1973,"UT",29575,25.0445,118089.800155723,1170.04,100.928002594546
1973,"VA",96618,25.0445,385785.302162151,4901.292,78.7109403320902
1973,"VT",7922,25.0445,31631.6955818643,468.43,67.5270490401219
1973,"WA",0,25.0445,0,3478.782,0
1973,"WI",136107,25.0445,543460.640060692,4524.244,120.121867887915
1973,"WV",12163,25.0445,48565.5533150991,1806.36,26.8858662255027
1973,"WY",0,25.0445,0,354.061,0
1974,"AK",8241,27.30475,30181.5618161675,341.063,88.4926298547996
1974,"AL",47255,27.30475,173065.126031185,3626.499,47.7223697100661
1974,"AR",45916,27.30475,168161.217370604,2101.403,80.023306986144
1974,"AZ",39356,27.30475,144136.093536839,2223.196,64.8328323444442
1974,"CA",1046031,27.30475,3830948.82758494,21173.865,180.928178562815
1974,"CO",52745,27.30475,193171.517776211,2541.406,76.0097039891347
1974,"CT",139873,27.30475,512266.180792719,3074.047,166.64227345669
1974,"DE",23467,27.30475,85944.7532022817,581.418,147.819216471251
1974,"FL",188778,27.30475,691374.211446726,8298.762,83.3105240813902
1974,"GA",132629,27.30475,485735.998315311,4999.419,97.1584894795397
1974,"HI",18166,27.30475,66530.5487140516,867.978,76.6500403397916
1974,"IA",59416,27.30475,217603.164284603,2867.53,75.8852267577333
1974,"ID",23076,27.30475,84512.7679249947,807.99,104.596304316879
1974,"IL",266944,27.30475,977646.746445216,11262.145,86.8082187225627
1974,"IN",15400,27.30475,56400.443146339,5361.89,10.5187616952864
1974,"KS",76766,27.30475,281145.221985186,2269.499,123.87986158407
1974,"KY",83364,27.30475,305309.515743598,3416.315,89.368081029881
1974,"LA",67603,27.30475,247586.958313114,3820.109,64.8114905394359
1974,"MA",283634,27.30475,1038771.64229667,5773.548,179.91911425984
1974,"MD",90065,27.30475,329851.033245131,4118.815,80.0839642579555
1974,"ME",13202,27.30475,48350.5617154524,1059.04,45.6550854693424
1974,"MI",309122,27.30475,1132118.0380703,9117.507,124.169692227305
1974,"MN",190336,27.30475,697080.178357246,3903.925,178.558803859512
1974,"MO",54683,27.30475,200269.183933198,4795.93,41.7581540875697
1974,"MS",30065,27.30475,110109.046960694,2378.268,46.297997938287
1974,"MT",15736,27.30475,57630.9982695319,736.419,78.258434762726
1974,"NC",153289,27.30475,561400.48892592,5470.911,102.615540433014
1974,"ND",14526,27.30475,53199.5348794624,634.559,83.8370189051962
1974,"NE",21949,27.30475,80385.2809492854,1539.191,52.2256698156924
1974,"NH",23881,27.30475,87460.9729076443,815.914,107.193862230142
1974,"NJ",197591,27.30475,723650.646865472,7332.411,98.6920464313132
1974,"NM",16160,27.30475,59183.8416392752,1131.309,52.3144796331287
1974,"NV",0,27.30475,0,596.822,0
1974,"NY",874379,27.30475,3202296.30375667,18049.775,177.414749145442
1974,"OH",190584,27.30475,697988.445233888,10765.759,64.8341139007373
1974,"OK",40386,27.30475,147908.330968055,2734.768,54.0844162898114
1974,"OR",85734,27.30475,313989.324201833,2285.013,137.412489207647
1974,"PA",540103,27.30475,1978055.10030306,11870.884,166.630817073359
1974,"RI",34610,27.30475,126754.50242174,950.615,133.339472259264
1974,"SC",77568,27.30475,284082.439868521,2844.749,99.862040506393
1974,"SD",1299,27.30475,4757.41400305808,679.585,7.00046940862156
1974,"TN",112974,27.30475,413752.185974968,4213.509,98.1965829371595
1974,"TX",0,27.30475,0,12268.629,0
1974,"UT",20173,27.30475,73880.918155266,1200.471,61.5432760602014
1974,"VA",106406,27.30475,389697.763209698,4971.069,78.3931510927927
1974,"VT",8024,27.30475,29386.8282991055,473.002,62.1283383560862
1974,"WA",0,27.30475,0,3549.946,0
1974,"WI",160269,27.30475,586963.806663676,4545.782,129.122735464146
1974,"WV",12744,27.30475,46673.1978868146,1815.447,25.7089289231878
1974,"WY",0,27.30475,0,365.501,0
1975,"AK",17345,29.8215,58162.734939557,376.17,154.618217666366
1975,"AL",58158,29.8215,195020.371208692,3678.814,53.0117508546754
1975,"AR",54469,29.8215,182650.101436883,2159.526,84.5787924928355
1975,"AZ",49553,29.8215,166165.350502154,2284.847,72.7249354123729
1975,"CA",1252633,29.8215,4200435.92709958,21537.849,195.025785866526
1975,"CO",58115,29.8215,194876.179937294,2586.192,75.352556939815
1975,"CT",140365,29.8215,470683.902553527,3082.5,152.69550772215
1975,"DE",17545,29.8215,58833.3920158275,586.589,100.297468953266
1975,"FL",180256,29.8215,604449.809701055,8518.422,70.9579555580899
1975,"GA",119353,29.8215,400224.670120551,5064.075,79.0321371860707
1975,"HI",31505,29.8215,105645.255939507,886.16,119.216908842091
1975,"IA",63612,29.8215,213309.189678588,2880.847,74.0439147509701
1975,"ID",28162,29.8215,94435.2229096457,831.982,113.506329355257
1975,"IL",306828,29.8215,1028881.84698959,11291.743,91.1180715846606
1975,"IN",77427,29.8215,259634.827221971,5365.766,48.3872809999488
1975,"KS",85887,29.8215,288003.621548212,2280.578,126.285363424628
1975,"KY",116626,29.8215,391080.260885603,3467.769,112.775753196249
1975,"LA",78718,29.8215,263963.918649297,3886.104,67.9250783430647
1975,"MA",268521,29.8215,900427.543886123,5757.756,156.385151417692
1975,"MD",92004,29.8215,308515.668225944,4139.096,74.536968513401
1975,"ME",20181,29.8215,67672.6522810724,1071.995,63.1277685820106
1975,"MI",222640,29.8215,746575.457304294,9117.668,81.8822814456826
1975,"MN",195905,29.8215,656925.372633838,3932.515,167.049680073398
1975,"MO",56405,29.8215,189142.061935181,4808.308,39.3365112915356
1975,"MS",33704,29.8215,113019.130493101,2399.449,47.1021182334365
1975,"MT",22079,29.8215,74037.1879348792,748.208,98.9526815202179
1975,"NC",166447,29.8215,558144.29186996,5547.188,100.617518618435
1975,"ND",19964,29.8215,66944.9893533189,638.886,104.78393540212
1975,"NE",25858,29.8215,86709.2533910098,1543.117,56.190977995194
1975,"NH",26320,29.8215,88258.4712371946,828.555,106.520956650065
1975,"NJ",202780,29.8215,679979.209630636,7337.765,92.668436455874
1975,"NM",18344,29.8215,61512.6670355281,1159.944,53.0307213413131
1975,"NV",0,29.8215,0,619.972,0
1975,"NY",967401,29.8215,3243971.63120567,18003.485,180.185760212852
1975,"OH",267315,29.8215,896383.481716211,10770.425,83.226379805459
1975,"OK",42533,29.8215,142625.287125061,2774.683,51.4023717754644
1975,"OR",90691,29.8215,304112.804520229,2329.661,130.539509619738
1975,"PA",601016,29.8215,2015378.16675888,11906.095,169.272810838388
1975,"RI",36652,29.8215,122904.615797327,942.788,130.362940340063
1975,"SC",82682,29.8215,277256.341900977,2902.028,95.5388238504167
1975,"SD",1869,29.8215,6267.2903777476,681.042,9.20250201565777
1975,"TN",126715,29.8215,424911.557098067,4275.566,99.3813584208657
1975,"TX",0,29.8215,0,12568.843,0
1975,"UT",18002,29.8215,60365.8434351055,1236.03,48.8384937542823
1975,"VA",117065,29.8215,392552.353168016,5047.395,77.7732579217628
1975,"VT",9921,29.8215,33267.944268397,479.713,69.3496825568559
1975,"WA",0,29.8215,0,3621.339,0
1975,"WI",153407,29.8215,514417.450497125,4578.986,112.343093099023
1975,"WV",19122,29.8215,64121.5230622202,1842.25,34.8060920408306
1975,"WY",0,29.8215,0,381.695,0
1976,"AK",31103,31.4675,98841.6620322555,400.969,246.506991892778
1976,"AL",60307,31.4675,191648.52625725,3735.139,51.3096102333139
1976,"AR",56197,31.4675,178587.431476921,2170.161,82.2922499652887
1976,"AZ",46499,31.4675,147768.332406451,2346.157,62.9831389827923
1976,"CA",1284068,31.4675,4080616.50909669,21935.909,186.024500242807
1976,"CO",69597,31.4675,221171.049495511,2632.306,84.0217852694599
1976,"CT",143685,31.4675,456613.966791134,3083.335,148.090936207429
1976,"DE",22861,31.4675,72649.5590688806,590.166,123.100210904865
1976,"FL",180740,31.4675,574370.382140303,8667.379,66.2680589068856
1976,"GA",132741,31.4675,421835.226821324,5132.812,82.1840400196469
1976,"HI",35354,31.4675,112350.838166362,904.191,124.255647497445
1976,"IA",77831,31.4675,247337.729403353,2903.082,85.1983269516166
1976,"ID",31752,31.4675,100904.10741241,856.983,117.74341779523
1976,"IL",312131,31.4675,991915.468340351,11342.853,87.4484989217749
1976,"IN",85487,31.4675,271667.5935489,5389.088,50.4106805360944
1976,"KS",92848,31.4675,295059.982521649,2301.001,128.231140500004
1976,"KY",134785,31.4675,428330.81751013,3529.257,121.365720181367
1976,"LA",87741,31.4675,278830.53944546,3950.605,70.5791997543313
1976,"MA",325122,31.4675,1033199.33264479,5743.672,179.884807601268
1976,"MD",109254,31.4675,347196.313656948,4150.539,83.6508977886843
1976,"ME",32642,31.4675,103732.42234051,1088.412,95.3062097261974
1976,"MI",334484,31.4675,1062950.66338286,9129.205,116.434088552383
1976,"MN",196436,31.4675,624250.417097005,3964.68,157.45291350046
1976,"MO",83680,31.4675,265925.160880273,4839.029,54.9542399684468
1976,"MS",41128,31.4675,130699.928497656,2429.756,53.7913800799982
1976,"MT",23020,31.4675,73154.8422976086,757.317,96.5973856358811
1976,"NC",156661,31.4675,497850.16286645,5607.964,88.7755632643951
1976,"ND",19572,31.4675,62197.5053626758,645.797,96.3112330386728
1976,"NE",28514,31.4675,90614.1256852308,1550.911,58.4263866109859
1976,"NH",24146,31.4675,76733.1373639469,845.248,90.7818029311479
1976,"NJ",228966,31.4675,727626.916660046,7339.745,99.1351765844789
1976,"NM",23504,31.4675,74692.9371573846,1189.295,62.8043817197454
1976,"NV",0,31.4675,0,646.975,0
1976,"NY",1132756,31.4675,3599764.83673632,17940.541,200.649737192224
1976,"OH",265052,31.4675,842303.964407722,10752.662,78.3344593559922
1976,"OK",53430,31.4675,169794.232144276,2826.815,60.0655621766108
1976,"OR",66657,31.4675,211828.076586955,2378.262,89.0684359363918
1976,"PA",616872,31.4675,1960346.38913164,11897.378,164.771295753706
1976,"RI",35780,31.4675,113704.61587352,946.089,120.183847263334
1976,"SC",79732,31.4675,253378.882974497,2943.657,86.0762252444823
1976,"SD",2047,31.4675,6505.12433463097,686.39,9.47730056473866
1976,"TN",128621,31.4675,408742.353221578,4346.928,94.0301641116618
1976,"TX",0,31.4675,0,12904.089,0
1976,"UT",24501,31.4675,77861.2854532454,1274.928,61.0711235875637
1976,"VA",130417,31.4675,414449.829188846,5121.863,80.9177889351679
1976,"VT",13290,31.4675,42234.0510050052,484.928,87.0934468725361
1976,"WA",0,31.4675,0,3693.61,0
1976,"WI",190419,31.4675,605129.101453881,4595.904,131.667045580996
1976,"WV",20267,31.4675,64406.1333121474,1879.503,34.2676406008117
1976,"WY",0,31.4675,0,396.952,0
1977,"AK",35772,33.4185,107042.506396158,403.436,265.327106148579
1977,"AL",75874,33.4185,227041.907925251,3780.403,60.0575938399295
1977,"AR",67210,33.4185,201116.148241244,2209.01,91.0435662315897
1977,"AZ",51788,33.4185,154968.056615348,2425.197,63.8991622599517
1977,"CA",1641595,33.4185,4912234.24151293,22352.396,219.763207555599
1977,"CO",80575,33.4185,241108.966590362,2696.14,89.4274654099424
1977,"CT",201742,33.4185,603683.588431557,3085.722,195.637710860394
1977,"DE",29036,33.4185,86886.006254021,591.829,146.809308523274
1977,"FL",194199,33.4185,581112.258180349,8856.183,65.6165594342787
1977,"GA",170885,33.4185,511348.504570822,5219.697,97.9651701182697
1977,"HI",27605,33.4185,82603.9469156306,918.259,89.9571329174346
1977,"IA",91894,33.4185,274979.427562578,2913.573,94.3787670885809
1977,"ID",31034,33.4185,92864.7306132831,883.469,105.113739829335
1977,"IL",384410,33.4185,1150291.00647845,11386.316,101.023984094456
1977,"IN",86198,33.4185,257934.976135973,5425.638,47.5400268384977
1977,"KS",122712,33.4185,367197.809596481,2320.647,158.23079063575
1977,"KY",131254,33.4185,392758.50202732,3573.693,109.902697861098
1977,"LA",95248,33.4185,285015.784670168,4014.459,70.9973086461135
1977,"MA",397237,33.4185,1188673.93808818,5738.199,207.151048279814
1977,"MD",115297,33.4185,345009.500725646,4169.595,82.7441276012769
1977,"ME",35200,33.4185,105330.879602615,1103.578,95.4448889001185
1977,"MI",789379,33.4185,2362101.8298248,9171.11,257.558990114043
1977,"MN",258095,33.4185,772311.743495369,3989.364,193.592698860111
1977,"MO",105772,33.4185,316507.323787722,4863.173,65.0824726547302
1977,"MS",45873,33.4185,137268.279545761,2459.201,55.8182432203634
1977,"MT",24957,33.4185,74680.1921091611,769.953,96.9931828425386
1977,"NC",204291,33.4185,611311.100139144,5685.607,107.519056477021
1977,"ND",21800,33.4185,65233.3288448015,649.769,100.394646166255
1977,"NE",41946,33.4185,125517.303290094,1556.842,80.6230197348825
1977,"NH",32563,33.4185,97440.0406960217,869.763,112.030565448314
1977,"NJ",332775,33.4185,995780.780106827,7337.169,135.717301878535
1977,"NM",29486,33.4185,88232.5657943953,1215.72,72.5763874859304
1977,"NV",0,33.4185,0,678.333,0
1977,"NY",1295001,33.4185,3875102.11409848,17812.602,217.548346619909
1977,"OH",315481,33.4185,944031.000792974,10771.394,87.6424166447698
1977,"OK",70635,33.4185,211364.962520759,2870.014,73.6459691558156
1977,"OR",91104,33.4185,272615.467480587,2446.673,111.42292716705
1977,"PA",665993,33.4185,1992887.17327229,11893.591,167.559753254697
1977,"RI",40842,33.4185,122213.743884375,950.23,128.614907847968
1977,"SC",106601,33.4185,318987.985696545,2991.681,106.624999689654
1977,"SD",2504,33.4185,7492.85575354968,688.48,10.8831857912353
1977,"TN",156042,33.4185,466932.986220207,4422.921,105.571179367709
1977,"TX",0,33.4185,0,13193.05,0
1977,"UT",24866,33.4185,74407.887846552,1319.512,56.3904593869188
1977,"VA",159152,33.4185,476239.208821461,5193.112,91.7059383316711
1977,"VT",16900,33.4185,50570.791627392,491.931,102.800578998664
1977,"WA",0,33.4185,0,3776.05,0
1977,"WI",251657,33.4185,753046.965004414,4626.514,162.767683185313
1977,"WV",23329,33.4185,69808.6389275401,1908.088,36.5856495756695
1977,"WY",0,33.4185,0,413.354,0
1978,"AK",33504,35.76175,93686.6903884737,404.766,231.458893258015
1978,"AL",83161,35.76175,232541.752011577,3831.836,60.6867705224276
1978,"AR",83528,35.76175,233567.988143757,2243.127,104.126065150906
1978,"AZ",63842,35.76175,178520.346459555,2515.316,70.9733275896766
1978,"CA",2076270,35.76175,5805840.03858872,22835.958,254.241141912624
1978,"CO",86202,35.76175,241045.250861605,2766.748,87.1222282844715
1978,"CT",199569,35.76175,558051.549490727,3091.627,180.504164794371
1978,"DE",41900,35.76175,117164.28866037,594.776,196.988931396643
1978,"FL",256189,35.76175,716377.134787867,9102.032,78.7051874557096
1978,"GA",203823,35.76175,569946.940516054,5295.751,107.623440096797
1978,"HI",28995,35.76175,81078.2470097241,931.584,87.0326744659892
1978,"IA",108961,35.76175,304685.87247548,2918.069,104.413525682731
1978,"ID",33326,35.76175,93188.9518829476,910.69,102.327852378908
1978,"IL",376098,35.76175,1051676.72163694,11412.561,92.1508083625525
1978,"IN",192068,35.76175,537076.625165156,5470.214,98.182013567505
1978,"KS",128513,35.76175,359358.812138668,2335.657,153.857699199269
1978,"KY",138597,35.76175,387556.537361846,3609.976,107.357095272059
1978,"LA",186956,35.76175,522782.022691843,4068.579,128.492533312452
1978,"MA",404777,35.76175,1131871.34298517,5736.469,197.311506954046
1978,"MD",126802,35.76175,354574.370661391,4183.603,84.7533503206186
1978,"ME",34307,35.76175,95932.1062308192,1113.566,86.1485589815235
1978,"MI",908680,35.76175,2540927.10787364,9217.761,275.655564065248
1978,"MN",292853,35.76175,818900.081791299,4015.341,203.942848637587
1978,"MO",111952,35.76175,313049.557138563,4889.399,64.026183409978
1978,"MS",52710,35.76175,147392.115877998,2487.816,59.2455856373615
1978,"MT",29239,35.76175,81760.5402420184,782.317,104.51075490117
1978,"NC",230088,35.76175,643391.332918551,5759.492,111.709736365386
1978,"ND",20921,35.76175,58501.0521017568,651.301,89.821836757132
1978,"NE",47067,35.76175,131612.686739323,1563.884,84.1575760985616
1978,"NH",52453,35.76175,146673.470957098,891.52,164.520673632782
1978,"NJ",398227,35.76175,1113555.68449531,7350.804,151.487603872353
1978,"NM",37608,35.76175,105162.638852964,1238.034,84.9432558822811
1978,"NV",0,35.76175,0,719.436,0
1978,"NY",1344610,35.76175,3759911.0781771,17680.589,212.657569166791
1978,"OH",461393,35.76175,1290185.74314736,10795.581,119.510542614368
1978,"OK",91375,35.76175,255510.426642991,2917.336,87.5834756925466
1978,"OR",125474,35.76175,350860.905856117,2518.298,139.324617601299
1978,"PA",786976,35.76175,2200608.19171321,11879.396,185.245797994545
1978,"RI",43610,35.76175,121945.933853908,951.816,128.119230874358
1978,"SC",122924,35.76175,343730.382321894,3044.364,112.907123564033
1978,"SD",2969,35.76175,8302.16642082672,688.58,12.0569380766603
1978,"TN",170848,35.76175,477739.484225464,4486.314,106.488195927763
1978,"TX",0,35.76175,0,13500.429,0
1978,"UT",29448,35.76175,82344.9635434508,1367.51,60.2152551304567
1978,"VA",164790,35.76175,460799.597335142,5270.24,87.4342719373581
1978,"VT",18700,35.76175,52290.5059176355,498.109,104.978038777929
1978,"WA",0,35.76175,0,3889.073,0
1978,"WI",284979,35.76175,796882.143631114,4646.108,171.516061105578
1978,"WV",21014,35.76175,58761.1064894755,1923.395,30.5507222850613
1978,"WY",0,35.76175,0,432.88,0
1979,"AK",256986,38.7415,663335.183201476,402.753,1647.00246354832
1979,"AL",100610,38.7415,259695.675180362,3866.248,67.1699474995815
1979,"AR",83608,38.7415,215809.919595266,2271.333,95.014654211983
1979,"AZ",89352,38.7415,230636.397661422,2635.571,87.5090815847579
1979,"CA",2374712,38.7415,6129633.59704709,23256.88,263.562162983474
1979,"CO",112292,38.7415,289849.386316999,2849.234,101.728880926242
1979,"CT",231139,38.7415,596618.613115135,3095.917,192.711436745602
1979,"DE",50091,38.7415,129295.458358608,594.984,217.309134965996
1979,"FL",314409,38.7415,811556.083269879,9426.159,86.0961589200733
1979,"GA",226125,38.7415,583676.419343598,5401.384,108.060530290681
1979,"HI",39876,38.7415,102928.384290748,953.306,107.969932310033
1979,"IA",130074,38.7415,335748.486764839,2915.739,115.150391295256
1979,"ID",39247,38.7415,101304.80234374,932.627,108.623064037112
1979,"IL",489178,38.7415,1262671.81188132,11396.837,110.791425013916
1979,"IN",126876,38.7415,327493.772827588,5501.174,59.5316150384605
1979,"KS",141115,38.7415,364247.641418118,2350.906,154.939262317642
1979,"KY",163368,38.7415,421687.337867661,3641.804,115.790783322678
1979,"LA",214083,38.7415,552593.472116464,4137.665,133.552008709372
1979,"MA",483281,38.7415,1247450.4084767,5738.404,217.386299130682
1979,"MD",145571,38.7415,375749.519249384,4191.16,89.6528691935846
1979,"ME",41240,38.7415,106449.156589187,1122.563,94.8268886371518
1979,"MI",991555,38.7415,2559413.03253617,9266.268,276.207533878382
1979,"MN",356734,38.7415,920805.85418737,4050.316,227.341731901257
1979,"MO",129953,38.7415,335436.160189977,4912.43,68.2831430045776
1979,"MS",58324,38.7415,150546.571506008,2507.069,60.0488345179203
1979,"MT",36092,38.7415,93161.0804950763,787.305,118.329085291058
1979,"NC",254778,38.7415,657635.868513093,5823.491,112.928116230126
1979,"ND",28871,38.7415,74522.1532465186,652.896,114.140924812709
1979,"NE",49985,38.7415,129021.849954183,1567.344,82.3187825736935
1979,"NH",64018,38.7415,165243.98900404,909.074,181.771768859345
1979,"NJ",429861,38.7415,1109562.09749235,7366.512,150.62245164229
1979,"NM",40514,38.7415,104575.197140018,1284.722,81.3990864482884
1979,"NV",0,38.7415,0,765.367,0
1979,"NY",1223281,38.7415,3157546.81672109,17583.838,179.570968335871
1979,"OH",505001,38.7415,1303514.31927003,10798.298,120.714794060141
1979,"OK",94501,38.7415,243927.054966896,2975.31,81.9837445398617
1979,"OR",166034,38.7415,428568.847360066,2588.012,165.597704863836
1979,"PA",853715,38.7415,2203618.85833021,11887.975,185.365367804879
1979,"RI",55903,38.7415,144297.458797414,950.382,151.831009843846
1979,"SC",140185,38.7415,361847.114851,3090.267,117.092508463185
1979,"SD",2908,38.7415,7506.16264212795,688.335,10.9048103643254
1979,"TN",186088,38.7415,480332.460023489,4560.473,105.325140621047
1979,"TX",0,38.7415,0,13888.371,0
1979,"UT",32874,38.7415,84854.7423305757,1420.238,59.7468468880397
1979,"VA",196220,38.7415,506485.293548262,5307.945,95.4202226187841
1979,"VT",23878,38.7415,61634.164913594,505.372,121.958012936201
1979,"WA",0,38.7415,0,4017.632,0
1979,"WI",327427,38.7415,845158.292786805,4682.811,180.480974522953
1979,"WV",25591,38.7415,66055.7799775435,1942.146,34.0117478179001
1979,"WY",0,38.7415,0,454.378,0
1980,"AK",565329,42.247,1338151.82143111,405.315,3301.51072975614
1980,"AL",109238,42.247,258569.839278529,3900.368,66.2937033835087
1980,"AR",83714,42.247,198153.71505669,2288.738,86.5777188374947
1980,"AZ",117764,42.247,278751.15392809,2737.774,101.81671457472
1980,"CA",2507183,42.247,5934582.33720738,23800.8,249.343817737529
1980,"CO",110607,42.247,261810.306057235,2908.803,90.0062005083311
1980,"CT",246139,42.247,582618.884181125,3113.174,187.146264288834
1980,"DE",40553,42.247,95990.2478282482,594.919,161.350112919991
1980,"FL",371405,42.247,879127.512012687,9839.835,89.3437249722873
1980,"GA",239713,42.247,567408.336686629,5486.174,103.425144132619
1980,"HI",50259,42.247,118964.660212559,967.71,122.9342057151
1980,"IA",138564,42.247,327985.419083012,2914.018,112.55435590412
1980,"ID",42604,42.247,100845.030416361,947.983,106.378521994974
1980,"IL",797927,42.247,1888718.72558998,11434.702,165.17428487336
1980,"IN",179191,42.247,424150.827277676,5490.721,77.2486577405182
1980,"KS",149517,42.247,353911.52034464,2369.039,149.390330992711
1980,"KY",158846,42.247,375993.561673018,3664.221,102.6121409361
1980,"LA",249338,42.247,590191.019480673,4223.101,139.752996549378
1980,"MA",532383,42.247,1260167.58586409,5746.075,219.309282573598
1980,"MD",165857,42.247,392588.822874997,4227.643,92.8623402863007
1980,"ME",45086,42.247,106720.003787251,1126.86,94.7056455879621
1980,"MI",910732,42.247,2155731.76793619,9255.553,232.912260124942
1980,"MN",381217,42.247,902352.82978673,4085.017,220.893286316001
1980,"MO",135103,42.247,319793.12140507,4921.966,64.9726392675346
1980,"MS",64369,42.247,152363.481430634,2525.342,60.3338008992976
1980,"MT",45623,42.247,107991.09995976,788.752,136.913884161004
1980,"NC",291752,42.247,690586.3138211,5898.98,117.068766773425
1980,"ND",36348,42.247,86036.8783582266,654.38,131.478465659443
1980,"NE",57579,42.247,136291.334295926,1572.296,86.6830000813625
1980,"NH",62786,42.247,148616.469808507,924.25,160.796829654863
1980,"NJ",497205,42.247,1176900.13492082,7376.33,159.550906063153
1980,"NM",46272,42.247,109527.303713873,1309.4,83.6469403649557
1980,"NV",0,42.247,0,810.215,0
1980,"NY",1235340,42.247,2924089.28444623,17566.754,166.455867967766
1980,"OH",517344,42.247,1224569.79193789,10800.65,113.379268093855
1980,"OK",89869,42.247,212722.796884986,3040.758,69.9571609726871
1980,"OR",177425,42.247,419970.648803465,2641.218,159.006431428025
1980,"PA",861682,42.247,2039628.84938576,11868.305,171.855108997094
1980,"RI",53620,42.247,126920.254692641,948.773,133.773046548164
1980,"SC",153475,42.247,363280.232915947,3134.502,115.897272649993
1980,"SD",3292,42.247,7792.26927355789,690.851,11.2792328209091
1980,"TN",198222,42.247,469197.812862452,4600.252,101.993937041373
1980,"TX",0,42.247,0,14338.208,0
1980,"UT",40377,42.247,95573.6502000142,1472.595,64.9015175251948
1980,"VA",193847,42.247,458842.047956068,5368.334,85.4719635469902
1980,"VT",22425,42.247,53080.6921201505,512.524,103.567232207956
1980,"WA",0,42.247,0,4154.678,0
1980,"WI",311321,42.247,736906.762610363,4712.045,156.387887341985
1980,"WV",32889,42.247,77849.3147442422,1951.349,39.8951262661073
1980,"WY",0,42.247,0,474.185,0
1981,"AK",894843,46.244,1935046.70876222,418.491,4623.86696192324
1981,"AL",99095,46.244,214287.258887639,3918.531,54.6856102165937
1981,"AR",80683,46.244,174472.363982354,2293.201,76.08245591309
1981,"AZ",126510,46.244,273570.625378428,2810.107,97.3523874281044
1981,"CA",2731111,46.244,5905871.03191765,24285.933,243.18073478658
1981,"CO",103465,46.244,223737.133465963,2977.898,75.1325711847629
1981,"CT",248720,46.244,537842.7471672,3128.836,171.898670038059
1981,"DE",32914,46.244,71174.6388720699,595.975,119.42554448101
1981,"FL",402471,46.244,870320.474007439,10192.774,85.3860268075638
1981,"GA",252235,46.244,545443.733241069,5568.345,97.9543712253944
1981,"HI",52745,46.244,114058.039961941,978.195,116.600514173494
1981,"IA",135868,46.244,293806.764120751,2907.983,101.03455354476
1981,"ID",50875,46.244,110014.272121789,962.204,114.335704405499
1981,"IL",835017,46.244,1805676.41207508,11443.458,157.791151247733
1981,"IN",154873,46.244,334903.98754433,5480.435,61.1090155333162
1981,"KS",150421,46.244,325276.792664994,2384.849,136.393034806394
1981,"KY",154786,46.244,334715.855029842,3670.394,91.1934400039456
1981,"LA",266611,46.244,576531.00942825,4283.303,134.59963243979
1981,"MA",536069,46.244,1159218.49320993,5768.685,200.950215380096
1981,"MD",156338,46.244,338071.966092899,4261.905,79.3241440372085
1981,"ME",39193,46.244,84752.6165556613,1133.033,74.8015428991577
