"Abbreviation","State","EffectiveYear","Year","Revenue","GDPDEF","RealRev","population","RealRevPerCapita"
"NC","North Carolina",2018,1959,41044,16.4025,250230.147843317,4458,56.1305849805556
"NC","North Carolina",2018,1998,999759,75.23225,1328896.84942295,7545.828,176.110143170895
"NC","North Carolina",2018,2005,1271985,87.4985,1453722.06380681,8705.407,166.99070632847
"NC","North Carolina",2018,1958,45575,16.1795,281683.61197812,4376,64.3701124264442
"NC","North Carolina",2018,2006,1308022,90.201,1450119.17827962,8917.27,162.619184826704
"NC","North Carolina",2018,2009,901445,95.02275,948662.294029588,9449.566,100.392154944427
"ND","North Dakota",2019,1962,1766,17.00825,10383.1963899872,637,16.3001513186612
"ND","North Dakota",2019,2018,107277,110.33475,97228.6609613019,760.062,127.922012890135
"ND","North Dakota",2019,1995,69880,71.81975,97299.1412529283,641.548,151.66307314952
"ND","North Dakota",2019,2017,60871,107.743,56496.4777294117,756.755,74.6562331658353
"ND","North Dakota",2019,2021,155458,118.8655,130784.794578747,777.934,168.118111020661
"ND","North Dakota",2019,1996,74299,73.133,101594.355489314,642.858,158.035453380551
"ND","North Dakota",2019,1963,1812,17.20275,10533.1996337795,644,16.3559000524526
"ND","North Dakota",2019,1999,93595,76.29125,122681.172480461,633.666,193.605420648198
"ND","North Dakota",2019,1965,2472,17.78375,13900.3303577704,649,21.4180745112025
"ND","North Dakota",2019,2012,215622,99.9985,215625.234378516,702.227,307.059162320042
"ND","North Dakota",2019,1994,71461,70.3425,101590.07712265,639.762,158.793546854377
"ND","North Dakota",2019,1950,1306,13.079,9985.4728954813,619,16.1316201865611
"ND","North Dakota",2019,1971,7723,22.75975,33932.7101571854,626.76,54.1398783540516
"ND","North Dakota",2019,1960,1414,16.62725,8504.1122254131,634,13.4134262230491
"ND","North Dakota",2019,1953,967,14.4295,6701.54891021865,609,11.0041854026579
"ND","North Dakota",2019,1961,1512,16.803,8998.39314408141,641,14.0380548269601
"ND","North Dakota",2019,1973,10089,25.0445,40284.293956757,632.675,63.6729663045908
"ND","North Dakota",2019,1956,1205,15.3125,7869.38775510204,613,12.8375004161534
"ND","North Dakota",2019,1978,20921,35.76175,58501.0521017568,651.301,89.821836757132
"ND","North Dakota",2019,2002,49990,81.02425,61697.5781941826,638.168,96.6792101675148
"ND","North Dakota",2019,2013,225719,101.7475,221842.305707757,723.149,306.772609389983
"ND","North Dakota",2019,1952,1391,14.255,9757.97965626096,608,16.0493086451661
"ND","North Dakota",2019,2001,63390,79.782,79454.0121831992,639.062,124.329113893799
"ND","North Dakota",2019,1974,14526,27.30475,53199.5348794624,634.559,83.8370189051962
"ND","North Dakota",2019,2011,160640,98.161,163649.514572997,685.526,238.721090918502
"ND","North Dakota",2019,1984,43712,52.85775,82697.4284754837,680.497,121.525044894369
"ND","North Dakota",2019,2004,49807,84.8365,58709.3998455853,644.705,91.063974756804
"ND","North Dakota",2019,2014,250438,103.6485,241622.406498888,738.736,327.075445759903
"ND","North Dakota",2019,1966,3054,18.28275,16704.2704188374,647,25.8180377416343
"ND","North Dakota",2019,2000,78221,78.02075,100256.662490427,642.023,156.157431260916
"ND","North Dakota",2019,1982,37734,49.1005,76850.541236851,668.972,114.878561788611
"ND","North Dakota",2019,2016,103069,105.73675,97476.9888425737,756.114,128.91837585678
"ND","North Dakota",2019,1969,2188,20.577,10633.2312776401,621,17.1227556805799
"ND","North Dakota",2019,1979,28871,38.7415,74522.1532465186,652.896,114.140924812709
"ND","North Dakota",2019,2019,146523,112.31475,130457.486661369,763.724,170.817581562671
"ND","North Dakota",2019,1964,2028,17.4655,11611.4625976926,649,17.8913137098499
"ND","North Dakota",2019,1998,82544,75.23225,109718.903794583,637.808,172.02497271057
"ND","North Dakota",2019,2015,186039,104.6895,177705.500551631,755.537,235.204232951703
"ND","North Dakota",2019,1997,75223,74.39475,101113.317808044,640.945,157.756621563541
"ND","North Dakota",2019,1967,3335,18.81325,17726.8680318393,626,28.3176805620436
"ND","North Dakota",2019,1977,21800,33.4185,65233.3288448015,649.769,100.394646166255
"ND","North Dakota",2019,1990,46762,63.6315,73488.7594980474,637.364,115.301083051517
"ND","North Dakota",2019,1959,1515,16.4025,9236.39689071788,618,14.9456260367603
"ND","North Dakota",2019,2003,55989,82.61875,67767.9098267645,638.817,106.083447727228
"ND","North Dakota",2019,2020,81490,113.7685,71627.9110650136,779.518,91.8874369354057
"ND","North Dakota",2019,1985,84445,54.5315,154855.450519425,676.98,228.744498389059
"ND","North Dakota",2019,1989,42433,61.33125,69186.5892183838,646.351,107.041822815133
"ND","North Dakota",2019,1975,19964,29.8215,66944.9893533189,638.886,104.78393540212
"ND","North Dakota",2019,1988,41765,59.01325,70772.2418270473,655.331,107.994649767899
"ND","North Dakota",2019,2005,75836,87.4985,86671.2000777156,646.089,134.14746277636
"ND","North Dakota",2019,1957,1174,15.82125,7420.39977877854,612,12.1248362398342
"ND","North Dakota",2019,1954,940,14.56225,6455.04643856547,611,10.5647241220384
"ND","North Dakota",2019,1983,30594,51.012,59974.1237355916,676.688,88.6289157419543
"ND","North Dakota",2019,1980,36348,42.247,86036.8783582266,654.38,131.478465659443
"ND","North Dakota",2019,2007,136424,92.638,147265.700900278,652.822,225.58323846359
"ND","North Dakota",2019,1986,56312,55.6325,101221.408349436,669.512,151.186847060898
"ND","North Dakota",2019,1970,2998,21.66325,13839.1053973896,617.792,22.4009138955985
"ND","North Dakota",2019,1976,19572,31.4675,62197.5053626758,645.797,96.3112330386728
"ND","North Dakota",2019,1955,997,14.807,6733.30181670831,615,10.9484582385501
"ND","North Dakota",2019,1972,8872,23.74125,37369.5572052862,631.119,59.2115864128416
"ND","North Dakota",2019,2006,120113,90.201,133161.494883649,649.422,205.046171647479
"ND","North Dakota",2019,1951,1351,14.013,9641.04759865839,604,15.9619993355271
"ND","North Dakota",2019,1987,33442,57.00375,58666.3158125562,661.136,88.735624459349
"ND","North Dakota",2019,1968,3787,19.613,19308.6218324581,621,31.0927887801258
"ND","North Dakota",2019,2008,161925,94.4225,171489.84617014,657.569,260.793690350579
"ND","North Dakota",2019,1991,50911,65.7795,77396.4533023206,634.199,122.038119426742
"ND","North Dakota",2019,1958,1297,16.1795,8016.31694428134,606,13.2282457826425
"ND","North Dakota",2019,1992,38610,67.27675,57389.8114876239,635.427,90.3169230889211
"ND","North Dakota",2019,2009,129542,95.02275,136327.353186474,664.968,205.013403932932
"ND","North Dakota",2019,2010,88347,96.1615,91873.5668640776,674.752,136.159013777029
"ND","North Dakota",2019,1993,54174,68.87275,78658.1049834659,637.229,123.437735858641
"ND","North Dakota",2019,1981,41051,46.244,88770.4350834703,659.505,134.601610425198
"NE","Nebraska",1992,1986,54559,55.6325,98070.3725340403,1574.333,62.2932839075598
"NE","Nebraska",1992,2000,140022,78.02075,179467.641620979,1713.82,104.717905976695
"NE","Nebraska",1992,1968,1374,19.613,7005.55753836741,1467,4.77543117816456
"NE","Nebraska",1992,2001,138040,79.782,173021.483542654,1719.836,100.603478205279
"NE","Nebraska",1992,2012,234296,99.9985,234299.514492717,1853.691,126.396208695363
"NE","Nebraska",1992,1978,47067,35.76175,131612.686739323,1563.884,84.1575760985616
"NE","Nebraska",1992,1970,8550,21.66325,39467.762224043,1485.333,26.5716591660207
"NE","Nebraska",1992,2004,167429,84.8365,197354.912095619,1749.37,112.814848828789
"NE","Nebraska",1992,2021,571220,118.8655,480559.960627768,1963.554,244.739875057049
"NE","Nebraska",1992,2002,107628,81.02425,132834.305778825,1728.292,76.8587170332473
"NE","Nebraska",1992,1990,71948,63.6315,113069.784619253,1580.664,71.5330928136865
"NE","Nebraska",1992,2013,275563,101.7475,270830.241529276,1865.813,145.154011430554
"NE","Nebraska",1992,1982,48498,49.1005,98772.9249192982,1581.78,62.4441609574645
"NE","Nebraska",1992,2016,307672,105.73675,290979.247990883,1906.483,152.626195980181
"NE","Nebraska",1992,2018,313690,110.33475,284307.527773435,1925.512,147.652950370309
"NE","Nebraska",1992,1963,0,17.20275,0,1476,0
"NE","Nebraska",1992,1994,113142,70.3425,160844.439705726,1621.551,99.1917242847903
"NE","Nebraska",1992,2014,306591,103.6485,295798.781458487,1879.955,157.343543573376
"NE","Nebraska",1992,1957,0,15.82125,0,1394,0
"NE","Nebraska",1992,2007,213027,92.638,229956.389386645,1783.44,128.939795780427
"NE","Nebraska",1992,2003,111597,82.61875,135074.665254558,1738.643,77.6897070040014
"NE","Nebraska",1992,1987,67423,57.00375,118278.183452843,1566.547,75.5024799465595
"NE","Nebraska",1992,1979,49985,38.7415,129021.849954183,1567.344,82.3187825736935
"NE","Nebraska",1992,2006,262296,90.201,290790.567732065,1772.693,164.038876292773
"NE","Nebraska",1992,2009,198442,95.02275,208836.304990121,1812.683,115.208398263856
"NE","Nebraska",1992,2019,423738,112.31475,377277.249871455,1932.571,195.220382522275
"NE","Nebraska",1992,2005,198380,87.4985,226723.8866952,1761.497,128.71091276068
"NE","Nebraska",1992,2011,154945,98.161,157847.821436212,1840.914,85.7442669436008
"NE","Nebraska",1992,1981,54128,46.244,117048.698209497,1578.515,74.1511472551715
"NE","Nebraska",1992,1955,0,14.807,0,1374,0
"NE","Nebraska",1992,1961,0,16.803,0,1446,0
"NE","Nebraska",1992,1984,66909,52.85775,126583.140599061,1588.639,79.6802423955732
"NE","Nebraska",1992,1988,73783,59.01325,125027.853914163,1571.477,79.5607278465819
"NE","Nebraska",1992,1991,81948,65.7795,124579.8463047,1590.805,78.3124558350646
"NE","Nebraska",1992,1960,0,16.62725,0,1417,0
"NE","Nebraska",1992,2020,391164,113.7685,343824.520847159,1962.642,175.184532302457
"NE","Nebraska",1992,1973,14010,25.0445,55940.4260416459,1529.567,36.5727202807369
"NE","Nebraska",1992,1977,41946,33.4185,125517.303290094,1556.842,80.6230197348825
"NE","Nebraska",1992,1996,126801,73.133,173384.108405234,1647.657,105.230705423055
"NE","Nebraska",1992,2008,232852,94.4225,246606.476210649,1796.378,137.279835430321
"NE","Nebraska",1992,1969,6866,20.577,33367.3518977499,1474,22.6372807990162
"NE","Nebraska",1992,1958,0,16.1795,0,1383,0
"NE","Nebraska",1992,1985,48959,54.5315,89781.1356738766,1584.664,56.65626004874
"NE","Nebraska",1992,1998,142150,75.23225,188948.223667377,1660.772,113.77132060715
"NE","Nebraska",1992,1965,0,17.78375,0,1471,0
"NE","Nebraska",1992,1983,51635,51.012,101221.281267153,1584.293,63.8905059020983
"NE","Nebraska",1992,2017,264440,107.743,245435.89838783,1916.998,128.031379473442
"NE","Nebraska",1992,2010,154332,96.1615,160492.504796618,1829.591,87.7204275691223
"NE","Nebraska",1992,1971,9405,22.75975,41322.9495051571,1504.604,27.4643358020829
"NE","Nebraska",1992,1962,0,17.00825,0,1464,0
"NE","Nebraska",1992,1954,0,14.56225,0,1340,0
"NE","Nebraska",1992,1993,102755,68.87275,149195.436511538,1612.149,92.5444462711189
"NE","Nebraska",1992,1959,0,16.4025,0,1397,0
"NE","Nebraska",1992,1992,103617,67.27675,154016.06052611,1602.406,96.115504139469
"NE","Nebraska",1992,2015,344477,104.6895,329046.3704574,1892.059,173.909148952226
"NE","Nebraska",1992,1980,57579,42.247,136291.334295926,1572.296,86.6830000813625
"NE","Nebraska",1992,1989,80624,61.33125,131456.639152145,1574.864,83.4717405135586
"NE","Nebraska",1992,1964,0,17.4655,0,1482,0
"NE","Nebraska",1992,1967,0,18.81325,0,1457,0
"NE","Nebraska",1992,1999,135034,76.29125,176998.017465961,1666.028,106.239521464202
"NE","Nebraska",1992,1974,21949,27.30475,80385.2809492854,1539.191,52.2256698156924
"NE","Nebraska",1992,1953,0,14.4295,0,1318,0
"NE","Nebraska",1992,1995,123924,71.81975,172548.637387348,1635.142,105.525169916342
"NE","Nebraska",1992,1956,0,15.3125,0,1397,0
"NE","Nebraska",1992,1952,0,14.255,0,1311,0
"NE","Nebraska",1992,1966,0,18.28275,0,1456,0
"NE","Nebraska",1992,1951,0,14.013,0,1316,0
"NE","Nebraska",1992,1975,25858,29.8215,86709.2533910098,1543.117,56.190977995194
"NE","Nebraska",1992,1972,10106,23.74125,42567.2616227031,1519.013,28.0229738802124
"NE","Nebraska",1992,1997,137338,74.39475,184607.112733089,1656.042,111.474897818467
"NE","Nebraska",1992,1950,0,13.079,0,1327,0
"NE","Nebraska",1992,1976,28514,31.4675,90614.1256852308,1550.911,58.4263866109859
"NH","New Hampshire",2023,1968,0,19.613,0,709,0
"NH","New Hampshire",2023,1963,0,17.20275,0,649,0
"NH","New Hampshire",2023,2018,790011,110.33475,716012.860862058,1355.064,528.397818008639
"NH","New Hampshire",2023,1973,19061,25.0445,76108.5268222564,800.951,95.0227002928474
"NH","New Hampshire",2023,1956,0,15.3125,0,566,0
"NH","New Hampshire",2023,1977,32563,33.4185,97440.0406960217,869.763,112.030565448314
"NH","New Hampshire",2023,2007,595789,92.638,643136.725749692,1312.54,489.994000754028
"NH","New Hampshire",2023,2000,312176,78.02075,400119.199059225,1239.882,322.707482695309
"NH","New Hampshire",2023,2008,614794,94.4225,651109.640181101,1315.906,494.799507093289
"NH","New Hampshire",2023,1981,57339,46.244,123992.301704005,936.621,132.382577055186
"NH","New Hampshire",2023,2011,518405,98.161,528117.072971954,1320.444,399.954161609242
"NH","New Hampshire",2023,1961,0,16.803,0,618,0
"NH","New Hampshire",2023,1975,26320,29.8215,88258.4712371946,828.555,106.520956650065
"NH","New Hampshire",2023,2017,573653,107.743,532427.164641786,1350.395,394.275130344667
"NH","New Hampshire",2023,2013,553197,101.7475,543695.913904518,1327.272,409.634132193339
"NH","New Hampshire",2023,2009,493431,95.02275,519276.699527218,1316.102,394.55657656262
"NH","New Hampshire",2023,2020,780672,113.7685,686193.454251396,1378.587,497.751287551236
"NH","New Hampshire",2023,2005,476489,87.4985,544568.192597587,1298.492,419.385096402278
"NH","New Hampshire",2023,1969,0,20.577,0,724,0
"NH","New Hampshire",2023,2001,350363,79.782,439150.434935198,1255.517,349.776574060883
"NH","New Hampshire",2023,2015,576679,104.6895,550847.028594081,1337.48,411.854404248348
"NH","New Hampshire",2023,1951,0,14.013,0,529,0
"NH","New Hampshire",2023,1965,0,17.78375,0,676,0
"NH","New Hampshire",2023,2021,1009975,118.8655,849678.838687424,1387.505,612.378938228997
"NH","New Hampshire",2023,1974,23881,27.30475,87460.9729076443,815.914,107.193862230142
"NH","New Hampshire",2023,2010,499669,96.1615,519614.398693864,1316.807,394.601789551441
"NH","New Hampshire",2023,1950,0,13.079,0,532,0
"NH","New Hampshire",2023,2006,542644,90.201,601594.217359009,1308.389,459.797672832016
"NH","New Hampshire",2023,1997,208388,74.39475,280111.163758195,1173.239,238.750300457277
"NH","New Hampshire",2023,1990,126589,63.6315,198940.776187894,1111.831,178.93076932366
"NH","New Hampshire",2023,2012,521309,99.9985,521316.819752296,1324.677,393.54259170522
"NH","New Hampshire",2023,2019,831765,112.31475,740566.132231074,1360.783,544.220593754533
"NH","New Hampshire",2023,1976,24146,31.4675,76733.1373639469,845.248,90.7818029311479
"NH","New Hampshire",2023,1972,16340,23.74125,68825.356710367,781.107,88.1125847167763
"NH","New Hampshire",2023,1995,166451,71.81975,231762.154560549,1145.604,202.305643626025
"NH","New Hampshire",2023,1958,0,16.1795,0,581,0
"NH","New Hampshire",2023,2004,407603,84.8365,480457.114567433,1290.121,372.412443923813
"NH","New Hampshire",2023,1957,0,15.82125,0,572,0
"NH","New Hampshire",2023,1964,0,17.4655,0,663,0
"NH","New Hampshire",2023,2003,396162,82.61875,479506.165368031,1279.84,374.661024321814
"NH","New Hampshire",2023,1991,122205,65.7795,185779.764212255,1107.055,167.814394237192
"NH","New Hampshire",2023,1983,73960,51.012,144985.493609347,958.134,151.320685425365
"NH","New Hampshire",2023,1970,0,21.66325,0,737.681,0
"NH","New Hampshire",2023,2002,377313,81.02425,465679.102244081,1269.089,366.939672666047
"NH","New Hampshire",2023,1978,52453,35.76175,146673.470957098,891.52,164.520673632782
"NH","New Hampshire",2023,1952,0,14.255,0,535,0
"NH","New Hampshire",2023,1982,79808,49.1005,162540.096333031,947.719,171.50663470188
"NH","New Hampshire",2023,1955,0,14.807,0,557,0
"NH","New Hampshire",2023,1985,95421,54.5315,174983.26655236,996.753,175.553288078752
"NH","New Hampshire",2023,1999,255818,76.29125,335317.615060705,1201.134,279.167532565646
"NH","New Hampshire",2023,1992,95635,67.27675,142151.634851565,1112.766,127.746206166943
"NH","New Hampshire",2023,2014,542847,103.6485,523738.404318442,1334.257,392.531876781191
"NH","New Hampshire",2023,1980,62786,42.247,148616.469808507,924.25,160.796829654863
"NH","New Hampshire",2023,1971,12377,22.75975,54381.0894232142,761.851,71.3802166345049
"NH","New Hampshire",2023,1967,0,18.81325,0,697,0
"NH","New Hampshire",2023,1979,64018,38.7415,165243.98900404,909.074,181.771768859345
"NH","New Hampshire",2023,1953,0,14.4295,0,547,0
"NH","New Hampshire",2023,1962,0,17.00825,0,632,0
"NH","New Hampshire",2023,1996,179652,73.133,245651.074070529,1160.768,211.628054934775
"NH","New Hampshire",2023,1966,0,18.28275,0,681,0
"NH","New Hampshire",2023,1993,126169,68.87275,183191.465419923,1122.191,163.244461432967
"NH","New Hampshire",2023,1998,236193,75.23225,313951.795938577,1185.823,264.754348615752
"NH","New Hampshire",2023,1989,152005,61.33125,247842.657698971,1104.522,224.389063956147
"NH","New Hampshire",2023,1994,144157,70.3425,204935.849593063,1133.054,180.870328857286
"NH","New Hampshire",2023,1987,159747,57.00375,280239.457930399,1054.289,265.808955542929
"NH","New Hampshire",2023,1960,0,16.62725,0,609,0
"NH","New Hampshire",2023,1986,99063,55.6325,178066.777513144,1025.053,173.714703057446
"NH","New Hampshire",2023,1959,0,16.4025,0,596,0
"NH","New Hampshire",2023,2016,573653,105.73675,542529.442223257,1343.694,403.75966717367
"NH","New Hampshire",2023,1954,0,14.56225,0,554,0
"NH","New Hampshire",2023,1988,145680,59.01325,246859.815380444,1082.577,228.029798693713
"NH","New Hampshire",2023,1984,95664,52.85775,180983.867077202,976.864,185.270280281802
"NJ","New Jersey",2014,1995,1028947,71.81975,1432679.7294616,7965.523,179.860095747837
"NJ","New Jersey",2014,1997,1263979,74.39475,1699016.3956462,8054.178,210.948453789598
"NJ","New Jersey",2014,1968,75582,19.613,385366.84851884,7005,55.013111851369
"NJ","New Jersey",2014,1951,0,14.013,0,5006,0
"NJ","New Jersey",2014,1957,0,15.82125,0,5737,0
"NJ","New Jersey",2014,2012,1929133,99.9985,1929161.93742906,8845.671,218.091079515512
"NJ","New Jersey",2014,1985,923166,54.5315,1692904.10129925,7565.528,223.765492811506
"NJ","New Jersey",2014,1999,1333955,76.29125,1748503.26872348,8143.412,214.713840921162
"NJ","New Jersey",2014,1978,398227,35.76175,1113555.68449531,7350.804,151.487603872353
"NJ","New Jersey",2014,1963,30835,17.20275,179244.597520745,6531,27.4451994366475
"NJ","New Jersey",2014,1973,170588,25.0445,681139.571562619,7333.083,92.8858396342465
"NJ","New Jersey",2014,2018,2235653,110.33475,2026245.58446002,8891.73,227.879792173179
"NJ","New Jersey",2014,2007,2887137,92.638,3116579.58936937,8677.885,359.140457538832
"NJ","New Jersey",2014,2017,2109930,107.743,1958298.91501072,8888.147,220.327016982361
"NJ","New Jersey",2014,1983,664415,51.012,1302468.0467341,7467.785,174.411562027308
"NJ","New Jersey",2014,1958,0,16.1795,0,5890,0
"NJ","New Jersey",2014,1996,1155270,73.133,1579683.59017133,8009.624,197.223189274719
"NJ","New Jersey",2014,2009,2397471,95.02275,2523049.48025604,8755.602,288.164021189638
"NJ","New Jersey",2014,2001,1300785,79.782,1630424.15582462,8492.671,191.980138618889
"NJ","New Jersey",2014,1960,27690,16.62725,166533.852561307,6103,27.2872116272828
"NJ","New Jersey",2014,2005,2224633,87.4985,2542481.29967942,8651.974,293.861412398999
"NJ","New Jersey",2014,1977,332775,33.4185,995780.780106827,7337.169,135.717301878535
"NJ","New Jersey",2014,2011,2216438,98.161,2257961.91970334,8828.552,255.756767327569
"NJ","New Jersey",2014,1970,169178,21.66325,780944.68743148,7171.112,108.901476846475
"NJ","New Jersey",2014,2003,2397043,82.61875,2901330.50911567,8601.402,337.309023472647
"NJ","New Jersey",2014,1969,156631,20.577,761194.537590514,7095,107.286051809798
"NJ","New Jersey",2014,1986,954885,55.6325,1716415.76416663,7622.159,225.187609464278
"NJ","New Jersey",2014,2006,2508428,90.201,2780931.47526081,8661.679,321.06147956543
"NJ","New Jersey",2014,1952,0,14.255,0,5125,0
"NJ","New Jersey",2014,1955,0,14.807,0,5502,0
"NJ","New Jersey",2014,1989,1309625,61.33125,2135330.68378681,7726.089,276.37925006906
"NJ","New Jersey",2014,1982,724869,49.1005,1476296.57539129,7430.968,198.668137904953
"NJ","New Jersey",2014,2008,2819906,94.4225,2986476.74018375,8711.09,342.836170925079
"NJ","New Jersey",2014,1956,0,15.3125,0,5615,0
"NJ","New Jersey",2014,1998,1178053,75.23225,1565888.29923337,8095.542,193.425999053969
"NJ","New Jersey",2014,1967,48479,18.81325,257685.407890715,6928,37.1947759657499
"NJ","New Jersey",2014,1950,0,13.079,0,4872,0
"NJ","New Jersey",2014,1987,1088311,57.00375,1909191.93912681,7670.742,248.892732818652
"NJ","New Jersey",2014,1953,0,14.4295,0,5229,0
"NJ","New Jersey",2014,1979,429861,38.7415,1109562.09749235,7366.512,150.62245164229
"NJ","New Jersey",2014,1962,25250,17.00825,148457.36627813,6376,23.2837776471346
"NJ","New Jersey",2014,2002,1101296,81.02425,1359217.76505182,8552.643,158.923711074088
"NJ","New Jersey",2014,2013,2282055,101.7475,2242861.00395587,8857.821,253.206855721725
"NJ","New Jersey",2014,1961,26350,16.803,156817.235017556,6265,25.0306839613018
"NJ","New Jersey",2014,1965,35839,17.78375,201526.674632741,6767,29.7808001526143
"NJ","New Jersey",2014,2016,2229487,105.73675,2108526.12738712,8873.584,237.618320555383
"NJ","New Jersey",2014,1994,1085055,70.3425,1542531.18669368,7918.796,194.793651294171
"NJ","New Jersey",2014,1974,197591,27.30475,723650.646865472,7332.411,98.6920464313132
"NJ","New Jersey",2014,2004,1896998,84.8365,2236063.48682466,8634.561,258.966667422311
"NJ","New Jersey",2014,2015,2579391,104.6895,2463848.81005258,8870.312,277.763489046674
"NJ","New Jersey",2014,1980,497205,42.247,1176900.13492082,7376.33,159.550906063153
"NJ","New Jersey",2014,1984,830106,52.85775,1570452.77182627,7515.473,208.962599137309
"NJ","New Jersey",2014,1959,18333,16.4025,111769.547325103,6015,18.5818033790695
"NJ","New Jersey",2014,2014,2368068,103.6485,2284710.34313087,8867.277,257.656363180136
"NJ","New Jersey",2014,2010,2047474,96.1615,2129203.47540336,8799.451,241.970036017402
"NJ","New Jersey",2014,1976,228966,31.4675,727626.916660046,7339.745,99.1351765844789
"NJ","New Jersey",2014,1972,119528,23.74125,503461.275206655,7335.042,68.6378176439419
"NJ","New Jersey",2014,1993,946641,68.87275,1374478.29511672,7874.891,174.539342210161
"NJ","New Jersey",2014,1975,202780,29.8215,679979.209630636,7337.765,92.668436455874
"NJ","New Jersey",2014,1964,31733,17.4655,181689.616672869,6660,27.2807232241545
"NJ","New Jersey",2014,1988,1181849,59.01325,2002684.14296789,7712.333,259.672934631828
"NJ","New Jersey",2014,1981,574920,46.244,1243231.55436381,7407.472,167.83479631969
"NJ","New Jersey",2014,1991,1030620,65.7795,1566779.92383645,7784.269,201.275151698438
"NJ","New Jersey",2014,2000,1347336,78.02075,1726894.44795135,8430.621,204.835972101148
"NJ","New Jersey",2014,2021,5959760,118.8655,5013868.61620908,9267.961,540.989395208836
"NJ","New Jersey",2014,1990,1123096,63.6315,1765000.03928872,7757.158,227.531789256931
"NJ","New Jersey",2014,2019,3909308,112.31475,3480671.95092363,8891.258,391.471257601976
"NJ","New Jersey",2014,1966,42916,18.28275,234734.927732425,6851,34.2628707827215
"NJ","New Jersey",2014,1971,112312,22.75975,493467.634749942,7281.107,67.773710062212
"NJ","New Jersey",2014,2020,3565191,113.7685,3133724.18551708,9271.689,337.988492228016
"NJ","New Jersey",2014,1954,0,14.56225,0,5360,0
"NJ","New Jersey",2014,1992,845823,67.27675,1257229.2805464,7827.77,160.611423246518
"NM","New Mexico",NA,1980,46272,42.247,109527.303713873,1309.4,83.6469403649557
"NM","New Mexico",NA,1979,40514,38.7415,104575.197140018,1284.722,81.3990864482884
"NM","New Mexico",NA,1974,16160,27.30475,59183.8416392752,1131.309,52.3144796331287
"NM","New Mexico",NA,1978,37608,35.76175,105162.638852964,1238.034,84.9432558822811
"NM","New Mexico",NA,1968,4330,19.613,22077.1936980574,994,22.2104564366775
"NM","New Mexico",NA,1994,122528,70.3425,174187.724348722,1653.329,105.355754570761
"NM","New Mexico",NA,1990,61732,63.6315,97014.8432773076,1519.933,63.8283682749882
"NM","New Mexico",NA,1973,15063,25.0445,60144.9420032342,1105.529,54.4037668873763
"NM","New Mexico",NA,2017,89708,107.743,83261.0935281178,2092.844,39.7837074947382
"NM","New Mexico",NA,1951,1303,14.013,9298.50852779562,717,12.9686311405797
"NM","New Mexico",NA,1970,8072,21.66325,37261.2604295293,1017.055,36.6364261810121
"NM","New Mexico",NA,1952,1271,14.255,8916.16976499474,735,12.1308432176799
"NM","New Mexico",NA,2019,202367,112.31475,180178.471661113,2099.634,85.8142284136726
"NM","New Mexico",NA,1995,150343,71.81975,209333.783534473,1682.417,124.424434331366
"NM","New Mexico",NA,1972,13211,23.74125,55645.7642289264,1078.697,51.5860934339545
"NM","New Mexico",NA,1982,60265,49.1005,122738.057657254,1363.823,89.9955915520225
"NM","New Mexico",NA,1960,0,16.62725,0,954,0
"NM","New Mexico",NA,1967,6460,18.81325,34337.501494957,1000,34.337501494957
"NM","New Mexico",NA,1953,1080,14.4295,7484.66682837243,756,9.90035294758258
"NM","New Mexico",NA,1981,53523,46.244,115740.42037886,1332.748,86.8434395541093
"NM","New Mexico",NA,1956,0,15.3125,0,806,0
"NM","New Mexico",NA,1962,0,17.00825,0,979,0
"NM","New Mexico",NA,1969,5128,20.577,24921.0283326044,1011,24.6498796563842
"NM","New Mexico",NA,2018,111297,110.33475,100872.118711467,2093.754,48.1776362989477
"NM","New Mexico",NA,2006,377185,90.201,418160.552543763,1962.137,213.114860248679
"NM","New Mexico",NA,1961,0,16.803,0,965,0
"NM","New Mexico",NA,2002,124327,81.02425,153444.184919947,1855.309,82.705460341079
"NM","New Mexico",NA,1996,163402,73.133,223431.282731462,1706.151,130.956335477611
"NM","New Mexico",NA,1971,10119,22.75975,44460.0665648788,1053.737,42.1927545154804
"NM","New Mexico",NA,1991,48989,65.7795,74474.5703448643,1547.115,48.1377081502437
"NM","New Mexico",NA,1977,29486,33.4185,88232.5657943953,1215.72,72.5763874859304
"NM","New Mexico",NA,2015,249947,104.6895,238750.782074611,2090.071,114.230943386426
"NM","New Mexico",NA,2011,229800,98.161,234105.194527358,2080.707,112.51233091798
"NM","New Mexico",NA,2007,459880,92.638,496426.95222263,1990.07,249.452005317717
"NM","New Mexico",NA,1997,173205,74.39475,232818.848104201,1722.939,135.128897833412
"NM","New Mexico",NA,1966,0,18.28275,0,1007,0
"NM","New Mexico",NA,2020,95556,113.7685,83991.6145506006,2118.39,39.6487967515899
"NM","New Mexico",NA,1975,18344,29.8215,61512.6670355281,1159.944,53.0307213413131
"NM","New Mexico",NA,2013,266466,101.7475,261889.481314037,2092.833,125.136349299747
"NM","New Mexico",NA,1992,77786,67.27675,115620.92401907,1580.75,73.1430801955211
"NM","New Mexico",NA,2012,276707,99.9985,276711.15066726,2087.715,132.542588747631
"NM","New Mexico",NA,2016,89708,105.73675,84840.8902297451,2092.555,40.5441626288175
"NM","New Mexico",NA,1954,1052,14.56225,7224.15835464986,763,9.468097450393
