"","state","state_name","fips","year","cit","cit_flag","property","payroll","sales","throwback","throwout","sal","ui","ui_rate","ui_base","pinc","pr","property_taxes_state","property_taxes_local","total_revenue_state","total_revenue_local","general_revenue_state","general_revenue_local","fa1","fa2","fa3","fa4","fa5","fa6","fa7","fa8","fa9","fa10","fa11","fa12","fa13","fa14","fa15","fa16","fa17","fa18","ti1","ti2","ti3","ti4","ti5","ti6","ti7","ti8","ti9","ti10","ti11","ti12","ti13","ti14","ti15","ue","gdp","bal"
"1","AK","Alaska",2,1976,9.4,0,33.33,33.33,33.34,1,0,0,41000,4.1,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,7470,0.150460358799098
"2","AK","Alaska",2,1977,9.4,0,33.33,33.33,33.34,1,0,0,48000,4.8,10000,14.5,0.277756975852331,409767,126557,1391605,539306,1220263,500294,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9.6,7544,0.212633617087651
"3","AK","Alaska",2,1978,9.4,0,33.33,33.33,33.34,1,0,0,48000,4.8,10000,14.5,0.165305983586496,173197,152349,1317890,651464,1147198,601952,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,10.6,9130,0.0222184301664928
"4","AK","Alaska",2,1979,9.4,0,33.33,33.33,33.34,1,0,0,51000,5.1,10000,0,0.133145945654133,162151,173270,1699416,819782,1508307,770072,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,9,10891,0.158913711046265
"5","AK","Alaska",2,1980,9.4,0,33.33,33.33,33.34,1,0,0,51000,5.1,10000,0,0.0868583136455583,169016,190986,3229513,915191,3011436,854770,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9.4,15282,0.588765878985673
"6","AK","Alaska",2,1981,9.4,0,33.33,33.33,33.34,1,0,0,67830,5.1,13300,0,0.0545091271151986,143179,199916,5133651,1160616,4867003,1091842,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,9.1,21824,1.01850553593314
"7","AK","Alaska",2,1982,9.4,0,33.33,33.33,33.34,1,0,0,74460,5.1,14600,0,0.048642149256851,142719,218460,5888850,1536377,5582926,1455096,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,9.8,23461,0.794896803758742
"8","AK","Alaska",2,1983,9.4,0,33.33,33.33,33.34,1,0,0,76760,3.8,20200,0,0.0577990616065967,152580,248875,5246838,1698863,4870752,1606345,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,10,22591,0.361390731982227
"9","AK","Alaska",2,1984,9.4,0,33.33,33.33,33.34,1,0,0,87740,4.1,21400,0,0.0591762787534296,131050,305642,5462672,1916839,5024981,1812441,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,9.9,23787,0.314134542451404
"10","AK","Alaska",2,1985,9.4,0,33.33,33.33,33.34,1,0,0,117720,5.4,21800,0,0.0676816399082555,120548,437728,5917595,2330964,5453073,2205704,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,9.6,26142,0.195535808626832
"11","AK","Alaska",2,1986,9.4,0,33.33,33.33,33.34,1,0,0,116640,5.4,21600,0,0.0693807738920405,113509,465098,6115297,2224290,5443686,2065412,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,11,19181,0.448821074667403
"12","AK","Alaska",2,1987,9.4,0,33.33,33.33,33.34,1,0,0,116100,5.4,21500,0,0.0881805663361945,102491,520971,4888975,2181313,4245157,2010438,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,10.2,22925,0.107055459708885
"13","AK","Alaska",2,1988,9.4,0,33.33,33.33,33.34,1,0,0,120270,5.7,21100,0,0.0896517324534258,96225,565746,5158039,2225767,4606041,2058854,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,8.7,21270,0.2287182978545
"14","AK","Alaska",2,1989,9.4,0,33.33,33.33,33.34,1,0,0,131670,6.3,20900,0,0.0889182333934168,89713,572745,5112848,2337345,4416552,2164254,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,6.9,23453,0.149549272455099
"15","AK","Alaska",2,1990,9.4,0,33.33,33.33,33.34,1,0,0,115020,5.4,21300,0,0.0863300779751724,89841,595517,5547052,2391757,4841947,2201878,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,7,25040,0.183350140146852
"16","AK","Alaska",2,1991,9.4,0,33.33,33.33,33.34,1,0,0,120960,5.4,22400,0,0.0783036728597717,85007,606198,6355069,2472167,5673482,2281427,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,8.2,22283,0.286184344341508
"17","AK","Alaska",2,1992,9.4,0,33.33,33.33,33.34,1,0,0,122040,5.4,22600,0,0.0724633554017309,69048,577281,6327318,2592073,5342507,2388394,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,8.9,22753,0.204073892586478
"18","AK","Alaska",2,1993,9.4,0,33.33,33.33,33.34,1,0,0,125280,5.4,23200,0,0.0676898539735662,66918,606196,7358035,2586055,6159665,2371378,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,7.7,23284,0.356818024240422
"19","AK","Alaska",2,1994,9.4,0,33.33,33.33,33.34,1,0,0,128520,5.4,23800,0,0.0744944940574675,61612,583362,6203364,2454645,5279241,2224683,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,7.5,23605,0.0785613604202161
"20","AK","Alaska",2,1995,9.4,0,33.33,33.33,33.34,1,0,0,129060,5.4,23900,0,0.0619427735047851,57294,619492,8365899,2560089,7358377,2327575,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,7.1,25449,0.494168546604387
"21","AK","Alaska",2,1996,9.4,0,33.33,33.33,33.34,1,0,0,131760,5.4,24400,0,0.062965382054831,56168,624044,8253549,2549403,6818956,2314147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.5,26737,0.466124179367909
"22","AK","Alaska",2,1997,9.4,0,33.33,33.33,33.34,1,0,0,130680,5.4,24200,0,0.0566409003292806,53567,634713,9438512,2713131,7424923,2464605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.1,27581,0.64938160282606
"23","AK","Alaska",2,1998,9.4,0,33.33,33.33,33.34,1,0,0,130140,5.4,24100,0,0.059269814786605,48516,657275,9039233,2868869,7973313,2574939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.1,24120,0.557636313789025
"24","AK","Alaska",2,1999,9.4,0,33.33,33.33,33.34,1,0,0,132300,5.4,24500,0,0.0721164512245161,48704,679109,7312896,2779295,5940989,2538300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.2,24793,0.190916983290935
"25","AK","Alaska",2,2000,9.4,0,33.33,33.33,33.34,1,0,0,133920,5.4,24800,0,0.0666636892173424,44608,716636,8584447,2834723,7330352,2605623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.2,26969,0.298479357764166
"26","AK","Alaska",2,2001,9.4,0,33.33,33.33,33.34,1,0,0,137700,5.4,25500,0,0.0878260055448111,45116,748497,6185917,2850279,6043307,2641839,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.2,29087,-0.316282876557892
"27","AK","Alaska",2,2002,9.4,0,33.33,33.33,33.34,1,0,0,153400,5.9,26000,0,0.105269345807881,49652,780359,5018805,2865836,5422566,2678056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.1,29822,-0.322009318782693
"28","AK","Alaska",2,2003,9.4,0,33.33,33.33,33.34,1,0,0,144180,5.4,26700,0,0.0851675039256479,48741,792651,6924221,2955040,6098669,2717786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.7,32136,-0.147425118881394
"29","AK","Alaska",2,2004,9.4,0,33.33,33.33,33.34,1,0,0,146340,5.4,27100,0,0.0716442422998354,47368,804943,8852189,3044245,6630141,2757517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.4,35527,0.0943165241728518
"30","AK","Alaska",2,2005,9.4,0,33.33,33.33,33.34,1,0,0,150660,5.4,27900,0,0.0724056711136745,42912,849395,9185403,3138314,7880540,2863905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.9,40232,0.140213124226883
"31","AK","Alaska",2,2006,9.4,0,33.33,33.33,33.34,1,0,0,154980,5.4,28700,0,0.0679687703814581,54507,914679,10844814,3414470,8920140,3116022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.5,44835,0.259879418932949
"32","AK","Alaska",2,2007,9.4,0,33.33,33.33,33.34,1,0,0,162540,5.4,30100,0,0.0617627257279889,65780,969298,12811428,3947515,10582079,3610427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.1,49194,0.384233068283886
"33","AK","Alaska",2,2008,9.4,0,33.33,33.33,33.34,1,0,0,169020,5.4,31300,0,0.052421255143614,81518,986872,16314578,4066277,16182604,3771976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.4,54770,0.58441016797889
"34","AK","Alaska",2,2009,9.4,0,33.33,33.33,33.34,1,0,0,176580,5.4,32700,0,0.0865671858298285,111251,1130028,9641320,4697589,11531688,4496977,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.7,49954,-0.12286481167056
"35","AK","Alaska",2,2010,9.4,0,33.33,33.33,33.34,1,0,0,184140,5.4,34100,0,0.0753228162749553,118870,1198927,12381555,5113768,11042685,4740923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,8,53251,0.1257149278601
"36","AK","Alaska",2,2011,9.4,0,33.33,33.33,33.34,1,0,0,186840,5.4,34600,0,0.0740055347747654,184254,1308245,14920900,5246497,12665675,4877193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,7.6,58581,0.318085919000732
"37","AK","Alaska",2,2012,9.4,0,33.33,33.33,33.34,1,0,0,193320,5.4,35800,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,6.9,59643,NA
"38","AL","Alabama",1,1976,5,0,33.33,33.33,33.34,1,0,4,12960,2.7,4800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,24324,-0.00624399531331238
"39","AL","Alabama",1,1977,5,0,33.33,33.33,33.34,1,0,4,19200,4,4800,1.55,0.0419651504983148,34095,191641,3124417,2254713,2649994,1907892,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,6.8,26725,0.0533112001189368
"40","AL","Alabama",1,1978,5,0,33.33,33.33,33.34,1,0,4,26400,4,6600,1.55,0.0435019066961223,53877,203845,3385436,2538948,2942390,2094809,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5.9,30546,0.0412993496177524
"41","AL","Alabama",1,1979,5,0,33.33,33.33,33.34,1,0,4,26400,4,6600,2.56,0.0407868358321427,43417,229917,3770597,2930928,3292526,2426486,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,6.8,33712,0.0596880907106768
"42","AL","Alabama",1,1980,5,0,33.33,33.33,33.34,1,0,4,26400,4,6600,2.56,0.0412127183127885,44287,261666,4153588,3270164,3633716,2686069,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8.4,36142,0.0379154072510355
"43","AL","Alabama",1,1981,5,0,33.33,33.33,33.34,1,0,4,26400,4,6600,2.56,0.0387546410708247,46192,291549,5105414,3609439,4550927,2959985,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,9.7,40257,0.167291953655065
"44","AL","Alabama",1,1982,5,0,33.33,33.33,33.34,1,0,4,26400,4,6600,2.56,0.0395859218824363,45681,301336,4819764,3946408,4155165,3188593,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,13.2,41778,0.0327721948683708
"45","AL","Alabama",1,1983,5,0,33.33,33.33,33.34,1,0,4,28000,4,7000,2.56,0.0415302595120221,53285,339301,5250162,4202849,4405328,3375859,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,12.8,45679,0.00568260180641839
"46","AL","Alabama",1,1984,5,0,33.33,33.33,33.34,1,0,4,45600,5.7,8000,2.56,0.0415457205181525,57768,386743,6194896,4504425,5318865,3611280,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,10.2,50010,0.193378995213882
"47","AL","Alabama",1,1985,5,0,33.33,33.33,33.34,1,0,4,48800,6.1,8000,2.56,0.0401714652354978,61471,403591,6618332,4958592,5552342,3979774,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,8.6,53824,0.0881496776900553
"48","AL","Alabama",1,1986,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,2.56,0.0392500908246386,63360,415681,6800976,5403862,5717701,4396572,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,9.1,56134,0.0714068988072226
"49","AL","Alabama",1,1987,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.14,0.039948035614854,68640,437295,7085440,5579388,5962796,4453189,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,7.6,60752,0.118813452402852
"50","AL","Alabama",1,1988,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.65,0.0390523640555685,72965,469656,8022030,5872673,6503697,4732654,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,6.9,66008,0.166487133209366
"51","AL","Alabama",1,1989,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.65,0.0416396845938326,85964,523421,8278467,6356250,6917814,5117197,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6.6,68394,0.118559693101181
"52","AL","Alabama",1,1990,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.65,0.0419679791798227,90543,568264,9076557,6621292,7555155,5360806,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6.3,71610,0.117927182770986
"53","AL","Alabama",1,1991,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.46,0.0417101917464801,94215,604108,9767445,6974818,8173252,5660130,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6.9,76043,0.103010527076562
"54","AL","Alabama",1,1992,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.46,0.0400536786650535,98027,631374,10536166,7674421,8910315,6267556,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6.9,81260,0.0917724080010238
"55","AL","Alabama",1,1993,5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.02,0.040078658562211,101135,667517,11389335,7789251,9688246,6362426,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,6.6,84563,0.111981948716186
"56","AL","Alabama",1,1994,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0412386883782682,112596,713135,11599362,8423850,10014415,6942374,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5.4,90098,0.0725034652551252
"57","AL","Alabama",1,1995,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0428157580839114,118202,800562,12448670,9009878,10582838,7538490,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5.2,95819,0.0699670784517495
"58","AL","Alabama",1,1996,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0441008725053924,134252,864317,12741148,9901692,10894396,8345308,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4.5,100146,0.0506788101219247
"59","AL","Alabama",1,1997,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0420173454293976,131229,903702,14007883,10623159,11487011,8937985,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4.4,104805,0.0821187270599227
"60","AL","Alabama",1,1998,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0416556658702013,139818,943782,14838951,11174317,12428410,9417554,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3.9,109068,0.080891982485107
"61","AL","Alabama",1,1999,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0435586524957433,164495,1027297,15501093,11859533,13093255,9968810,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4.3,115215,0.0543571194491502
"62","AL","Alabama",1,2000,5,0,33.33,33.33,33.34,1,0,4,43200,5.4,8000,3.02,0.0448176416474809,179828,1160324,16856646,13045686,14116821,11071296,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,4.1,119677,0.0619972582922673
"63","AL","Alabama",1,2001,6.5,0,33.33,33.33,33.34,1,0,4,48800,6.1,8000,3.05,0.044761823424453,183163,1219373,17859899,13473409,15731646,11464859,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,4.7,123819,0.0682939159958539
"64","AL","Alabama",1,2002,6.5,0,33.33,33.33,33.34,1,0,4,50400,6.3,8000,3.07,0.051088215384322,195132,1278422,14942192,13901133,15986065,11858423,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5.4,129243,-0.169712995108249
"65","AL","Alabama",1,2003,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.25,0.0462886683557384,204534,1359403,19098788,14687818,16574756,12377705,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5.4,135910,0.0339816069526953
"66","AL","Alabama",1,2004,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.25,0.0450656899231701,221470,1440385,21401777,15474503,17449427,12896988,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,148396,0.0950247536910526
"67","AL","Alabama",1,2005,6.5,0,33.33,33.33,33.34,1,0,4,53600,6.7,8000,3.25,0.0463214661006719,231136,1561254,22296792,16397795,18910066,13777918,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3.8,157520,0.0958635177404545
"68","AL","Alabama",1,2006,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.27,0.0461700845496812,249383,1664179,23716174,17729754,20305857,14973786,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3.5,164820,0.100477713146506
"69","AL","Alabama",1,2007,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.27,0.0448805205455462,273501,1809980,27147360,19275475,20898228,16409309,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,3.4,169689,0.181316110707129
"70","AL","Alabama",1,2008,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.29,0.0610829322862892,301034,2008422,17685583,20122949,21306140,17226947,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,173251,-0.262693510746246
"71","AL","Alabama",1,2009,6.5,0,33.33,33.33,33.34,1,0,4,48000,6,8000,3.29,0.0625160370973937,315784,2164211,20036326,19633415,21103234,17351450,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,9.7,169052,-0.241687796258194
"72","AL","Alabama",1,2010,6.5,0,33.33,33.33,33.34,1,0,4,53600,6.7,8000,3.31,0.0540738632117219,319999,2254294,27034923,20572051,23200922,17248992,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,9.2,175734,-0.0239989715407254
"73","AL","Alabama",1,2011,6.5,0,25,25,50,1,0,4,53600,6.7,8000,3.31,0.0550596197540401,319241,2269149,26305162,20705515,23276781,17649337,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,8.5,181848,-0.0625800993733811
"74","AL","Alabama",1,2012,6.5,0,25,25,50,1,0,4,53600,6.7,8000,3.31,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,7.1,189542,NA
"75","AR","Arkansas",5,1976,6,0,33.33,33.33,33.34,1,0,3,17640,4.2,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,13704,0.00648524700725004
"76","AR","Arkansas",5,1977,6,0,33.33,33.33,33.34,1,0,3,26400,4.4,6000,7,0.0874399180877307,1703,230752,1568624,1089830,1395087,999310,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.4,15182,0.0312058928905996
"77","AR","Arkansas",5,1978,6,0,33.33,33.33,33.34,1,0,3,26400,4.4,6000,7,0.0835852705503841,2080,255429,1839706,1241088,1660370,1136692,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.1,17477,0.0921130897611096
"78","AR","Arkansas",5,1979,6,0,33.33,33.33,33.34,1,0,3,26400,4.4,6000,7,0.081797957168917,2419,270840,1967914,1372744,1798298,1247021,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6,19099,0.037640361755798
"79","AR","Arkansas",5,1980,6,0,33.33,33.33,33.34,1,0,3,26400,4.4,6000,7,0.0797824533188051,3932,301252,2295173,1530029,2102719,1394008,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,7.5,20276,0.0687436759124264
"80","AR","Arkansas",5,1981,6,0,33.33,33.33,33.34,1,0,3,18000,3,6000,7,0.0769907218717026,4867,322310,2528661,1720903,2227779,1563406,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,8.5,22891,0.0733831511011611
"81","AR","Arkansas",5,1982,6,0,33.33,33.33,33.34,1,0,3,38640,5.6,6900,7,0.082379271994563,5066,352996,2507229,1839277,2239304,1678889,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,9.5,23527,0.061314411180923
"82","AR","Arkansas",5,1983,6,0,33.33,33.33,33.34,1,0,3,48300,6.9,7000,7,0.0807399525216627,4558,372321,2739140,1928673,2355032,1736480,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,9.7,25292,0.101013089287236
"83","AR","Arkansas",5,1984,6,0,33.33,33.33,33.34,1,0,4,51750,6.9,7500,7,0.0787118882658719,4682,395675,2966859,2119501,2626742,1911712,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,8.3,28465,0.125428456978292
