,State,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
33,NV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,NY,0.308414549,0.243373357,0.260370773,0.278682149,0.26499267,0.280013081,0.249758165,0.253915325,0.252334376,0.252625053,0.217225008,0.220380652,0.228494646,0.281205713,0.248804505,0.273617986,0.192559649,0.199286546,0.163771312,0.191934624,0.185436432,0.167156898,0.176865637,0.161221745,0.145378067,0.145646859,0.155754598,0.141162847,0.125216329,0.100868157,0.092733977,0.107821142,0.095849085,0.101806097,0.098290365,0.105493649,0.103329328,0.104672348,0.100532387,0.084176105,0.086681931,0.099736954,0.11526991,0.109011026,0.121439157,0.096803651,0.093118585,0.099033393,0.100600268,0.093872333,0.085220914,0.100970008,0.089874724,0.073600237,0.067633779,0.071973398,0.084648667,0.102353934,0.101038597,0.112727858,0.102492718,0.097787818,0.109499389,0.109647397,0.104571254,0.104587101,0.091757053,0.090243035,0.063577863,0.071972713,0.092164111,0.055467893
35,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030503384,0.030962246,0.031687327,0.040245555,0.036444802,0.034389314,0.042967059,0.041640899,0.038835759,0.034689936,0.039144579,0.031554222,0.033839095,0.024792932,0.025958609,0.023176482,0.026936401,0.030609333,0.029581375,0.030956776,0.029366806,0.027988188,0.025398528,0.024531437,0.027542765,0.024004373,0.024635474,0.02442879,0.019390157,0.02093497,0.030292793,0.027995763,0.035085272,0.034309912,0.023296485,0.021272689,0.015134901,0.013273814,0.003744609,0.005776372,0.002815363,0.005843265,-2.54E-06,5.32E-05,0.00072924,0.000197975,0.000186731,0.000122384,7.04E-05,6.67E-05
36,OK,0.013474273,0.012059551,0.010563847,0.010541326,0.010166851,0.011009177,0.01097325,0.010566501,0.010589799,0.01120665,0.010310834,0.011590128,0.011146435,0.013735291,0.00994923,0.008856421,0.010955579,0.009660326,0.009623863,0.006961206,0.00735431,0.007362079,0.006343983,0.00653162,0.006714753,0.006403547,0.007346656,0.007699637,0.008509264,0.007792275,0.006746248,0.009099376,0.009928931,0.007855919,0.006267851,0.005928243,0.005817507,0.004331807,0.003874827,0.004728606,0.004409888,0.006758505,0.006825335,0.005869856,0.006313755,0.005735026,0.005585201,0.007200111,0.007160851,0.006088223,0.005969648,0.00527723,0.006913985,0.003679758,0.004409965,0.004365101,0.006412188,0.010608904,0.007221455,0.008726663,0.005693822,0.00861986,0.010691528,0.013038993,0.008545411,0.007992473,0.007192195,0.003539835,0.004847172,0.005073541,0.005761326,0.006731454
37,OR,0.029050007,0.021151135,0.02634516,0.022971647,0.019196995,0.018954919,0.018351449,0.020929897,0.023937186,0.016181532,0.019019869,0.016529121,0.016416423,0.014548525,0.013761833,0.01377245,0.015251336,0.014456805,0.012446397,0.011806847,0.010668967,0.007160554,0.009195537,0.00942508,0.014254509,0.013653965,0.009165376,0.00993088,0.011684722,0.013690676,0.013318864,0.010994664,0.008868275,0.009512258,0.009287698,0.008724423,0.008786703,0.006659915,0.007731003,0.006612699,0.006794317,0.007323032,0.006963496,0.008473996,0.010263132,0.010730896,0.010249087,0.012503247,0.00898068,0.010543781,0.012517182,0.010182293,0.007811803,0.007944519,0.010587999,0.009442693,0.00923242,0.007669914,0.009568967,0.006205885,0.009303479,0.011411405,0.010382702,0.010244621,0.010649962,0.012789582,0.013908361,0.014188521,0.01660579,0.015259067,0.01705018,0.01369887
38,PA,0.109620798,0.133114809,0.152613567,0.175894957,0.157864858,0.132308765,0.154089022,0.165776946,0.134755466,0.127280279,0.12041962,0.121889832,0.113873354,0.094850777,0.091720185,0.095731147,0.112430752,0.109808397,0.10761536,0.089303769,0.141727645,0.126083232,0.109061972,0.091652083,0.089799881,0.09048584,0.084820253,0.072597217,0.07328686,0.070394831,0.064684377,0.058115896,0.062114846,0.06311407,0.055784792,0.053483105,0.0523323,0.049607228,0.04842981,0.048992573,0.050332031,0.049711282,0.074310396,0.060753996,0.057850298,0.061378429,0.051303937,0.051296117,0.050270991,0.049981822,0.052175269,0.04384883,0.047702562,0.04190016,0.055509476,0.044023056,0.044596431,0.043210948,0.043951067,0.044313651,0.043386609,0.04816937,0.044044707,0.049205194,0.049505459,0.051636151,0.053894477,0.052544006,0.051324675,0.04962282,0.047952575,0.045292337
39,RI,0.007480586,0.00971573,0.009528948,0.009485712,0.009196049,0.008414649,0.008464215,0.007962516,0.007091776,0.007506538,0.007135205,0.006995459,0.007252257,0.007024113,0.006374399,0.006372227,0.00722176,0.007852664,0.006828737,0.008847824,0.006177193,0.008074717,0.00648099,0.005703416,0.00575441,0.005518134,0.00491977,0.004452022,0.004061166,0.004609597,0.004025123,0.003559233,0.003751256,0.003227218,0.003821324,0.003998822,0.003675759,0.004281604,0.003665131,0.003252548,0.003164343,0.002258009,0.002219646,0.002886757,0.003087323,0.002825794,0.002966774,0.002903783,0.002242428,0.002155588,0.002300749,0.002461479,0.001125377,0.002364603,0.002298419,0.002929003,0.00357843,0.003385929,0.002925485,0.002762315,0.003201275,0.003181418,0.003268809,0.003215705,0.002958124,0.003627418,0.003165542,0.002907696,0.002438232,0.00295595,0.00407498,0.002887994
40,SC,0.024731001,0.019716617,0.020912836,0.018170145,0.018541153,0.016136072,0.018230531,0.01759433,0.015488595,0.014119842,0.015930687,0.016875814,0.013793283,0.012462287,0.011222458,0.012736678,0.018416346,0.019489067,0.013314686,0.012726412,0.011321197,0.012727895,0.011846449,0.011667294,0.012896794,0.012448172,0.010963196,0.011620146,0.011447254,0.011559243,0.011520996,0.010794643,0.009394996,0.009745674,0.010272073,0.011330543,0.010233134,0.009301789,0.009439306,0.009234171,0.006938769,0.007438914,0.006493683,0.007288147,0.008526026,0.008605807,0.008557433,0.007791884,0.006871388,0.008369341,0.006984837,0.006061389,0.006362143,0.006126096,0.006500703,0.006382238,0.006251494,0.005894346,0.006269498,0.00634459,0.003907267,0.005261988,0.006062501,0.008620234,0.007878043,0.007762056,0.008958829,0.007627782,0.00834289,0.006636905,0.009648091,0.008287431
41,SD,0.000244118,0.000218233,0.000192178,0.00018643,0.000191827,0.000233778,0.000206007,0.000189969,0.00024323,0.000375575,0.000334767,0.000371175,0.00035638,0.000328882,0.000316832,0.000291343,0.000287594,0.00026183,0.000232762,0.00019058,0.000208671,0.000233652,0.000192489,0.000165899,0.000215977,0.000281387,0.000281464,0.000272951,0.000276487,0.000239785,0.000247122,0.00026019,7.43E-05,0.00019502,0.001152767,0.000960684,0.001283115,0.001173748,0.001219813,0.001109966,0.001412065,0.001895085,0.0016119,0.001163118,0.001422224,0.001372794,0.001299611,0.001200865,0.001230965,0.001651811,0.00138746,0.001369217,0.001613931,0.001549298,0.001558369,0.001270115,0.001303268,0.001448821,0.001401492,0.001241727,0.000819789,0.000370342,0.001434386,0.000828315,0.000533838,8.92E-05,0.000740233,0.00068871,0.000668316,0.000775492,0.000715624,0.00060415
42,TN,0.017827421,0.017751066,0.020042661,0.020093709,0.021082866,0.019445447,0.015471824,0.019852734,0.01883814,0.016376275,0.018129981,0.016657848,0.016454661,0.015202302,0.016751381,0.016101122,0.018665169,0.019436521,0.019843136,0.019382879,0.015953423,0.017377567,0.017619306,0.018982141,0.01878355,0.019077551,0.017685461,0.01700951,0.015910159,0.01534427,0.014880045,0.013791851,0.014772125,0.015499559,0.014585551,0.014701103,0.01459405,0.014584265,0.016296258,0.015568226,0.015265238,0.016974222,0.013512554,0.015098915,0.016423689,0.016958613,0.018210798,0.01561502,0.019538272,0.018573587,0.018877181,0.021253361,0.02002047,0.021594305,0.022984457,0.020821418,0.019556897,0.021173814,0.020173905,0.020781867,0.023722952,0.026021689,0.026737462,0.0279917,0.025315767,0.028819496,0.033760947,0.038690001,0.033939285,0.028434481,0.028749525,0.028712314
43,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,UT,0.00441119,0.003615392,0.003851925,0.003700206,0.005161193,0.00326343,0.004094396,0.008310118,0.005835574,0.005277926,0.004806242,0.004979269,0.005462709,0.004248884,0.003950664,0.003446352,0.003930129,0.004940194,0.003853279,0.003366915,0.00315414,0.003237539,0.002861518,0.005451619,0.003354051,0.002710287,0.003368902,0.002710543,0.002742335,0.002710693,0.003031003,0.002875314,0.002920643,0.002401976,0.002903353,0.002960151,0.003610237,0.002973609,0.003316593,0.003863595,0.004329295,0.004050869,0.003495226,0.003469101,0.004872732,0.00506875,0.006030253,0.006374142,0.005937348,0.005855269,0.005344041,0.005136228,0.0044178,0.005221798,0.004796878,0.004880854,0.007333797,0.007538327,0.00791485,0.006260063,0.006472118,0.006030994,0.006198516,0.007368736,0.006622914,0.007584158,0.007314522,0.007319938,0.009509037,0.008750476,0.006881385,0.008348742
45,VA,0.031509962,0.037050131,0.026767714,0.025475489,0.028460443,0.028264139,0.031210114,0.027740475,0.026501361,0.024106369,0.02687885,0.022693781,0.023162406,0.021200571,0.020197592,0.020629384,0.023490473,0.022159018,0.019398267,0.021222323,0.018023009,0.018898057,0.01758262,0.017809789,0.017691526,0.017624697,0.017932412,0.017348519,0.01534601,0.016179725,0.014551624,0.012889387,0.012638814,0.013930048,0.015646966,0.016320335,0.015254161,0.015656388,0.015475336,0.014558488,0.014076057,0.014005396,0.01250538,0.015099618,0.01193621,0.012651135,0.012376651,0.013840612,0.014335115,0.013469188,0.017400797,0.011479526,0.012281667,0.011571255,0.013964024,0.015661507,0.018186976,0.01662227,0.015788646,0.016128549,0.020777057,0.019442584,0.020107098,0.017202742,0.015927838,0.01682406,0.016515458,0.018534756,0.024060915,0.020890772,0.026023186,0.017682272
46,VT,0.002000741,0.001978645,0.003475923,0.002865591,0.002776312,0.002153999,0.002135087,0.002306906,0.002065993,0.001989158,0.00188063,0.001795854,0.001913439,0.001695567,0.001515129,0.001695182,0.002020031,0.00220153,0.002049177,0.001746355,0.001556738,0.001754142,0.001493035,0.001460278,0.001334105,0.001493654,0.001827383,0.001842201,0.001741431,0.00196891,0.00168339,0.001620391,0.001782211,0.001931191,0.001457382,0.001982736,0.001658753,0.00187746,0.002068179,0.00160524,0.0012472,0.001345344,0.001416579,0.001346211,0.001359637,0.001660326,0.001528806,0.001475591,0.001475974,0.001615309,0.001366151,0.001407686,0.001484926,0.001467034,0.002058551,0.001782379,0.001813452,0.001575381,0.001700406,0.00220887,0.002241166,0.002558815,0.002315149,0.002353898,0.002276045,0.002317186,0.002850236,0.002492022,0.002287563,0.002509852,0.002705592,0.001867994
47,WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,WI,0.068822414,0.078320887,0.069266606,0.063177584,0.062025049,0.059264695,0.0568849,0.056228698,0.052815171,0.048168027,0.050051529,0.044969003,0.04116342,0.041680924,0.0561943,0.042418439,0.045319181,0.046174201,0.038172526,0.031777191,0.028011121,0.025933023,0.026451378,0.025088876,0.026647023,0.023096159,0.026182721,0.027432117,0.026538568,0.026998668,0.023370112,0.018076364,0.023064256,0.025833942,0.02536725,0.023460975,0.022144417,0.022986075,0.021352346,0.018787169,0.020070783,0.021659422,0.0200304,0.020335136,0.021068063,0.023074482,0.021179414,0.020801416,0.021893506,0.021808691,0.017776265,0.015635492,0.017713393,0.018548873,0.022560758,0.020230609,0.0170258,0.017449703,0.017310072,0.01672385,0.022405269,0.020714796,0.022391899,0.021297324,0.021106642,0.021237786,0.021651979,0.021509825,0.018987359,0.021855501,0.030281777,0.028182854
49,WV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001279395,0.001301354,0.001035864,0.001439004,0.002402262,0.00224203,0.002118873,0.002878909,0.002786724,0.002543,0.001956921,0.002110159,0.002468897,0.002265281,0.002456843,0.003432503,0.005942283,0.005601776,0.004830437,0.004389774,0.008177933,0.008652078,0.010189913,0.009393095,0.008332755,0.007398499,0.007186045,0.00752144,0.008020383,0.008178629,0.007125693,0.008552435,0.006696786,0.006762833,0.008763157,0.00642478,0.006004657,0.01197305,0.011228917,0.01018863,0.010806942,0.010706623,0.006240024,0.007482776,0.004611767,0.005402122,0.004377305,0.003882952,0.002551958,0.002606755,0.002272061,0.003330103,0.002903626,0.003588253
50,WY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
