State_Acronym,year,BUSLICTAX,CORPINCTX,CORPLICTAX,PROPTAX,SLGRTAX,SVRNCTAX,TLINCTAX,TLSLTAX,TOTLTAX,INCTAX,SALESTAX,state,sales,Log_CORPINCTX,group,type,year_pass_intro,year_effective,Post,treatment
AK,1976,4527,31103,667,306429,62944,27978,177357,62944,598806,NA,NA,Alaska,33.34,10.345059556537576,c,Never,NA,NA,NA,0
AK,1977,7547,35772,715,409767,65942,23758,246110,65942,773474,NA,NA,Alaska,33.34,10.484920743466072,c,Never,NA,NA,NA,0
AK,1978,10229,33504,797,173197,68609,107715,179332,68609,563485,NA,NA,Alaska,33.34,10.419420113670263,c,Never,NA,NA,NA,0
AK,1979,13658,256986,646,162151,74546,173685,373035,74546,816710,NA,NA,Alaska,33.34,12.456776887685384,c,Never,NA,NA,NA,0
AK,1980,17455,565329,671,169016,54422,506469,665810,54422,1437607,NA,NA,Alaska,33.34,13.24516314154216,c,Never,NA,NA,NA,0
AK,1981,24011,894843,857,143179,53310,1170180,902015,53310,2316823,NA,NA,Alaska,33.34,13.704403562874868,c,Never,NA,NA,NA,0
AK,1982,29438,703663,1055,142719,65216,1571553,705151,65216,2539193,NA,NA,Alaska,33.34,13.464054827348203,c,Never,NA,NA,NA,0
AK,1983,28041,266302,934,152580,74614,1494034,267842,74614,2046086,NA,NA,Alaska,33.34,12.49238628210052,c,Never,NA,NA,NA,0
AK,1984,26616,304621,960,131050,88255,1393039,305772,88255,1973252,NA,NA,Alaska,33.34,12.62682365994265,c,Never,NA,NA,NA,0
AK,1985,27709,204600,981,120548,112908,1389262,205868,112908,1885811,NA,NA,Alaska,33.34,12.228812132499662,c,Never,NA,NA,NA,0
AK,1986,31505,177751,946,113509,67254,1432911,178307,67254,1856488,NA,NA,Alaska,33.34,12.088138973528705,c,Never,NA,NA,NA,0
AK,1987,37630,141068,896,102491,81725,666870,141495,81725,1062391,NA,NA,Alaska,33.34,11.85699732260929,c,Never,NA,NA,NA,0
AK,1988,37772,181387,892,96225,81710,818655,181836,81710,1251021,NA,NA,Alaska,33.34,12.10838814926602,c,Never,NA,NA,NA,0
AK,1989,44982,459686,929,89713,80954,698850,459686,80954,1410330,NA,NA,Alaska,33.34,13.038298926686235,c,Never,NA,NA,NA,0
AK,1990,37795,185140,881,89841,90904,1103812,185140,90904,1546441,NA,NA,Alaska,33.34,12.128867574621202,c,Never,NA,NA,NA,0
AK,1991,41951,253649,912,85007,96674,1284746,253649,96674,1806131,NA,NA,Alaska,33.34,12.443706700546693,c,Never,NA,NA,NA,0
AK,1992,41568,200025,930,69048,101286,1150605,200025,101286,1602937,NA,NA,Alaska,33.34,12.206197637718324,c,Never,NA,NA,NA,0
AK,1993,23198,872260,962,66918,99239,1124980,872260,99239,2227283,NA,NA,Alaska,33.34,13.67884282358634,c,Never,NA,NA,NA,0
AK,1994,27641,176070,1001,61612,99654,827522,176070,99654,1240275,NA,NA,Alaska,33.34,12.07863692222049,c,Never,NA,NA,NA,0
AK,1995,28029,528005,1095,57294,101039,1159882,528005,101039,1922463,NA,NA,Alaska,33.34,13.17686103234053,c,Never,NA,NA,NA,0
AK,1996,27429,326270,1361,56168,99124,956961,326270,99124,1519082,NA,NA,Alaska,33.34,12.6954805384221,c,Never,NA,NA,NA,0
AK,1997,30519,331337,1188,53567,96014,1058602,331337,96014,1619110,NA,NA,Alaska,33.34,12.71089126330776,c,Never,NA,NA,NA,0
AK,1998,35594,275758,1395,48516,116803,645358,275758,116803,1186235,NA,NA,Alaska,33.34,12.527278948480953,c,Never,NA,NA,NA,0
AK,1999,30211,211811,1422,48704,132004,426022,211811,132004,905135,NA,NA,Alaska,33.34,12.263449646589306,c,Never,NA,NA,NA,0
AK,2000,33704,438438,1639,44608,137735,708390,438438,137735,1423287,NA,NA,Alaska,33.34,12.990973689691666,c,Never,NA,NA,NA,0
AK,2001,11881,400442,1278,45116,134637,772403,400442,134637,1428698,NA,NA,Alaska,33.34,12.900324216026991,c,Never,NA,NA,NA,0
AK,2002,11137,269273,1281,49652,142050,551293,269273,142050,1089504,NA,NA,Alaska,33.34,12.503481013840167,c,Never,NA,NA,NA,0
AK,2003,9053,207075,1290,48741,152132,640856,207075,152132,1120133,NA,NA,Alaska,33.34,12.240836325466464,c,Never,NA,NA,NA,0
AK,2004,9090,339564,1319,47368,172876,697394,339564,172876,1343191,NA,NA,Alaska,33.34,12.735417720733045,c,Never,NA,NA,NA,0
AK,2005,14849,588694,1019,42912,198797,925699,588694,198797,1858311,NA,NA,Alaska,33.34,13.285661803016053,c,Never,NA,NA,NA,0
AK,2006,37307,821664,1343,54507,208898,1274642,821664,208898,2484422,NA,NA,Alaska,33.34,13.619086831349446,c,Never,NA,NA,NA,0
AK,2007,38720,813762,1405,65780,235797,2436660,813762,235797,3688447,NA,NA,Alaska,33.34,13.609423218939966,c,Never,NA,NA,NA,0
AK,2008,40339,1297513,878,81518,277033,6939040,1297513,277033,8732385,NA,NA,Alaska,33.34,14.07595991323981,c,Never,NA,NA,NA,0
AK,2009,40005,632123,889,111251,250267,3829564,632123,250267,4955884,NA,NA,Alaska,33.34,13.356839274446095,c,Never,NA,NA,NA,0
AK,2010,43543,643068,228,118870,263005,3355049,643068,263005,4522927,NA,NA,Alaska,33.34,13.374005751904994,c,Never,NA,NA,NA,0
AK,2011,41889,720733,0,184254,256014,4238789,720733,256014,5537679,NA,NA,Alaska,33.34,13.488024028680686,c,Never,NA,NA,NA,0
AK,2012,38936,663144,0,215407,248432,5787360,663144,248432,7049398,NA,NA,Alaska,33.34,13.404747440154809,c,Never,NA,NA,NA,0
AK,2013,40522,630941,0,99598,249586,4016966,630941,249586,5132811,NA,NA,Alaska,33.34,13.354967634774551,c,Never,NA,NA,NA,0
AK,2014,43060,408938,0,128076,257696,2456212,408938,257696,3392869,NA,NA,Alaska,33.34,12.921318834292075,c,Never,NA,NA,NA,0
AK,2015,44663,227852,NA,127821,255971,635820,227852,255971,1363350,NA,NA,Alaska,33.34,12.336451574358135,c,Never,NA,NA,NA,0
AK,2016,46957,67457,NA,111736,260846,336801,67457,260846,896921,NA,NA,Alaska,33.34,11.119245636829277,c,Never,NA,NA,NA,0
AK,2017,50612,87775,NA,120805,263120,598175,87775,263120,1208929,NA,NA,Alaska,33.34,11.382532001036633,c,Never,NA,NA,NA,0
AK,2018,65553,196321,NA,122341,252970,931084,196321,252970,1656352,NA,NA,Alaska,33.34,12.187506353656296,c,Never,NA,NA,NA,0
AK,2019,68759,332520,NA,121501,278823,888310,332520,278823,1780911,NA,NA,Alaska,33.34,12.714455287645025,c,Never,NA,NA,NA,0
AL,1976,14126,60307,31480,31381,815242,11570,284904,418220,1243258,224597,NA,Alabama,33.34,11.00720346221328,t,Step-wise,2021,2021,0,0
AL,1977,15413,75874,36671,34095,908556,13757,337769,453802,1403674,261895,NA,Alabama,33.34,11.236829348703283,t,Step-wise,2021,2021,0,0
AL,1978,16276,83161,38504,53877,996419,17056,401119,500834,1588761,317958,NA,Alabama,33.34,11.328533766911674,t,Step-wise,2021,2021,0,0
AL,1979,16747,100610,40929,43417,1095639,22281,463539,548337,1747350,362929,NA,Alabama,33.34,11.519006935286097,t,Step-wise,2021,2021,0,0
AL,1980,17543,109238,45087,44287,1146256,32410,505808,569167,1856789,396570,NA,Alabama,33.34,11.601284267108069,t,Step-wise,2021,2021,0,0
AL,1981,17575,99095,50731,46192,1284001,60669,614965,688828,2148415,515870,NA,Alabama,33.34,11.503834264958448,t,Step-wise,2021,2021,0,0
AL,1982,12803,123218,54950,45681,1341497,63470,604187,712044,2192251,480969,NA,Alabama,33.34,11.721710423305526,t,Step-wise,2021,2021,0,0
AL,1983,11659,133717,54595,53285,1385526,77144,690107,725873,2341219,556390,NA,Alabama,33.34,11.80348090534369,t,Step-wise,2021,2021,0,0
AL,1984,34241,223816,65029,57768,1512535,119525,846989,777217,2704250,623173,NA,Alabama,33.34,12.318579564708434,t,Step-wise,2021,2021,0,0
AL,1985,64934,199998,73681,61471,1611306,89634,911677,792379,2941336,711679,NA,Alabama,33.34,12.206062645480174,t,Step-wise,2021,2021,0,0
AL,1986,62893,156745,74617,63360,1661142,75072,914034,822795,2997093,757289,NA,Alabama,33.34,11.962375560059783,t,Step-wise,2021,2021,0,0
AL,1987,63598,162699,89484,68640,1745095,53627,1051777,859257,3231020,889078,NA,Alabama,33.34,11.99965714690674,t,Step-wise,2021,2021,0,0
AL,1988,65250,177657,82311,72965,1825240,60603,1107116,897490,3374056,929459,NA,Alabama,33.34,12.087610003994019,t,Step-wise,2021,2021,0,0
AL,1989,72547,215817,76149,85964,1916314,61734,1279138,934144,3662563,1063321,NA,Alabama,33.34,12.282186105348496,t,Step-wise,2021,2021,0,0
AL,1990,82656,179833,101294,90543,2002759,59213,1301291,964938,3819513,1121458,NA,Alabama,33.34,12.09978392144238,t,Step-wise,2021,2021,0,0
AL,1991,103499,168253,108626,94215,2022653,71731,1342483,973127,3942565,1174230,NA,Alabama,33.34,12.033224077957223,t,Step-wise,2021,2021,0,0
AL,1992,91283,164779,121586,98027,2218884,61864,1398603,1103368,4217916,1233824,NA,Alabama,33.34,12.01236046115351,t,Step-wise,2021,2021,0,0
AL,1993,89528,189506,104240,101135,2514799,73167,1522384,1324610,4639784,1332878,NA,Alabama,33.34,12.152175965272509,t,Step-wise,2021,2021,0,0
AL,1994,92241,218131,94207,112596,2559992,70892,1585753,1280747,4767108,1367622,NA,Alabama,33.34,12.292851078723837,t,Step-wise,2021,2021,0,0
AL,1995,128876,236279,125569,118202,2645405,63326,1718941,1280494,5077827,1482662,NA,Alabama,33.34,12.372768589145414,t,Step-wise,2021,2021,0,0
AL,1996,95538,217616,111172,134252,2773974,78557,1795530,1334829,5257771,1577914,NA,Alabama,33.34,12.290487320672534,t,Step-wise,2021,2021,0,0
AL,1997,99876,226616,109504,131229,2866477,80238,1914215,1360764,5484161,1687599,NA,Alabama,33.34,12.331012234085993,t,Step-wise,2021,2021,0,0
AL,1998,94337,243803,119034,139818,2993580,68999,2037364,1422930,5734128,1793561,NA,Alabama,33.34,12.40411580112177,t,Step-wise,2021,2021,0,0
AL,1999,101908,233024,122617,164495,3129368,50381,2140483,1480248,6032234,1907459,NA,Alabama,33.34,12.358896731535106,t,Step-wise,2021,2021,0,0
AL,2000,129486,243099,179169,179828,3228445,80738,2314532,1526560,6438438,2071433,NA,Alabama,33.34,12.401224046762229,t,Step-wise,2021,2021,0,0
AL,2001,117483,201533,81912,183163,3297746,118310,2639173,1585107,6747707,2437640,NA,Alabama,33.34,12.21370841867191,t,Step-wise,2021,2021,0,0
AL,2002,98943,322636,72080,195132,3383068,65667,2353330,1634833,6509765,2030694,NA,Alabama,33.34,12.684280031751578,t,Step-wise,2021,2021,0,0
AL,2003,98814,242411,75013,204534,3350223,104386,2277949,1585666,6416351,2035538,NA,Alabama,33.34,12.39838991168563,t,Step-wise,2021,2021,0,0
AL,2004,107177,292051,73183,221470,3675562,113646,2535588,1783002,7018242,2243537,NA,Alabama,33.34,12.584683723533814,t,Step-wise,2021,2021,0,0
AL,2005,122855,397308,80654,231136,3962816,144813,2933829,1929624,7774147,2536521,NA,Alabama,33.34,12.892467077517408,t,Step-wise,2021,2021,0,0
AL,2006,125573,558768,88112,249383,4233895,182778,3325007,2012389,8529676,2766239,NA,Alabama,33.34,13.233489639156131,t,Step-wise,2021,2021,0,0
AL,2007,124694,505886,98831,273501,4390386,144306,3525396,2112359,8868314,3019510,NA,Alabama,33.34,13.13406662644386,t,Step-wise,2021,2021,0,0
AL,2008,122125,524808,103042,301034,4433108,197581,3602361,2145820,9070530,3077553,NA,Alabama,33.34,13.170787760398268,t,Step-wise,2021,2021,0,0
AL,2009,118668,493972,109384,315784,4203283,115374,3156731,2133748,8306446,2662759,NA,Alabama,33.34,13.110234114401734,t,Step-wise,2021,2021,0,0
AL,2010,126525,428245,108682,316354,4445480,90538,3044245,2348046,8419911,2616000,NA,Alabama,33.34,12.967450740694973,t,Step-wise,2021,2021,0,0
AL,2011,128898,301178,109434,315698,4575127,115975,3097084,2400488,8631984,2795906,NA,Alabama,50,12.61545673107158,t,Step-wise,2021,2021,0,0
AL,2012,123994,413253,130843,321530,4626357,116467,3430690,2351699,9049294,3017437,NA,Alabama,50,12.931815275185052,t,Step-wise,2021,2021,0,0
AL,2013,87908,382202,136786,322300,4707375,119424,3584722,2375699,9266469,3202520,NA,Alabama,50,12.853704543636994,t,Step-wise,2021,2021,0,0
AL,2014,58178,406408,78166,332689,4812674,115437,3612991,2419482,9296846,3206583,NA,Alabama,50,12.915112860092032,t,Step-wise,2021,2021,0,0
AL,2015,58668,533586,156398,336825,4936049,79235,3870173,2472137,9755439,3336587,NA,Alabama,50,13.187375536357798,t,Step-wise,2021,2021,0,0
AL,2016,57222,473736,225949,362515,5214390,58474,4098278,2565774,10355317,3624542,NA,Alabama,50,13.068405483490933,t,Step-wise,2021,2021,0,0
AL,2017,60763,520113,173265,395930,5247294,54515,4144656,2592411,10417084,3624543,NA,Alabama,50,13.161801374642021,t,Step-wise,2021,2021,0,0
AL,2018,75914,577516,152538,406288,5534807,56162,4490316,2747974,11055577,3912800,NA,Alabama,50,13.266491426621997,t,Step-wise,2021,2021,0,0
AL,2019,72738,684296,161298,422322,5829203,51752,4879140,2713061,11782220,4194844,NA,Alabama,50,13.436145851534055,t,Step-wise,2021,2021,0,0
AR,1976,5363,56197,2428,1779,443927,8870,203885,203671,725063,147688,NA,Arkansas,33.34,10.93661865367406,t,Step-wise,2019,2021,0,0
AR,1977,5331,67210,2426,1703,490681,10495,230991,216386,802913,163781,NA,Arkansas,33.34,11.115577324964011,t,Step-wise,2019,2021,0,0
AR,1978,6299,83528,2515,2080,549577,12391,286467,234335,926256,202939,NA,Arkansas,33.34,11.332937183969946,t,Step-wise,2019,2021,0,0
AR,1979,7784,83608,2651,2419,585610,12502,312289,239656,994560,228681,NA,Arkansas,33.34,11.333894488274339,t,Step-wise,2019,2021,0,0
AR,1980,9049,83714,4045,3932,625315,18051,400358,253490,1160767,316644,NA,Arkansas,33.34,11.33516150652873,t,Step-wise,2019,2021,0,0
AR,1981,8494,80683,3058,4867,655502,26745,392612,256552,1188861,311929,NA,Arkansas,33.34,11.298283175313381,t,Step-wise,2019,2021,0,0
AR,1982,10863,91706,3255,5066,680330,29753,445439,260952,1264614,353733,NA,Arkansas,33.34,11.426343086856512,t,Step-wise,2019,2021,0,0
AR,1983,12375,86921,3465,4558,706742,28393,475262,269268,1337881,388341,NA,Arkansas,33.34,11.372754939136215,t,Step-wise,2019,2021,0,0
AR,1984,14309,106241,3600,4682,847161,27125,540262,284475,1541361,434021,NA,Arkansas,33.34,11.573465377316564,t,Step-wise,2019,2021,0,0
AR,1985,14708,130231,3931,4055,989532,26019,601679,298971,1744951,471448,NA,Arkansas,33.34,11.777065075654528,t,Step-wise,2019,2021,0,0
AR,1986,16754,113205,3985,3772,1044978,22158,623077,348112,1826701,509872,NA,Arkansas,33.34,11.636955613387078,t,Step-wise,2019,2021,0,0
AR,1987,22027,115620,4238,5669,1081990,15130,650937,366354,1889066,535317,NA,Arkansas,33.34,11.658064230636468,t,Step-wise,2019,2021,0,0
AR,1988,20736,116202,7722,5581,1147721,16302,713101,370648,2021518,596899,NA,Arkansas,33.34,11.663085334955786,t,Step-wise,2019,2021,0,0
AR,1989,28629,111671,7866,6036,1179715,14490,793606,382370,2172464,681935,NA,Arkansas,33.34,11.623312327356311,t,Step-wise,2019,2021,0,0
AR,1990,32613,130300,7796,6644,1210200,15562,869500,370800,2260936,739200,NA,Arkansas,33.34,11.777594763112937,t,Step-wise,2019,2021,0,0
AR,1991,40613,122240,7574,8854,1258163,16744,916120,381263,2366105,793880,NA,Arkansas,33.34,11.713741604400347,t,Step-wise,2019,2021,0,0
AR,1992,36079,125525,8122,11089,1517788,14996,975636,485252,2748292,850111,NA,Arkansas,33.34,11.740260220902906,t,Step-wise,2019,2021,0,0
AR,1993,45533,153926,8638,4868,1649027,15166,1059076,530254,2942581,905150,NA,Arkansas,33.34,11.944227246428763,t,Step-wise,2019,2021,0,0
AR,1994,48594,184281,8670,5708,1785652,12922,1142583,573846,3175976,958302,NA,Arkansas,33.34,12.124217045559984,t,Step-wise,2019,2021,0,0
AR,1995,54708,191600,9452,6395,1888834,12865,1238719,586897,3391785,1047119,NA,Arkansas,50,12.163165144518898,t,Step-wise,2019,2021,0,0
AR,1996,59502,228801,9655,7363,1939666,13396,1391202,563760,3702141,1162401,NA,Arkansas,50,12.3406079091076,t,Step-wise,2019,2021,0,0
AR,1997,65737,229982,7863,8355,2017650,13450,1476582,588205,3776600,1246600,NA,Arkansas,50,12.345756323973225,t,Step-wise,2019,2021,0,0
AR,1998,69034,252870,12149,9091,2102205,12692,1643174,588532,4056482,1390304,NA,Arkansas,50,12.440630801659637,t,Step-wise,2019,2021,0,0
AR,1999,55250,212206,11436,453729,2228348,10236,1646058,625857,4608936,1433852,NA,Arkansas,50,12.265312779974348,t,Step-wise,2019,2021,0,0
AR,2000,77322,236969,9408,481893,2362883,14558,1706981,656238,4870561,1470012,NA,Arkansas,50,12.375684609874218,t,Step-wise,2019,2021,0,0
AR,2001,76840,202345,9767,434194,2471029,15904,1766038,661411,4986747,1563693,NA,Arkansas,50,12.217729440337246,t,Step-wise,2019,2021,0,0
AR,2002,92285,176874,10363,486895,2648770,13217,1690095,702000,5176050,1513221,NA,Arkansas,50,12.08319289365341,t,Step-wise,2019,2021,0,0
AR,2003,27251,176875,7695,468955,2657867,15213,1705106,706237,5145554,1528231,NA,Arkansas,50,12.08319854737964,t,Step-wise,2019,2021,0,0
AR,2004,20779,181830,8595,520324,2934030,15840,1867415,784503,5580678,1685585,NA,Arkansas,50,12.11082746361344,t,Step-wise,2019,2021,0,0
AR,2005,106972,277311,20929,542832,3457887,18565,2152376,884384,6538720,1875065,NA,Arkansas,50,12.532894899046461,t,Step-wise,2019,2021,0,0
AR,2006,86960,368523,20916,574980,3690394,22225,2381358,918263,7015781,2012835,NA,Arkansas,50,12.817258403860524,t,Step-wise,2019,2021,0,0
AR,2007,92376,362983,22810,633016,3854708,21579,2531424,950307,7391778,2168441,NA,Arkansas,50,12.802111280194415,t,Step-wise,2019,2021,0,0
AR,2008,96901,342529,22835,682174,3778217,27820,2687405,970274,7530504,2344876,NA,Arkansas,50,12.744111604632831,t,Step-wise,2019,2021,0,0
AR,2009,113098,346215,23967,733035,3750943,33547,2585173,984947,7467679,2238958,NA,Arkansas,50,12.754815248341961,t,Step-wise,2019,2021,0,0
AR,2010,113194,385365,24504,928627,3704634,65147,2476447,1089344,7559898,2091082,NA,Arkansas,50,12.861946216100561,t,Step-wise,2019,2021,0,0
AR,2011,118740,376874,24708,961130,3876982,79656,2647257,1140036,7952824,2270383,NA,Arkansas,50,12.839666193060399,t,Step-wise,2019,2021,0,0
AR,2012,125492,404083,24690,1008707,3982832,82770,2805985,1173416,8287744,2401902,NA,Arkansas,50,12.909375581386795,t,Step-wise,2019,2021,0,0
AR,2013,121868,402874,27376,1022066,4019203,80862,3052451,1181415,8586407,2649577,NA,Arkansas,50,12.906379136955179,t,Step-wise,2019,2021,0,0
AR,2014,129711,398493,27999,1057918,4324157,108511,3000653,1193883,8917322,2602160,NA,Arkansas,50,12.895445211186106,t,Step-wise,2019,2021,0,0
AR,2015,140712,476553,27177,1066789,4410340,104383,3140706,1228129,9168570,2664153,NA,Arkansas,50,13.074334223593045,t,Step-wise,2019,2021,0,0
AR,2016,143422,450159,26703,1097908,4590072,48340,3231617,1275709,9430833,2781458,NA,Arkansas,50,13.017356132672314,t,Step-wise,2019,2021,0,0
AR,2017,129289,396989,28106,1137886,4701868,55815,3164756,1317474,9516281,2767767,NA,Arkansas,50,12.891663851476896,t,Step-wise,2019,2021,0,0
AR,2018,149452,390756,29673,1188905,4834983,54655,3256931,1336910,9819284,2866175,NA,Arkansas,50,12.875838603252207,t,Step-wise,2019,2021,0,0
AR,2019,139083,533915,30138,1208746,4920468,56035,3546406,1347012,10217866,3012491,NA,Arkansas,50,13.187991929242521,t,Step-wise,2019,2021,1,1
AZ,1976,6197,46499,1404,114689,627807,0,209368,192303,1017705,162869,NA,Arizona,33.34,10.74718608596786,t,Step-wise,2005,2007,0,0
AZ,1977,7238,51788,1726,129834,710534,0,242379,207623,1160068,190591,NA,Arizona,33.34,10.854913741178537,t,Step-wise,2005,2007,0,0
AZ,1978,8493,63842,1823,136182,803503,0,286650,225566,1307338,222808,NA,Arizona,33.34,11.06416655995377,t,Step-wise,2005,2007,0,0
AZ,1979,10622,89352,2138,115022,945073,0,359617,240862,1515826,270265,NA,Arizona,33.34,11.400338904220662,t,Step-wise,2005,2007,0,0
AZ,1980,8413,117764,2427,121990,1056991,0,405262,242403,1684399,287498,NA,Arizona,33.34,11.67643790077713,t,Step-wise,2005,2007,0,0
AZ,1981,7240,126510,2836,124099,1063563,0,490641,257818,1785775,364131,NA,Arizona,33.34,11.748076635408715,t,Step-wise,2005,2007,0,0
AZ,1982,11158,114759,2709,129897,1036711,0,553744,235790,1857887,438985,NA,Arizona,33.34,11.650589556219762,t,Step-wise,2005,2007,0,0
AZ,1983,11783,160429,1508,121358,1145486,0,641145,300180,2060317,480716,NA,Arizona,33.34,11.98560675607755,t,Step-wise,2005,2007,0,0
AZ,1984,12350,197363,2852,127757,1498229,0,725638,357495,2525812,528275,NA,Arizona,33.34,12.192799951736271,t,Step-wise,2005,2007,0,0
AZ,1985,12016,202301,3363,112993,1809637,0,810912,450242,2945422,608611,NA,Arizona,33.34,12.217511966297351,t,Step-wise,2005,2007,0,0
AZ,1986,16808,170821,3677,114719,1969299,0,872819,510046,3195720,701998,NA,Arizona,33.34,12.048371503598446,t,Step-wise,2005,2007,0,0
AZ,1987,19866,198948,3838,114852,2124694,0,961076,577269,3469477,762128,NA,Arizona,33.34,12.200798763027466,t,Step-wise,2005,2007,0,0
AZ,1988,23686,148134,3801,138240,2290007,0,1005844,583665,3722112,857710,NA,Arizona,33.34,11.90587254851942,t,Step-wise,2005,2007,0,0
AZ,1989,24848,200027,3952,191877,2470297,0,1113371,628379,4060582,913344,NA,Arizona,33.34,12.206207636418494,t,Step-wise,2005,2007,0,0
AZ,1990,30315,179832,3987,236178,2575371,0,1243636,657682,4376761,1063804,NA,Arizona,33.34,12.099778360712257,t,Step-wise,2005,2007,0,0
AZ,1991,29695,192325,3987,278945,2677036,0,1437970,671235,4710745,1245645,NA,Arizona,50,12.166941928327136,t,Step-wise,2005,2007,0,0
AZ,1992,32299,210824,4000,288356,2781851,0,1451196,693563,4826755,1240372,NA,Arizona,50,12.258778941161108,t,Step-wise,2005,2007,0,0
AZ,1993,36832,244856,4498,327279,2991846,0,1625509,736103,5281816,1380653,NA,Arizona,50,12.408425561629082,t,Step-wise,2005,2007,0,0
AZ,1994,38141,303239,4415,313841,3269399,0,1711774,775008,5656858,1408535,NA,Arizona,50,12.622276552446824,t,Step-wise,2005,2007,0,0
AZ,1995,39317,417481,4524,331090,3599791,0,1900230,827935,6223489,1482749,NA,Arizona,50,12.941994313255446,t,Step-wise,2005,2007,0,0
AZ,1996,44642,448040,5145,363315,3658165,0,1942322,937787,6409395,1494282,NA,Arizona,50,13.012637793125675,t,Step-wise,2005,2007,0,0
AZ,1997,49966,600890,5681,256879,3784373,0,2269304,929139,6599712,1668414,NA,Arizona,50,13.306167168479433,t,Step-wise,2005,2007,0,0
AZ,1998,55554,528061,6505,252153,4008203,0,2391257,958092,6949270,1863196,NA,Arizona,50,13.176967086318317,t,Step-wise,2005,2007,0,0
AZ,1999,56292,545388,7109,268092,4295345,0,2643738,985424,7542735,2098350,NA,Arizona,50,13.209252746951353,t,Step-wise,2005,2007,0,0
AZ,2000,57910,523182,6353,296706,4643540,0,2815065,1010854,8100737,2291883,NA,Arizona,50,13.167684674863581,t,Step-wise,2005,2007,0,0
AZ,2001,60660,541174,10623,312273,4864020,4218,2845062,1038738,8360376,2303888,NA,Arizona,50,13.20149613273524,t,Step-wise,2005,2007,0,0
AZ,2002,62201,346280,8418,329245,5352210,6417,2436925,1068529,8477321,2090645,NA,Arizona,50,12.75500297532971,t,Step-wise,2005,2007,0,0
AZ,2003,64497,389406,1665,305971,5511479,14662,2491767,1178497,8691761,2102361,NA,Arizona,50,12.872377780122022,t,Step-wise,2005,2007,0,0
AZ,2004,63308,525650,14048,346427,6101788,15544,2841515,1382146,9637369,2315865,NA,Arizona,50,13.172390871003977,t,Step-wise,2005,2007,0,0
AZ,2005,90877,701859,12212,374024,6699014,26338,3550309,1490944,11008428,2848450,NA,Arizona,50,13.461487808133086,t,Step-wise,2005,2007,1,1
AZ,2006,94484,890004,24778,878057,7911603,40494,4143283,1600310,13355582,3253279,NA,Arizona,50,13.698981236080245,t,Step-wise,2005,2007,1,1
AZ,2007,98885,986170,21828,924995,8289660,43560,4733557,1677310,14404976,3747387,NA,Arizona,60,13.801584032516326,t,Step-wise,2005,2007,1,1
AZ,2008,98925,784511,11232,901872,7593465,43757,4193087,1851551,13153271,3408576,NA,Arizona,70,13.572815872726775,t,Step-wise,2005,2007,1,1
AZ,2009,110725,592187,28299,835240,6710545,19481,3167940,1831662,11134403,2575753,NA,Arizona,80,13.29157774236545,t,Step-wise,2005,2007,1,1
AZ,2010,113170,413193,9456,774613,6717226,29101,2829517,1777508,10719958,2416324,NA,Arizona,80,12.931670075135427,t,Step-wise,2005,2007,1,1
AZ,2011,119669,560236,10716,758304,7623409,40237,3423894,1749296,12265219,2863658,NA,Arizona,80,13.236113402506682,t,Step-wise,2005,2007,1,1
AZ,2012,128759,647809,10518,754428,8066124,40578,3741713,1855368,12996421,3093904,NA,Arizona,80,13.381351178799763,t,Step-wise,2005,2007,1,1
AZ,2013,126846,662026,10357,762651,8206708,29829,4059733,1733931,13471690,3397707,NA,Arizona,80,13.403060109072378,t,Step-wise,2005,2007,1,1
AZ,2014,131360,575180,10368,823508,8081993,26190,4037593,1764349,13424271,3462413,NA,Arizona,85,13.262438314269861,t,Step-wise,2005,2007,1,1
AZ,2015,148516,690960,10105,882643,7885555,24862,4451843,1779646,13721262,3760883,NA,Arizona,90,13.445837213954167,t,Step-wise,2005,2007,1,1
AZ,2016,159454,570548,18342,943008,8964846,15196,4539432,2019192,15019709,3968884,NA,Arizona,95,13.254352581467145,t,Step-wise,2005,2007,1,1
AZ,2017,170700,368136,41357,993615,9214293,18377,4499757,1977249,15299010,4131621,NA,Arizona,100,12.816207714096054,t,Step-wise,2005,2007,1,1
AZ,2018,173274,373076,30716,1047254,9708694,24562,4918318,2020702,16310140,4545242,NA,Arizona,100,12.829537431222263,t,Step-wise,2005,2007,1,1
AZ,2019,190015,514264,39710,1091363,10443788,17252,5871515,2085528,18163903,5357251,NA,Arizona,100,13.15049203125742,t,Step-wise,2005,2007,1,1
CA,1976,80054,1284068,2840,374705,5304824,2334,4241856,1561888,10761179,2957788,NA,California,33.34,14.065543721331297,t,Step-wise,2009,2011,0,0
CA,1977,81643,1641595,3283,439446,6004651,1530,5262528,1690624,12589124,3620933,NA,California,33.34,14.311178888144982,t,Step-wise,2009,2011,0,0
CA,1978,111947,2076270,4005,535708,6812096,31235,6708758,1825498,15017677,4632488,NA,California,33.34,14.546083572614602,t,Step-wise,2009,2011,0,0
CA,1979,95444,2374712,4756,615679,7557166,48093,7132759,1897844,16351959,4758047,NA,California,33.34,14.680386724940012,t,Step-wise,2009,2011,0,0
CA,1980,128761,2507183,4836,677238,8599792,25954,8970919,1904550,19366696,6463736,NA,California,33.34,14.734670370088667,t,Step-wise,2009,2011,0,0
CA,1981,142715,2731111,6225,727867,9206628,21902,9320314,1944131,20504787,6589203,NA,California,33.34,14.82021904408246,t,Step-wise,2009,2011,0,0
