"avg_perc_chan_SR","avg_perc_chan_LR","avg_perc_chan_SR.1","avg_perc_chan_LR.1","avg_perc_chan_SR.2","avg_perc_chan_LR.2","avg_perc_chan_SR.3","avg_perc_chan_LR.3","avg_perc_chan_SR.4","avg_perc_chan_LR.4","avg_perc_chan_SR.5","avg_perc_chan_LR.5","avg_perc_chan_SR.6","avg_perc_chan_LR.6","avg_perc_chan_SR.7","avg_perc_chan_LR.7","avg_perc_chan_SR.8","avg_perc_chan_LR.8","avg_perc_chan_SR.9","avg_perc_chan_LR.9","avg_perc_chan_SR.10","avg_perc_chan_LR.10","avg_perc_chan_SR.11","avg_perc_chan_LR.11","avg_perc_chan_SR.12","avg_perc_chan_LR.12","avg_perc_chan_SR.13","avg_perc_chan_LR.13","avg_perc_chan_SR.14","avg_perc_chan_LR.14","avg_perc_chan_SR.15","avg_perc_chan_LR.15","avg_perc_chan_SR.16","avg_perc_chan_LR.16","avg_perc_chan_SR.17","avg_perc_chan_LR.17","avg_perc_chan_SR.18","avg_perc_chan_LR.18","avg_perc_chan_SR.19","avg_perc_chan_LR.19","avg_perc_chan_SR.20","avg_perc_chan_LR.20","avg_perc_chan_SR.21","avg_perc_chan_LR.21","avg_perc_chan_SR.22","avg_perc_chan_LR.22","avg_perc_chan_SR.23","avg_perc_chan_LR.23","avg_perc_chan_SR.24","avg_perc_chan_LR.24","avg_perc_chan_SR.25","avg_perc_chan_LR.25","avg_perc_chan_SR.26","avg_perc_chan_LR.26"
-29.81200888237,-38.129145474914,-34.7182139342537,-20.2907060478415,3.88167017653592,-81.3705897121822,32.9413190572576,-27.0541387729159,-1.81480718410383,-14.5176250903083,-27.5628888143214,-33.0003710357359,-24.9067071583244,-0.157506535917686,20.9929710110644,-8.93072129601095,-67.4491568988345,-60.1048852430866,-11.3874328030898,-1.52950352805987,-14.5647982124902,9.15226634560245,-24.5285933287949,-11.480674174795,-43.3379743664421,-30.2863440105032,-0.866117697613644,25.5904289215614,-31.3500660606102,-9.32714371773747,2.69022839880797,17.1852741815954,-10.1669672726248,1.60414721831112,10.9628554004229,-20.5988565685235,28.1384866697979,16.59749589033,5.60646855401733,90.1264727375337,-72.3332408225648,-43.3552613265774,4.03031759760245,17.2719011274025,12.3392449248426,10.0903634990761,-33.6161998468995,-39.396326599209,4.93457542780756,-15.2648771327047,8.83020185708192,4.81235483906968,10.7617281514213,NA
