"","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","sales","Log_CORPINCTX","group","type","year_pass_intro","year_effective","Post","treatment","rel_year","Log_INCTAX","Log_SALESTAX","Log_TOTLTAX","Diff_Log_CIT"
"369","FL",2001,255025,1591473,"123905","498924","19003812","49315",1591473,4287526,24938748,"NA","NA",9,50,14.2801705604331,"c","Never",0,0,"NA",0,"inf","NA","NA","17.031933296474925",0.29677887528428
"370","FL",2002,281803,1218864,"128147","427626","19456464","40114",1218864,5047755,25352237,"NA","NA",9,50,14.0134298353813,"c","Never",0,0,"NA",0,"inf","NA","NA","17.048377528684078",-0.266740725051852
"371","FL",2003,300104,1226980,"144416","346230","20575312","46700",1226980,5611868,26993487,"NA","NA",9,50,14.0200664236417,"c","Never",0,0,"NA",0,"inf","NA","NA","17.11110617264762",0.00663658826042024
"372","FL",2004,255501,1441338,"161423","276786","23409406","48651",1441338,6280891,30534283,"NA","NA",9,50,14.1810824068107,"c","Never",0,0,"NA",0,"inf","NA","NA","17.23436064311266",0.161015983169012
"373","FL",2005,279336,1785213,"176414","299856","25486454","59121",1785213,6430205,33894971,"NA","NA",9,50,14.395048293808,"c","Never",0,0,"NA",0,"inf","NA","NA","17.338777213263416",0.213965886997265
"374","FL",2006,253223,2405863,"191716","187941","30515783","55790",2405863,7701423,40132721,"NA","NA",9,50,14.6934192329147,"c","Never",0,0,"NA",0,"inf","NA","NA","17.507702544579406",0.2983709391067
"375","FL",2007,239006,2442516,"196157","40518","30615783","45870",2442516,7766793,38818707,"NA","NA",9,50,14.7085392135429,"c","Never",0,0,"NA",0,"inf","NA","NA","17.474412827577012",0.0151199806282403
"376","FL",2008,246783,2208600,"220112","2100","29420120","56000",2208600,7902020,35977055,"NA","NA",9,50,14.6078693885952,"c","Never",0,0,"NA",0,"inf","NA","NA","17.398391932108336",-0.100669824947754
"377","FL",2009,215104,1836800,"239887","800","26977862","81300",1836800,7749862,32053099,"NA","NA",9,50,14.4235354851074,"c","Never",0,0,"NA",0,"inf","NA","NA","17.282904429324226",-0.184333903487783
"378","FL",2010,219401,1793180,"238147","700","25239467","71010",1793180,7704172,30484883,"NA","NA",9,50,14.3995011379556,"c","Never",0,0,"NA",0,"inf","NA","NA","17.232741479363597",-0.0240343471517548
"379","FL",2011,232170,1869870,"273635","320","26181186","59980",1869870,7803056,31635260,"NA","NA",9,50,14.4413794676977,"c","Never",0,0,"NA",0,"inf","NA","NA","17.26978287927441",0.0418783297420244
"380","FL",2012,203720,2003490,"275849","140","27267196","49860",2003490,7863408,32997012,"NA","NA",9,50,14.5104012177806,"c","Never",0,0,"NA",0,"inf","NA","NA","17.311927569876723",0.0690217500829373
"381","FL",2013,212184,2071710,"284117","360","28526653","47050",2071710,7741146,34588478,"NA","NA",9,50,14.543884911176,"c","Never",0,0,"NA",0,"inf","NA","NA","17.359031178788868",0.0334836933954481
"382","FL",2014,198483,2043750,"298604","250","29998178","49100",2043750,8517268,36335598,"NA","NA",9,50,14.5302969136277,"c","Never",0,0,"NA",0,"inf","NA","NA","17.408308479858086",-0.0135879975483402
"383","FL",2015,216891,2237500,"309821","0","30336315","37220",2237500,8535420,37217689,"NA","NA",9,50,14.6208697291311,"c","Never",0,0,"NA",0,"inf","NA","NA","17.432294716976653",0.0905728155034478
"384","FL",2016,177077,2272230,"315059","0","31296426","35180",2272230,8878169,38507524,"NA","NA",9,50,14.6362722860939,"c","Never",0,0,"NA",0,"inf","NA","NA","17.466364208735765",0.0154025569627443
"385","FL",2017,180240,2383783,"238350","0","34089929","34148",2383783,8743763,41333978,"NA","NA",9,50,14.6841992795346,"c","Never",0,0,"NA",0,"inf","NA","NA","17.537195431553766",0.0479269934406652
"386","FL",2018,171749,2426900,"263623","0","38456615","36200",2426900,8893715,45961204,"NA","NA",9,50,14.7021252807284,"c","Never",0,0,"NA",0,"inf","NA","NA","17.643308207294478",0.0179260011938709
"387","FL",2019,170015,3114711,"398800","0","36492076","34245",3114711,8485578,45017095,"NA","NA",9,50,14.9516469290136,"c","Never",0,0,"NA",0,"inf","NA","NA","17.622552864483968",0.249521648285183
"388","GA",1977,10656,170885,"7448","9903","1134968","NA",666524,447553,1906506,"495639","NA",10,33.34,12.0487460946255,"t","Step-wise",2005,2006,"0",0,"-28","13.113603118134979","NA","14.46078280540305",0.252590954429795
"389","GA",1978,11276,203823,"8111","7914","1273338","NA",808184,480628,2183715,"604361","NA",10,33.34,12.225007249144,"t","Step-wise",2005,2006,"0",0,"-27","13.311926980495336","NA","14.59653811282629",0.176261154518434
"390","GA",1979,11320,226125,"8409","8418","1389916","NA",955532,496342,2448148,"729407","NA",10,33.34,12.3288432226976,"t","Step-wise",2005,2006,"0",0,"-26","13.49998715423965","NA","14.710842378303212",0.103835973553645
"391","GA",1980,15532,239713,"9004","9565","1506923","NA",1111786,574947,2728961,"872073","NA",10,33.34,12.3871976534116,"t","Step-wise",2005,2006,"0",0,"-25","13.678628414983493","NA","14.819431508639294",0.0583544307139832
"392","GA",1981,15226,252235,"9819","13201","1609766","NA",1288134,600529,3019847,"1035899","NA",10,33.34,12.4381164716311,"t","Step-wise",2005,2006,"0",0,"-24","13.850780206701582","NA","14.920716725816021",0.0509188182195253
"393","GA",1982,18483,267683,"11247","12941","1697558","NA",1450466,609279,3281065,"1182783","NA",10,33.34,12.4975587235697,"t","Step-wise",2005,2006,"0",0,"-23","13.983380694182163","NA","15.003678622780225",0.0594422519385791
"394","GA",1983,19414,238834,"11711","14290","1784280","NA",1580926,611253,3504220,"1342092","NA",10,33.34,12.3835240289252,"t","Step-wise",2005,2006,"0",0,"-22","14.109740148560443","NA","15.069478514455627",-0.1140346946445
"395","GA",1984,22174,315960,"13433","15377","2006885","NA",1781733,645287,3954615,"1465773","NA",10,33.34,12.6633709022784,"t","Step-wise",2005,2006,"0",0,"-21","14.197893306328798","NA","15.190393809312804",0.279846873353172
"396","GA",1985,23920,418251,"15443","13946","2207367","NA",2136577,674556,4525038,"1718326","NA",10,33.34,12.9438370097607,"t","Step-wise",2005,2006,"0",0,"-20","14.35686111905472","NA","15.325136532870957",0.280466107482381
"397","GA",1986,25905,418119,"17528","15332","2339383","NA",2363307,698982,4917070,"1945188","NA",10,33.34,12.9435213599859,"t","Step-wise",2005,2006,"0",0,"-19","14.480869188461277","NA","15.408223382615702",-0.00031564977484777
"398","GA",1987,27141,449176,"17873","17801","2487090","NA",2598287,747786,5323689,"2149111","NA",10,33.34,13.0151700721021,"t","Step-wise",2005,2006,"0",0,"-18","14.580564826221863","NA","15.487677042065163",0.0716487121161826
"399","GA",1988,31199,478969,"20335","20309","2628575","NA",2870740,771950,5782247,"2391771","NA",10,33.34,13.0793911561359,"t","Step-wise",2005,2006,"0",0,"-17","14.687544653683743","NA","15.570302919428435",0.0642210840338304
"400","GA",1989,31673,525015,"22198","22647","2812473","NA",3257060,786375,6347203,"2732045","NA",10,33.34,13.1711821125942,"t","Step-wise",2005,2006,"0",0,"-16","14.820560970986653","NA","15.663524801391448",0.091790956458274
"401","GA",1990,31204,478218,"23627","24692","3453785","NA",3346132,815121,7078197,"2867914","NA",10,33.34,13.0778219744523,"t","Step-wise",2005,2006,"0",0,"-15","14.869095494199058","NA","15.772529772221331",-0.0933601381418949
"402","GA",1991,33859,416558,"23500","26923","3497055","NA",3364239,840263,7154525,"2947681","NA",10,33.34,12.9397809865961,"t","Step-wise",2005,2006,"0",0,"-14","14.896529317481129","NA","15.783255581627106",-0.13804098785614
"403","GA",1992,37823,375286,"23748","27758","3503083","NA",3456994,815737,7266981,"3081708","NA",10,33.34,12.8354436809368,"t","Step-wise",2005,2006,"0",0,"-13","14.940994546700793","NA","15.79885149503639",-0.10433730565936
"404","GA",1993,51092,470710,"24430","31726","3855472","NA",3860631,875703,8150457,"3389921","NA",10,33.34,13.0619974721179,"t","Step-wise",2005,2006,"0",0,"-12","15.036317175250286","NA","15.913584557264612",0.226553791181106
"405","GA",1994,57923,521399,"25065","33779","4151459","NA",4102113,884647,8784065,"3580714","NA",10,33.34,13.1642708625664,"t","Step-wise",2005,2006,"0",0,"-11","15.091072779831885","NA","15.988449842521922",0.102273390448502
"406","GA",1995,65387,653296,"28903","32893","4460160","NA",4494891,921485,9486639,"3841595","NA",10,50,13.3897855980487,"t","Step-wise",2005,2006,"0",0,"-10","15.161398202907254","NA","16.06539494557976",0.225514735482344
"407","GA",1996,63496,719400,"31229","35651","4785987","NA",4963496,962092,10292371,"4244096","NA",10,50,13.4861728102437,"t","Step-wise",2005,2006,"0",0,"-9","15.26103939862983","NA","16.146913499149548",0.0963872121949283
"408","GA",1997,69966,726321,"30691","38155","4905464","NA",5467521,989703,10897538,"4741200","NA",10,50,13.4957473448483,"t","Step-wise",2005,2006,"0",0,"-8","15.371800826187483","NA","16.204047450126918",0.00957453460464386
"409","GA",1998,70157,739738,"33987","37824","4992011","NA",6057113,998518,11589495,"5317375","NA",10,50,13.5140513484344,"t","Step-wise",2005,2006,"0",0,"-7","15.48649031849297","NA","16.265609642321778",0.01830400358606
"410","GA",1999,67941,793173,"34586","43575","5371400","NA",6489930,1022583,12461790,"5696757","NA",10,50,13.5837966357141,"t","Step-wise",2005,2006,"0",0,"-6","15.555407623524388","NA","16.338177720716587",0.0697452872797193
"411","GA",2000,64193,712421,"39716","48147","5746072","NA",7077007,1115893,13511275,"6364586","NA",10,50,13.4764243077846,"t","Step-wise",2005,2006,"0",0,"-5","15.666259744653216","NA","16.419035080020766",-0.107372327929454
"412","GA",2001,79939,691473,"32708","50948","6038815","NA",7617508,1132256,14368505,"6926035","NA",10,50,13.4465793837715,"t","Step-wise",2005,2006,"0",0,"-4","15.750798057353624","NA","16.48054921645657",-0.0298449240131209
"413","GA",2002,92738,568080,"41137","54089","6017563","NA",7055718,1184042,13772147,"6487638","NA",10,50,13.250017532856,"t","Step-wise",2005,2006,"0",0,"-3","15.685409077906343","NA","16.438158777214547",-0.196561850915533
"414","GA",2003,90610,484139,"39174","58953","6027411","NA",6755513,1256542,13411632,"6271374","NA",10,50,13.0901273345502,"t","Step-wise",2005,2006,"0",0,"-2","15.651506027357694","NA","16.411632948076704",-0.159890198305741
"415","GA",2004,117376,494701,"53227","65118","6468785","NA",7325187,1547448,14570573,"6830486","NA",10,50,13.1117088186409,"t","Step-wise",2005,2006,"0",0,"-1","15.736906385677244","NA","16.494514504783123",0.0215814840906479
"416","GA",2005,114682,712310,"53280","67019","6967153","NA",8038535,1657032,15665563,"7326225","NA",10,50,13.4762684888964,"t","Step-wise",2005,2006,"1",1,"0","15.80697093437999","NA","16.56697542171622",0.364559670255515
"417","GA",2006,76731,890732,"61068","75676","7449390","NA",8931098,1737475,17023264,"8040366","NA",10,80,13.6997988755738,"t","Step-wise",2005,2006,"1",1,"1","15.899985162507097","NA","16.650091437106223",0.223530386677357
"418","GA",2007,73035,1017187,"29908","78958","7854746","NA",9816602,1939225,18253216,"8799415","NA",10,90,13.8325515322675,"t","Step-wise",2005,2006,"1",1,"2","15.990195799965996","NA","16.719851841646083",0.132752656693791
"419","GA",2008,70090,943042,"32423","81928","7688845","NA",9788518,1892192,18070032,"8845476","NA",10,100,13.75686609933,"t","Step-wise",2005,2006,"1",1,"3","15.995416699843103","NA","16.70976543345782",-0.0756854329375134
"420","GA",2009,72851,694717,"30241","82764","7001141","NA",8495902,1694650,16077948,"7801185","NA",10,100,13.4512598473762,"t","Step-wise",2005,2006,"1",1,"4","15.8697862031976","NA","16.5929592016317",-0.305606251953797
"421","GA",2010,74279,684701,"33318","86228","6516066","NA",7701113,1651375,14782779,"7016412","NA",10,100,13.4367375256017,"t","Step-wise",2005,2006,"1",1,"5","15.763762534229075","NA","16.508973480167207",-0.0145223217744999
"422","GA",2011,74116,670410,"43127","76704","7108662","NA",8329192,2027885,16003250,"7658782","NA",10,100,13.4156447445065,"t","Step-wise",2005,2006,"1",1,"6","15.85136352124079","NA","16.588302384576966",-0.0210927810951933
"423","GA",2012,73556,590676,"44089","68951","7391867","NA",8733047,2088343,16715216,"8142371","NA",10,100,13.2890229227086,"t","Step-wise",2005,2006,"1",1,"7","15.912591973206904","NA","16.63183000027752",-0.126621821797926
"424","GA",2013,133904,797255,"39243","201834","7408422","NA",9569482,2131211,17958399,"8772227","NA",10,100,13.5889298564111,"t","Step-wise",2005,2006,"1",1,"8","15.987101265978069","NA","16.70356847432592",0.299906933702504
"425","GA",2014,83662,943806,"48078","788350","7310132","NA",9909378,2184630,18618093,"8965572","NA",10,100,13.7576759155333,"t","Step-wise",2005,2006,"1",1,"9","16.008902466666985","NA","16.739644407812065",0.16874605912218
"426","GA",2015,82893,1000536,"46579","863586","7555865","NA",10679060,2299273,19732308,"9678524","NA",10,100,13.8160464143676,"t","Step-wise",2005,2006,"1",1,"10","16.08541996828776","NA","16.797767850376726",0.0583704988342841
"427","GA",2016,82123,981002,"51050","961881","8409384","NA",11420536,2929188,21606561,"10439534","NA",10,100,13.7963297772814,"t","Step-wise",2005,2006,"1",1,"11","16.161110503407226","NA","16.888507576531701",-0.0197166370861783
"428","GA",2017,81354,971898,"56999","989218","8809190","NA",11949591,3079274,22592761,"10977693","NA",10,100,13.7870061396646,"t","Step-wise",2005,2006,"1",1,"12","16.211375862679994","NA","16.933140103197882",-0.00932363761683952
"429","GA",2018,81296,1004298,"59608","927590","9132965","NA",12648079,3194517,23602510,"11643781","NA",10,100,13.8197993479426,"t","Step-wise",2005,2006,"1",1,"13","16.27028277570101","NA","16.97686362027265",0.0327932082780595
"430","GA",2019,79969,1271270,"66937","864858","9509465","NA",13448213,3259155,24723046,"12176943","NA",10,100,14.0555269587679,"t","Step-wise",2005,2006,"1",1,"14","16.315054803522287","NA","17.02324640302752",0.235727610825233
"431","HI",1977,3380,27605,"467","NA","444892","NA",230623,103875,685703,"203018","341017",11,33.34,10.2257521947181,"c","Never",0,0,"NA",0,"inf","12.221049924043715","12.73968760839545","13.438199868354033",-0.247414624377683
"432","HI",1978,4350,28995,"514","NA","479624","NA",256211,112303,754677,"227216","367321",11,33.34,10.2748786803105,"c","Never",0,0,"NA",0,"inf","12.333656385884794","12.81399140414562","13.534045122122864",0.0491264855923941
"433","HI",1979,4591,39876,"558","NA","550903","NA",304433,120402,875953,"264557","430501",11,33.34,10.5935299181426,"c","Never",0,0,"NA",0,"inf","12.485812008008677","12.972704925727596","13.68306771551112",0.318651237832057
"434","HI",1980,5768,50259,"737","NA","614237","NA",361663,115944,998383,"311404","498293",11,33.34,10.8249449143616,"c","Never",0,0,"NA",0,"inf","12.648846383514693","13.118943536408434","13.813892249208745",0.231414996219048
"435","HI",1981,4995,52745,"809","NA","678253","NA",387495,129339,1088330,"334750","548914",11,33.34,10.8732242601159,"c","Never",0,0,"NA",0,"inf","12.721139263553418","13.215697059769287","13.900154969232732",0.0482793457542652
"436","HI",1982,5748,43202,"783","NA","716535","NA",326202,139608,1066225,"283000","576927",11,33.34,10.6736420694569,"c","Never",0,0,"NA",0,"inf","12.553202176625375","13.265471021021883","13.879634930854298",-0.199582190659054
"437","HI",1983,5291,22026,"841","NA","755861","NA",369042,154734,1150503,"347016","601127",11,33.34,9.99997885272489,"c","Never",0,0,"NA",0,"inf","12.757126167376072","13.306561505669459","13.955709796016087",-0.673663216731967
"438","HI",1984,6208,36978,"919","NA","780840","NA",439799,141593,1248177,"402821","639247",11,33.34,10.5180784201903,"c","Never",0,0,"NA",0,"inf","12.906247573522178","13.368046200142812","14.037194644778099",0.518099567465409
"439","HI",1985,5836,48717,"1051","NA","851297","NA",478115,167667,1362595,"429398","683630",11,33.34,10.7937833241332,"c","Never",0,0,"NA",0,"inf","12.970139506754117","13.435172114573689","14.12490152785952",0.2757049039429
"440","HI",1986,6841,43661,"987","NA","945431","NA",511450,198734,1490665,"467789","746697",11,33.34,10.6842105341018,"c","Never",0,0,"NA",0,"inf","13.055772618533389","13.52341475933794","14.214732887080359",-0.10957279003137
"441","HI",1987,6378,76793,"1048","NA","1040995","NA",619886,223470,1697424,"543093","817525",11,33.34,11.2488687691484,"c","Never",0,0,"NA",0,"inf","13.20503585496915","13.61403676232571","14.344622365689583",0.564658235046569
"442","HI",1988,7823,78053,"881","NA","1294497","NA",703647,374701,2039375,"625594","919796",11,33.34,11.2651433621043,"c","Never",0,0,"NA",0,"inf","13.346456877374408","13.731907185307033","14.528153946329722",0.0162745929559271
"443","HI",1989,10715,88099,"1262","NA","1315214","NA",856103,290236,2217039,"768004","1024978",11,33.34,11.3862164611221,"c","Never",0,0,"NA",0,"inf","13.55155022044958","13.84018170690967","14.61168307978337",0.12107309901773
"444","HI",1990,11918,94750,"1749","NA","1484118","NA",789847,307431,2334797,"695097","1176687",11,33.34,11.4589971229447,"c","Never",0,0,"NA",0,"inf","13.451806683153498","13.978213420545321","14.663435507404317",0.0727806618226179
"445","HI",1991,8859,116380,"1130","NA","1598490","NA",989114,319753,2639152,"872734","1278737",11,33.34,11.6646159782107,"c","Never",0,0,"NA",0,"inf","13.679386091943318","14.06138343001839","14.785968211401624",0.205618855265989
"446","HI",1992,10066,67768,"1815","NA","1659493","NA",974750,364770,2709518,"906982","1294723",11,33.34,11.1238453861114,"c","Never",0,0,"NA",0,"inf","13.717877883255364","14.07380733062209","14.81228131725836",-0.540770592099273
"447","HI",1993,8855,53127,"1708","NA","1684170","NA",976039,381251,2748134,"922912","1302919",11,33.34,10.8804405525769,"c","Never",0,0,"NA",0,"inf","13.73528916766128","14.080117689938328","14.826432693872048",-0.243404833534479
"448","HI",1994,11464,68429,"1475","NA","1851798","NA",1030646,519550,2993378,"962217","1332248",11,33.34,11.1335519903661,"c","Never",0,0,"NA",0,"inf","13.776995275935938","14.102378298938161","14.911913073547938",0.253111437789235
"449","HI",1995,12537,47296,"1642","NA","1794971","NA",973010,431709,2874496,"925714","1363262",11,33.34,10.7641810043079,"c","Never",0,0,"NA",0,"inf","13.73832061063112","14.125390915243607","14.87138791249816",-0.36937098605827
"450","HI",1996,14712,65547,"1704","NA","1904683","NA",1065523,472881,3079404,"999976","1431802",11,33.34,11.0905227215541,"c","Never",0,0,"NA",0,"inf","13.81548655767627","14.17444434878638","14.940246629731453",0.32634171724626
"451","HI",1997,16938,67570,"2433","NA","1925971","NA",1044149,468697,3087946,"976579","1457274",11,33.34,11.1209193765462,"c","Never",0,0,"NA",0,"inf","13.791810927204223","14.192078125149429","14.943016702927272",0.0303966549920869
"452","HI",1998,18134,61755,"2477","NA","1911751","NA",1145143,486399,3176246,"1083388","1425352",11,33.34,11.0309302228721,"c","Never",0,0,"NA",0,"inf","13.89560372590313","14.169929358724938","14.971210554269003",-0.0899891536741038
"453","HI",1999,16351,52414,"2608","NA","1915421","NA",1121388,468143,3166663,"1068974","1447278",11,33.34,10.8669290101966,"c","Never",0,0,"NA",0,"inf","13.882209867915332","14.185195108791584","14.968188910007253",-0.164001212675501
"454","HI",2000,20913,75271,"2788","NA","2051912","NA",1139588,515636,3334743,"1064317","1536276",11,33.34,11.2288502134458,"c","Never",0,0,"NA",0,"inf","13.87784383684153","14.244871864047889","15.019906172893208",0.361921203249224
"455","HI",2001,20635,60499,"2667","NA","2197840","NA",1165557,557802,3507770,"1105058","1640038",11,33.34,11.0103821149567,"c","Never",0,0,"NA",0,"inf","13.91540838024429","14.31022997026365","15.070491065900596",-0.218468098489133
"456","HI",2002,17214,52640,"2303","NA","2117948","NA",1164230,505615,3420671,"1111590","1612333",11,33.34,10.8712315659992,"c","Never",0,0,"NA",0,"inf","13.921301980768279","14.293192756397275","15.045347288624724",-0.139150548957508
"457","HI",2003,21794,30603,"1689","NA","2349595","NA",1068457,556897,3569824,"1037854","1792698",11,33.34,10.3288533223506,"c","Never",0,0,"NA",0,"inf","13.85266567770914","14.399232305606674","15.088026852820663",-0.542378243648571
"458","HI",2004,19484,58119,"2114","NA","2470299","NA",1227324,569922,3849135,"1169205","1900377",11,33.34,10.9702479117551,"c","Never",0,0,"NA",0,"inf","13.97183458863841","14.457562845506446","15.16335900569601",0.641394589404428
"459","HI",2005,22117,124125,"2017","NA","2748613","NA",1505606,612009,4434356,"1381481","2136604",11,33.34,11.7290444013475,"c","Never",0,0,"NA",0,"inf","14.138666670084184","14.574728210625468","15.304892954613825",0.758796489592418
"460","HI",2006,22847,148084,"1402","NA","3011603","NA",1698841,656287,4918655,"1550757","2355316",11,33.34,11.9055349593083,"c","Never",0,0,"NA",0,"inf","14.25425375677004","14.672185459021211","15.408545677111272",0.176490557960792
"461","HI",2007,26176,100847,"1478","NA","3227965","NA",1661153,670321,5090499,"1560306","2557644",11,33.34,11.5213597957907,"c","Never",0,0,"NA",0,"inf","14.260392513836223","14.754597080208189","15.442886419085012",-0.384175163517593
"462","HI",2008,25790,105294,"1575","NA","3302179","NA",1650129,682584,5147569,"1544835","2619595",11,33.34,11.5645117164417,"c","Never",0,0,"NA",0,"inf","14.250427666494367","14.778530283635865","15.454035122359564",0.0431519206509865
"463","HI",2009,26390,78597,"1402","NA","3125035","NA",1417299,663417,4712651,"1338702","2461618",11,33.34,11.27208880975,"c","Never",0,0,"NA",0,"inf","14.107211045759577","14.716329415280427","15.365761152665373",-0.292422906691707
"464","HI",2010,21682,79853,"1461","NA","3044380","NA",1607643,727946,4837862,"1527790","2316434",11,33.34,11.287942723382,"c","Never",0,0,"NA",0,"inf","14.239332804708635","14.655539492174592","15.39198344556174",0.0158539136320375
"465","HI",2011,27386,67859,"1479","NA","3335562","NA",1315150,839755,4857729,"1247291","2495807",11,33.34,11.125187302008,"c","Never",0,0,"NA",0,"inf","14.036484557502103","14.730122681763874","15.39608160271489",-0.162755421373982
"466","HI",2012,31168,80256,"1539","NA","3581652","NA",1621002,883701,5516146,"1540746","2697951",11,33.34,11.2929768045525,"c","Never",0,0,"NA",0,"inf","14.247777272682875","14.808003153983728","15.523189986000448",0.16778950254453
"467","HI",2013,30866,123661,"1606","NA","3932220","NA",1859379,987733,6092893,"1735718","2944487",11,33.34,11.7252992297692,"c","Never",0,0,"NA",0,"inf","14.366931718610925","14.89544516634598","15.622633567940703",0.432322425216634
"468","HI",2014,38023,126045,"1691","NA","3847662","NA",1871506,1022621,6052795,"1745461","2825041",11,33.34,11.7443942650304,"c","Never",0,0,"NA",0,"inf","14.372529262109468","14.854033435731699","15.61603070679659",0.0190950352612553
"469","HI",2015,39372,72249,"1647","NA","4082196","NA",2060164,1089489,6485563,"1987915","2992707",11,33.34,11.1878737650484,"c","Never",0,0,"NA",0,"inf","14.502596908745334","14.91168888695426","15.685089187693018",-0.556520499981984
"470","HI",2016,41566,108169,"1765","NA","4315902","NA",2224299,1109748,6919035,"2116130","3206154",11,33.34,11.5914500978742,"c","Never",0,0,"NA",0,"inf","14.56509950674614","14.980582645932493","15.749786867002625",0.403576332825754
"471","HI",2017,48633,184840,"1723","NA","4365856","NA",2280441,1126631,7029026,"2095601","3239225",11,33.34,12.1272458649842,"c","Never",0,0,"NA",0,"inf","14.555350943706392","14.990844661625356","15.765558705112646",0.535795767110004
"472","HI",2018,53544,146831,"1818","NA","4732032","NA",2576863,1202967,7714451,"2430032","3529065",11,33.34,11.8970375445311,"c","Never",0,0,"NA",0,"inf","14.703414983954303","15.07654352130331","15.858605881169629",-0.230208320453121
"473","HI",2019,53574,190484,"1920","NA","5062134","NA",2758743,1253416,8207524,"2568259","3808718",11,33.34,12.1573234805203,"c","Never",0,0,"NA",0,"inf","14.758738795404113","15.152803207540165","15.920561852508346",0.260285935989183
"474","ID",1977,10791,31034,"886","228","175932","203",143504,72072,367823,"112470","NA",12,33.34,10.3428386566434,"c","Step-wise",2022,2022,"0",0,"-45","11.630441798398067","NA","12.815357123183052",-0.0228723378194697
"475","ID",1978,11171,33326,"1403","235","195225","273",171376,76358,420835,"138050","NA",12,33.34,10.4140931520986,"c","Step-wise",2022,2022,"0",0,"-44","11.835371217358301","NA","12.949996111851739",0.0712544954551397
"476","ID",1979,12265,39247,"1050","165","220544","552",182628,90637,466371,"143381","NA",12,33.34,10.5776302871684,"c","Step-wise",2022,2022,"0",0,"-43","11.873260701855969","NA","13.052736733697614",0.163537135069806
"477","ID",1980,12730,42604,"1348","175","223490","1905",201742,86376,490346,"159138","NA",12,33.34,10.6597034245631,"c","Step-wise",2022,2022,"0",0,"-42","11.977527029301969","NA","13.10286654334863",0.0820731373946799
"478","ID",1981,14902,50875,"1334","274","229316","2221",236382,84323,536681,"185507","NA",12,33.34,10.8371269227449,"c","Step-wise",2022,2022,"0",0,"-41","12.130847896166705","NA","13.193159156010417",0.17742349818184
"479","ID",1982,17299,41136,"306","207","241185","2517",261209,94979,583822,"220073","NA",12,33.34,10.6246389295057,"c","Step-wise",2022,2022,"0",0,"-40","12.30171458847684","NA","13.277351420830525",-0.212487993239224
"480","ID",1983,19886,31114,"315","242","288608","806",254888,123205,620035,"223774","NA",12,33.34,10.3454131576471,"c","Step-wise",2022,2022,"0",0,"-39","12.318391892954716","NA","13.337531207040845",-0.279225771858604
"481","ID",1984,19849,25374,"300","233","361273","1247",253137,119454,687244,"227763","NA",12,33.34,10.1414803067005,"c","Step-wise",2022,2022,"0",0,"-38","12.33606089362492","NA","13.440444675541945",-0.203932850946524
"482","ID",1985,19004,42682,"277","241","361870","682",300912,123320,733575,"258230","NA",12,33.34,10.6615325646739,"c","Step-wise",2022,2022,"0",0,"-37","12.461605939646034","NA","13.505685120826803",0.520052257973372
"483","ID",1986,19320,42652,"184","149","375065","522",298626,124590,744739,"255974","NA",12,33.34,10.6608294451381,"c","Step-wise",2022,2022,"0",0,"-36","12.45283115580388","NA","13.520789100409385",-0.000703119535845786
"484","ID",1987,20839,47308,"253","138","438696","426",312644,140800,829698,"265336","NA",12,33.34,10.764434693371,"c","Step-wise",2022,2022,"0",0,"-35","12.488752226359162","NA","13.62881705813965",0.103605248232938
"485","ID",1988,15728,61352,"457","80","490889","675",342343,162436,906257,"280991","NA",12,33.34,11.0243830494447,"c","Step-wise",2022,2022,"0",0,"-34","12.546077919333209","NA","13.717078209259121",0.259948356073687
"486","ID",1989,14440,71621,"265","78","521382","381",418295,174746,1035025,"346674","NA",12,33.34,11.1791436060352,"c","Step-wise",2022,2022,"0",0,"-33","12.75614013607186","NA","13.849936138979261",0.154760556590537
"487","ID",1990,18114,72692,"283","105","559210","484",475753,176122,1138748,"403061","NA",12,33.34,11.1939866162012,"c","Step-wise",2022,2022,"0",0,"-32","12.906843194238599","NA","13.945439971243017",0.0148430101659187
"488","ID",1991,21701,59712,"277","99","587765","652",505860,183601,1204607,"446148","NA",12,33.34,10.997288284207,"c","Step-wise",2022,2022,"0",0,"-31","13.008406014520984","NA","14.001663930632485",-0.196698331994135
"489","ID",1992,23791,68171,"283","12","652798","792",603653,211197,1396013,"535482","NA",12,33.34,11.1297745334586,"c","Step-wise",2022,2022,"0",0,"-30","13.190922554859618","NA","14.149130874582012",0.132486249251553
"490","ID",1993,28034,71029,"326","109","696969","2104",585810,208256,1446651,"514781","NA",12,33.34,11.1708435233344,"c","Step-wise",2022,2022,"0",0,"-29","13.151496846486101","NA","14.18476178785675",0.0410689898758267
"491","ID",1994,33895,90061,"613","0","761229","2560",653985,221464,1608853,"563924","NA",12,33.34,11.4082424975026,"c","Step-wise",2022,2022,"0",0,"-28","13.24267476962731","NA","14.291032060706994",0.23739897416816
"492","ID",1995,32211,129470,"705","111","814170","2538",729194,238418,1733120,"599724","NA",12,50,11.7712044730527,"c","Step-wise",2022,2022,"0",0,"-27","13.304224828365827","NA","14.365433810385882",0.362961975550135
