"","State_Acronym","year","real_totRev_capita","treatment"
"173","CT",1996,1527.54910642699,0
"174","CT",1997,1672.38211657368,0
"175","CT",1998,1760.98893719198,0
"176","CT",1999,1760.02761280269,0
"177","CT",2000,1731.25166131993,0
"178","CT",2001,1627.69805697083,0
"179","CT",2002,1451.68222583222,0
"180","CT",2003,1483.13533707027,0
"181","CT",2004,1558.31307724295,0
"182","CT",2005,1691.42708624334,0
"183","CT",2006,1710.83809438972,0
"184","CT",2007,1814.69432243756,0
"185","CT",2008,1826.94232934945,0
"186","CT",2009,1591.33741634675,0
"187","CT",2010,1581.64462805277,0
"188","CT",2011,1677.37652145345,0
"189","CT",2012,1875.47079273322,0
"190","CT",2013,1909.31047444944,0
"191","DE",1976,1067.82681327985,0
"192","DE",1977,1089.87528826772,0
"193","DE",1978,1159.82726827055,0
"194","DE",1979,1138.78099886585,0
"195","DE",1980,1052.02173480188,0
"196","DE",1981,1016.98546044881,0
"197","DE",1982,1028.77692541025,0
"198","DE",1983,1060.08732796272,0
"199","DE",1984,1121.46367222225,0
"200","DE",1985,1230.44761664029,0
"201","DE",1986,1236.18527832489,0
"202","DE",1987,1315.70773007691,0
"203","DE",1988,1300.4922439272,0
"204","DE",1989,1384.60545563432,0
"205","DE",1990,1291.7047103414,0
"206","DE",1991,1257.49784867129,0
"207","DE",1992,1384.91844555507,0
"208","DE",1993,1325.29154651456,0
"209","DE",1994,1375.48415021271,0
"210","DE",1995,1456.93929668995,0
"211","DE",1996,1476.02979129959,0
"212","DE",1997,1477.67569875778,0
"213","DE",1998,1633.76314380977,0
"214","DE",1999,1617.65031676407,0
"215","DE",2000,1574.53436527883,0
"216","DE",2001,1494.42698791024,0
"217","DE",2002,1498.72643659405,0
"218","DE",2003,1406.16710824224,0
"219","DE",2004,1513.63698139064,0
"220","DE",2005,1569.2788092801,0
"221","DE",2006,1651.43159227222,0
"222","DE",2007,1607.69133473777,0
"223","DE",2008,1540.17017966863,0
"224","DE",2009,1463.13129229674,0
"225","DE",2010,1408.46395613866,0
"226","DE",2011,1597.62716849361,0
"227","DE",2012,1560.52566806067,0
"228","DE",2013,1554.49766443822,0
"229","FL",1976,595.227607895397,0
"230","FL",1977,610.191060456817,0
"231","FL",1978,634.302338648016,0
"232","FL",1979,627.024632652337,0
"233","FL",1980,592.536230319317,0
"234","FL",1981,573.582641960273,0
"235","FL",1982,549.8255040726,0
"236","FL",1983,581.376975685879,0
"237","FL",1984,638.976457316856,0
"238","FL",1985,682.378209459912,0
"239","FL",1986,713.204694839702,0
"240","FL",1987,722.451940770585,0
"241","FL",1988,789.319325563787,0
"242","FL",1989,794.827293260815,0
"243","FL",1990,781.045525354451,0
"244","FL",1991,760.432637445812,0
"245","FL",1992,765.506645663582,0
"246","FL",1993,827.97217012357,0
"247","FL",1994,860.658786895119,0
"248","FL",1995,858.736891112018,0
"249","FL",1996,871.550448468934,0
"250","FL",1997,890.473025760722,0
"251","FL",1998,926.449819587235,0
"252","FL",1999,945.312797605306,0
"253","FL",2000,898.075700521938,0
"254","FL",2001,860.901242602198,0
"255","FL",2002,844.394079891877,0
"256","FL",2003,862.755824236658,0
"257","FL",2004,928.163230115247,0
"258","FL",2005,972.721608007852,0
"259","FL",2006,1095.78436882692,0
"260","FL",2007,1019.28503310038,0
"261","FL",2008,901.910157012658,0
"262","FL",2009,800.990601215801,0
"263","FL",2010,741.8122644339,0
"264","FL",2011,738.046730435945,0
"265","FL",2012,744.580072782605,0
"266","FL",2013,759.401850560448,0
"267","HI",1976,1242.40434378416,0
"268","HI",1977,1232.24831154416,0
"269","HI",1978,1242.48598231581,0
"270","HI",1979,1265.64485270828,0
"271","HI",1980,1252.05883412275,0
"272","HI",1981,1223.9714251993,0
"273","HI",1982,1111.81184271871,0
"274","HI",1983,1140.61825166942,0
"275","HI",1984,1168.69306503876,0
"276","HI",1985,1218.00006394479,0
"277","HI",1986,1293.15929166457,0
"278","HI",1987,1399.18164840899,0
"279","HI",1988,1596.45897207805,0
"280","HI",1989,1633.43164498364,0
"281","HI",1990,1605.44074197323,0
"282","HI",1991,1712.64170557339,0
"283","HI",1992,1679.43993480611,0
"284","HI",1993,1637.37385999084,0
"285","HI",1994,1720.60486418029,0
"286","HI",1995,1597.77061302606,0
"287","HI",1996,1657.03949708812,0
"288","HI",1997,1617.6896535009,0
"289","HI",1998,1636.84419113941,0
"290","HI",1999,1603.34282013476,0
"291","HI",2000,1595.81536408442,0
"292","HI",2001,1615.6247546869,0
"293","HI",2002,1533.8893084317,0
"294","HI",2003,1550.66581662244,0
"295","HI",2004,1599.95845591078,0
"296","HI",2005,1756.38945693763,0
"297","HI",2006,1862.832160022,0
"298","HI",2007,1866.055045808,0
"299","HI",2008,1794.64448319189,0
"300","HI",2009,1631.12308078628,0
"301","HI",2010,1626.55888711785,0
"302","HI",2011,1565.40710149794,0
"303","HI",2012,1722.02345188785,0
"304","HI",2013,1856.48592768354,0
"305","ID",1976,674.29710966227,0
"306","ID",1977,687.028799951878,0
"307","ID",1978,708.751006366305,0
"308","ID",1979,688.790156751478,0
"309","ID",1980,627.732878213406,0
"310","ID",1981,613.599757238674,0
"311","ID",1982,621.324682523752,0
"312","ID",1983,634.020526568826,0
"313","ID",1984,667.563091195478,0
"314","ID",1985,685.841221845114,0
"315","ID",1986,686.214822970675,0
"316","ID",1987,741.492570785981,0
"317","ID",1988,777.208845381866,0
"318","ID",1989,839.384704836971,0
"319","ID",1990,861.037703942081,0
"320","ID",1991,851.311025849055,0
"321","ID",1992,932.985735669811,0
"322","ID",1993,909.134511456215,0
"323","ID",1994,956.085438984798,0
"324","ID",1995,976.15265902921,0
"325","ID",1996,996.509430318202,0
"326","ID",1997,1008.97598860865,0
"327","ID",1998,1025.40540068269,0
"328","ID",1999,1041.14203003244,0
"329","ID",2000,1062.40230070322,0
"330","ID",2001,1094.30198840546,0
"331","ID",2002,941.835305452531,0
"332","ID",2003,934.515688949522,0
"333","ID",2004,1007.10354216526,0
"334","ID",2005,1052.02075175472,0
"335","ID",2006,1061.41044379596,0
"336","ID",2007,1133.25767214849,0
"337","ID",2008,1105.49013391117,0
"338","ID",2009,951.127051007077,0
"339","ID",2010,861.744399990196,0
"340","ID",2011,915.27676192561,0
"341","ID",2012,920.90239642874,0
"342","ID",2013,953.036224524684,0
"343","KS",1976,652.223209199175,0
"344","KS",1977,689.039803044229,0
"345","KS",1978,690.232215398695,0
"346","KS",1979,695.863250554931,0
"347","KS",1980,650.416841629737,0
"348","KS",1981,642.245217951568,0
"349","KS",1982,605.368659210329,0
"350","KS",1983,650.752422801616,0
"351","KS",1984,710.557446409315,0
"352","KS",1985,733.262360911998,0
"353","KS",1986,716.969298803524,0
"354","KS",1987,750.785588754939,0
"355","KS",1988,839.570593167645,0
"356","KS",1989,814.113534109717,0
"357","KS",1990,823.192472209416,0
"358","KS",1991,822.844152572169,0
"359","KS",1992,790.536909885457,0
"360","KS",1993,897.220456781687,0
"361","KS",1994,965.168952331123,0
"362","KS",1995,955.101680253612,0
"363","KS",1996,975.980854637508,0
"364","KS",1997,1008.01098113341,0
"365","KS",1998,1083.89130604919,0
"366","KS",1999,1037.95513982616,0
"367","KS",2000,1045.21191621235,0
"368","KS",2001,1042.09066586471,0
"369","KS",2002,984.986946415252,0
"370","KS",2003,999.617518005849,0
"371","KS",2004,1022.93129043818,0
"372","KS",2005,1051.52186901458,0
"373","KS",2006,1126.57044592506,0
"374","KS",2007,1194.28484961981,0
"375","KS",2008,1184.23746874219,0
"376","KS",2009,1101.59810511087,0
"377","KS",2010,1041.77624655082,0
"378","KS",2011,1053.0560876997,0
"379","KS",2012,1119.55728424421,0
"380","KS",2013,1130.18836901225,0
"381","KY",1976,699.019960754043,0
"382","KY",1977,720.513132849948,0
"383","KY",1978,782.657770265279,0
"384","KY",1979,785.087551725985,0
"385","KY",1980,710.405769156413,0
"386","KY",1981,682.22577841517,0
"387","KY",1982,700.811614200682,0
"388","KY",1983,707.10783816563,0
"389","KY",1984,728.898774948925,0
"390","KY",1985,757.794587615604,0
"391","KY",1986,795.76234169054,0
"392","KY",1987,841.692326023858,0
"393","KY",1988,841.539563090637,0
"394","KY",1989,893.21503296163,0
"395","KY",1990,882.823870950153,0
"396","KY",1991,996.794219764376,0
"397","KY",1992,964.099969419698,0
"398","KY",1993,972.930647143118,0
"399","KY",1994,1004.71679282761,0
"400","KY",1995,1069.6506094299,0
"401","KY",1996,1065.66969085833,0
"402","KY",1997,1087.20398975219,0
"403","KY",1998,1109.50099481121,0
"404","KY",1999,1114.88559749514,0
"405","KY",2000,1103.57902173052,0
"406","KY",2001,1089.69834371845,0
"407","KY",2002,1083.85855938623,0
"408","KY",2003,1098.09320796651,0
"409","KY",2004,1080.62007626557,0
"410","KY",2005,1112.86555400442,0
"411","KY",2006,1141.99673041919,0
"412","KY",2007,1121.15953215888,0
"413","KY",2008,1087.44243510094,0
"414","KY",2009,1051.73605965552,0
"415","KY",2010,1005.20110624688,0
"416","KY",2011,1037.34135419103,0
"417","KY",2012,1054.08143458874,0
"418","KY",2013,1059.30560735077,0
"419","LA",1976,736.500840145173,0
"420","LA",1977,706.466514687486,0
"421","LA",1978,746.485436149857,0
"422","LA",1979,731.57902479293,0
"423","LA",1980,688.887503484849,0
"424","LA",1981,720.316898793606,0
"425","LA",1982,747.161599299581,0
"426","LA",1983,691.911041363745,0
"427","LA",1984,684.952212710763,0
"428","LA",1985,812.918043870432,0
"429","LA",1986,751.454576894819,0
"430","LA",1987,702.98736644604,0
"431","LA",1988,744.276454250798,0
"432","LA",1989,752.655038374855,0
"433","LA",1990,741.085772175449,0
"434","LA",1991,746.076394964494,0
"435","LA",1992,709.319790789419,0
"436","LA",1993,705.163301482782,0
"437","LA",1994,686.702130743267,0
"438","LA",1995,709.078765323652,0
"439","LA",1996,720.715269991145,0
"440","LA",1997,840.442727725366,0
"441","LA",1998,855.262724743965,0
"442","LA",1999,891.186717354257,0
"443","LA",2000,845.699538369026,0
"444","LA",2001,907.577886273867,0
"445","LA",2002,909.320835988724,0
"446","LA",2003,895.511501263569,0
"447","LA",2004,900.235973287056,0
"448","LA",2005,966.494147697257,0
"449","LA",2006,1124.36694596385,0
"450","LA",2007,1209.50291527427,0
"451","LA",2008,1152.24376213475,0
"452","LA",2009,1058.70378144993,0
"453","LA",2010,883.831099620139,0
"454","LA",2011,861.242457636424,0
"455","LA",2012,851.220297477999,0
"456","LA",2013,855.906046572719,0
"457","MD",1976,829.842884221312,0
"458","MD",1977,842.066413546342,0
"459","MD",1978,881.771795467773,0
"460","MD",1979,869.979137776988,0
"461","MD",1980,792.523702108575,0
"462","MD",1981,763.044226044508,0
"463","MD",1982,772.57948499094,0
"464","MD",1983,807.292949014897,0
"465","MD",1984,870.211420495562,0
"466","MD",1985,910.140971814081,0
"467","MD",1986,949.540714935363,0
"468","MD",1987,1000.2107883435,0
"469","MD",1988,1058.17968946634,0
"470","MD",1989,1056.99950959537,0
"471","MD",1990,1028.69054717587,0
"472","MD",1991,967.84394923144,0
"473","MD",1992,945.367570579752,0
"474","MD",1993,1004.63218965872,0
"475","MD",1994,1026.30548531915,0
"476","MD",1995,1052.89147685777,0
"477","MD",1996,1029.24338596496,0
"478","MD",1997,1055.92658783963,0
"479","MD",1998,1099.07473332488,0
"480","MD",1999,1102.7423038515,0
"481","MD",2000,1132.17791938927,0
"482","MD",2001,1133.12043782336,0
"483","MD",2002,1105.64920202056,0
"484","MD",2003,1085.74878545871,0
"485","MD",2004,1166.9441723649,0
"486","MD",2005,1223.86161650922,0
"487","MD",2006,1282.49665697641,0
"488","MD",2007,1287.69200277213,0
"489","MD",2008,1286.26514518328,0
"490","MD",2009,1243.3550153074,0
"491","MD",2010,1207.1615694425,0
"492","MD",2011,1224.53458585604,0
"493","MD",2012,1264.45079059212,0
"494","MD",2013,1312.6117104562,0
"495","MA",1976,834.598940521865,0
"496","MA",1977,843.821354310847,0
"497","MA",1978,882.525961891521,0
"498","MA",1979,867.99746239422,0
"499","MA",1980,829.4608785085,0
"500","MA",1981,826.824444215085,0
"501","MA",1982,862.536591980071,0
"502","MA",1983,892.563040562859,0
"503","MA",1984,962.239966619894,0
"504","MA",1985,1046.29292485393,0
"505","MA",1986,1189.74808002711,0
"506","MA",1987,1238.18406241807,0
"507","MA",1988,1204.55472168262,0
"508","MA",1989,1222.40882388678,0
"509","MA",1990,1191.02961039537,0
"510","MA",1991,1185.23899539278,0
"511","MA",1992,1177.71788537047,0
"512","MA",1993,1195.46061552763,0
"513","MA",1994,1232.48305459577,0
"514","MA",1995,1255.67018435745,0
"515","MA",1996,1304.50293052758,0
"516","MA",1997,1355.57936685749,0
"517","MA",1998,1446.62419868357,0
"518","MA",1999,1431.96055676788,0
"519","MA",2000,1474.63372554949,0
"520","MA",2001,1520.2957652837,0
"521","MA",2002,1283.94674417759,0
"522","MA",2003,1320.75321457474,0
"523","MA",2004,1390.20248462215,0
"524","MA",2005,1442.13995433321,0
"525","MA",2006,1502.75019177868,0
"526","MA",2007,1551.62105215906,0
"527","MA",2008,1583.81383012404,0
"528","MA",2009,1407.66276208113,0
"529","MA",2010,1403.11764360029,0
"530","MA",2011,1485.93303119304,0
"531","MA",2012,1491.48730934014,0
"532","MA",2013,1527.8648000839,0
"533","MS",1976,632.29822427352,0
"534","MS",1977,650.383637778791,0
"535","MS",1978,674.543282361778,0
"536","MS",1979,657.359981698118,0
"537","MS",1980,604.518716615163,0
"538","MS",1981,605.17974432648,0
"539","MS",1982,607.473024434599,0
"540","MS",1983,601.301032603725,0
"541","MS",1984,649.852630632245,0
"542","MS",1985,650.531263427995,0
"543","MS",1986,674.502895450369,0
"544","MS",1987,660.884347476841,0
"545","MS",1988,696.548633419262,0
"546","MS",1989,713.343126446455,0
"547","MS",1990,711.217680385959,0
"548","MS",1991,697.267785612084,0
"549","MS",1992,681.136907619766,0
"550","MS",1993,783.382661909151,0
"551","MS",1994,842.482084094911,0
"552","MS",1995,877.701499121194,0
"553","MS",1996,907.958354558543,0
"554","MS",1997,916.06227535466,0
"555","MS",1998,945.402734273304,0
"556","MS",1999,991.610603258415,0
"557","MS",2000,960.596283346471,0
"558","MS",2001,939.99757918038,0
"559","MS",2002,919.525401515657,0
"560","MS",2003,947.221253112116,0
"561","MS",2004,939.052744248262,0
"562","MS",2005,957.155675851009,0
"563","MS",2006,1022.7386348974,0
"564","MS",2007,1067.55547535001,0
"565","MS",2008,1062.87162152402,0
"566","MS",2009,1022.51442446188,0
"567","MS",2010,967.768755774097,0
"568","MS",2011,977.394640428525,0
"569","MS",2012,1014.72533492815,0
"570","MS",2013,1062.84038692916,0
"571","MO",1976,524.368078272335,0
"572","MO",1977,542.263006453028,0
"573","MO",1978,559.742348902513,0
"574","MO",1979,564.438467888585,0
"575","MO",1980,516.443525966689,0
"576","MO",1981,477.982451972318,0
"577","MO",1982,486.250955546035,0
"578","MO",1983,536.220041587893,0
"579","MO",1984,590.60101462495,0
"580","MO",1985,623.104519813352,0
"581","MO",1986,655.385619475333,0
"582","MO",1987,686.284108365185,0
"583","MO",1988,732.821934822439,0
"584","MO",1989,741.494009681414,0
"585","MO",1990,737.171183854279,0
"586","MO",1991,711.241480452098,0
"587","MO",1992,704.205031779515,0
"588","MO",1993,724.032685448369,0
"589","MO",1994,755.100654142853,0
"590","MO",1995,832.064562726393,0
"591","MO",1996,856.110881879287,0
"592","MO",1997,900.621227568862,0
"593","MO",1998,927.689979285036,0
"594","MO",1999,939.995385251241,0
"595","MO",2000,887.714847914315,0
"596","MO",2001,884.56325379552,0
"597","MO",2002,855.02236263566,0
"598","MO",2003,821.242111287825,0
"599","MO",2004,839.942757527286,0
"600","MO",2005,843.95377091226,0
"601","MO",2006,864.308683374564,0
"602","MO",2007,876.976743884405,0
"603","MO",2008,856.12515328402,0
"604","MO",2009,803.411322157344,0
"605","MO",2010,742.422780371531,0
"606","MO",2011,748.110895753787,0
"607","MO",2012,780.740910053078,0
"608","MO",2013,791.286937756971,0
"609","MT",1976,644.549502064305,0
"610","MT",1977,669.53424558395,0
"611","MT",1978,663.155148120608,0
"612","MT",1979,700.777837454105,0
"613","MT",1980,670.456657005261,0
"614","MT",1981,643.209036040001,0
"615","MT",1982,682.154275132443,0
"616","MT",1983,633.539611555502,0
"617","MT",1984,683.933778360849,0
"618","MT",1985,724.161597742682,0
"619","MT",1986,691.935306683773,0
"620","MT",1987,651.514929117699,0
"621","MT",1988,755.261536529651,0
"622","MT",1989,734.173766805832,0
"623","MT",1990,820.460723241286,0
"624","MT",1991,743.159435248816,0
"625","MT",1992,896.868006743744,0
"626","MT",1993,931.070052011797,0
"627","MT",1994,916.235808519429,0
"628","MT",1995,917.291288006516,0
"629","MT",1996,880.54201539173,0
"630","MT",1997,928.053275280254,0
"631","MT",1998,926.071482761708,0
"632","MT",1999,915.020752013558,0
"633","MT",2000,906.485011480835,0
"634","MT",2001,931.256374721826,0
"635","MT",2002,879.666322338388,0
"636","MT",2003,878.790926785773,0
"637","MT",2004,925.377976427775,0
"638","MT",2005,1021.52798504004,0
"639","MT",2006,1107.09883818612,0
"640","MT",2007,1159.85640286136,0
"641","MT",2008,1169.18923977735,0
"642","MT",2009,1140.40443845704,0
"643","MT",2010,991.882222984184,0
"644","MT",2011,1026.61057105487,0
"645","MT",2012,1066.71606582107,0
"646","MT",2013,1119.38697718599,0
"647","NH",1976,382.117653962862,0
"648","NH",1977,379.889914171035,0
"649","NH",1978,413.559223593868,0
"650","NH",1979,400.169564366019,0
"651","NH",1980,351.235979841961,0
"652","NH",1981,315.663182521605,0
"653","NH",1982,355.929598882492,0
"654","NH",1983,345.234721341683,0
"655","NH",1984,417.222641671001,0
"656","NH",1985,404.704409791083,0
"657","NH",1986,431.238161151589,0
"658","NH",1987,483.0102508574,0
"659","NH",1988,455.355036421965,0
"660","NH",1989,447.742947160737,0
"661","NH",1990,409.657383287412,0
"662","NH",1991,414.261380110826,0
"663","NH",1992,631.186425549334,0
"664","NH",1993,612.546762242631,0
"665","NH",1994,498.456982158739,0
"666","NH",1995,525.77165886778,0
"667","NH",1996,459.626246703222,0
"668","NH",1997,485.832921375032,0
"669","NH",1998,521.766485712035,0
"670","NH",1999,535.110067284935,0
"671","NH",2000,794.390626520993,0
"672","NH",2001,789.567676806334,0
"673","NH",2002,830.900260992696,0
"674","NH",2003,831.970079819759,0
"675","NH",2004,822.879467526395,0
"676","NH",2005,792.906458639999,0
"677","NH",2006,788.779375198439,0
"678","NH",2007,799.228223190927,0
"679","NH",2008,794.575336369604,0
"680","NH",2009,752.86085196902,0
"681","NH",2010,791.235793693632,0
"682","NH",2011,757.89842577586,0
"683","NH",2012,725.014891025032,0
"684","NH",2013,759.932889094383,0
"685","NM",1976,849.805637610576,0
"686","NM",1977,811.161463594785,0
"687","NM",1978,942.861406494175,0
"688","NM",1979,906.383181126454,0
"689","NM",1980,858.28979700181,0
"690","NM",1981,973.430636379406,0
"691","NM",1982,931.960390420194,0
"692","NM",1983,839.565672391934,0
"693","NM",1984,935.783317871494,0
"694","NM",1985,930.628629148427,0
"695","NM",1986,912.030753555026,0
"696","NM",1987,953.642069934421,0
"697","NM",1988,1017.19634039144,0
"698","NM",1989,1015.08108021266,0
"699","NM",1990,1013.83682029785,0
"700","NM",1991,989.805937073068,0
"701","NM",1992,1008.95654225503,0
"702","NM",1993,1065.60811065566,0
"703","NM",1994,1115.53527979609,0
"704","NM",1995,1109.39161788385,0
"705","NM",1996,1143.32951653194,0
"706","NM",1997,1216.34188212328,0
"707","NM",1998,1265.02636789138,0
"708","NM",1999,1191.76972036512,0
"709","NM",2000,1193.57231587356,0
"710","NM",2001,1233.76726646646,0
"711","NM",2002,1086.9922496,0
"712","NM",2003,1044.11909707166,0
"713","NM",2004,1112.75128384189,0
"714","NM",2005,1186.70908319154,0
"715","NM",2006,1291.98981106047,0
"716","NM",2007,1339.52517216602,0
"717","NM",2008,1203.85498101356,0
"718","NM",2009,1102.42893502669,0
"719","NM",2010,954.069962573948,0
"720","NM",2011,1053.15328878036,0
"721","NM",2012,1141.38862454224,0
"722","NM",2013,1104.97311526769,0
"723","NY",1976,958.063108270631,0
"724","NY",1977,995.257945097875,0
"725","NY",1978,948.50961067853,0
"726","NY",1979,911.315193689933,0
"727","NY",1980,878.533150071738,0
"728","NY",1981,871.575165019347,0
"729","NY",1982,909.503630466139,0
"730","NY",1983,918.361118774246,0
"731","NY",1984,1020.60826299005,0
"732","NY",1985,1081.395895679,0
"733","NY",1986,1163.8230640499,0
"734","NY",1987,1215.42155927408,0
"735","NY",1988,1233.06921137387,0
"736","NY",1989,1191.80264811774,0
"737","NY",1990,1216.10367794641,0
"738","NY",1991,1152.44797538361,0
"739","NY",1992,1187.00087139299,0
"740","NY",1993,1193.70653983362,0
"741","NY",1994,1236.98986283025,0
"742","NY",1995,1239.76842983244,0
"743","NY",1996,1199.60948438692,0
"744","NY",1997,1197.28194026231,0
"745","NY",1998,1221.45940506793,0
"746","NY",1999,1276.59865172188,0
"747","NY",2000,1275.50374035562,0
"748","NY",2001,1327.33732119462,0
"749","NY",2002,1256.56452095646,0
"750","NY",2003,1197.52910711156,0
"751","NY",2004,1265.39596947792,0
"752","NY",2005,1373.61401819005,0
"753","NY",2006,1490.40802915837,0
"754","NY",2007,1592.20043857415,0
"755","NY",2008,1577.29547104052,0
