"","State_Acronym","year","real_totRev_capita","treatment"
"1","AZ",1976,762.346781250509,0
"2","AZ",1977,789.339435255379,0
"3","AZ",1978,797.164106578195,0
"4","AZ",1979,792.205787873277,0
"5","AZ",1980,746.655327901178,0
"6","AZ",1981,699.101121379182,0
"7","AZ",1982,666.215953843687,0
"8","AZ",1983,696.747599033943,0
"9","AZ",1984,792.597289454726,0
"10","AZ",1985,859.854991802262,0
"11","AZ",1986,881.370012323096,0
"12","AZ",1987,888.573044643931,0
"13","AZ",1988,890.005708774856,0
"14","AZ",1989,904.05733092755,0
"15","AZ",1990,910.208414229221,0
"16","AZ",1991,919.280854013875,0
"17","AZ",1992,889.582058202149,0
"18","AZ",1993,915.32156542666,0
"19","AZ",1994,920.310318494482,0
"20","AZ",1995,948.163786984786,0
"21","AZ",1996,921.646040947265,0
"22","AZ",1997,903.291544839226,0
"23","AZ",1998,913.456781806792,0
"24","AZ",1999,947.496318964927,0
"25","AZ",2000,911.574914810395,0
"26","AZ",2001,895.179632686298,0
"27","AZ",2002,873.242774715394,0
"28","AZ",2003,857.254285229417,0
"29","AZ",2004,902.595855035659,0
"30","AZ",2005,965.336796082074,0
"31","AZ",2006,1098.79544345209,0
"32","AZ",2007,1126.42777939026,1
"33","AZ",2008,972.745005520225,1
"34","AZ",2009,818.200004306966,1
"35","AZ",2010,767.268090672561,1
"36","AZ",2011,842.319839849922,1
"37","AZ",2012,863.379046822931,1
"38","AZ",2013,871.616975886632,1
"39","IN",1976,624.692335394328,0
"40","IN",1977,657.82898051647,0
"41","IN",1978,688.246254073155,0
"42","IN",1979,668.166167277647,0
"43","IN",1980,595.832894161991,0
"44","IN",1981,563.824057781911,0
"45","IN",1982,580.618028798555,0
"46","IN",1983,588.687483617074,0
"47","IN",1984,712.979343714717,0
"48","IN",1985,738.165821760269,0
"49","IN",1986,745.79959414935,0
"50","IN",1987,769.989375420573,0
"51","IN",1988,817.615958802599,0
"52","IN",1989,861.767428001053,0
"53","IN",1990,840.384147250896,0
"54","IN",1991,810.27551219313,0
"55","IN",1992,878.623479334395,0
"56","IN",1993,839.301264737009,0
"57","IN",1994,877.922775416717,0
"58","IN",1995,911.521144836242,0
"59","IN",1996,921.57925139354,0
"60","IN",1997,965.590816323917,0
"61","IN",1998,946.661591370844,0
"62","IN",1999,983.355400589276,0
"63","IN",2000,963.218956721656,0
"64","IN",2001,932.14383371337,0
"65","IN",2002,921.081046200534,0
"66","IN",2003,983.743120059619,0
"67","IN",2004,1015.5696821875,0
"68","IN",2005,1048.2655633095,0
"69","IN",2006,1067.28511988502,0
"70","IN",2007,1073.41631972342,1
"71","IN",2008,1092.87041900738,1
"72","IN",2009,1075.32262119933,1
"73","IN",2010,974.717552255368,1
"74","IN",2011,1027.35746810251,1
"75","IN",2012,1085.01657555776,1
"76","IN",2013,1102.86556882018,1
"77","ME",1976,856.708369253354,0
"78","ME",1977,700.484790345944,0
"79","ME",1978,726.395714804643,0
"80","ME",1979,680.230800743171,0
"81","ME",1980,666.815546731884,0
"82","ME",1981,654.722132698887,0
"83","ME",1982,666.404375982986,0
"84","ME",1983,684.14036939742,0
"85","ME",1984,766.444030893806,0
"86","ME",1985,803.325044011794,0
"87","ME",1986,858.804668499674,0
"88","ME",1987,957.49640977489,0
"89","ME",1988,1057.14334585792,0
"90","ME",1989,1051.34442293515,0
"91","ME",1990,969.903215394738,0
"92","ME",1991,926.047845407365,0
"93","ME",1992,963.508993895333,0
"94","ME",1993,985.838481884933,0
"95","ME",1994,962.020415455054,0
"96","ME",1995,961.141502340077,0
"97","ME",1996,973.688910696323,0
"98","ME",1997,1010.46794668933,0
"99","ME",1998,1165.38226049814,0
"100","ME",1999,1217.0071054662,0
"101","ME",2000,1210.0669538247,0
"102","ME",2001,1172.14943451642,0
"103","ME",2002,1126.70236787172,0
"104","ME",2003,1122.00209725197,0
"105","ME",2004,1199.05585132743,0
"106","ME",2005,1248.47849921309,0
"107","ME",2006,1348.58250342672,0
"108","ME",2007,1343.28542687221,1
"109","ME",2008,1321.54049936139,1
"110","ME",2009,1223.13965637737,1
"111","ME",2010,1205.50109770226,1
"112","ME",2011,1230.08624628366,1
"113","ME",2012,1238.71838494349,1
"114","ME",2013,1255.09949639904,1
"115","MN",1976,983.591971236067,0
"116","MN",1977,1028.13190504575,0
"117","MN",1978,1053.99294961361,0
"118","MN",1979,1065.71319536835,0
"119","MN",1980,951.434823205012,0
"120","MN",1981,902.654491487448,0
"121","MN",1982,952.975836746273,0
"122","MN",1983,1047.17527393389,0
"123","MN",1984,1175.30708717745,0
"124","MN",1985,1161.18286322346,0
"125","MN",1986,1062.82255462601,0
"126","MN",1987,1152.83517043948,0
"127","MN",1988,1218.42326512544,0
"128","MN",1989,1189.8667254532,0
"129","MN",1990,1189.22938079162,0
"130","MN",1991,1169.23928884893,0
"131","MN",1992,1187.49737516723,0
"132","MN",1993,1245.40396678767,0
"133","MN",1994,1278.43731286834,0
"134","MN",1995,1329.00514607967,0
"135","MN",1996,1404.58809455872,0
"136","MN",1997,1491.70215275639,0
"137","MN",1998,1493.23123610649,0
"138","MN",1999,1568.8403419786,0
"139","MN",2000,1570.01157396785,0
"140","MN",2001,1533.74540832122,0
"141","MN",2002,1464.6076165592,0
"142","MN",2003,1503.59499052913,0
"143","MN",2004,1533.18036678374,0
"144","MN",2005,1588.33945520876,0
"145","MN",2006,1664.92485343669,0
"146","MN",2007,1645.72535937124,0
"147","MN",2008,1621.75018287241,0
"148","MN",2009,1514.65978008704,0
"149","MN",2010,1485.98212377605,0
"150","MN",2011,1575.9122370037,0
"151","MN",2012,1665.3041459027,0
"152","MN",2013,1732.36643123432,0
"153","PA",1976,757.361864659863,0
"154","PA",1977,775.695799599809,0
"155","PA",1978,808.937091505305,0
"156","PA",1979,785.783388528065,0
"157","PA",1980,740.408032108592,0
"158","PA",1981,704.76869209201,0
"159","PA",1982,716.117214035849,0
"160","PA",1983,715.013141466493,0
"161","PA",1984,782.029682422714,0
"162","PA",1985,802.374806762375,0
"163","PA",1986,827.266832655673,0
"164","PA",1987,848.076475140248,0
"165","PA",1988,843.830822297105,0
"166","PA",1989,862.629828694886,0
"167","PA",1990,850.272308819989,0
"168","PA",1991,800.496531050387,0
"169","PA",1992,967.92800281015,0
"170","PA",1993,959.186392932724,0
"171","PA",1994,960.494668685523,0
"172","PA",1995,994.873367541375,0
"173","PA",1996,968.623781322724,0
"174","PA",1997,1004.76812936432,0
"175","PA",1998,1054.47238947352,0
"176","PA",1999,1080.40841152035,0
"177","PA",2000,1062.09703655569,0
"178","PA",2001,1036.28831832689,0
"179","PA",2002,997.83678340121,0
"180","PA",2003,1018.35497718138,0
"181","PA",2004,1081.1737760151,0
"182","PA",2005,1121.24857434796,0
"183","PA",2006,1151.80468605505,0
"184","PA",2007,1183.77275466205,0
"185","PA",2008,1182.99319111608,0
"186","PA",2009,1106.57116833198,0
"187","PA",2010,1088.43134405959,0
"188","PA",2011,1128.31524384469,0
"189","PA",2012,1123.91306611374,0
"190","PA",2013,1140.90295418125,0
"191","SC",1976,622.401089913604,0
"192","SC",1977,655.05574350413,0
"193","SC",1978,687.414272341836,0
"194","SC",1979,678.825507995167,0
"195","SC",1980,649.694028911039,0
"196","SC",1981,631.823925082225,0
"197","SC",1982,632.951548629187,0
"198","SC",1983,655.869267353223,0
"199","SC",1984,701.558008240277,0
"200","SC",1985,768.753965791253,0
"201","SC",1986,796.736813632405,0
"202","SC",1987,822.172264935454,0
"203","SC",1988,851.772042671894,0
"204","SC",1989,867.526859946141,0
"205","SC",1990,860.298491174943,0
"206","SC",1991,811.306829420523,0
"207","SC",1992,779.05884626845,0
"208","SC",1993,816.658072461784,0
"209","SC",1994,828.492024629743,0
"210","SC",1995,844.71348133835,0
"211","SC",1996,871.572044499852,0
"212","SC",1997,884.65601203177,0
"213","SC",1998,908.066945125397,0
"214","SC",1999,951.737915522918,0
"215","SC",2000,920.87391142298,0
"216","SC",2001,891.093959554336,0
"217","SC",2002,823.796382062674,0
"218","SC",2003,831.935616006361,0
"219","SC",2004,855.318130598734,0
"220","SC",2005,877.54633450505,0
"221","SC",2006,883.258557439465,0
"222","SC",2007,942.962593493802,1
"223","SC",2008,865.09018676429,1
"224","SC",2009,775.540408491999,1
"225","SC",2010,716.481356384431,1
"226","SC",2011,733.14128804918,1
"227","SC",2012,744.156395148091,1
"228","SC",2013,796.402090524462,1
"229","AL",1976,584.981629255374,0
"230","AL",1977,612.710795482106,0
"231","AL",1978,635.922309827456,0
"232","AL",1979,622.520381987441,0
"233","AL",1980,577.736436340843,0
"234","AL",1981,603.157879645441,0
"235","AL",1982,578.753820581973,0
"236","AL",1983,597.498866563139,0
"237","AL",1984,658.618819211571,0
"238","AL",1985,688.122798312981,0
"239","AL",1986,685.087469390981,0
"240","AL",1987,708.348877303926,0
"241","AL",1988,708.804402754001,0
"242","AL",1989,732.882664704247,0
"243","AL",1990,721.834114177855,0
"244","AL",1991,707.57034212306,0
"245","AL",1992,726.300937114913,0
"246","AL",1993,765.761003252237,0
"247","AL",1994,759.909912975262,0
"248","AL",1995,781.636814594906,0
"249","AL",1996,781.053234889296,0
"250","AL",1997,790.902892990762,0
"251","AL",1998,808.512990960617,0
"252","AL",1999,828.581935879483,0
"253","AL",2000,839.798973128144,0
"254","AL",2001,852.825284387553,0
"255","AL",2002,807.695207544944,0
"256","AL",2003,774.320917396904,0
"257","AL",2004,820.027270233812,0
"258","AL",2005,871.069558450199,0
"259","AL",2006,914.021915269274,0
"260","AL",2007,915.31982212542,0
"261","AL",2008,892.90588275357,0
"262","AL",2009,813.756113370168,0
"263","AL",2010,806.883563254842,0
"264","AL",2011,799.534156126817,0
"265","AL",2012,818.29650645859,0
"266","AL",2013,823.28233727551,0
"267","AK",1976,2624.59972789729,0
"268","AK",1977,3163.72295971009,0
"269","AK",1978,2135.16154406747,0
"270","AK",1979,2793.13848334158,0
"271","AK",1980,4304.47599847129,0
"272","AK",1981,6090.35839723578,0
"273","AK",1982,5852.43097934981,0
"274","AK",1983,4206.04363249316,0
"275","AK",1984,3697.05360424205,0
"276","AK",1985,3291.32189697856,0
"277","AK",1986,3112.20926530452,0
"278","AK",1987,1734.0770227651,0
"279","AK",1988,1951.16587058485,0
"280","AK",1989,2078.66982581994,0
"281","AK",1990,2139.13604433881,0
"282","AK",1991,2329.4401306798,0
"283","AK",1992,1946.10682352035,0
"284","AK",1993,2581.89345325506,0
"285","AK",1994,1393.3720806205,0
"286","AK",1995,2097.72869387343,0
"287","AK",1996,1600.52243626841,0
"288","AK",1997,1656.89070349246,0
"289","AK",1998,1182.94151338551,0
"290","AK",1999,876.994865742907,0
"291","AK",2000,1316.21028449927,0
"292","AK",2001,1273.00049909495,0
"293","AK",2002,942.832895482161,0
"294","AK",2003,938.856864260502,0
"295","AK",2004,1078.52933420392,0
"296","AK",2005,1426.67641613003,0
"297","AK",2006,1824.89046758292,0
"298","AK",2007,2614.90426272214,0
"299","AK",2008,5899.81669753738,0
"300","AK",2009,3305.27041017751,0
"301","AK",2010,2905.12132355148,0
"302","AK",2011,3408.128347589,0
"303","AK",2012,4201.33212799722,0
"304","AK",2013,2987.05549839842,0
"305","AR",1976,587.180362503681,0
"306","AR",1977,599.788567681627,0
"307","AR",1978,633.329292906652,0
"308","AR",1979,603.133646793271,0
"309","AR",1980,615.491076538241,0
"310","AR",1981,570.328500549572,0
"311","AR",1982,571.200536389576,0
"312","AR",1983,582.564288347431,0
"313","AR",1984,639.505472567765,0
"314","AR",1985,696.892830164273,0
"315","AR",1986,714.712447727227,0
"316","AR",1987,709.930907683767,0
"317","AR",1988,729.431220095861,0
"318","AR",1989,746.683624908982,0
"319","AR",1990,734.755670986025,0
"320","AR",1991,732.801812096466,0
"321","AR",1992,818.207165997649,0
"322","AR",1993,840.183235307588,0
"323","AR",1994,874.491702331314,0
"324","AR",1995,897.367793209049,0
"325","AR",1996,941.991319790519,0
"326","AR",1997,932.256450498584,0
"327","AR",1998,980.473289282602,0
"328","AR",1999,1084.30566102052,0
"329","AR",2000,1055.94165152282,0
"330","AR",2001,1046.1475287424,0
"331","AR",2002,1063.28876117083,0
"332","AR",2003,1026.30663469769,0
"333","AR",2004,1074.41460796517,0
"334","AR",2005,1203.85549820468,0
"335","AR",2006,1233.29016851759,0
"336","AR",2007,1251.47603880077,0
"337","AR",2008,1216.75598399146,0
"338","AR",2009,1201.59601589773,0
"339","AR",2010,1186.50064988293,0
"340","AR",2011,1202.14256684613,0
"341","AR",2012,1222.44853168906,0
"342","AR",2013,1245.02093664262,0
"343","CT",1976,720.371244106553,0
"344","CT",1977,779.240580318059,0
"345","CT",1978,769.158414079512,0
"346","CT",1979,764.408559578777,0
"347","CT",1980,717.151990874532,0
"348","CT",1981,728.482231137397,0
"349","CT",1982,773.343643780813,0
"350","CT",1983,805.702545213683,0
"351","CT",1984,934.010512612844,0
"352","CT",1985,1024.61288661709,0
"353","CT",1986,1085.92305106564,0
"354","CT",1987,1160.43584862704,0
"355","CT",1988,1129.88553787814,0
"356","CT",1989,1181.02684829556,0
"357","CT",1990,1225.4626096961,0
"358","CT",1991,1112.56663261718,0
"359","CT",1992,1318.73238927372,0
"360","CT",1993,1411.61772510932,0
"361","CT",1994,1411.88365353545,0
"362","CT",1995,1501.94103838618,0
"363","CT",1996,1527.54910642699,0
"364","CT",1997,1672.38211657368,0
"365","CT",1998,1760.98893719198,0
"366","CT",1999,1760.02761280269,0
"367","CT",2000,1731.25166131993,0
"368","CT",2001,1627.69805697083,0
"369","CT",2002,1451.68222583222,0
"370","CT",2003,1483.13533707027,0
"371","CT",2004,1558.31307724295,0
"372","CT",2005,1691.42708624334,0
"373","CT",2006,1710.83809438972,0
"374","CT",2007,1814.69432243756,0
"375","CT",2008,1826.94232934945,0
"376","CT",2009,1591.33741634675,0
"377","CT",2010,1581.64462805277,0
"378","CT",2011,1677.37652145345,0
"379","CT",2012,1875.47079273322,0
"380","CT",2013,1909.31047444944,0
"381","DE",1976,1067.82681327985,0
"382","DE",1977,1089.87528826772,0
"383","DE",1978,1159.82726827055,0
"384","DE",1979,1138.78099886585,0
"385","DE",1980,1052.02173480188,0
"386","DE",1981,1016.98546044881,0
"387","DE",1982,1028.77692541025,0
"388","DE",1983,1060.08732796272,0
"389","DE",1984,1121.46367222225,0
"390","DE",1985,1230.44761664029,0
"391","DE",1986,1236.18527832489,0
"392","DE",1987,1315.70773007691,0
"393","DE",1988,1300.4922439272,0
"394","DE",1989,1384.60545563432,0
"395","DE",1990,1291.7047103414,0
"396","DE",1991,1257.49784867129,0
"397","DE",1992,1384.91844555507,0
"398","DE",1993,1325.29154651456,0
"399","DE",1994,1375.48415021271,0
"400","DE",1995,1456.93929668995,0
"401","DE",1996,1476.02979129959,0
"402","DE",1997,1477.67569875778,0
"403","DE",1998,1633.76314380977,0
"404","DE",1999,1617.65031676407,0
"405","DE",2000,1574.53436527883,0
"406","DE",2001,1494.42698791024,0
"407","DE",2002,1498.72643659405,0
"408","DE",2003,1406.16710824224,0
"409","DE",2004,1513.63698139064,0
"410","DE",2005,1569.2788092801,0
"411","DE",2006,1651.43159227222,0
"412","DE",2007,1607.69133473777,0
"413","DE",2008,1540.17017966863,0
"414","DE",2009,1463.13129229674,0
"415","DE",2010,1408.46395613866,0
"416","DE",2011,1597.62716849361,0
"417","DE",2012,1560.52566806067,0
"418","DE",2013,1554.49766443822,0
"419","FL",1976,595.227607895397,0
"420","FL",1977,610.191060456817,0
"421","FL",1978,634.302338648016,0
"422","FL",1979,627.024632652337,0
"423","FL",1980,592.536230319317,0
"424","FL",1981,573.582641960273,0
"425","FL",1982,549.8255040726,0
"426","FL",1983,581.376975685879,0
"427","FL",1984,638.976457316856,0
"428","FL",1985,682.378209459912,0
"429","FL",1986,713.204694839702,0
"430","FL",1987,722.451940770585,0
"431","FL",1988,789.319325563787,0
"432","FL",1989,794.827293260815,0
"433","FL",1990,781.045525354451,0
"434","FL",1991,760.432637445812,0
"435","FL",1992,765.506645663582,0
"436","FL",1993,827.97217012357,0
"437","FL",1994,860.658786895119,0
"438","FL",1995,858.736891112018,0
"439","FL",1996,871.550448468934,0
"440","FL",1997,890.473025760722,0
"441","FL",1998,926.449819587235,0
"442","FL",1999,945.312797605306,0
"443","FL",2000,898.075700521938,0
"444","FL",2001,860.901242602198,0
"445","FL",2002,844.394079891877,0
"446","FL",2003,862.755824236658,0
"447","FL",2004,928.163230115247,0
"448","FL",2005,972.721608007852,0
"449","FL",2006,1095.78436882692,0
"450","FL",2007,1019.28503310038,0
"451","FL",2008,901.910157012658,0
"452","FL",2009,800.990601215801,0
"453","FL",2010,741.8122644339,0
"454","FL",2011,738.046730435945,0
"455","FL",2012,744.580072782605,0
"456","FL",2013,759.401850560448,0
"457","HI",1976,1242.40434378416,0
"458","HI",1977,1232.24831154416,0
"459","HI",1978,1242.48598231581,0
"460","HI",1979,1265.64485270828,0
"461","HI",1980,1252.05883412275,0
"462","HI",1981,1223.9714251993,0
"463","HI",1982,1111.81184271871,0
"464","HI",1983,1140.61825166942,0
"465","HI",1984,1168.69306503876,0
"466","HI",1985,1218.00006394479,0
"467","HI",1986,1293.15929166457,0
"468","HI",1987,1399.18164840899,0
"469","HI",1988,1596.45897207805,0
"470","HI",1989,1633.43164498364,0
"471","HI",1990,1605.44074197323,0
"472","HI",1991,1712.64170557339,0
"473","HI",1992,1679.43993480611,0
"474","HI",1993,1637.37385999084,0
"475","HI",1994,1720.60486418029,0
"476","HI",1995,1597.77061302606,0
"477","HI",1996,1657.03949708812,0
"478","HI",1997,1617.6896535009,0
"479","HI",1998,1636.84419113941,0
"480","HI",1999,1603.34282013476,0
"481","HI",2000,1595.81536408442,0
"482","HI",2001,1615.6247546869,0
"483","HI",2002,1533.8893084317,0
"484","HI",2003,1550.66581662244,0
"485","HI",2004,1599.95845591078,0
"486","HI",2005,1756.38945693763,0
"487","HI",2006,1862.832160022,0
"488","HI",2007,1866.055045808,0
"489","HI",2008,1794.64448319189,0
"490","HI",2009,1631.12308078628,0
"491","HI",2010,1626.55888711785,0
"492","HI",2011,1565.40710149794,0
"493","HI",2012,1722.02345188785,0
"494","HI",2013,1856.48592768354,0
"495","ID",1976,674.29710966227,0
"496","ID",1977,687.028799951878,0
"497","ID",1978,708.751006366305,0
"498","ID",1979,688.790156751478,0
"499","ID",1980,627.732878213406,0
"500","ID",1981,613.599757238674,0
"501","ID",1982,621.324682523752,0
"502","ID",1983,634.020526568826,0
"503","ID",1984,667.563091195478,0
"504","ID",1985,685.841221845114,0
"505","ID",1986,686.214822970675,0
"506","ID",1987,741.492570785981,0
"507","ID",1988,777.208845381866,0
"508","ID",1989,839.384704836971,0
"509","ID",1990,861.037703942081,0
"510","ID",1991,851.311025849055,0
"511","ID",1992,932.985735669811,0
"512","ID",1993,909.134511456215,0
"513","ID",1994,956.085438984798,0
"514","ID",1995,976.15265902921,0
"515","ID",1996,996.509430318202,0
"516","ID",1997,1008.97598860865,0
"517","ID",1998,1025.40540068269,0
"518","ID",1999,1041.14203003244,0
"519","ID",2000,1062.40230070322,0
"520","ID",2001,1094.30198840546,0
"521","ID",2002,941.835305452531,0
"522","ID",2003,934.515688949522,0
"523","ID",2004,1007.10354216526,0
"524","ID",2005,1052.02075175472,0
"525","ID",2006,1061.41044379596,0
"526","ID",2007,1133.25767214849,0
"527","ID",2008,1105.49013391117,0
"528","ID",2009,951.127051007077,0
"529","ID",2010,861.744399990196,0
"530","ID",2011,915.27676192561,0
"531","ID",2012,920.90239642874,0
"532","ID",2013,953.036224524684,0
"533","KS",1976,652.223209199175,0
"534","KS",1977,689.039803044229,0
"535","KS",1978,690.232215398695,0
"536","KS",1979,695.863250554931,0
"537","KS",1980,650.416841629737,0
"538","KS",1981,642.245217951568,0
"539","KS",1982,605.368659210329,0
"540","KS",1983,650.752422801616,0
