"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population","Sev_cap"
"334",1982,"SC",NA,"South Carolina",33.34,2007,0,-25,3207.614,0
"335",1982,"SD",9299,"South Dakota",NA,NA,NA,NA,690.597,13.4651613024673
"336",1982,"TN",2512,"Tennessee",33.34,2024,0,-42,4646.041,0.540675383622314
"337",1982,"UT",22295,"Utah",33.34,2011,0,-29,1558.314,14.3071293718724
"338",1982,"VA",1280,"Virginia",33.34,NA,NA,NA,5492.783,0.233033054464376
"339",1982,"VT",NA,"Vermont",33.34,2023,0,-41,519.109,0
"340",1982,"WA",45949,"Washington",NA,NA,NA,NA,4276.552,10.7444034352909
"341",1982,"WI",837,"Wisconsin",50,2006,0,-24,4728.87,0.176997887444569
"342",1982,"WV",0,"West Virginia",33.34,2022,0,-40,1949.604,0
"343",1982,"WY",389361,"Wyoming",NA,NA,NA,NA,506.4,768.880331753555
"344",1983,"AK",1494034,"Alaska",33.34,NA,NA,NA,488.417,3058.93120018345
"345",1983,"AL",77144,"Alabama",33.34,2021,0,-38,3934.102,19.609049282403
"346",1983,"AR",28393,"Arkansas",33.34,2021,0,-38,2305.761,12.3139388687726
"347",1983,"AZ",0,"Arizona",33.34,2007,0,-24,2968.925,0
"348",1983,"CA",28648,"California",33.34,2011,0,-28,25360.026,1.12965183868502
"349",1983,"CO",35902,"Colorado",33.34,2009,0,-26,3133.63,11.4570003478394
"350",1983,"CT",NA,"Connecticut",50,2016,0,-33,3162.354,0
"351",1983,"DE",NA,"Delaware",33.34,2017,0,-34,605.458,0
"352",1983,"FL",137933,"Florida",50,NA,NA,NA,10749.851,12.8311545899566
"353",1983,"GA",NA,"Georgia",33.34,2006,0,-23,5728.25,0
"354",1983,"HI",NA,"Hawaii",33.34,NA,NA,NA,1012.717,0
"355",1983,"IA",NA,"Iowa",100,1978,1,5,2870.543,0
"356",1983,"ID",806,"Idaho",33.34,2022,0,-39,981.869,0.820883437607257
"357",1983,"IL",0,"Illinois",33.34,1999,0,-16,11408.818,0
"358",1983,"IN",1616,"Indiana",33.34,2007,0,-24,5450.395,0.296492272578409
"359",1983,"KS",2339,"Kansas",33.34,NA,NA,NA,2415.531,0.968317111227304
"360",1983,"KY",221445,"Kentucky",33.34,2018,0,-35,3694.484,59.9393582432621
"361",1983,"LA",869465,"Louisiana",33.34,2016,0,-33,4395.316,197.816266225227
"362",1983,"MA",NA,"Massachusetts",50,2025,0,-42,5799.407,0
"363",1983,"MD",NA,"Maryland",33.34,2018,0,-35,4313.327,0
"364",1983,"ME",NA,"Maine",33.34,2007,0,-24,1144.772,0
"365",1983,"MI",81371,"Michigan",33.34,1991,0,-8,9047.754,8.9935026969124
"366",1983,"MN",84693,"Minnesota",33.34,2007,0,-24,4141.456,20.450054280427
"367",1983,"MO",25,"Missouri",33.34,2020,0,-37,4943.733,0.00505690740175491
"368",1983,"MS",114628,"Mississippi",33.34,NA,NA,NA,2567.717,44.64199130979
"369",1983,"MT",137599,"Montana",33.34,2025,0,-42,814.031,169.034103123837
"370",1983,"NC",1197,"North Carolina",33.34,2016,0,-33,6077.056,0.19697037512901
"371",1983,"ND",184527,"North Dakota",33.34,2016,0,-33,676.688,272.69140283262
"372",1983,"NE",5217,"Nebraska",33.34,1988,0,-5,1584.293,3.29295149318971
"373",1983,"NH",83,"New Hampshire",33.34,2022,0,-39,958.134,0.0866267140086877
"374",1983,"NJ",NA,"New Jersey",33.34,2012,0,-29,7467.785,0
"375",1983,"NM",351343,"New Mexico",33.34,NA,NA,NA,1394.361,251.974201802833
"376",1983,"NV",0,"Nevada",NA,NA,NA,NA,901.977,0
"377",1983,"NY",NA,"New York",50,2015,0,-32,17686.905,0
"378",1983,"OH",3968,"Ohio",33.34,NA,NA,NA,10737.632,0.369541440794395
"379",1983,"OK",777687,"Oklahoma",33.34,NA,NA,NA,3290.402,236.350148097406
"380",1983,"OR",49662,"Oregon",33.34,2004,0,-21,2653.066,18.7187201524576
"381",1983,"PA",NA,"Pennsylvania",33.34,2007,0,-24,11837.723,0
"382",1983,"RI",NA,"Rhode Island",33.34,2015,0,-32,956.382,0
"383",1983,"SC",NA,"South Carolina",33.34,2007,0,-24,3234.066,0
"384",1983,"SD",5676,"South Dakota",NA,NA,NA,NA,693.008,8.19038164061598
"385",1983,"TN",3419,"Tennessee",33.34,2024,0,-41,4659.749,0.73373050780203
"386",1983,"UT",19688,"Utah",33.34,2011,0,-28,1594.943,12.3440148017829
"387",1983,"VA",1347,"Virginia",33.34,NA,NA,NA,5564.657,0.242063437153449
"388",1983,"VT",NA,"Vermont",33.34,2023,0,-40,523.302,0
"389",1983,"WA",41122,"Washington",NA,NA,NA,NA,4300.266,9.56266426309442
"390",1983,"WI",952,"Wisconsin",50,2006,0,-23,4721.438,0.201633485391527
"391",1983,"WV",0,"West Virginia",33.34,2022,0,-39,1945.061,0
"392",1983,"WY",388896,"Wyoming",NA,NA,NA,NA,510.345,762.025688504835
"393",1984,"AK",1393039,"Alaska",33.34,NA,NA,NA,513.702,2711.7647974896
"394",1984,"AL",119525,"Alabama",33.34,2021,0,-37,3951.82,30.2455577430146
"395",1984,"AR",27125,"Arkansas",33.34,2021,0,-37,2319.768,11.6929796427919
"396",1984,"AZ",0,"Arizona",33.34,2007,0,-23,3067.135,0
"397",1984,"CA",17475,"California",33.34,2011,0,-27,25844.393,0.676162136986541
"398",1984,"CO",30009,"Colorado",33.34,2009,0,-25,3169.992,9.46658540463194
"399",1984,"CT",NA,"Connecticut",50,2016,0,-32,3180.014,0
"400",1984,"DE",NA,"Delaware",33.34,2017,0,-33,611.565,0
"401",1984,"FL",157823,"Florida",50,NA,NA,NA,11039.925,14.2956587114496
"402",1984,"GA",NA,"Georgia",33.34,2006,0,-22,5834.954,0
"403",1984,"HI",NA,"Hawaii",33.34,NA,NA,NA,1027.922,0
"404",1984,"IA",NA,"Iowa",100,1978,1,6,2858.618,0
"405",1984,"ID",1247,"Idaho",33.34,2022,0,-38,990.839,1.25852938772091
"406",1984,"IL",0,"Illinois",33.34,1999,0,-15,11412.132,0
"407",1984,"IN",1521,"Indiana",33.34,2007,0,-23,5458.322,0.278657067135284
"408",1984,"KS",116990,"Kansas",33.34,NA,NA,NA,2424.086,48.2614890725824
"409",1984,"KY",210704,"Kentucky",33.34,2018,0,-34,3695.453,57.0170964155139
"410",1984,"LA",792087,"Louisiana",33.34,2016,0,-32,4400.477,180.000259062824
"411",1984,"MA",NA,"Massachusetts",50,2025,0,-41,5840.773,0
"412",1984,"MD",NA,"Maryland",33.34,2018,0,-34,4365.243,0
"413",1984,"ME",NA,"Maine",33.34,2007,0,-23,1155.635,0
"414",1984,"MI",73313,"Michigan",33.34,1991,0,-7,9049.452,8.10137453627026
"415",1984,"MN",74085,"Minnesota",33.34,2007,0,-23,4157.706,17.8187202269713
"416",1984,"MO",26,"Missouri",33.34,2020,0,-36,4975.278,0.00522583863655458
"417",1984,"MS",102956,"Mississippi",33.34,NA,NA,NA,2578.051,39.935594757435
"418",1984,"MT",144761,"Montana",33.34,2025,0,-41,820.905,176.343182219623
"419",1984,"NC",1334,"North Carolina",33.34,2016,0,-32,6164.006,0.216417699788092
"420",1984,"ND",199553,"North Dakota",33.34,2016,0,-32,680.497,293.245965816161
"421",1984,"NE",4539,"Nebraska",33.34,1988,0,-4,1588.639,2.85716264047402
"422",1984,"NH",56,"New Hampshire",33.34,2022,0,-38,976.864,0.0573263013070397
"423",1984,"NJ",NA,"New Jersey",33.34,2012,0,-28,7515.473,0
"424",1984,"NM",367449,"New Mexico",33.34,NA,NA,NA,1416.717,259.366549564945
"425",1984,"NV",83,"Nevada",NA,NA,NA,NA,924.922,0.0897372967666463
"426",1984,"NY",NA,"New York",50,2015,0,-31,17745.684,0
"427",1984,"OH",6624,"Ohio",33.34,NA,NA,NA,10737.746,0.616889242863446
"428",1984,"OK",703738,"Oklahoma",33.34,NA,NA,NA,3285.533,214.192948297887
"429",1984,"OR",29188,"Oregon",33.34,2004,0,-20,2666.588,10.9458229017756
"430",1984,"PA",NA,"Pennsylvania",33.34,2007,0,-23,11815.172,0
"431",1984,"RI",NA,"Rhode Island",33.34,2015,0,-31,961.894,0
"432",1984,"SC",NA,"South Carolina",33.34,2007,0,-23,3271.868,0
"433",1984,"SD",8910,"South Dakota",NA,NA,NA,NA,697.249,12.7787920814515
"434",1984,"TN",3335,"Tennessee",33.34,2024,0,-40,4686.737,0.711582493321046
"435",1984,"UT",38416,"Utah",33.34,2011,0,-27,1622.342,23.6793475111906
"436",1984,"VA",1424,"Virginia",33.34,NA,NA,NA,5643.87,0.252309142485564
"437",1984,"VT",NA,"Vermont",33.34,2023,0,-39,526.66,0
"438",1984,"WA",31148,"Washington",NA,NA,NA,NA,4343.656,7.17091777065219
"439",1984,"WI",875,"Wisconsin",50,2006,0,-22,4735.563,0.184772116852843
"440",1984,"WV",0,"West Virginia",33.34,2022,0,-38,1927.697,0
"441",1984,"WY",388300,"Wyoming",NA,NA,NA,NA,504.896,769.069273672202
"442",1985,"AK",1389262,"Alaska",33.34,NA,NA,NA,532.495,2608.96722034949
"443",1985,"AL",89634,"Alabama",33.34,2021,0,-36,3972.523,22.5634942831042
"444",1985,"AR",26019,"Arkansas",33.34,2021,0,-36,2327.046,11.1811283489884
"445",1985,"AZ",0,"Arizona",33.34,2007,0,-22,3183.538,0
"446",1985,"CA",19081,"California",33.34,2011,0,-26,26441.109,0.721641440984945
"447",1985,"CO",30401,"Colorado",33.34,2009,0,-24,3208.723,9.47448564428902
"448",1985,"CT",NA,"Connecticut",50,2016,0,-31,3201.131,0
"449",1985,"DE",NA,"Delaware",33.34,2017,0,-32,618.28,0
"450",1985,"FL",173178,"Florida",50,NA,NA,NA,11351.118,15.2564707723063
"451",1985,"GA",NA,"Georgia",33.34,2006,0,-21,5962.661,0
"452",1985,"HI",NA,"Hawaii",33.34,NA,NA,NA,1039.698,0
"453",1985,"IA",NA,"Iowa",100,1978,1,7,2829.684,0
"454",1985,"ID",682,"Idaho",33.34,2022,0,-37,994.051,0.686081498836579
"455",1985,"IL",0,"Illinois",33.34,1999,0,-14,11399.806,0
"456",1985,"IN",1518,"Indiana",33.34,2007,0,-22,5459.211,0.278062159531844
"457",1985,"KS",111886,"Kansas",33.34,NA,NA,NA,2427.405,46.0928440041938
"458",1985,"KY",227995,"Kentucky",33.34,2018,0,-33,3694.826,61.7065593887236
"459",1985,"LA",745216,"Louisiana",33.34,2016,0,-31,4408.118,169.055365577782
"460",1985,"MA",NA,"Massachusetts",50,2025,0,-40,5880.733,0
"461",1985,"MD",NA,"Maryland",33.34,2018,0,-33,4413.071,0
"462",1985,"ME",NA,"Maine",33.34,2007,0,-22,1162.936,0
"463",1985,"MI",75729,"Michigan",33.34,1991,0,-6,9076.293,8.34360459716318
"464",1985,"MN",79963,"Minnesota",33.34,2007,0,-22,4184.302,19.1102363070352
"465",1985,"MO",41,"Missouri",33.34,2020,0,-35,5000.268,0.00819956050355701
"466",1985,"MS",92898,"Mississippi",33.34,NA,NA,NA,2588.102,35.8942576451778
"467",1985,"MT",150673,"Montana",33.34,2025,0,-40,822.32,183.229156532737
"468",1985,"NC",1469,"North Carolina",33.34,2016,0,-31,6253.954,0.234891398305776
"469",1985,"ND",176278,"North Dakota",33.34,2016,0,-31,676.98,260.388785488493
"470",1985,"NE",4607,"Nebraska",33.34,1988,0,-3,1584.664,2.90724090406547
"471",1985,"NH",104,"New Hampshire",33.34,2022,0,-37,996.753,0.104338788044781
"472",1985,"NJ",NA,"New Jersey",33.34,2012,0,-27,7565.528,0
"473",1985,"NM",390817,"New Mexico",33.34,NA,NA,NA,1438.361,271.709953203681
"474",1985,"NV",61,"Nevada",NA,NA,NA,NA,951.03,0.0641409839857838
"475",1985,"NY",NA,"New York",50,2015,0,-30,17791.672,0
"476",1985,"OH",8192,"Ohio",50,NA,NA,NA,10734.926,0.763116578539992
"477",1985,"OK",708816,"Oklahoma",33.34,NA,NA,NA,3271.332,216.675042459769
"478",1985,"OR",31774,"Oregon",33.34,2004,0,-19,2672.652,11.8885661133586
"479",1985,"PA",NA,"Pennsylvania",33.34,2007,0,-22,11770.862,0
"480",1985,"RI",NA,"Rhode Island",33.34,2015,0,-30,968.955,0
"481",1985,"SC",NA,"South Carolina",33.34,2007,0,-22,3303.209,0
"482",1985,"SD",4521,"South Dakota",NA,NA,NA,NA,698.402,6.4733491599394
"483",1985,"TN",2819,"Tennessee",33.34,2024,0,-39,4715.296,0.597841577707953
"484",1985,"TX",2175337,"Texas",NA,NA,NA,NA,16272.734,133.679872109997
"485",1985,"UT",49353,"Utah",33.34,2011,0,-26,1642.91,30.0399900177125
"486",1985,"VA",1647,"Virginia",33.34,NA,NA,NA,5715.153,0.288181261289068
"487",1985,"VT",NA,"Vermont",33.34,2023,0,-38,530.035,0
"488",1985,"WA",36217,"Washington",NA,NA,NA,NA,4400.098,8.23095303786416
"489",1985,"WI",959,"Wisconsin",50,2006,0,-21,4747.767,0.20198969326001
"490",1985,"WV",0,"West Virginia",33.34,2022,0,-37,1906.831,0
"491",1985,"WY",404031,"Wyoming",NA,NA,NA,NA,499.695,808.555218683397
"492",1986,"AK",1432911,"Alaska",33.34,NA,NA,NA,544.268,2632.73056655912
"493",1986,"AL",75072,"Alabama",33.34,2021,0,-35,3991.569,18.8076418070187
"494",1986,"AR",22158,"Arkansas",33.34,2021,0,-35,2331.984,9.50178045818496
"495",1986,"AZ",0,"Arizona",33.34,2007,0,-21,3308.262,0
"496",1986,"CA",19195,"California",33.34,2011,0,-25,27102.237,0.708244120217826
"497",1986,"CO",22577,"Colorado",33.34,2009,0,-23,3237.45,6.97369843549707
"498",1986,"CT",NA,"Connecticut",50,2016,0,-30,3223.74,0
"499",1986,"DE",NA,"Delaware",33.34,2017,0,-31,627.559,0
"500",1986,"FL",170902,"Florida",50,NA,NA,NA,11667.505,14.6476903159673
"501",1986,"GA",NA,"Georgia",33.34,2006,0,-20,6084.666,0
"502",1986,"HI",NA,"Hawaii",33.34,NA,NA,NA,1051.762,0
"503",1986,"IA",NA,"Iowa",100,1978,1,8,2791.97,0
"504",1986,"ID",522,"Idaho",33.34,2022,0,-36,990.224,0.527153452148201
"505",1986,"IL",0,"Illinois",33.34,1999,0,-13,11387.257,0
"506",1986,"IN",1253,"Indiana",33.34,2007,0,-21,5454.108,0.229735091420999
"507",1986,"KS",102108,"Kansas",33.34,NA,NA,NA,2432.619,41.9745138881181
"508",1986,"KY",229296,"Kentucky",50,2018,0,-32,3687.809,62.1767559003191
"509",1986,"LA",619671,"Louisiana",33.34,2016,0,-30,4406.919,140.613203918656
"510",1986,"MA",NA,"Massachusetts",50,2025,0,-39,5902.678,0
"511",1986,"MD",NA,"Maryland",33.34,2018,0,-32,4486.957,0
"512",1986,"ME",NA,"Maine",33.34,2007,0,-21,1170.126,0
"513",1986,"MI",52821,"Michigan",33.34,1991,0,-5,9127.775,5.78684290530825
"514",1986,"MN",9501,"Minnesota",33.34,2007,0,-21,4205.212,2.25933912487646
"515",1986,"MO",31,"Missouri",33.34,2020,0,-34,5023.068,0.00617152704283518
"516",1986,"MS",72925,"Mississippi",33.34,NA,NA,NA,2593.597,28.1173212337923
"517",1986,"MT",129934,"Montana",33.34,2025,0,-39,813.739,159.67527671649
"518",1986,"NC",1436,"North Carolina",33.34,2016,0,-30,6321.578,0.227158472140975
"519",1986,"ND",146971,"North Dakota",33.34,2016,0,-30,669.512,219.519590388223
"520",1986,"NE",4037,"Nebraska",33.34,1988,0,-2,1574.333,2.56426054716505
"521",1986,"NH",485,"New Hampshire",33.34,2022,0,-36,1025.053,0.473146266583289
"522",1986,"NJ",NA,"New Jersey",33.34,2012,0,-26,7622.159,0
"523",1986,"NM",367214,"New Mexico",33.34,NA,NA,NA,1462.729,251.047186457642
"524",1986,"NV",26,"Nevada",NA,NA,NA,NA,980.613,0.0265140274501766
"525",1986,"NY",NA,"New York",50,2015,0,-29,17833.419,0
"526",1986,"OH",9865,"Ohio",50,NA,NA,NA,10730.268,0.919361939515397
"527",1986,"OK",571375,"Oklahoma",33.34,NA,NA,NA,3252.735,175.659867772813
"528",1986,"OR",32415,"Oregon",33.34,2004,0,-18,2683.528,12.0792479154307
"529",1986,"PA",NA,"Pennsylvania",33.34,2007,0,-21,11782.752,0
"530",1986,"RI",NA,"Rhode Island",33.34,2015,0,-29,977.341,0
"531",1986,"SC",NA,"South Carolina",33.34,2007,0,-21,3342.758,0
"532",1986,"SD",5613,"South Dakota",NA,NA,NA,NA,696.034,8.06426122861814
"533",1986,"TN",2321,"Tennessee",33.34,2024,0,-38,4738.708,0.489795952820895
"534",1986,"TX",1552130,"Texas",NA,NA,NA,NA,16561.113,93.7213579787784
"535",1986,"UT",43905,"Utah",33.34,2011,0,-25,1662.834,26.4037179898896
"536",1986,"VA",1600,"Virginia",33.34,NA,NA,NA,5811.7,0.275306708880362
"537",1986,"VT",NA,"Vermont",33.34,2023,0,-37,534.066,0
"538",1986,"WA",36998,"Washington",NA,NA,NA,NA,4452.72,8.30907849584074
"539",1986,"WI",834,"Wisconsin",50,2006,0,-20,4755.618,0.175371529000016
"540",1986,"WV",0,"West Virginia",50,2022,0,-36,1882.35,0
"541",1986,"WY",387292,"Wyoming",NA,NA,NA,NA,495.633,781.408824674709
"542",1987,"AK",666870,"Alaska",33.34,NA,NA,NA,539.309,1236.52674069967
"543",1987,"AL",53627,"Alabama",33.34,2021,0,-34,4015.264,13.3557843270081
"544",1987,"AR",15130,"Arkansas",33.34,2021,0,-34,2342.355,6.45931124872191
"545",1987,"AZ",0,"Arizona",33.34,2007,0,-20,3437.103,0
"546",1987,"CA",22847,"California",33.34,2011,0,-24,27777.158,0.82251035185097
"547",1987,"CO",9694,"Colorado",33.34,2009,0,-22,3260.48,2.97318186279321
"548",1987,"CT",NA,"Connecticut",50,2016,0,-29,3247.291,0
"549",1987,"DE",NA,"Delaware",33.34,2017,0,-30,636.947,0
"550",1987,"FL",81268,"Florida",50,NA,NA,NA,11997.283,6.77386704973118
"551",1987,"GA",NA,"Georgia",33.34,2006,0,-19,6208.467,0
"552",1987,"HI",NA,"Hawaii",33.34,NA,NA,NA,1067.918,0
"553",1987,"IA",NA,"Iowa",100,1978,1,9,2767.011,0
"554",1987,"ID",426,"Idaho",33.34,2022,0,-35,984.997,0.432488626868914
"555",1987,"IL",0,"Illinois",50,1999,0,-12,11391.178,0
"556",1987,"IN",556,"Indiana",33.34,2007,0,-20,5473.012,0.101589399036582
"557",1987,"KS",63601,"Kansas",33.34,NA,NA,NA,2445.367,26.0087749609772
"558",1987,"KY",203142,"Kentucky",50,2018,0,-31,3683.329,55.1517390925437
"559",1987,"LA",449576,"Louisiana",33.34,2016,0,-29,4344.148,103.490028424446
"560",1987,"MA",NA,"Massachusetts",50,2025,0,-38,5935.204,0
"561",1987,"MD",NA,"Maryland",33.34,2018,0,-31,4565.557,0
"562",1987,"ME",NA,"Maine",33.34,2007,0,-20,1184.574,0
"563",1987,"MI",48344,"Michigan",33.34,1991,0,-4,9187.481,5.26194285463012
"564",1987,"MN",8266,"Minnesota",70,2007,0,-20,4235.136,1.95176731042403
"565",1987,"MO",21,"Missouri",33.34,2020,0,-33,5056.696,0.00415290933051937
"566",1987,"MS",49190,"Mississippi",33.34,NA,NA,NA,2588.545,19.0029533965992
"567",1987,"MT",101453,"Montana",33.34,2025,0,-38,805.063,126.018709094816
"568",1987,"NC",1436,"North Carolina",33.34,2016,0,-29,6403.7,0.224245358152318
"569",1987,"ND",95808,"North Dakota",33.34,2016,0,-29,661.136,144.914208271823
"570",1987,"NE",2396,"Nebraska",33.34,1988,0,-1,1566.547,1.52947852825354
"571",1987,"NH",85,"New Hampshire",33.34,2022,0,-35,1054.289,0.0806230549687989
"572",1987,"NJ",NA,"New Jersey",33.34,2012,0,-25,7670.742,0
"573",1987,"NM",235044,"New Mexico",33.34,NA,NA,NA,1478.52,158.972485999513
"574",1987,"NV",3,"Nevada",NA,NA,NA,NA,1023.376,0.00293147386688763
"575",1987,"NY",NA,"New York",50,2015,0,-28,17868.848,0
"576",1987,"OH",9528,"Ohio",50,NA,NA,NA,10760.09,0.88549445218395
"577",1987,"OK",370178,"Oklahoma",33.34,NA,NA,NA,3210.122,115.315866499778
"578",1987,"OR",33309,"Oregon",33.34,2004,0,-17,2700.991,12.3321403144253
"579",1987,"PA",NA,"Pennsylvania",33.34,2007,0,-20,11810.866,0
"580",1987,"RI",NA,"Rhode Island",33.34,2015,0,-28,989.604,0
"581",1987,"SC",NA,"South Carolina",33.34,2007,0,-20,3380.506,0
"582",1987,"SD",5464,"South Dakota",NA,NA,NA,NA,696.036,7.85016866943664
"583",1987,"TN",1581,"Tennessee",33.34,2024,0,-37,4782.927,0.330550727619301
"584",1987,"TX",1181685,"Texas",NA,NA,NA,NA,16621.791,71.0925194523262
"585",1987,"UT",21548,"Utah",33.34,2011,0,-24,1678.119,12.8405673256783
"586",1987,"VA",1714,"Virginia",33.34,NA,NA,NA,5932.268,0.288928281729686
"587",1987,"VT",NA,"Vermont",33.34,2023,0,-36,540.267,0
"588",1987,"WA",40483,"Washington",NA,NA,NA,NA,4531.901,8.93289593042743
"589",1987,"WI",1071,"Wisconsin",50,2006,0,-19,4777.919,0.22415616505847
"590",1987,"WV",15019,"West Virginia",50,2022,0,-35,1857.585,8.0852289397255
"591",1987,"WY",259735,"Wyoming",NA,NA,NA,NA,476.965,544.557776776074
"592",1988,"AK",818655,"Alaska",33.34,NA,NA,NA,541.983,1510.48095604475
"593",1988,"AL",60603,"Alabama",33.34,2021,0,-33,4023.844,15.0609715485988
"594",1988,"AR",16302,"Arkansas",33.34,2021,0,-33,2342.656,6.9587681674134
"595",1988,"AZ",0,"Arizona",33.34,2007,0,-19,3535.183,0
"596",1988,"CA",26145,"California",33.34,2011,0,-23,28464.249,0.918520632671531
"597",1988,"CO",15330,"Colorado",33.34,2009,0,-21,3262.281,4.69916601298294
"598",1988,"CT",NA,"Connecticut",50,2016,0,-28,3271.953,0
"599",1988,"DE",NA,"Delaware",33.34,2017,0,-29,647.622,0
"600",1988,"FL",75023,"Florida",50,NA,NA,NA,12306.395,6.09626133404624
"601",1988,"GA",NA,"Georgia",33.34,2006,0,-18,6316.142,0
"602",1988,"HI",NA,"Hawaii",33.34,NA,NA,NA,1079.828,0
"603",1988,"IA",NA,"Iowa",100,1978,1,10,2768.388,0
"604",1988,"ID",675,"Idaho",33.34,2022,0,-34,985.664,0.684817544315304
"605",1988,"IL",0,"Illinois",50,1999,0,-11,11390.183,0
"606",1988,"IN",675,"Indiana",33.34,2007,0,-19,5491.735,0.122911975905611
"607",1988,"KS",81812,"Kansas",33.34,NA,NA,NA,2461.996,33.2299483833442
"608",1988,"KY",210046,"Kentucky",50,2018,0,-30,3679.999,57.0777329015579
"609",1988,"LA",474899,"Louisiana",33.34,2016,0,-28,4288.863,110.728414500533
"610",1988,"MA",NA,"Massachusetts",50,2025,0,-37,5979.982,0
"611",1988,"MD",NA,"Maryland",33.34,2018,0,-30,4657.904,0
"612",1988,"ME",NA,"Maine",33.34,2007,0,-19,1203.84,0
"613",1988,"MI",43581,"Michigan",33.34,1991,0,-3,9217.998,4.72781617006209
"614",1988,"MN",7796,"Minnesota",70,2007,0,-19,4296.166,1.81464124058521
"615",1988,"MO",33,"Missouri",33.34,2020,0,-32,5081.736,0.00649384383604343
"616",1988,"MS",53224,"Mississippi",33.34,NA,NA,NA,2580.352,20.626643186666
"617",1988,"MT",112779,"Montana",33.34,2025,0,-37,800.202,140.938163113814
"618",1988,"NC",1579,"North Carolina",33.34,2016,0,-28,6480.594,0.243650504876559
"619",1988,"ND",93257,"North Dakota",33.34,2016,0,-28,655.331,142.305186234132
"620",1988,"NE",2571,"Nebraska",46.67,1988,1,0,1571.477,1.63604048929765
"621",1988,"NH",0,"New Hampshire",33.34,2022,0,-34,1082.577,0
"622",1988,"NJ",NA,"New Jersey",33.34,2012,0,-24,7712.333,0
"623",1988,"NM",291880,"New Mexico",33.34,NA,NA,NA,1490.337,195.848321554118
"624",1988,"NV",10655,"Nevada",NA,NA,NA,NA,1075.022,9.91142506851023
"625",1988,"NY",NA,"New York",50,2015,0,-27,17941.309,0
"626",1988,"OH",9353,"Ohio",50,NA,NA,NA,10798.552,0.866134644719033
"627",1988,"OK",386680,"Oklahoma",33.34,NA,NA,NA,3167.057,122.094423939954
"628",1988,"OR",31972,"Oregon",33.34,2004,0,-16,2741.297,11.6630923245456
"629",1988,"PA",NA,"Pennsylvania",33.34,2007,0,-19,11845.752,0
"630",1988,"RI",NA,"Rhode Island",33.34,2015,0,-27,996.408,0
"631",1988,"SC",NA,"South Carolina",33.34,2007,0,-19,3412.096,0
"632",1988,"SD",8449,"South Dakota",NA,NA,NA,NA,698.165,12.1017238045448
"633",1988,"TN",1820,"Tennessee",33.34,2024,0,-36,4822.437,0.37740254564238
"634",1988,"TX",1058809,"Texas",NA,NA,NA,NA,16667.022,63.527185600403
"635",1988,"UT",29156,"Utah",33.34,2011,0,-23,1689.372,17.258484217804
"636",1988,"VA",1668,"Virginia",33.34,NA,NA,NA,6036.909,0.276300338467915
"637",1988,"VT",NA,"Vermont",33.34,2023,0,-35,549.763,0
"638",1988,"WA",45790,"Washington",NA,NA,NA,NA,4639.893,9.86876205981474
"639",1988,"WI",915,"Wisconsin",50,2006,0,-18,4822.388,0.189740020919097
"640",1988,"WV",128486,"West Virginia",50,2022,0,-34,1830.215,70.2026811057717
"641",1988,"WY",230272,"Wyoming",NA,NA,NA,NA,465.101,495.101064069955
"642",1989,"AK",698850,"Alaska",33.34,NA,NA,NA,547.159,1277.23385706897
"643",1989,"AL",61734,"Alabama",33.34,2021,0,-32,4030.222,15.3177666143453
"644",1989,"AR",14490,"Arkansas",33.34,2021,0,-32,2346.358,6.17552820157879
"645",1989,"AZ",0,"Arizona",33.34,2007,0,-18,3622.185,0
"646",1989,"CA",29280,"California",33.34,2011,0,-22,29218.164,1.00211635474426
"647",1989,"CO",13787,"Colorado",33.34,2009,0,-20,3275.818,4.20871977625131
"648",1989,"CT",NA,"Connecticut",50,2016,0,-27,3283.403,0
"649",1989,"DE",NA,"Delaware",33.34,2017,0,-28,658.273,0
"650",1989,"FL",60553,"Florida",50,NA,NA,NA,12637.715,4.79145161922072
"651",1989,"GA",NA,"Georgia",33.34,2006,0,-17,6411.099,0
"652",1989,"HI",NA,"Hawaii",33.34,NA,NA,NA,1094.588,0
"653",1989,"IA",NA,"Iowa",100,1978,1,11,2770.592,0
"654",1989,"ID",381,"Idaho",33.34,2022,0,-33,994.416,0.383139450692668
"655",1989,"IL",0,"Illinois",50,1999,0,-10,11409.782,0
"656",1989,"IN",987,"Indiana",33.34,2007,0,-18,5523.693,0.178684803807887
"657",1989,"KS",79723,"Kansas",33.34,NA,NA,NA,2472.849,32.2393320417057
"658",1989,"KY",195065,"Kentucky",50,2018,0,-29,3677.306,53.0456263362364
"659",1989,"LA",411534,"Louisiana",33.34,2016,0,-27,4252.894,96.7656377045842
"660",1989,"MA",NA,"Massachusetts",50,2025,0,-36,6015.478,0
"661",1989,"MD",NA,"Maryland",33.34,2018,0,-29,4727.301,0
"662",1989,"ME",NA,"Maine",33.34,2007,0,-18,1219.961,0
"663",1989,"MI",40541,"Michigan",33.34,1991,0,-2,9253.295,4.38125013846419
"664",1989,"MN",6406,"Minnesota",70,2007,0,-18,4338.057,1.47669797791961
"665",1989,"MO",26,"Missouri",33.34,2020,0,-31,5095.83,0.00510221102352316
"666",1989,"MS",45083,"Mississippi",33.34,NA,NA,NA,2574.269,17.5129327976214
"667",1989,"MT",85457,"Montana",33.34,2025,0,-36,799.636,106.869875793486
