"X","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev"
1172,"MO",2019,163197,369010,3055,34022,5549210,4,6956929,1817109,13181385,6587919,NA,25,NA,NA,100,NA,1,NA,6.25,12.8185790229265,4.60517018598809,1.83258146374831,2020,"e",0,0,-1,16.3943161649775,"Missouri",255.657,5155886.59805912,15.4556496486293
1173,"MO",2020,180685,364460,0,36525,5458755,1,6266128,1665376,12409761,5901668,NA,25,NA,NA,100,NA,1,NA,4,12.80617208504,4.60517018598809,1.38629436111989,2020,"e",1,0,0,16.333993898333,"Missouri",258.811,4794912.50371893,15.3830660187336
1174,"MO",2021,183559,686857,0,37418,5945293,0,8402368,1825622,15091423,7715511,NA,25,NA,NA,100,NA,NA,NA,4,13.4398813981552,4.60517018598809,1.38629436111989,2020,"e",1,0,1,16.5296371271595,"Missouri",270.97,5569407.31446286,15.5327991995027
1175,"MO",2022,182212,751969,0,39591,6462312,0,9694630,1909068,16887389,8942661,NA,25,NA,NA,100,NA,NA,NA,4,13.530450378678,4.60517018598809,1.38629436111989,2020,"e",1,0,2,16.64207768832,"Missouri",292.655,5770408.50147785,15.5682534334614
1176,"MT",1976,3361,23020,267,16813,76680,31344,120540,76680,277745,97520,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.0441186822759,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-49,12.5344587055397,"Montana",56.9,488128.295254833,13.0983335503955
1177,"MT",1977,3604,24957,288,15636,82977,43543,136819,82977,312399,111862,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.124909622952,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-48,12.6520364959182,"Montana",60.6,515509.900990099,13.152911788831
1178,"MT",1978,3482,29239,305,16329,88947,44667,152860,88947,338256,123621,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.2832587135525,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-47,12.7315582842349,"Montana",65.2,518797.54601227,13.1592690012904
1179,"MT",1979,4253,36092,333,24991,101589,53919,177671,101589,400553,141579,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.4938265131144,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-46,12.9006013713169,"Montana",72.6,551725.895316804,13.2208066354742
1180,"MT",1980,5002,45623,300,18129,95191,94636,180635,95191,435751,135012,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.7281672543075,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-45,12.9848262582735,"Montana",82.4,528824.029126214,13.1784110073462
1181,"MT",1981,4880,52901,458,23500,95273,99248,198937,95273,465010,146036,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.8761775212594,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-44,13.0498141897146,"Montana",90.9,511562.156215622,13.1452243745193
1182,"MT",1982,6694,44630,468,33980,102906,149361,188434,102906,529247,143804,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.7061615576233,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-43,13.1792105205824,"Montana",96.5,548442.487046632,13.2148376982255
1183,"MT",1983,7225,35825,542,26027,107323,137599,187609,107323,513658,151784,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.4864012526964,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-42,13.1493129533309,"Montana",99.6,515720.883534137,13.1533209747284
1184,"MT",1984,8555,35396,517,38797,134730,144761,205742,134730,583341,170346,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.4743540983872,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-41,13.2765272000024,"Montana",103.9,561444.658325313,13.2382684878853
1185,"MT",1985,8661,62671,752,41944,139683,150673,243728,139683,640750,181057,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.0456540996895,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-40,13.3703946442263,"Montana",107.6,595492.565055762,13.2971441824867
1186,"MT",1986,9249,58585,801,45043,140716,129934,230801,140716,617108,172216,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.9782339701023,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-39,13.3327993280884,"Montana",109.6,563054.744525547,13.2411321395625
1187,"MT",1987,9274,34568,769,41957,148705,101453,229243,148705,595844,194675,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.4506836776118,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-38,13.2977341668199,"Montana",113.6,524510.563380282,13.1702208465209
1188,"MT",1988,10305,46200,750,34958,182094,112779,289968,182094,714960,243768,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.7407350770698,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-37,13.4799818760553,"Montana",118.3,604361.7920541,13.311928291059
1189,"MT",1989,10021,56140,827,36569,179330,85457,321678,179330,727969,265538,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.9356038499159,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-36,13.4980137438546,"Montana",124,587071.774193548,13.2829023642376
1190,"MT",1990,11610,80316,790,103609,182574,95740,359959,182574,857685,279643,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.2937241328886,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-35,13.6619921781932,"Montana",130.7,656224.177505738,13.3942577435511
1191,"MT",1991,11652,70784,783,77405,183377,82913,353744,183377,817679,282960,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.167388265442,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-34,13.6142251180299,"Montana",136.2,600351.688693098,13.3052709103026
1192,"MT",1992,17196,57683,849,182204,202157,123795,379221,202157,1034876,321538,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.962717781702,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-33,13.8497921707409,"Montana",140.3,737616.535994298,13.5111793696206
1193,"MT",1993,17593,85054,830,234637,200143,97141,442041,200143,1129966,356987,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.3510416278762,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-32,13.9376981017403,"Montana",144.5,781983.39100346,13.5695887801759
1194,"MT",1994,22844,68872,928,226373,242219,90893,414516,242219,1160867,345644,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.1400049883378,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-31,13.9646776977011,"Montana",148.2,783311.066126856,13.5712851708272
1195,"MT",1995,25915,75520,962,229500,249108,83241,447613,249108,1214152,372093,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.2321528008194,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-30,14.0095564486948,"Montana",152.4,796687.664041995,13.5882179914303
1196,"MT",1996,26822,75762,1050,229692,269478,88303,458854,269478,1211162,383092,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.2353521266667,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-29,14.007090787329,"Montana",156.9,771932.441045252,13.5566523135781
1197,"MT",1997,27209,81999,997,234906,274367,93907,488275,274367,1308855,406276,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.3144623310501,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-28,14.0846632671751,"Montana",160.5,815485.981308411,13.6115395105931
1198,"MT",1998,28687,77928,1043,227511,274745,76112,522089,274745,1327652,444161,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.2635406024508,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-27,14.0989225264851,"Montana",163,814510.429447853,13.6103425116664
1199,"MT",1999,22304,89624,1076,228305,304341,74190,572656,304341,1345730,483032,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.4033784202386,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-26,14.1124471747114,"Montana",166.6,807761.104441777,13.6020216309668
1200,"MT",2000,25156,99772,1196,218883,343911,85226,616033,343911,1410760,516261,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.5106428618127,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-25,14.1596391242344,"Montana",172.2,819256.678281069,13.6161527182289
1201,"MT",2001,29013,103670,1277,204240,352364,131900,659685,352364,1495810,556015,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.5489680563172,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-24,14.2181784241031,"Montana",177.1,844613.212874082,13.6466340653024
1202,"MT",2002,25991,68173,1692,181501,370801,88882,585741,370801,1442731,517568,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.1298038710165,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-23,14.1820484031917,"Montana",179.9,801962.757087271,13.5948174482234
1203,"MT",2003,29041,44137,1771,186503,385840,111095,579967,385840,1487019,535830,NA,26,NA,NA,33.34,NA,NA,NA,6.75,10.6950537119368,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-22,14.2122840027648,"Montana",184,808162.5,13.6025184311439
1204,"MT",2004,37855,67723,1112,183937,437051,83503,673305,437051,1625692,605582,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.1231811353249,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-21,14.3014441292531,"Montana",188.9,860609.846479619,13.6653965407337
1205,"MT",2005,40887,98214,1010,185349,455151,181201,811604,455151,1875545,713390,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.4949040503724,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-20,14.4444098418179,"Montana",195.3,960340.501792115,13.7750431899234
1206,"MT",2006,43431,153675,1139,194362,513927,247385,922586,513927,2126324,768911,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.9425952617752,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-19,14.5699052251436,"Montana",201.6,1054724.20634921,13.8687898749345
1207,"MT",2007,85425,178707,3023,201825,530159,264740,1011623,530159,2319992,832916,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.0935028721766,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-18,14.6570742953607,"Montana",207.342,1118920.43097877,13.9278748775082
1208,"MT",2008,90416,161713,3128,220327,544402,347221,1031777,544402,2457929,870064,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.9935784381283,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-17,14.7148296834184,"Montana",215.303,1141613.9115572,13.9479535310877
1209,"MT",2009,92600,164255,2768,235150,529392,349714,991451,529392,2407400,827196,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.0091753772838,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-16,14.6940578849278,"Montana",214.537,1122137.44016184,13.9307458532507
1210,"MT",2010,97429,93225,2925,236830,532013,253649,808039,532013,2142809,714814,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.442771205047,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-15,14.5776281430921,"Montana",218.056,982687.474777121,13.7980464185454
1211,"MT",2011,98685,123985,3089,243684,533372,278372,936614,533372,2303516,812629,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.727915869528,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-14,14.6499472092858,"Montana",224.939,1024062.52361751,13.8392881409378
1212,"MT",2012,99751,132361,3222,257189,544733,305617,1032541,544733,2459324,900180,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.7932883171596,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-13,14.715397073397,"Montana",229.594,1071162.13838341,13.8842547276854
1213,"MT",2013,96285,170999,3230,262313,558961,282356,1216499,558961,2644610,1045500,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.0494129875145,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-12,14.7880341643879,"Montana",232.957,1135235.25800899,13.9423504631978
1214,"MT",2014,98851,150139,3311,268508,550254,305614,1213400,550254,2655553,1063261,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.9193168106546,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-11,14.792163477222,"Montana",236.736,1121736.02662882,13.9303880670001
1215,"MT",2015,108470,168039,3594,268057,603200,269287,1348517,603200,2843465,1180478,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.0319513743016,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-10,14.8605339368788,"Montana",237.017,1199688.20801883,13.9975722543465
1216,"MT",2016,107039,118969,4282,278497,562474,164373,1300011,562474,2627943,1181042,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.6866182339549,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-9,14.7817119688537,"Montana",240.007,1094944.31412417,13.9062140652585
1217,"MT",2017,105463,124821,4594,277615,620235,167471,1305165,620235,2729685,1180344,NA,26,NA,NA,33.34,NA,NA,NA,6.75,11.7346359899926,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-8,14.8196967758884,"Montana",245.12,1113611.70039164,13.9231190753243
1218,"MT",2018,110183,175954,4920,300258,655034,185397,1480269,655034,3003980,1304315,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.0779778762225,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-7,14.9154486340544,"Montana",251.107,1196294.80659639,13.9947396769278
1219,"MT",2019,116554,185097,5435,312300,663096,202463,1597960,663096,3168557,1412863,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.1286352909748,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-6,14.9687868371689,"Montana",255.657,1239378.15119476,14.0301203208206
1220,"MT",2020,175531,186297,5283,332869,678835,173824,1525034,678835,3168411,1338737,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.1350974534004,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-5,14.9687407583501,"Montana",258.811,1224218.05873784,14.0178128787507
1221,"MT",2021,176809,268444,7279,334759,768499,130998,2157888,768499,3880366,1889444,NA,26,NA,NA,33.34,NA,NA,NA,6.75,12.5003976050701,3.50675787732265,1.90954250488444,2025,"nyt",0,0,-4,15.1714400370476,"Montana",270.97,1432027.8997675,14.1746021093908
1222,"MT",2022,183629,291198,7694,359844,851812,227029,2678206,851812,4622866,2387008,NA,26,NA,NA,50,NA,NA,NA,6.75,12.5817587271492,3.91202300542815,1.90954250488444,2025,"nyt",0,0,-3,15.346525417043,"Montana",292.655,1579629.93969008,14.2727011621844
1223,"NE",1976,6895,28514,1966,146,302239,1113,134250,136574,489419,105736,NA,27,NA,NA,33.34,NA,NA,NA,4.13,10.2581504737139,3.50675787732265,1.41827740697294,1988,"t",0,0,-12,13.1009742522857,"Nebraska",56.9,860138.840070299,13.6648490971416
1224,"NE",1977,7503,41946,2066,2915,343083,1131,212541,144347,612918,170595,NA,27,NA,NA,33.34,NA,NA,NA,4.13,10.64413835574,3.50675787732265,1.41827740697294,1988,"t",0,0,-11,13.3259864376182,"Nebraska",60.6,1011415.84158416,13.826861730531
1225,"NE",1978,8625,47067,2230,3103,397407,1243,220497,156923,680204,173430,NA,27,NA,NA,33.34,NA,NA,NA,4.4,10.7593273975011,3.50675787732265,1.48160454092422,1988,"t",0,0,-10,13.4301480321613,"Nebraska",65.2,1043257.66871166,13.8578587492168
1226,"NE",1979,7756,49985,2429,3510,416048,1516,258542,163487,742560,208557,NA,27,NA,NA,33.34,NA,NA,NA,4.4,10.8194782394013,3.50675787732265,1.48160454092422,1988,"t",0,0,-9,13.517858954475,"Nebraska",72.6,1022809.91735537,13.8380642186323
1227,"NE",1980,10188,57579,2592,2502,446856,2948,293400,169842,816767,235821,NA,27,NA,NA,33.34,NA,NA,NA,4.68,10.960913196874,3.50675787732265,1.54329810992956,1988,"t",0,0,-8,13.6131091434493,"Nebraska",82.4,991222.087378641,13.806693892522
1228,"NE",1981,10571,54128,2746,3110,465580,4196,255289,184368,803960,201161,NA,27,NA,NA,33.34,NA,NA,NA,4.13,10.8991068910205,3.50675787732265,1.41827740697294,1988,"t",0,0,-7,13.5973047956797,"Nebraska",90.9,884444.444444444,13.6927149804843
1229,"NE",1982,12528,48498,2980,3025,491082,6010,275058,202565,860527,226560,NA,27,NA,NA,33.34,NA,NA,NA,4.13,10.7892778389619,3.50675787732265,1.41827740697294,1988,"t",0,0,-6,13.6653002712478,"Nebraska",96.5,891737.823834197,13.700927448891
1230,"NE",1983,13670,51635,6007,3570,560307,5217,332297,203699,987054,280662,NA,27,NA,NA,33.34,NA,NA,NA,7,10.8519550161055,3.50675787732265,1.94591014905531,1988,"t",0,0,-5,13.8024800281652,"Nebraska",99.6,991018.072289157,13.8064880495628
1231,"NE",1984,13980,66909,4708,2623,596517,4539,371227,221976,1068742,304318,NA,27,NA,NA,33.34,NA,NA,NA,7,11.1110887662161,3.50675787732265,1.94591014905531,1988,"t",0,0,-4,13.881992813825,"Nebraska",103.9,1028625.60153994,13.8437341017079
1232,"NE",1985,16568,48959,4507,4094,566078,4607,367807,224649,1040064,318848,NA,27,NA,NA,33.34,NA,NA,NA,6.65,10.798738492141,3.50675787732265,1.89461685466776,1988,"t",0,0,-3,13.8547928076857,"Nebraska",107.6,966602.230483271,13.7815423459461
1233,"NE",1986,18335,54559,4499,4145,605090,4037,406387,255206,1119382,351828,NA,27,NA,NA,33.34,NA,NA,NA,6.65,10.9070379639036,3.50675787732265,1.89461685466776,1988,"t",0,0,-2,13.9282873052672,"Nebraska",109.6,1021333.94160584,13.8366201167414
1234,"NE",1987,22334,67423,4419,3574,663649,2396,427226,273103,1203344,359803,NA,27,NA,NA,33.34,NA,NA,NA,6.65,11.1187414849799,3.50675787732265,1.89461685466776,1988,"t",0,0,-1,14.0006149058676,"Nebraska",113.6,1059281.69014085,13.8731015855686
1235,"NE",1988,20538,73783,4520,3884,726593,2571,505818,278803,1342868,432035,NA,27,NA,NA,46.67,NA,NA,NA,6.65,11.2088836317499,3.84310155996172,1.89461685466776,1988,"t",1,1,0,14.1103181832586,"Nebraska",118.3,1135137.78529163,13.9422645982624
1236,"NE",1989,21302,80624,4640,4118,781194,2284,554724,290382,1449994,474100,NA,27,NA,NA,60,NA,NA,NA,6.65,11.2975516509204,4.0943445622221,1.89461685466776,1988,"t",1,1,1,14.1870699764572,"Nebraska",124,1169350,13.9719585968402
1237,"NE",1990,22284,71948,4660,1932,827358,2729,567515,319311,1512928,495567,NA,27,NA,NA,73.33,NA,NA,NA,6.65,11.1836989148479,4.29496980210571,1.89461685466776,1988,"t",1,1,2,14.2295574040638,"Nebraska",130.7,1157557.76587605,13.9618229694217
1238,"NE",1991,26102,81948,4856,2142,959270,3201,685060,335011,1767368,603112,NA,27,NA,NA,86.67,NA,NA,NA,7.81,11.3138401787491,4.46210780314625,2.05540496385159,1988,"t",1,1,3,14.3850019922102,"Nebraska",136.2,1297627.01908957,14.0760477844828
1239,"NE",1992,31427,103617,10077,207,998913,2631,756255,335754,1889877,652638,NA,27,NA,NA,100,NA,NA,NA,7.81,11.5484566880099,4.60517018598809,2.05540496385159,1988,"t",1,1,4,14.452022305553,"Nebraska",140.3,1347025.6593015,14.1134095044327
1240,"NE",1993,37834,102755,6976,2723,1041064,2344,787821,346184,1981288,685066,NA,27,NA,NA,100,NA,NA,NA,7.81,11.540102792975,4.60517018598809,2.05540496385159,1988,"t",1,1,5,14.4992576962345,"Nebraska",144.5,1371133.56401384,14.1311483746701
1241,"NE",1994,44775,113142,6617,3407,1148823,1628,828732,401848,2143628,715590,NA,27,NA,NA,100,NA,NA,NA,7.81,11.636398945955,4.60517018598809,2.05540496385159,1988,"t",1,1,6,14.578010278656,"Nebraska",148.2,1446442.64507422,14.1846177517821
1242,"NE",1995,48491,123924,5398,3471,1187409,1573,864826,406310,2219725,740902,NA,27,NA,NA,100,NA,NA,NA,7.81,11.7274237534594,4.60517018598809,2.05540496385159,1988,"t",1,1,7,14.6128938723016,"Nebraska",152.4,1456512.4671916,14.1915554150371
1243,"NE",1996,48457,126801,5517,4114,1224525,1492,967011,409777,2369462,840210,NA,27,NA,NA,100,NA,NA,NA,7.81,11.7503742073895,4.60517018598809,2.05540496385159,1988,"t",1,1,8,14.6781734831225,"Nebraska",156.9,1510173.35882728,14.2277350093717
1244,"NE",1997,50982,137338,5614,4923,1281350,1806,1074635,415642,2548174,937297,NA,27,NA,NA,100,NA,NA,NA,7.81,11.8302003196688,4.60517018598809,2.05540496385159,1988,"t",1,1,9,14.7508875821966,"Nebraska",160.5,1587647.35202492,14.2777638256146
1245,"NE",1998,54190,142150,6050,4967,1317506,1334,1116055,397756,2633216,973905,NA,27,NA,NA,100,NA,NA,NA,7.81,11.8646381170791,4.60517018598809,2.05540496385159,1988,"t",1,1,10,14.7837164708144,"Nebraska",163,1615469.93865031,14.2951364559958
1246,"NE",1999,49806,135034,5937,4739,1251741,764,1206910,396332,2662103,1071876,NA,27,NA,NA,100,NA,NA,NA,7.81,11.8132818775631,4.60517018598809,2.05540496385159,1988,"t",1,1,11,14.7946269699009,"Nebraska",166.6,1597900.96038415,14.2842014261562
1247,"NE",2000,59327,140022,6304,4363,1445168,1658,1313940,417228,2981047,1173918,NA,27,NA,NA,100,NA,NA,NA,7.81,11.8495548321029,4.60517018598809,2.05540496385159,1988,"t",1,1,12,14.9077851390572,"Nebraska",172.2,1731153.89082462,14.3642987330517
1248,"NE",2001,57915,138040,6190,5439,1447379,2041,1365132,415198,3037408,1227092,NA,27,NA,NA,100,NA,NA,NA,7.81,11.8352987772119,4.60517018598809,2.05540496385159,1988,"t",1,1,13,14.9265150781064,"Nebraska",177.1,1715080.74534162,14.3549707193057
1249,"NE",2002,61414,107628,6419,6383,1505266,1221,1261072,436081,2992522,1153444,NA,27,NA,NA,100,NA,NA,NA,7.81,11.586436115906,4.60517018598809,2.05540496385159,1988,"t",1,1,14,14.9116270680999,"Nebraska",179.9,1663436.35352974,14.3243961131315
1250,"NE",2003,62898,111597,6385,2183,1886726,1782,1234490,459812,3347700,1122893,NA,27,NA,NA,100,NA,NA,NA,7.81,11.6226494468476,4.60517018598809,2.05540496385159,1988,"t",1,1,15,15.0237841008419,"Nebraska",184,1819402.17391304,14.414018529221
1251,"NE",2004,63980,167429,6731,2336,1988078,1806,1410032,463487,3639811,1242603,NA,27,NA,NA,100,NA,NA,NA,7.81,12.0283146597875,4.60517018598809,2.05540496385159,1988,"t",1,1,16,15.107442315188,"Nebraska",188.9,1926845.4208576,14.4713947266686
1252,"NE",2005,63900,198380,6752,2400,1973117,2560,1592277,456412,3796551,1393897,NA,27,NA,NA,100,NA,NA,NA,7.81,12.1979396623,4.60517018598809,2.05540496385159,1988,"t",1,1,17,15.1496035809707,"Nebraska",195.3,1943958.52534562,14.4802369290762
1253,"NE",2006,64125,262296,6985,2473,1858788,2820,1807320,449773,3961093,1545024,NA,27,NA,NA,100,NA,NA,NA,7.81,12.4772289160246,4.60517018598809,2.05540496385159,1988,"t",1,1,18,15.1920305552479,"Nebraska",201.6,1964827.87698413,14.4909152050388
1254,"NE",2007,63250,213027,7081,2395,2003650,2499,1863922,519480,4122427,1650895,NA,27,NA,NA,100,NA,NA,NA,7.81,12.2691741972215,4.60517018598809,2.05540496385159,1988,"t",1,1,19,15.2319526255575,"Nebraska",207.342,1988225.73332947,14.502753207705
1255,"NE",2008,62755,232852,7157,2264,2035441,4968,1958997,501307,4228800,1726145,NA,27,NA,NA,100,NA,NA,NA,7.81,12.3581583375942,4.60517018598809,2.05540496385159,1988,"t",1,1,20,15.2574288228322,"Nebraska",215.303,1964115.68812325,14.4905526705015
1256,"NE",2009,47309,198442,2269,1964,2015283,4718,1800533,511109,4000939,1602091,NA,27,NA,NA,100,NA,NA,NA,7.81,12.1982521449774,4.60517018598809,2.05540496385159,1988,"t",1,1,21,15.2020396415347,"Nebraska",214.537,1864917.93956287,14.4387276098576
1257,"NE",2010,74505,154332,14989,1168,1953532,3473,1669163,510581,3864897,1514831,NA,27,NA,NA,100,NA,NA,NA,7.81,11.9468614050541,4.60517018598809,2.05540496385159,1988,"t",1,1,22,15.1674455902307,"Nebraska",218.056,1772433.22816157,14.387863865684
1258,"NE",2011,13613,154945,3213,119,2093842,4440,1876493,551222,4145889,1721548,NA,27,NA,NA,100,NA,NA,NA,7.81,11.9508254942216,4.60517018598809,2.05540496385159,1988,"t",1,1,23,15.2376277988264,"Nebraska",224.939,1843117.0228373,14.4269687304785
1259,"NE",2012,11658,234296,26330,78,2093773,5355,2072640,523323,4366617,1838344,NA,27,NA,NA,100,NA,NA,NA,7.81,12.3643405522204,4.60517018598809,2.05540496385159,1988,"t",1,1,24,15.2894991253928,"Nebraska",229.594,1901886.37333728,14.4583567796811
1260,"NE",2013,10805,275563,3055,148,2197988,4064,2377257,528608,4718944,2101694,NA,27,NA,NA,100,NA,NA,NA,7.81,12.526571556569,4.60517018598809,2.05540496385159,1988,"t",1,1,25,15.3670956037172,"Nebraska",232.957,2025671.69048365,14.5214119025271
1261,"NE",2014,9619,306591,12475,143,2303952,6762,2430755,540257,4887753,2124164,NA,27,NA,NA,100,NA,NA,NA,7.81,12.6332698907816,4.60517018598809,2.05540496385159,1988,"t",1,1,26,15.4022432466419,"Nebraska",236.736,2064642.89334955,14.54046783642
1262,"NE",2015,36832,344477,5849,119,2315830,5282,2584059,527950,5086759,2239582,NA,27,NA,NA,100,NA,NA,NA,7.81,12.7497826037818,4.60517018598809,2.05540496385159,1988,"t",1,1,27,15.4421514470192,"Nebraska",237.017,2146157.87053249,14.5791897644868
1263,"NE",2016,35843,307672,16213,123,2362718,2527,2552391,579220,5117133,2244719,NA,27,NA,NA,100,NA,NA,NA,7.81,12.6367895594445,4.60517018598809,2.05540496385159,1988,"t",1,1,28,15.4481048792415,"Nebraska",240.007,2132076.56443354,14.5726069756463
1264,"NE",2017,36916,264440,6260,123,2407514,3289,2492926,572477,5103105,2228486,NA,27,NA,NA,100,NA,NA,NA,7.81,12.4853696614475,4.60517018598809,2.05540496385159,1988,"t",1,1,29,15.4453597359661,"Nebraska",245.12,2081880.3035248,14.548782035402
1265,"NE",2018,36475,313690,16086,129,2502020,3236,2674286,601983,5393093,2360596,NA,27,NA,NA,100,NA,NA,NA,7.81,12.6561605160806,4.60517018598809,2.05540496385159,1988,"t",1,1,30,15.500629618747,"Nebraska",251.107,2147727.06455814,14.5799206616204
1266,"NE",2019,35540,423738,6195,127,2579592,3382,2969418,613234,5754834,2545680,NA,27,NA,NA,100,NA,NA,NA,7.81,12.9568706186917,4.60517018598809,2.05540496385159,1988,"t",1,1,31,15.5655507552391,"Nebraska",255.657,2250998.01687417,14.6268842388908
1267,"NE",2020,34767,391164,15738,128,2812655,2396,2836811,642834,5857227,2445647,NA,27,NA,NA,100,NA,NA,NA,7.81,12.8768821883684,4.60517018598809,2.05540496385159,1988,"t",1,1,32,15.5831868413637,"Nebraska",258.811,2263129.07874859,14.6322589617644
1268,"NE",2021,35995,571220,6988,123,3040622,2514,3701819,658241,6960988,3130599,NA,27,NA,NA,100,NA,NA,NA,7.81,13.2555297034001,4.60517018598809,2.05540496385159,1988,"t",1,1,33,15.7558319762591,"Nebraska",270.97,2568914.63999705,14.7589940486023
1269,"NE",2022,38055,715153,14009,122,3285152,4643,3954644,649377,7475982,3239491,NA,27,NA,NA,100,NA,NA,NA,7.5,13.4802517847984,4.60517018598809,2.01490302054226,1988,"t",1,1,34,15.82720603985,"Nebraska",292.655,2554537.59546223,14.7533817849914
1270,"NH",1976,4163,24146,2046,5621,111267,103,30321,111267,183778,6175,NA,29,NA,NA,33.34,NA,NA,NA,7,10.0918740138923,3.50675787732265,1.94591014905531,2022,"nyt",0,0,-46,12.1214837864187,"New Hampshire",56.9,322984.182776801,12.6853586312745
