"X","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev"
1,"AL",1976,14126,60307,31480,31381,815242,11570,284904,418220,1243258,224597,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.0072034622133,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-45,14.0332459113039,"Alabama",56.9,2184987.69771529,14.5971207561597
2,"AL",1977,15413,75874,36671,34095,908556,13757,337769,453802,1403674,261895,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.2368293487033,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-44,14.1546036428746,"Alabama",60.6,2316293.72937294,14.6554789357874
3,"AL",1978,16276,83161,38504,53877,996419,17056,401119,500834,1588761,317958,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.3285337669117,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-43,14.278465025144,"Alabama",65.2,2436750,14.7061757421995
4,"AL",1979,16747,100610,40929,43417,1095639,22281,463539,548337,1747350,362929,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.5190069352861,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-42,14.373610912496,"Alabama",72.6,2406818.18181818,14.6938161766534
5,"AL",1980,17543,109238,45087,44287,1146256,32410,505808,569167,1856789,396570,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.6012842671081,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-41,14.4343592097542,"Alabama",82.4,2253384.70873786,14.6279439588269
6,"AL",1981,17575,99095,50731,46192,1284001,60669,614965,688828,2148415,515870,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.5038342649584,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-40,14.5802409189291,"Alabama",90.9,2363492.84928493,14.6756511037338
7,"AL",1982,12803,123218,54950,45681,1341497,63470,604187,712044,2192251,480969,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.7217104233055,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-39,14.6004394277939,"Alabama",96.5,2271762.69430052,14.636066605437
8,"AL",1983,11659,133717,54595,53285,1385526,77144,690107,725873,2341219,556390,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.8034809053437,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-38,14.6661822918626,"Alabama",99.6,2350621.48594378,14.6701903132601
9,"AL",1984,34241,223816,65029,57768,1512535,119525,846989,777217,2704250,623173,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.3185795647084,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-37,14.8103351674925,"Alabama",103.9,2602743.02213667,14.7720764553754
10,"AL",1985,64934,199998,73681,61471,1611306,89634,911677,792379,2941336,711679,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.2060626454802,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-36,14.8943744578653,"Alabama",107.6,2733583.64312268,14.8211239961257
11,"AL",1986,62893,156745,74617,63360,1661142,75072,914034,822795,2997093,757289,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.9623755600598,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-35,14.9131533768484,"Alabama",109.6,2734573.90510949,14.8214861883226
12,"AL",1987,63598,162699,89484,68640,1745095,53627,1051777,859257,3231020,889078,NA,1,"Southeast",3,33.34,NA,NA,NA,5,11.9996571469067,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-34,14.9883084348215,"Alabama",113.6,2844207.74647887,14.8607951145226
13,"AL",1988,65250,177657,82311,72965,1825240,60603,1107116,897490,3374056,929459,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.087610003994,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-33,15.0316261394607,"Alabama",118.3,2852118.34319527,14.8635725544644
14,"AL",1989,72547,215817,76149,85964,1916314,61734,1279138,934144,3662563,1063321,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.2821861053485,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-32,15.1136737335247,"Alabama",124,2953679.83870968,14.8985623539078
15,"AL",1990,82656,179833,101294,90543,2002759,59213,1301291,964938,3819513,1121458,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.0997839214424,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-31,15.1556334855446,"Alabama",130.7,2922351.18592196,14.8878990509025
16,"AL",1991,103499,168253,108626,94215,2022653,71731,1342483,973127,3942565,1174230,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.0332240779572,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-30,15.1873420846841,"Alabama",136.2,2894687.95888399,14.8783878769567
17,"AL",1992,91283,164779,121586,98027,2218884,61864,1398603,1103368,4217916,1233824,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.0123604611535,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-29,15.2548517251711,"Alabama",140.3,3006354.95367071,14.9162389240507
18,"AL",1993,89528,189506,104240,101135,2514799,73167,1522384,1324610,4639784,1332878,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.1521759652725,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-28,15.3501783713947,"Alabama",144.5,3210923.183391,14.9820690498303
19,"AL",1994,92241,218131,94207,112596,2559992,70892,1585753,1280747,4767108,1367622,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.2928510787238,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-27,15.3772503896887,"Alabama",148.2,3216672.06477733,14.9838578628148
20,"AL",1995,128876,236279,125569,118202,2645405,63326,1718941,1280494,5077827,1482662,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.3727685891454,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-26,15.4403939721355,"Alabama",152.4,3331907.48031496,15.019055514871
21,"AL",1996,95538,217616,111172,134252,2773974,78557,1795530,1334829,5257771,1577914,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.2904873206725,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-25,15.4752177306419,"Alabama",156.9,3351033.14212874,15.024779256891
22,"AL",1997,99876,226616,109504,131229,2866477,80238,1914215,1360764,5484161,1687599,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.331012234086,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-24,15.5173746773662,"Alabama",160.5,3416922.74143302,15.0442509207842
23,"AL",1998,94337,243803,119034,139818,2993580,68999,2037364,1422930,5734128,1793561,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.4041158011218,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-23,15.561946248162,"Alabama",163,3517869.93865031,15.0733662333433
24,"AL",1999,101908,233024,122617,164495,3129368,50381,2140483,1480248,6032234,1907459,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.3588967315351,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-22,15.6126279810209,"Alabama",166.6,3620788.71548619,15.1022024372763
25,"AL",2000,129486,243099,179169,179828,3228445,80738,2314532,1526560,6438438,2071433,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.4012240467622,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-21,15.6777965220775,"Alabama",172.2,3738930.31358885,15.134310116072
26,"AL",2001,117483,201533,81912,183163,3297746,118310,2639173,1585107,6747707,2437640,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,12.2137084186719,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-20,15.7247133014326,"Alabama",177.1,3810111.2365895,15.1531689426319
27,"AL",2002,98943,322636,72080,195132,3383068,65667,2353330,1634833,6509765,2030694,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,12.6842800317516,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-19,15.6888139152229,"Alabama",179.9,3618546.41467482,15.1015829602545
28,"AL",2003,98814,242411,75013,204534,3350223,104386,2277949,1585666,6416351,2035538,NA,1,"Southeast",3,33.34,NA,NA,NA,5,12.3983899116856,3.50675787732265,1.6094379124341,2021,"nyt",0,0,-18,15.6743601340147,"Alabama",184,3487147.2826087,15.0645945623938
29,"AL",2004,107177,292051,73183,221470,3675562,113646,2535588,1783002,7018242,2243537,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,12.5846837235338,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-17,15.7640233172894,"Alabama",188.9,3715321.33403917,15.12797572877
30,"AL",2005,122855,397308,80654,231136,3962816,144813,2933829,1929624,7774147,2536521,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,12.8924670775174,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-16,15.8663142994,"Alabama",195.3,3980618.02355351,15.1969476475054
31,"AL",2006,125573,558768,88112,249383,4233895,182778,3325007,2012389,8529676,2766239,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,13.2334896391561,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-15,15.9590619351591,"Alabama",201.6,4230990.07936508,15.25794658495
32,"AL",2007,124694,505886,98831,273501,4390386,144306,3525396,2112359,8868314,3019510,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,13.1340666264439,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-14,15.9979952573008,"Alabama",207.342,4277143.07762055,15.2687958394483
33,"AL",2008,122125,524808,103042,301034,4433108,197581,3602361,2145820,9070530,3077553,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,13.1707877603983,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-13,16.0205412547832,"Alabama",215.303,4212913.89344319,15.2536651024525
34,"AL",2009,118668,493972,109384,315784,4203283,115374,3156731,2133748,8306446,2662759,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,13.1102341144017,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-12,15.9325423978545,"Alabama",214.537,3871801.13453623,15.1692303661775
35,"AL",2010,126525,428245,108682,316354,4445480,90538,3044245,2348046,8419911,2616000,NA,1,"Southeast",3,33.34,NA,NA,NA,6.5,12.967450740695,3.50675787732265,1.87180217690159,2021,"nyt",0,0,-11,15.9461098160914,"Alabama",218.056,3861352.58832593,15.1665280915446
36,"AL",2011,128898,301178,109434,315698,4575127,115975,3097084,2400488,8631984,2795906,NA,1,"Southeast",3,50,NA,NA,NA,6.5,12.6154567310716,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-10,15.9709849323503,"Alabama",224.939,3837477.71618083,15.1603258640023
37,"AL",2012,123994,413253,130843,321530,4626357,116467,3430690,2351699,9049294,3017437,NA,1,"Southeast",3,50,NA,NA,NA,6.5,12.9318152751851,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-9,16.0181973015834,"Alabama",229.594,3941433.13849665,15.1870549558717
38,"AL",2013,87908,382202,136786,322300,4707375,119424,3584722,2375699,9266469,3202520,NA,1,"Southeast",3,50,NA,NA,NA,6.5,12.853704543637,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-8,16.04191295883,"Alabama",232.957,3977759.41482763,15.1962292576399
39,"AL",2014,58178,406408,78166,332689,4812674,115437,3612991,2419482,9296846,3206583,NA,1,"Southeast",3,50,NA,NA,NA,6.5,12.915112860092,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-7,16.0451857608176,"Alabama",236.736,3927094.31603136,15.1834103505957
40,"AL",2015,58668,533586,156398,336825,4936049,79235,3870173,2472137,9755439,3336587,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.1873755363578,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-6,16.0933355335896,"Alabama",237.017,4115923.75230469,15.2303738510572
41,"AL",2016,57222,473736,225949,362515,5214390,58474,4098278,2565774,10355317,3624542,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.0684054834909,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-5,16.1530106655736,"Alabama",240.007,4314589.57447074,15.2775127619783
42,"AL",2017,60763,520113,173265,395930,5247294,54515,4144656,2592411,10417084,3624543,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.161801374642,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-4,16.158957708676,"Alabama",245.12,4249789.49086162,15.2623800081119
43,"AL",2018,75914,577516,152538,406288,5534807,56162,4490316,2747974,11055577,3912800,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.266491426622,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-3,16.2184455644892,"Alabama",251.107,4402735.4872624,15.2977366073626
44,"AL",2019,72738,684296,161298,422322,5829203,51752,4879140,2713061,11782220,4194844,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.4361458515341,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-2,16.2821021734408,"Alabama",255.657,4608604.49743211,15.3434356570925
45,"AL",2020,67867,754272,172986,445584,6274912,33403,5028324,2923709,12413368,4274052,NA,1,"Southeast",3,50,NA,NA,NA,6.5,13.5335083246437,3.91202300542815,1.87180217690159,2021,"nyt",0,0,-1,16.3342845143972,"Alabama",258.811,4796306.18482213,15.3833566347978
46,"AL",2021,69799,1134256,187666,468015,7014522,38852,6043093,3102485,14251329,4908837,NA,1,"Southeast",3,100,NA,NA,NA,6.5,13.9414874873513,4.60517018598809,1.87180217690159,2021,"nyt",1,0,0,16.4723607234881,"Alabama",270.97,5259375.20758756,15.4755227958313
47,"AL",2022,70335,1463618,207653,495753,7540587,60853,7552679,3211041,16324900,6089061,NA,1,"Southeast",3,100,NA,NA,NA,6.5,14.1964220104938,4.60517018598809,1.87180217690159,2021,"nyt",1,0,1,16.6082021075337,"Alabama",292.655,5578206.42052929,15.5343778526751
48,"AK",1976,4527,31103,667,306429,62944,27978,177357,62944,598806,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,10.3450595565376,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.3026929515175,"Alaska",56.9,1052383.12829525,13.8665677963733
49,"AK",1977,7547,35772,715,409767,65942,23758,246110,65942,773474,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,10.4849207434661,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.5586473349849,"Alaska",60.6,1276359.7359736,14.0595226278978
50,"AK",1978,10229,33504,797,173197,68609,107715,179332,68609,563485,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,10.4194201136703,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.2418959927643,"Alaska",65.2,864240.797546012,13.6696067098198
51,"AK",1979,13658,256986,646,162151,74546,173685,373035,74546,816710,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.4567768876854,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.6130393536696,"Alaska",72.6,1124944.90358127,13.9332446178269
52,"AK",1980,17455,565329,671,169016,54422,506469,665810,54422,1437607,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.2451631415422,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1784904836661,"Alaska",82.4,1744668.68932039,14.3720752327388
53,"AK",1981,24011,894843,857,143179,53310,1170180,902015,53310,2316823,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.7044035628749,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.6557074086104,"Alaska",90.9,2548760.1760176,14.7511175934151
54,"AK",1982,29438,703663,1055,142719,65216,1571553,705151,65216,2539193,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.4640548273482,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.7473568719767,"Alaska",96.5,2631288.08290155,14.7829840496198
55,"AK",1983,28041,266302,934,152580,74614,1494034,267842,74614,2046086,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.4923862821005,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.5314392578459,"Alaska",99.6,2054303.21285141,14.5354472792435
56,"AK",1984,26616,304621,960,131050,88255,1393039,305772,88255,1973252,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.6268236599426,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.4951935011265,"Alaska",103.9,1899183.83060635,14.4569347890094
57,"AK",1985,27709,204600,981,120548,112908,1389262,205868,112908,1885811,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.2288121324997,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.4498685250649,"Alaska",107.6,1752612.4535316,14.3766180633253
58,"AK",1986,31505,177751,946,113509,67254,1432911,178307,67254,1856488,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.0881389735287,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.4341970888025,"Alaska",109.6,1693875.91240876,14.3425299002766
59,"AK",1987,37630,141068,896,102491,81725,666870,141495,81725,1062391,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,11.8569973226093,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.8760325862829,"Alaska",113.6,935203.345070423,13.7485192659839
60,"AK",1988,37772,181387,892,96225,81710,818655,181836,81710,1251021,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.108388149266,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.0394705758789,"Alaska",118.3,1057498.73203719,13.8714169908826
61,"AK",1989,44982,459686,929,89713,80954,698850,459686,80954,1410330,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.0382989266862,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1593342775239,"Alaska",124,1137362.90322581,13.9442228979069
62,"AK",1990,37795,185140,881,89841,90904,1103812,185140,90904,1546441,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.1288675746212,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.2514667197167,"Alaska",130.7,1183198.92884468,13.9837322850746
63,"AK",1991,41951,253649,912,85007,96674,1284746,253649,96674,1806131,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.4437067005467,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.4066975463196,"Alaska",136.2,1326087.37151248,14.0977433385923
64,"AK",1992,41568,200025,930,69048,101286,1150605,200025,101286,1602937,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.2061976377183,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.2873481295093,"Alaska",140.3,1142506.77120456,13.948735328389
65,"AK",1993,23198,872260,962,66918,99239,1124980,872260,99239,2227283,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.6788428235863,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.6162930149508,"Alaska",144.5,1541372.3183391,14.2481836933865
66,"AK",1994,27641,176070,1001,61612,99654,827522,176070,99654,1240275,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.0786369222205,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.0308436871865,"Alaska",148.2,836892.712550607,13.6374511603126
67,"AK",1995,28029,528005,1095,57294,101039,1159882,528005,101039,1922463,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.1768610323405,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.469117734403,"Alaska",152.4,1261458.66141732,14.0477792771385
68,"AK",1996,27429,326270,1361,56168,99124,956961,326270,99124,1519082,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.6954805384221,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.2336167630044,"Alaska",156.9,968184.831102613,13.7831782892535
69,"AK",1997,30519,331337,1188,53567,96014,1058602,331337,96014,1619110,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.7108912633078,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.2973871735265,"Alaska",160.5,1008791.27725857,13.8242634169446
70,"AK",1998,35594,275758,1395,48516,116803,645358,275758,116803,1186235,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.527278948481,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.986294983937,"Alaska",163,727751.533742331,13.4977149691183
71,"AK",1999,30211,211811,1422,48704,132004,426022,211811,132004,905135,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.2634496465893,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.7158393828279,"Alaska",166.6,543298.319327731,13.2054138390832
72,"AK",2000,33704,438438,1639,44608,137735,708390,438438,137735,1423287,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.9909736896917,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1684795433136,"Alaska",172.2,826531.358885017,13.6249931373081
73,"AK",2001,11881,400442,1278,45116,134637,772403,400442,134637,1428698,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.900324216027,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1722740979783,"Alaska",177.1,806718.238283456,13.6007297391776
74,"AK",2002,11137,269273,1281,49652,142050,551293,269273,142050,1089504,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.5034810138402,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.901233104769,"Alaska",179.9,605616.453585325,13.3140021498006
75,"AK",2003,9053,207075,1290,48741,152132,640856,207075,152132,1120133,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.2408363254665,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.9289579862211,"Alaska",184,608767.934782609,13.3191924146002
76,"AK",2004,9090,339564,1319,47368,172876,697394,339564,172876,1343191,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.735417720733,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1105586843061,"Alaska",188.9,711059.290629963,13.4745110957867
77,"AK",2005,14849,588694,1019,42912,198797,925699,588694,198797,1858311,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.2856618030161,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.4351785686329,"Alaska",195.3,951516.129032258,13.7658119167384
78,"AK",2006,37307,821664,1343,54507,208898,1274642,821664,208898,2484422,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.6190868313494,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.7255505948849,"Alaska",201.6,1232352.18253968,14.0244352446758
79,"AK",2007,38720,813762,1405,65780,235797,2436660,813762,235797,3688447,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.60942321894,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.1207160602186,"Alaska",207.342,1778919.36992987,14.3915166423661
80,"AK",2008,40339,1297513,878,81518,277033,6939040,1297513,277033,8732385,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,14.0759599132398,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.9825490863809,"Alaska",215.303,4055858.48780556,15.2156729340502
81,"AK",2009,40005,632123,889,111251,250267,3829564,632123,250267,4955884,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.3568392744461,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.4160861154847,"Alaska",214.537,2310036.96332101,14.6527740838076
82,"AK",2010,43543,643068,228,118870,263005,3355049,643068,263005,4522927,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.374005751905,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.3246699085995,"Alaska",218.056,2074204.33283193,14.5450881840527
83,"AK",2011,41889,720733,0,184254,256014,4238789,720733,256014,5537679,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.4880240286807,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.5270860178695,"Alaska",224.939,2461858.10375257,14.7164269495216
84,"AK",2012,38936,663144,0,215407,248432,5787360,663144,248432,7049398,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.4047474401548,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.7684527810716,"Alaska",229.594,3070375.53246165,14.9373104353599
85,"AK",2013,40522,630941,0,99598,249586,4016966,630941,249586,5132811,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,13.3549676347746,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.4511640202918,"Alaska",232.957,2203329.79906163,14.6054803191017
86,"AK",2014,43060,408938,0,128076,257696,2456212,408938,257696,3392869,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.9213188342921,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,15.0371864341203,"Alaska",236.736,1433186.75655583,14.1754110238985
87,"AK",2015,44663,227852,NA,127821,255971,635820,227852,255971,1363350,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.3364515743581,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.125455464215,"Alaska",237.017,575211.904631313,13.2624937816827
88,"AK",2016,46957,67457,NA,111736,260846,336801,67457,260846,896921,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,11.1192456368293,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.7067230658135,"Alaska",240.007,373706.183569646,12.8312251622183
89,"AK",2017,50612,87775,NA,120805,263120,598175,87775,263120,1208929,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,11.3825320010366,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.0052454016525,"Alaska",245.12,493198.841383812,13.1086677010883
90,"AK",2018,65553,196321,NA,122341,252970,931084,196321,252970,1656352,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.1875063536563,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.3201281517261,"Alaska",251.107,659620.002628362,13.3994191945995
91,"AK",2019,68759,332520,NA,121501,278823,888310,332520,278823,1780911,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.714455287645,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.3926355890973,"Alaska",255.657,696601.696804703,13.453969072749
92,"AK",2020,71637,194663,NA,125696,255206,609307,194663,255206,1337059,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.1790251373484,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.1059829837567,"Alaska",258.811,516615.986182968,13.1550551041573
93,"AK",2021,74622,124987,NA,120028,267842,387367,124987,267842,1053400,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,11.7359650108761,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,13.8675335860314,"Alaska",270.97,388751.522308743,12.8706956583746
94,"AK",2022,53084,413175,NA,125219,270644,1479380,413175,270644,2427795,NA,NA,2,"AK/HA",9,33.34,NA,NA,NA,9.4,12.931626511009,3.50675787732265,2.24070968927596,NA,"n",0,0,NA,14.702493995966,"Alaska",292.655,829575.780355709,13.6286697411074
95,"AZ",1976,6197,46499,1404,114689,627807,0,209368,192303,1017705,162869,NA,3,"Southwest",6,33.34,NA,NA,NA,10,10.7471860859679,3.50675787732265,2.30258509299405,2007,"t",0,0,-31,13.8330606502072,"Arizona",56.9,1788585.23725835,14.396935495063
96,"AZ",1977,7238,51788,1726,129834,710534,0,242379,207623,1160068,190591,NA,3,"Southwest",6,33.34,NA,NA,NA,10,10.8549137411785,3.50675787732265,2.30258509299405,2007,"t",0,0,-30,13.9639891820541,"Arizona",60.6,1914303.63036304,14.4648644749669
