"State","Year","Revenue"
"RI","1984",59274
"RI","1985",70504
"RI","1986",67656
"RI","1987",87675
"RI","1988",79194
"RI","1989",77624
"RI","1990",68828
"RI","1991",45966
"RI","1992",48502
"RI","1993",69846
"RI","1994",79320
"RI","1995",82160
"RI","1996",86973
"RI","1997",89198
"RI","1998",69714
"RI","1999",66318
"RI","2000",74825
"RI","2001",77998
"RI","2002",28273
"RI","2003",67118
"RI","2004",69479
"RI","2005",113326
"RI","2006",169865
"RI","2007",179168
"RI","2008",145866
"RI","2009",108497
"RI","2010",121668
"RI","2011",130644
"RI","2012",136362
"RI","2013",144310
"RI","2014",137528
"RI","2015",176336
"RI","2016",144269
"RI","2017",129732
"RI","2018",118118
"RI","2019",176463
"RI","2020",213303
"RI","2021",257943
"SC","1950",14487
"SC","1951",13552
"SC","1952",17520
"SC","1953",14717
"SC","1954",14305
"SC","1955",11941
"SC","1956",16283
"SC","1957",17412
"SC","1958",15856
"SC","1959",14211
"SC","1960",18797
"SC","1961",21369
"SC","1962",18036
"SC","1963",18757
"SC","1964",19021
"SC","1965",24569
"SC","1966",37525
"SC","1967",43395
"SC","1968",33521
"SC","1969",40467
"SC","1970",42318
"SC","1971",43579
"SC","1972",52312
"SC","1973",63295
"SC","1974",77568
"SC","1975",82682
"SC","1976",79732
"SC","1977",106601
"SC","1978",122924
"SC","1979",140185
"SC","1980",153475
"SC","1981",152674
"SC","1982",131546
"SC","1983",128180
"SC","1984",159334
"SC","1985",199771
"SC","1986",188351
"SC","1987",190474
"SC","1988",203959
"SC","1989",220379
"SC","1990",150926
"SC","1991",151433
"SC","1992",141895
"SC","1993",176339
"SC","1994",219052
"SC","1995",250214
"SC","1996",250867
"SC","1997",239350
"SC","1998",213622
"SC","1999",257488
"SC","2000",227161
"SC","2001",192070
"SC","2002",159837
"SC","2003",173886
"SC","2004",196510
"SC","2005",246935
"SC","2006",296753
"SC","2007",311902
"SC","2008",312600
"SC","2009",249200
"SC","2010",148500
"SC","2011",216082
"SC","2012",252904
"SC","2013",386847
"SC","2014",366263
"SC","2015",377329
"SC","2016",408297
"SC","2017",340327
"SC","2018",404164
"SC","2019",396207
"SC","2020",505025
"SC","2021",740197
"SD","1950",143
"SD","1951",150
"SD","1952",161
"SD","1953",151
"SD","1954",148
"SD","1955",173
"SD","1956",184
"SD","1957",188
"SD","1958",249
"SD","1959",378
"SD","1960",395
"SD","1961",470
"SD","1962",466
"SD","1963",495
"SD","1964",537
"SD","1965",562
"SD","1966",586
"SD","1967",583
"SD","1968",586
"SD","1969",606
"SD","1970",780
"SD","1971",800
"SD","1972",850
"SD","1973",900
"SD","1974",1299
"SD","1975",1869
"SD","1976",2047
"SD","1977",2504
"SD","1978",2969
"SD","1979",2908
"SD","1980",3292
"SD","1981",3680
"SD","1982",1041
"SD","1983",2565
"SD","1984",17881
"SD","1985",16938
"SD","1986",23617
"SD","1987",24035
"SD","1988",26357
"SD","1989",26490
"SD","1990",30714
"SD","1991",38578
"SD","1992",35222
"SD","1993",28142
"SD","1994",36540
"SD","1995",39914
"SD","1996",38099
"SD","1997",36888
"SD","1998",38269
"SD","1999",50819
"SD","2000",45123
"SD","2001",43387
"SD","2002",40547
"SD","2003",43976
"SD","2004",47108
"SD","2005",49142
"SD","2006",61865
"SD","2007",76665
"SD","2008",69879
"SD","2009",48772
"SD","2010",31157
"SD","2011",15208
"SD","2012",59837
"SD","2013",37172
"SD","2014",24819
"SD","2015",4334
"SD","2016",33736
"SD","2017",30728
"SD","2018",32376
"SD","2019",46295
"SD","2020",37459
"SD","2021",53960
"TN","1950",10443
"TN","1951",12201
"TN","1952",16791
"TN","1953",16275
"TN","1954",16266
"TN","1955",14390
"TN","1956",13819
"TN","1957",19647
"TN","1958",19285
"TN","1959",16482
"TN","1960",21392
"TN","1961",21093
"TN","1962",21516
"TN","1963",22881
"TN","1964",28392
"TN","1965",31059
"TN","1966",38032
"TN","1967",43278
"TN","1968",49957
"TN","1969",61633
"TN","1970",59633
"TN","1971",59499
"TN","1972",77804
"TN","1973",102978
"TN","1974",112974
"TN","1975",126715
"TN","1976",128621
"TN","1977",156042
"TN","1978",170848
"TN","1979",186088
"TN","1980",198222
"TN","1981",195065
"TN","1982",206835
"TN","1983",203858
"TN","1984",226242
"TN","1985",259198
"TN","1986",268618
"TN","1987",298644
"TN","1988",352120
"TN","1989",371545
"TN","1990",332036
"TN","1991",345542
"TN","1992",295266
"TN","1993",365323
"TN","1994",421960
"TN","1995",493072
"TN","1996",533862
"TN","1997",479660
"TN","1998",607418
"TN","1999",571428
"TN","2000",613924
"TN","2001",673465
"TN","2002",502977
"TN","2003",612943
"TN","2004",694798
"TN","2005",805601
"TN","2006",928349
"TN","2007",1120422
"TN","2008",1005880
"TN","2009",816261
"TN","2010",901617
"TN","2011",1068573
"TN","2012",1115383
"TN","2013",1256173
"TN","2014",1176971
"TN","2015",1400973
"TN","2016",1538649
"TN","2017",1726223
"TN","2018",1644159
"TN","2019",1697469
"TN","2020",1504881
"TN","2021",2564458
"TX","1950",0
"TX","1951",0
"TX","1952",0
"TX","1953",0
"TX","1954",0
"TX","1955",0
"TX","1956",0
"TX","1957",0
"TX","1958",0
"TX","1959",0
"TX","1960",0
"TX","1961",0
"TX","1962",0
"TX","1963",0
"TX","1964",0
"TX","1965",0
"TX","1966",0
"TX","1967",0
"TX","1968",0
"TX","1969",0
"TX","1970",0
"TX","1971",0
"TX","1972",0
"TX","1973",0
"TX","1974",0
"TX","1975",0
"TX","1976",0
"TX","1977",0
"TX","1978",0
"TX","1979",0
"TX","1980",0
"TX","1981",0
"TX","1982",0
"TX","1983",0
"TX","1984",0
"TX","1985",0
"TX","1986",0
"TX","1987",0
"TX","1988",0
"TX","1989",0
"TX","1990",0
"TX","1991",0
"TX","1992",0
"TX","1993",0
"TX","1994",0
"TX","1995",0
"TX","1996",0
"TX","1997",0
"TX","1998",0
"TX","1999",0
"TX","2000",0
"TX","2001",0
"TX","2002",0
"TX","2003",0
"TX","2004",0
"TX","2005",0
"TX","2006",0
"TX","2007",0
"TX","2008",0
"TX","2009",0
"TX","2010",0
"TX","2011",0
"TX","2012",0
"TX","2013",0
"TX","2014",0
"TX","2015",0
"TX","2016",0
"TX","2017",0
"TX","2018",0
"TX","2019",0
"TX","2020",0
"TX","2021",0
"UT","1950",2584
"UT","1951",2485
"UT","1952",3227
"UT","1953",2997
"UT","1954",3982
"UT","1955",2415
"UT","1956",3657
"UT","1957",8224
"UT","1958",5974
"UT","1959",5312
"UT","1960",5671
"UT","1961",6305
"UT","1962",7143
"UT","1963",6395
"UT","1964",6696
"UT","1965",6648
"UT","1966",8008
"UT","1967",11000
"UT","1968",9701
"UT","1969",10706
"UT","1970",11790
"UT","1971",11085
"UT","1972",12636
"UT","1973",29575
"UT","1974",20173
"UT","1975",18002
"UT","1976",24501
"UT","1977",24866
"UT","1978",29448
"UT","1979",32874
"UT","1980",40377
"UT","1981",40667
"UT","1982",40894
"UT","1983",31592
"UT","1984",45035
"UT","1985",52191
"UT","1986",66450
"UT","1987",60891
"UT","1988",71663
"UT","1989",92207
"UT","1990",94167
"UT","1991",82463
"UT","1992",76375
"UT","1993",83936
"UT","1994",125191
"UT","1995",147374
"UT","1996",176781
"UT","1997",195800
"UT","1998",184584
"UT","1999",180141
"UT","2000",173799
"UT","2001",162754
"UT","2002",110989
"UT","2003",148218
"UT","2004",145005
"UT","2005",188845
"UT","2006",348129
"UT","2007",398894
"UT","2008",394638
"UT","2009",245880
"UT","2010",245980
"UT","2011",247661
"UT","2012",258578
"UT","2013",330684
"UT","2014",307910
"UT","2015",368681
"UT","2016",333358
"UT","2017",326592
"UT","2018",460657
"UT","2019",522382
"UT","2020",360203
"UT","2021",745673
"VA","1950",18458
"VA","1951",25466
"VA","1952",22425
"VA","1953",20634
"VA","1954",21958
"VA","1955",20916
"VA","1956",27876
"VA","1957",27453
"VA","1958",27130
"VA","1959",24262
"VA","1960",31715
"VA","1961",28736
"VA","1962",30287
"VA","1963",31909
"VA","1964",34233
"VA","1965",39794
"VA","1966",47864
"VA","1967",49340
"VA","1968",48837
"VA","1969",67482
"VA","1970",67369
"VA","1971",64705
"VA","1972",77642
"VA","1973",96618
"VA","1974",106406
"VA","1975",117065
"VA","1976",130417
"VA","1977",159152
"VA","1978",164790
"VA","1979",196220
"VA","1980",193847
"VA","1981",182301
"VA","1982",176965
"VA","1983",183215
"VA","1984",242706
"VA","1985",287747
"VA","1986",280768
"VA","1987",320598
"VA","1988",334382
"VA","1989",347447
"VA","1990",306170
"VA","1991",285106
"VA","1992",273258
"VA","1993",365340
"VA","1994",306667
"VA","1995",367832
"VA","1996",362830
"VA","1997",425154
"VA","1998",445659
"VA","1999",414388
"VA","2000",565909
"VA","2001",363757
"VA","2002",308554
"VA","2003",328444
"VA","2004",422119
"VA","2005",605959
"VA","2006",863320
"VA","2007",879575
"VA","2008",787229
"VA","2009",633490
"VA","2010",789655
"VA","2011",798404
"VA","2012",838790
"VA","2013",772001
"VA","2014",740511
"VA","2015",817851
"VA","2016",752689
"VA","2017",826961
"VA","2018",1165610
"VA","2019",1247128
"VA","2020",1362172
"VA","2021",1579303
"VT","1950",1172
"VT","1951",1360
"VT","1952",2912
"VT","1953",2321
"VT","1954",2142
"VT","1955",1594
"VT","1956",1907
"VT","1957",2283
"VT","1958",2115
"VT","1959",2002
"VT","1960",2219
"VT","1961",2274
"VT","1962",2502
"VT","1963",2552
"VT","1964",2568
"VT","1965",3270
"VT","1966",4116
"VT","1967",4902
"VT","1968",5159
"VT","1969",5553
"VT","1970",5819
"VT","1971",6006
"VT","1972",6593
"VT","1973",7922
"VT","1974",8024
"VT","1975",9921
"VT","1976",13290
"VT","1977",16900
"VT","1978",18700
"VT","1979",23878
"VT","1980",22425
"VT","1981",22918
"VT","1982",24954
"VT","1983",25400
"VT","1984",22606
"VT","1985",34958
"VT","1986",30531
"VT","1987",38445
"VT","1988",44688
"VT","1989",38310
"VT","1990",27128
"VT","1991",27387
"VT","1992",30954
"VT","1993",32572
"VT","1994",34932
"VT","1995",48274
"VT","1996",44818
"VT","1997",45327
"VT","1998",45886
"VT","1999",49696
"VT","2000",44430
"VT","2001",44606
"VT","2002",37306
"VT","2003",41641
"VT","2004",62228
"VT","2005",68962
"VT","2006",86083
"VT","2007",83362
"VT","2008",84783
"VT","2009",86759
"VT","2010",85178
"VT","2011",105077
"VT","2012",96579
"VT","2013",105635
"VT","2014",105817
"VT","2015",112643
"VT","2016",129899
"VT","2017",111186
"VT","2018",110819
"VT","2019",149832
"VT","2020",141623
"VT","2021",166841
"WA","1950",0
"WA","1951",0
"WA","1952",0
"WA","1953",0
"WA","1954",0
"WA","1955",0
"WA","1956",0
"WA","1957",0
"WA","1958",0
"WA","1959",0
"WA","1960",0
"WA","1961",0
"WA","1962",0
"WA","1963",0
"WA","1964",0
"WA","1965",0
"WA","1966",0
"WA","1967",0
"WA","1968",0
"WA","1969",0
"WA","1970",0
"WA","1971",0
"WA","1972",0
"WA","1973",0
"WA","1974",0
"WA","1975",0
"WA","1976",0
"WA","1977",0
"WA","1978",0
"WA","1979",0
"WA","1980",0
"WA","1981",0
"WA","1982",0
"WA","1983",0
"WA","1984",0
"WA","1985",0
"WA","1986",0
"WA","1987",0
"WA","1988",0
"WA","1989",0
"WA","1990",0
"WA","1991",0
"WA","1992",0
"WA","1993",0
"WA","1994",0
"WA","1995",0
"WA","1996",0
"WA","1997",0
"WA","1998",0
"WA","1999",0
"WA","2000",0
"WA","2001",0
"WA","2002",0
"WA","2003",0
"WA","2004",0
"WA","2005",0
"WA","2006",0
"WA","2007",0
"WA","2008",0
"WA","2009",0
"WA","2010",0
"WA","2011",0
"WA","2012",0
"WA","2013",0
"WA","2014",0
"WA","2015",0
"WA","2016",0
"WA","2017",0
"WA","2018",0
"WA","2019",0
"WA","2020",0
"WA","2021",0
"WI","1950",40315
"WI","1951",53833
"WI","1952",58029
"WI","1953",51171
"WI","1954",47854
"WI","1955",43857
"WI","1956",50808
"WI","1957",55646
"WI","1958",54068
"WI","1959",48479
"WI","1960",59057
"WI","1961",56942
"WI","1962",53825
"WI","1963",62734
"WI","1964",95244
"WI","1965",81825
"WI","1966",92342
"WI","1967",102813
"WI","1968",96103
"WI","1969",101044
"WI","1970",104704
"WI","1971",88792
"WI","1972",116805
"WI","1973",136107
"WI","1974",160269
"WI","1975",153407
"WI","1976",190419
"WI","1977",251657
"WI","1978",284979
"WI","1979",327427
"WI","1980",311321
"WI","1981",255663
"WI","1982",322939
"WI","1983",339781
"WI","1984",393481
"WI","1985",413645
"WI","1986",407590
"WI","1987",470689
"WI","1988",461369
"WI","1989",448367
"WI","1990",436562
"WI","1991",440918
"WI","1992",437689
"WI","1993",492015
"WI","1994",541284
"WI","1995",670891
"WI","1996",620889
"WI","1997",638975
"WI","1998",680639
"WI","1999",670958
"WI","2000",578120
"WI","2001",495449
"WI","2002",445016
"WI","2003",526500
"WI","2004",681990
"WI","2005",782742
"WI","2006",808200
"WI","2007",923359
"WI","2008",863088
"WI","2009",656872
"WI","2010",851537
"WI","2011",850647
"WI","2012",934103
"WI","2013",955752
"WI","2014",981282
"WI","2015",1032411
"WI","2016",986785
"WI","2017",959699
"WI","2018",919826
"WI","2019",1304720
"WI","2020",1585086
"WI","2021",2517169
"WV","1950",0
"WV","1951",0
"WV","1952",0
"WV","1953",0
"WV","1954",0
"WV","1955",0
"WV","1956",0
"WV","1957",0
"WV","1958",0
"WV","1959",0
"WV","1960",0
"WV","1961",0
"WV","1962",0
"WV","1963",0
"WV","1964",0
"WV","1965",0
"WV","1966",0
"WV","1967",0
"WV","1968",3221
"WV","1969",4138
"WV","1970",3872
"WV","1971",4927
"WV","1972",10608
"WV","1973",12163
"WV","1974",12744
"WV","1975",19122
"WV","1976",20267
"WV","1977",23329
"WV","1978",21014
"WV","1979",25591
"WV","1980",32889
"WV","1981",32039
"WV","1982",34400
"WV","1983",45146
"WV","1984",92173
"WV","1985",98766
"WV","1986",88909
"WV","1987",89890
"WV","1988",176704
"WV","1989",206487
"WV","1990",221642
"WV","1991",191214
"WV","1992",182081
"WV","1993",179009
"WV","1994",184625
"WV","1995",218686
"WV","1996",235123
"WV","1997",251230
"WV","1998",221528
"WV","1999",263121
"WV","2000",217793
"WV","2001",214297
"WV","2002",220158
"WV","2003",182364
"WV","2004",181515
"WV","2005",463249
"WV","2006",533027
"WV","2007",539136
"WV","2008",538839
"WV","2009",420530
"WV","2010",237159
"WV","2011",307278
"WV","2012",192385
"WV","2013",242429
"WV","2014",203508
"WV","2015",188758
"WV","2016",116305
"WV","2017",116305
"WV","2018",110068
"WV","2019",198799
"WV","2020",151989
"WV","2021",320487
"WY","1950",0
"WY","1951",0
"WY","1952",0
"WY","1953",0
"WY","1954",0
"WY","1955",0
"WY","1956",0
"WY","1957",0
"WY","1958",0
"WY","1959",0
"WY","1960",0
"WY","1961",0
"WY","1962",0
"WY","1963",0
"WY","1964",0
"WY","1965",0
"WY","1966",0
"WY","1967",0
"WY","1968",0
"WY","1969",0
"WY","1970",0
"WY","1971",0
"WY","1972",0
"WY","1973",0
"WY","1974",0
"WY","1975",0
"WY","1976",0
"WY","1977",0
"WY","1978",0
"WY","1979",0
"WY","1980",0
"WY","1981",0
"WY","1982",0
"WY","1983",0
"WY","1984",0
"WY","1985",0
"WY","1986",0
"WY","1987",0
"WY","1988",0
"WY","1989",0
"WY","1990",0
"WY","1991",0
"WY","1992",0
"WY","1993",0
"WY","1994",0
"WY","1995",0
"WY","1996",0
"WY","1997",0
"WY","1998",0
"WY","1999",0
"WY","2000",0
"WY","2001",0
"WY","2002",0
"WY","2003",0
"WY","2004",0
"WY","2005",0
"WY","2006",0
"WY","2007",0
"WY","2008",0
"WY","2009",0
"WY","2010",0
"WY","2011",0
"WY","2012",0
"WY","2013",0
"WY","2014",0
"WY","2015",0
"WY","2016",0
"WY","2017",0
"WY","2018",0
"WY","2019",0
"WY","2020",0
"WY","2021",0
