"State","Year","Revenue"
"MD","1959",18188
"MD","1960",20381
"MD","1961",20498
"MD","1962",19822
"MD","1963",22544
"MD","1964",23829
"MD","1965",27803
"MD","1966",32729
"MD","1967",35663
"MD","1968",36712
"MD","1969",54749
"MD","1970",60109
"MD","1971",70260
"MD","1972",77441
"MD","1973",80035
"MD","1974",90065
"MD","1975",92004
"MD","1976",109254
"MD","1977",115297
"MD","1978",126802
"MD","1979",145571
"MD","1980",165857
"MD","1981",156338
"MD","1982",148857
"MD","1983",148423
"MD","1984",198364
"MD","1985",246123
"MD","1986",250331
"MD","1987",270489
"MD","1988",313070
"MD","1989",331079
"MD","1990",292552
"MD","1991",255488
"MD","1992",216946
"MD","1993",260401
"MD","1994",320068
"MD","1995",365759
"MD","1996",330553
"MD","1997",343499
"MD","1998",378714
"MD","1999",404967
"MD","2000",431109
"MD","2001",501365
"MD","2002",359420
"MD","2003",379020
"MD","2004",569700
"MD","2005",807054
"MD","2006",846863
"MD","2007",782030
"MD","2008",735324
"MD","2009",749001
"MD","2010",891392
"MD","2011",775845
"MD","2012",880356
"MD","2013",952092
"MD","2014",982784
"MD","2015",1003588
"MD","2016",1129008
"MD","2017",1001934
"MD","2018",1033175
"MD","2019",1301050
"MD","2020",1325456
"MD","2021",1840705
"ME","1950",0
"ME","1951",0
"ME","1952",0
"ME","1953",0
"ME","1954",0
"ME","1955",0
"ME","1956",0
"ME","1957",0
"ME","1958",0
"ME","1959",0
"ME","1960",0
"ME","1961",0
"ME","1962",0
"ME","1963",0
"ME","1964",0
"ME","1965",0
"ME","1966",0
"ME","1967",0
"ME","1968",0
"ME","1969",0
"ME","1970",8257
"ME","1971",8558
"ME","1972",8588
"ME","1973",10044
"ME","1974",13202
"ME","1975",20181
"ME","1976",32642
"ME","1977",35200
"ME","1978",34307
"ME","1979",41240
"ME","1980",45086
"ME","1981",39193
"ME","1982",36090
"ME","1983",33043
"ME","1984",52004
"ME","1985",53537
"ME","1986",51870
"ME","1987",68336
"ME","1988",84704
"ME","1989",96333
"ME","1990",57658
"ME","1991",76053
"ME","1992",69921
"ME","1993",74933
"ME","1994",91955
"ME","1995",63290
"ME","1996",71062
"ME","1997",97146
"ME","1998",107125
"ME","1999",147489
"ME","2000",150046
"ME","2001",96283
"ME","2002",77366
"ME","2003",91188
"ME","2004",111616
"ME","2005",135863
"ME","2006",188016
"ME","2007",183852
"ME","2008",184515
"ME","2009",143086
"ME","2010",175292
"ME","2011",208997
"ME","2012",232118
"ME","2013",171987
"ME","2014",182928
"ME","2015",168966
"ME","2016",137492
"ME","2017",175239
"ME","2018",185737
"ME","2019",252867
"ME","2020",216131
"ME","2021",284317
"MI","1950",0
"MI","1951",0
"MI","1952",0
"MI","1953",0
"MI","1954",0
"MI","1955",0
"MI","1956",0
"MI","1957",0
"MI","1958",0
"MI","1959",0
"MI","1960",0
"MI","1961",0
"MI","1962",0
"MI","1963",0
"MI","1964",0
"MI","1965",0
"MI","1966",0
"MI","1967",0
"MI","1968",39986
"MI","1969",216847
"MI","1970",194602
"MI","1971",164786
"MI","1972",283527
"MI","1973",364380
"MI","1974",309122
"MI","1975",222640
"MI","1976",334484
"MI","1977",789379
"MI","1978",908680
"MI","1979",991555
"MI","1980",910732
"MI","1981",943909
"MI","1982",952280
"MI","1983",1004269
"MI","1984",1289915
"MI","1985",1391863
"MI","1986",1449598
"MI","1987",1524371
"MI","1988",1856105
"MI","1989",1862126
"MI","1990",1815601
"MI","1991",1593109
"MI","1992",1729549
"MI","1993",1843420
"MI","1994",2174644
"MI","1995",2130395
"MI","1996",2189742
"MI","1997",2228753
"MI","1998",2354764
"MI","1999",2413615
"MI","2000",2382496
"MI","2001",2102093
"MI","2002",2065241
"MI","2003",1843072
"MI","2004",1841010
"MI","2005",1907190
"MI","2006",1886168
"MI","2007",1786213
"MI","2008",1778317
"MI","2009",703250
"MI","2010",631895
"MI","2011",728842
"MI","2012",804037
"MI","2013",900667
"MI","2014",881011
"MI","2015",1185568
"MI","2016",1052320
"MI","2017",1195399
"MI","2018",971032
"MI","2019",1142671
"MI","2020",812842
"MI","2021",1496498
"MN","1950",15568
"MN","1951",19154
"MN","1952",21696
"MN","1953",16222
"MN","1954",14505
"MN","1955",16238
"MN","1956",20452
"MN","1957",21706
"MN","1958",26206
"MN","1959",26072
"MN","1960",39840
"MN","1961",37186
"MN","1962",34990
"MN","1963",37743
"MN","1964",40286
"MN","1965",45025
"MN","1966",75298
"MN","1967",69604
"MN","1968",65892
"MN","1969",82642
"MN","1970",79832
"MN","1971",79969
"MN","1972",112403
"MN","1973",170655
"MN","1974",190336
"MN","1975",195905
"MN","1976",196436
"MN","1977",258095
"MN","1978",292853
"MN","1979",356734
"MN","1980",381217
"MN","1981",331718
"MN","1982",325295
"MN","1983",253970
"MN","1984",305498
"MN","1985",383264
"MN","1986",367312
"MN","1987",422999
"MN","1988",411960
"MN","1989",487818
"MN","1990",481854
"MN","1991",458271
"MN","1992",422812
"MN","1993",509534
"MN","1994",551822
"MN","1995",665756
"MN","1996",703099
"MN","1997",699234
"MN","1998",753188
"MN","1999",779176
"MN","2000",803357
"MN","2001",732004
"MN","2002",533901
"MN","2003",596584
"MN","2004",637183
"MN","2005",933896
"MN","2006",1071884
"MN","2007",1183816
"MN","2008",1040479
"MN","2009",779055
"MN","2010",721742
"MN","2011",1003657
"MN","2012",1066022
"MN","2013",1223309
"MN","2014",1325656
"MN","2015",1476629
"MN","2016",1515697
"MN","2017",1227028
"MN","2018",1357004
"MN","2019",1711659
"MN","2020",1604450
"MN","2021",2423383
"MO","1950",0
"MO","1951",0
"MO","1952",0
"MO","1953",0
"MO","1954",0
"MO","1955",0
"MO","1956",0
"MO","1957",0
"MO","1958",10000
"MO","1959",9000
"MO","1960",10000
"MO","1961",12000
"MO","1962",12000
"MO","1963",10450
"MO","1964",10750
"MO","1965",13333
"MO","1966",11161
"MO","1967",15127
"MO","1968",23804
"MO","1969",18505
"MO","1970",21287
"MO","1971",27322
"MO","1972",50012
"MO","1973",62664
"MO","1974",54683
"MO","1975",56405
"MO","1976",83680
"MO","1977",105772
"MO","1978",111952
"MO","1979",129953
"MO","1980",135103
"MO","1981",128282
"MO","1982",123072
"MO","1983",118625
"MO","1984",165652
"MO","1985",160564
"MO","1986",174199
"MO","1987",235352
"MO","1988",224228
"MO","1989",243226
"MO","1990",221471
"MO","1991",224759
"MO","1992",229730
"MO","1993",192718
"MO","1994",252392
"MO","1995",369424
"MO","1996",425542
"MO","1997",411045
"MO","1998",357904
"MO","1999",276523
"MO","2000",265467
"MO","2001",236261
"MO","2002",300459
"MO","2003",205729
"MO","2004",224366
"MO","2005",218229
"MO","2006",343689
"MO","2007",390657
"MO","2008",384010
"MO","2009",278661
"MO","2010",206936
"MO","2011",323593
"MO","2012",301681
"MO","2013",377258
"MO","2014",357724
"MO","2015",425776
"MO","2016",328736
"MO","2017",307443
"MO","2018",333724
"MO","2019",369010
"MO","2020",364460
"MO","2021",686857
"MS","1950",7637
"MS","1951",8841
"MS","1952",10042
"MS","1953",8889
"MS","1954",10940
"MS","1955",10360
"MS","1956",11762
"MS","1957",13920
"MS","1958",12473
"MS","1959",12118
"MS","1960",13460
"MS","1961",12518
"MS","1962",13074
"MS","1963",12970
"MS","1964",12990
"MS","1965",14540
"MS","1966",15849
"MS","1967",16977
"MS","1968",17666
"MS","1969",33276
"MS","1970",19949
"MS","1971",20083
"MS","1972",22953
"MS","1973",26088
"MS","1974",30065
"MS","1975",33704
"MS","1976",41128
"MS","1977",45873
"MS","1978",52710
"MS","1979",58324
"MS","1980",64369
"MS","1981",63832
"MS","1982",70987
"MS","1983",68794
"MS","1984",110196
"MS","1985",106484
"MS","1986",97301
"MS","1987",102865
"MS","1988",96170
"MS","1989",142787
"MS","1990",119985
"MS","1991",139823
"MS","1992",146308
"MS","1993",171049
"MS","1994",167873
"MS","1995",203339
"MS","1996",201742
"MS","1997",225924
"MS","1998",244301
"MS","1999",229501
"MS","2000",227716
"MS","2001",210786
"MS","2002",195814
"MS","2003",288778
"MS","2004",243846
"MS","2005",283231
"MS","2006",316981
"MS","2007",369205
"MS","2008",384643
"MS","2009",324301
"MS","2010",316331
"MS","2011",347963
"MS","2012",395679
"MS","2013",415980
"MS","2014",526302
"MS","2015",534547
"MS","2016",463111
"MS","2017",407913
"MS","2018",437407
"MS","2019",494811
"MS","2020",421425
"MS","2021",550199
"MT","1950",1678
"MT","1951",2615
"MT","1952",2284
"MT","1953",1610
"MT","1954",1812
"MT","1955",1573
"MT","1956",3005
"MT","1957",2360
"MT","1958",2358
"MT","1959",2920
"MT","1960",4671
"MT","1961",4679
"MT","1962",4535
"MT","1963",4723
"MT","1964",5051
"MT","1965",5871
"MT","1966",6958
"MT","1967",7608
"MT","1968",7329
"MT","1969",8070
"MT","1970",9696
"MT","1971",9546
"MT","1972",11523
"MT","1973",12057
"MT","1974",15736
"MT","1975",22079
"MT","1976",23020
"MT","1977",24957
"MT","1978",29239
"MT","1979",36092
"MT","1980",45623
"MT","1981",52901
"MT","1982",44630
"MT","1983",35825
"MT","1984",35396
"MT","1985",62671
"MT","1986",58585
"MT","1987",34568
"MT","1988",46200
"MT","1989",56140
"MT","1990",80316
"MT","1991",70784
"MT","1992",57683
"MT","1993",85054
"MT","1994",68872
"MT","1995",75520
"MT","1996",75762
"MT","1997",81999
"MT","1998",77928
"MT","1999",89624
"MT","2000",99772
"MT","2001",103670
"MT","2002",68173
"MT","2003",44137
"MT","2004",67723
"MT","2005",98214
"MT","2006",153675
"MT","2007",178707
"MT","2008",161713
"MT","2009",164255
"MT","2010",93225
"MT","2011",123985
"MT","2012",132361
"MT","2013",170999
"MT","2014",150139
"MT","2015",168039
"MT","2016",118969
"MT","2017",124821
"MT","2018",175954
"MT","2019",185097
"MT","2020",186297
"MT","2021",268444
"NC","1950",30015
"NC","1951",39101
"NC","1952",42564
"NC","1953",38429
"NC","1954",37907
"NC","1955",34957
"NC","1956",44134
"NC","1957",45582
"NC","1958",45575
"NC","1959",41044
"NC","1960",51516
"NC","1961",55330
"NC","1962",56796
"NC","1963",62655
"NC","1964",66218
"NC","1965",79441
"NC","1966",90481
"NC","1967",98494
"NC","1968",96888
"NC","1969",112457
"NC","1970",112408
"NC","1971",116707
"NC","1972",123502
"NC","1973",139239
"NC","1974",153289
"NC","1975",166447
"NC","1976",156661
"NC","1977",204291
"NC","1978",230088
"NC","1979",254778
"NC","1980",291752
"NC","1981",279937
"NC","1982",277460
"NC","1983",306534
"NC","1984",368047
"NC","1985",490296
"NC","1986",512095
"NC","1987",566480
"NC","1988",633049
"NC","1989",789261
"NC","1990",612388
"NC","1991",499958
"NC","1992",643865
"NC","1993",710658
"NC","1994",737260
"NC","1995",906007
"NC","1996",939278
"NC","1997",981378
"NC","1998",999759
"NC","1999",920583
"NC","2000",1197162
"NC","2001",723635
"NC","2002",668124
"NC","2003",898369
"NC","2004",837085
"NC","2005",1271985
"NC","2006",1308022
"NC","2007",1565544
"NC","2008",1206412
"NC","2009",901445
"NC","2010",1294314
"NC","2011",1092078
"NC","2012",1220072
"NC","2013",1285907
"NC","2014",1360628
"NC","2015",1330223
"NC","2016",1066511
"NC","2017",757041
"NC","2018",742512
"NC","2019",836415
"NC","2020",662343
"NC","2021",1515650
"ND","1950",1306
"ND","1951",1351
"ND","1952",1391
"ND","1953",967
"ND","1954",940
"ND","1955",997
"ND","1956",1205
"ND","1957",1174
"ND","1958",1297
"ND","1959",1515
"ND","1960",1414
"ND","1961",1512
"ND","1962",1766
"ND","1963",1812
"ND","1964",2028
"ND","1965",2472
"ND","1966",3054
"ND","1967",3335
"ND","1968",3787
"ND","1969",2188
"ND","1970",2998
"ND","1971",7723
"ND","1972",8872
"ND","1973",10089
"ND","1974",14526
"ND","1975",19964
"ND","1976",19572
"ND","1977",21800
"ND","1978",20921
"ND","1979",28871
"ND","1980",36348
"ND","1981",41051
"ND","1982",37734
"ND","1983",30594
"ND","1984",43712
"ND","1985",84445
"ND","1986",56312
"ND","1987",33442
"ND","1988",41765
"ND","1989",42433
"ND","1990",46762
"ND","1991",50911
"ND","1992",38610
"ND","1993",54174
"ND","1994",71461
"ND","1995",69880
"ND","1996",74299
"ND","1997",75223
"ND","1998",82544
"ND","1999",93595
"ND","2000",78221
"ND","2001",63390
"ND","2002",49990
"ND","2003",55989
"ND","2004",49807
"ND","2005",75836
"ND","2006",120113
"ND","2007",136424
"ND","2008",161925
"ND","2009",129542
"ND","2010",88347
"ND","2011",160640
"ND","2012",215622
"ND","2013",225719
"ND","2014",250438
"ND","2015",186039
"ND","2016",103069
"ND","2017",60871
"ND","2018",107277
"ND","2019",146523
"ND","2020",81490
"ND","2021",155458
"NE","1950",0
"NE","1951",0
"NE","1952",0
"NE","1953",0
"NE","1954",0
"NE","1955",0
"NE","1956",0
"NE","1957",0
"NE","1958",0
"NE","1959",0
"NE","1960",0
"NE","1961",0
"NE","1962",0
"NE","1963",0
"NE","1964",0
"NE","1965",0
"NE","1966",0
"NE","1967",0
"NE","1968",1374
"NE","1969",6866
"NE","1970",8550
"NE","1971",9405
"NE","1972",10106
"NE","1973",14010
"NE","1974",21949
"NE","1975",25858
"NE","1976",28514
"NE","1977",41946
"NE","1978",47067
"NE","1979",49985
"NE","1980",57579
"NE","1981",54128
"NE","1982",48498
"NE","1983",51635
"NE","1984",66909
"NE","1985",48959
"NE","1986",54559
"NE","1987",67423
"NE","1988",73783
"NE","1989",80624
"NE","1990",71948
"NE","1991",81948
"NE","1992",103617
"NE","1993",102755
"NE","1994",113142
"NE","1995",123924
"NE","1996",126801
"NE","1997",137338
"NE","1998",142150
"NE","1999",135034
"NE","2000",140022
"NE","2001",138040
"NE","2002",107628
"NE","2003",111597
"NE","2004",167429
"NE","2005",198380
"NE","2006",262296
"NE","2007",213027
"NE","2008",232852
"NE","2009",198442
"NE","2010",154332
"NE","2011",154945
"NE","2012",234296
"NE","2013",275563
"NE","2014",306591
"NE","2015",344477
"NE","2016",307672
"NE","2017",264440
"NE","2018",313690
"NE","2019",423738
"NE","2020",391164
"NE","2021",571220
"NH","1950",0
"NH","1951",0
"NH","1952",0
"NH","1953",0
"NH","1954",0
"NH","1955",0
"NH","1956",0
"NH","1957",0
"NH","1958",0
"NH","1959",0
"NH","1960",0
"NH","1961",0
"NH","1962",0
"NH","1963",0
"NH","1964",0
"NH","1965",0
"NH","1966",0
"NH","1967",0
"NH","1968",0
"NH","1969",0
"NH","1970",0
"NH","1971",12377
"NH","1972",16340
"NH","1973",19061
"NH","1974",23881
"NH","1975",26320
"NH","1976",24146
"NH","1977",32563
"NH","1978",52453
"NH","1979",64018
"NH","1980",62786
"NH","1981",57339
"NH","1982",79808
"NH","1983",73960
"NH","1984",95664
"NH","1985",95421
"NH","1986",99063
"NH","1987",159747
"NH","1988",145680
"NH","1989",152005
"NH","1990",126589
"NH","1991",122205
"NH","1992",95635
"NH","1993",126169
"NH","1994",144157
"NH","1995",166451
"NH","1996",179652
"NH","1997",208388
"NH","1998",236193
"NH","1999",255818
"NH","2000",312176
"NH","2001",350363
"NH","2002",377313
"NH","2003",396162
"NH","2004",407603
"NH","2005",476489
"NH","2006",542644
"NH","2007",595789
"NH","2008",614794
"NH","2009",493431
"NH","2010",499669
"NH","2011",518405
"NH","2012",521309
"NH","2013",553197
"NH","2014",542847
"NH","2015",576679
"NH","2016",573653
"NH","2017",573653
"NH","2018",790011
"NH","2019",831765
"NH","2020",780672
"NH","2021",1009975
"NJ","1950",0
"NJ","1951",0
"NJ","1952",0
"NJ","1953",0
"NJ","1954",0
"NJ","1955",0
"NJ","1956",0
"NJ","1957",0
"NJ","1958",0
"NJ","1959",18333
"NJ","1960",27690
"NJ","1961",26350
"NJ","1962",25250
"NJ","1963",30835
"NJ","1964",31733
"NJ","1965",35839
"NJ","1966",42916
"NJ","1967",48479
"NJ","1968",75582
"NJ","1969",156631
"NJ","1970",169178
"NJ","1971",112312
"NJ","1972",119528
"NJ","1973",170588
"NJ","1974",197591
"NJ","1975",202780
"NJ","1976",228966
"NJ","1977",332775
"NJ","1978",398227
"NJ","1979",429861
"NJ","1980",497205
"NJ","1981",574920
"NJ","1982",724869
"NJ","1983",664415
"NJ","1984",830106
"NJ","1985",923166
"NJ","1986",954885
"NJ","1987",1088311
"NJ","1988",1181849
"NJ","1989",1309625
"NJ","1990",1123096
"NJ","1991",1030620
"NJ","1992",845823
"NJ","1993",946641
"NJ","1994",1085055
"NJ","1995",1028947
"NJ","1996",1155270
"NJ","1997",1263979
"NJ","1998",1178053
"NJ","1999",1333955
"NJ","2000",1347336
"NJ","2001",1300785
"NJ","2002",1101296
"NJ","2003",2397043
"NJ","2004",1896998
"NJ","2005",2224633
"NJ","2006",2508428
"NJ","2007",2887137
"NJ","2008",2819906
"NJ","2009",2397471
"NJ","2010",2047474
"NJ","2011",2216438
"NJ","2012",1929133
"NJ","2013",2282055
"NJ","2014",2368068
"NJ","2015",2579391
"NJ","2016",2229487
"NJ","2017",2109930
"NJ","2018",2235653
"NJ","2019",3909308
"NJ","2020",3565191
"NJ","2021",5959760
"NM","1950",1255
"NM","1951",1303
"NM","1952",1271
"NM","1953",1080
"NM","1954",1052
"NM","1955",0
"NM","1956",0
"NM","1957",0
"NM","1958",0
"NM","1959",0
"NM","1960",0
"NM","1961",0
"NM","1962",0
"NM","1963",0
"NM","1964",0
"NM","1965",0
"NM","1966",0
"NM","1967",6460
"NM","1968",4330
"NM","1969",5128
"NM","1970",8072
"NM","1971",10119
"NM","1972",13211
"NM","1973",15063
"NM","1974",16160
"NM","1975",18344
"NM","1976",23504
"NM","1977",29486
"NM","1978",37608
"NM","1979",40514
"NM","1980",46272
"NM","1981",53523
"NM","1982",60265
"NM","1983",61742
"NM","1984",53399
"NM","1985",65056
"NM","1986",72130
"NM","1987",99139
"NM","1988",49576
"NM","1989",76542
"NM","1990",61732
"NM","1991",48989
"NM","1992",77786
"NM","1993",90428
"NM","1994",122528
"NM","1995",150343
"NM","1996",163402
"NM","1997",173205
"NM","1998",180021
"NM","1999",163964
"NM","2000",159338
"NM","2001",190673
"NM","2002",124327
"NM","2003",101546
"NM","2004",138196
"NM","2005",242462
"NM","2006",377185
"NM","2007",459880
"NM","2008",403500
"NM","2009",162500
"NM","2010",125100
"NM","2011",229800
"NM","2012",276707
"NM","2013",266466
"NM","2014",205702
"NM","2015",249947
"NM","2016",89708
"NM","2017",89708
"NM","2018",111297
"NM","2019",202367
"NM","2020",95556
"NM","2021",152728
"NV","1950",0
"NV","1951",0
"NV","1952",0
"NV","1953",0
"NV","1954",0
"NV","1955",0
"NV","1956",0
"NV","1957",0
"NV","1958",0
"NV","1959",0
"NV","1960",0
"NV","1961",0
"NV","1962",0
"NV","1963",0
"NV","1964",0
"NV","1965",0
"NV","1966",0
"NV","1967",0
"NV","1968",0
"NV","1969",0
"NV","1970",0
"NV","1971",0
"NV","1972",0
"NV","1973",0
"NV","1974",0
"NV","1975",0
"NV","1976",0
"NV","1977",0
"NV","1978",0
"NV","1979",0
"NV","1980",0
"NV","1981",0
"NV","1982",0
"NV","1983",0
"NV","1984",0
"NV","1985",0
"NV","1986",0
"NV","1987",0
"NV","1988",0
"NV","1989",0
"NV","1990",0
"NV","1991",0
"NV","1992",0
"NV","1993",0
"NV","1994",0
"NV","1995",0
"NV","1996",0
"NV","1997",0
"NV","1998",0
"NV","1999",0
"NV","2000",0
"NV","2001",0
"NV","2002",0
"NV","2003",0
"NV","2004",0
"NV","2005",0
"NV","2006",0
"NV","2007",0
"NV","2008",0
"NV","2009",0
"NV","2010",0
"NV","2011",0
"NV","2012",0
"NV","2013",0
"NV","2014",0
"NV","2015",0
"NV","2016",0
"NV","2017",0
"NV","2018",0
"NV","2019",0
"NV","2020",0
"NV","2021",0
"NY","1950",180664
"NY","1951",167280
"NY","1952",218129
"NY","1953",225720
"NY","1954",204449
"NY","1955",207215
"NY","1956",223077
"NY","1957",251284
"NY","1958",258320
"NY","1959",254256
"NY","1960",256309
"NY","1961",279057
"NY","1962",298778
"NY","1963",423243
"NY","1964",421700
"NY","1965",527808
"NY","1966",392358
"NY","1967",443738
"NY","1968",412310
"NY","1969",610307
"NY","1970",693151
"NY","1971",572328
"NY","1972",781010
"NY","1973",874627
"NY","1974",874379
"NY","1975",967401
"NY","1976",1132756
"NY","1977",1295001
"NY","1978",1344610
"NY","1979",1223281
"NY","1980",1235340
"NY","1981",1524968
"NY","1982",1342051
"NY","1983",1339005
"NY","1984",1524619
"NY","1985",1859979
"NY","1986",1901879
"NY","1987",2143390
"NY","1988",2172245
"NY","1989",2008913
"NY","1990",1885429
"NY","1991",2030332
"NY","1992",2518790
"NY","1993",2637556
"NY","1994",3120034
"NY","1995",2814568
"NY","1996",2729835
"NY","1997",3042094
"NY","1998",3127524
"NY","1999",2888041
"NY","2000",2771556
"NY","2001",3199483
"NY","2002",2257935
"NY","2003",2089104
"NY","2004",2044504
"NY","2005",2784721
"NY","2006",4018199
"NY","2007",5416105
"NY","2008",5037830
"NY","2009",4427675
"NY","2010",3895349
"NY","2011",4015628
"NY","2012",4567889
"NY","2013",4920605
"NY","2014",4861687
"NY","2015",5084187
"NY","2016",4181811
"NY","2017",4026353
"NY","2018",3079974
"NY","2019",4296595
"NY","2020",4824289
"NY","2021",4954149
"OH","1950",0
"OH","1951",0
"OH","1952",0
"OH","1953",0
"OH","1954",0
"OH","1955",0
"OH","1956",0
"OH","1957",0
"OH","1958",0
"OH","1959",0
"OH","1960",0
"OH","1961",0
"OH","1962",0
"OH","1963",0
"OH","1964",0
"OH","1965",0
"OH","1966",0
"OH","1967",0
"OH","1968",0
"OH","1969",0
"OH","1970",0
"OH","1971",0
"OH","1972",134698
"OH","1973",167970
"OH","1974",190584
"OH","1975",267315
"OH","1976",265052
"OH","1977",315481
"OH","1978",461393
"OH","1979",505001
"OH","1980",517344
"OH","1981",490637
"OH","1982",548091
"OH","1983",415017
"OH","1984",524891
"OH","1985",437129
"OH","1986",477794
"OH","1987",474588
"OH","1988",582026
"OH","1989",730510
"OH","1990",643428
"OH","1991",630183
"OH","1992",641701
"OH","1993",677183
"OH","1994",652543
"OH","1995",713252
"OH","1996",807435
"OH","1997",737363
"OH","1998",765883
"OH","1999",751567
"OH","2000",630607
"OH","2001",663376
"OH","2002",761050
"OH","2003",794645
"OH","2004",1060594
"OH","2005",1327484
"OH","2006",1105864
"OH","2007",1125654
"OH","2008",754633
"OH","2009",521363
"OH","2010",142318
"OH","2011",237205
"OH","2012",117446
"OH","2013",262226
"OH","2014",-118
"OH","2015",2586
"OH","2016",33235
"OH","2017",8833
"OH","2018",9046
"OH","2019",7306
"OH","2020",3683
"OH","2021",5955
"OK","1950",7893
"OK","1951",8289
"OK","1952",8850
"OK","1953",8538
"OK","1954",7844
"OK","1955",8147
"OK","1956",9801
"OK","1957",10457
"OK","1958",10841
"OK","1959",11279
"OK","1960",12166
"OK","1961",14676
"OK","1962",14575
"OK","1963",20673
"OK","1964",16863
"OK","1965",17084
"OK","1966",22323
"OK","1967",21510
"OK","1968",24229
"OK","1969",22135
"OK","1970",27490
"OK","1971",25207
"OK","1972",28014
"OK","1973",35434
"OK","1974",40386
"OK","1975",42533
"OK","1976",53430
"OK","1977",70635
"OK","1978",91375
"OK","1979",94501
"OK","1980",89869
"OK","1981",128697
"OK","1982",139022
"OK","1983",103325
"OK","1984",97223
"OK","1985",104522
"OK","1986",107077
"OK","1987",88703
"OK","1988",83725
"OK","1989",112851
"OK","1990",95920
"OK","1991",137582
"OK","1992",149142
"OK","1993",142023
"OK","1994",162214
"OK","1995",166746
"OK","1996",163734
"OK","1997",221172
"OK","1998",222621
"OK","1999",187308
"OK","2000",194145
"OK","2001",167222
"OK","2002",173701
"OK","2003",104448
"OK","2004",133309
"OK","2005",168890
"OK","2006",304381
"OK","2007",561375
"OK","2008",360065
"OK","2009",342762
"OK","2010",216400
"OK","2011",353972
"OK","2012",446009
"OK","2013",585146
"OK","2014",397290
"OK","2015",388530
"OK","2016",327783
"OK","2017",157936
"OK","2018",234817
"OK","2019",302878
"OK","2020",301574
"OK","2021",601224
"OR","1950",17017
"OR","1951",14538
"OR","1952",22071
"OR","1953",18606
"OR","1954",14811
"OR","1955",14027
"OR","1956",16391
"OR","1957",20713
"OR","1958",24505
"OR","1959",16286
"OR","1960",22442
"OR","1961",20930
"OR","1962",21466
"OR","1963",21897
"OR","1964",23325
"OR","1965",26567
"OR","1966",31076
"OR","1967",32190
"OR","1968",31335
"OR","1969",37543
"OR","1970",39880
"OR","1971",24517
"OR","1972",40606
"OR","1973",51131
"OR","1974",85734
"OR","1975",90691
"OR","1976",66657
"OR","1977",91104
"OR","1978",125474
"OR","1979",166034
"OR","1980",177425
"OR","1981",155503
"OR","1982",124171
"OR","1983",125110
"OR","1984",144065
"OR","1985",153822
"OR","1986",161728
"OR","1987",136376
"OR","1988",167047
"OR","1989",157816
"OR","1990",147784
"OR","1991",149074
"OR","1992",152161
"OR","1993",205031
"OR","1994",263682
"OR","1995",312001
"OR","1996",300459
"OR","1997",384073
"OR","1998",279197
"OR","1999",324386
"OR","2000",407084
"OR","2001",322651
"OR","2002",196257
"OR","2003",225501
"OR","2004",320065
"OR","2005",365347
"OR","2006",438255
"OR","2007",405857
"OR","2008",477113
"OR","2009",243752
"OR","2010",353589
"OR","2011",468606
"OR","2012",433126
"OR","2013",459744
"OR","2014",495134
"OR","2015",621727
"OR","2016",633871
"OR","2017",633046
"OR","2018",804453
"OR","2019",910929
"OR","2020",892484
"OR","2021",1223523
"PA","1950",64214
"PA","1951",91495
"PA","1952",127854
"PA","1953",142467
"PA","1954",121797
"PA","1955",97911
"PA","1956",137628
"PA","1957",164059
"PA","1958",137952
"PA","1959",128102
"PA","1960",142086
"PA","1961",154343
"PA","1962",148900
"PA","1963",142760
"PA","1964",155457
"PA","1965",184665
"PA","1966",229088
"PA","1967",244503
"PA","1968",270932
"PA","1969",283965
"PA","1970",529770
"PA","1971",431696
"PA","1972",481600
"PA","1973",497212
"PA","1974",540103
"PA","1975",601016
"PA","1976",616872
"PA","1977",665993
"PA","1978",786976
"PA","1979",853715
"PA","1980",861682
"PA","1981",821962
"PA","1982",869714
"PA","1983",830108
"PA","1984",865299
"PA","1985",942971
"PA","1986",963228
"PA","1987",1015814
"PA","1988",1046443
"PA","1989",1169237
"PA","1990",1094778
"PA","1991",1011966
"PA","1992",1623774
"PA","1993",1469962
"PA","1994",1486299
"PA","1995",1784579
"PA","1996",1504010
"PA","1997",1575707
"PA","1998",1562856
"PA","1999",1537722
"PA","2000",1696845
"PA","2001",1389458
"PA","2002",1198438
"PA","2003",1189314
"PA","2004",1677998
"PA","2005",1703295
"PA","2006",2116954
"PA","2007",2286527
"PA","2008",2191420
"PA","2009",1740532
"PA","2010",1648956
"PA","2011",1978061
"PA","2012",1837374
"PA","2013",2208163
"PA","2014",2301589
"PA","2015",2510136
"PA","2016",2456231
"PA","2017",2344344
"PA","2018",2486379
"PA","2019",2962361
"PA","2020",2510056
"PA","2021",4045313
"RI","1950",4382
"RI","1951",6678
"RI","1952",7983
"RI","1953",7683
"RI","1954",7095
"RI","1955",6227
"RI","1956",7560
"RI","1957",7880
"RI","1958",7260
"RI","1959",7555
"RI","1960",8419
"RI","1961",8858
"RI","1962",9483
"RI","1963",10572
"RI","1964",10804
"RI","1965",12292
"RI","1966",14715
"RI","1967",17485
"RI","1968",17192
"RI","1969",28134
"RI","1970",23090
"RI","1971",27647
"RI","1972",28619
"RI","1973",30941
"RI","1974",34610
"RI","1975",36652
"RI","1976",35780
"RI","1977",40842
"RI","1978",43610
"RI","1979",55903
"RI","1980",53620
"RI","1981",50340
"RI","1982",52524
"RI","1983",42446
