"State","Year","Revenue","GDPDEF","RealRev"
"MA",1969,185068,20.577,899392.525635418
"MA",1970,218279,21.66325,1007600.42929847
"MA",1971,203066,22.75975,892215.424158877
"MA",1972,239624,23.74125,1009315.01079345
"MA",1973,259401,25.0445,1035760.34658308
"MA",1974,283634,27.30475,1038771.64229667
"MA",1975,268521,29.8215,900427.543886123
"MA",1976,325122,31.4675,1033199.33264479
"MA",1977,397237,33.4185,1188673.93808818
"MA",1978,404777,35.76175,1131871.34298517
"MA",1979,483281,38.7415,1247450.4084767
"MA",1980,532383,42.247,1260167.58586409
"MA",1981,536069,46.244,1159218.49320993
"MA",1982,598283,49.1005,1218486.57345648
"MA",1983,660654,51.012,1295095.27170078
"MA",1984,729634,52.85775,1380372.79301522
"MA",1985,851283,54.5315,1561084.87754784
"MA",1986,1080049,55.6325,1941399.36188379
"MA",1987,1113164,57.00375,1952790.82516501
"MA",1988,1068341,59.01325,1810340.89801867
"MA",1989,1189321,61.33125,1939176.19484357
"MA",1990,871195,63.6315,1369125.35458067
"MA",1991,719569,65.7795,1093910.71686468
"MA",1992,756781,67.27675,1124877.46509753
"MA",1993,959332,68.87275,1392905.03138034
"MA",1994,1062930,70.3425,1511077.9400789
"MA",1995,1205667,71.81975,1678740.17940748
"MA",1996,1227861,73.133,1678942.47466944
"MA",1997,1213366,74.39475,1630983.36912215
"MA",1998,1354899,75.23225,1800955.04255157
"MA",1999,1249673,76.29125,1638029.2628578
"MA",2000,1306353,78.02075,1674366.11414271
"MA",2001,1211584,79.782,1518618.23468953
"MA",2002,812257,81.02425,1002486.29268398
"MA",2003,1184610,82.61875,1433827.06710039
"MA",2004,1301076,84.8365,1533627.62490202
"MA",2005,1332796,87.4985,1523221.5409407
"MA",2006,1859109,90.201,2061073.60228822
"MA",2007,2106898,92.638,2274334.50635808
"MA",2008,2179956,94.4225,2308725.14496015
"MA",2009,1789553,95.02275,1883289.0018443
"MA",2010,1834859,96.1615,1908101.47512258
"MA",2011,1931571,98.161,1967758.0709243
"MA",2012,2001780,99.9985,2001810.02715041
"MA",2013,1888449,101.7475,1856015.13550702
"MA",2014,2194620,103.6485,2117367.83455622
"MA",2015,2227381,104.6895,2127606.87557014
"MA",2016,2333892,105.73675,2207266.63151648
"MA",2017,2196474,107.743,2038623.39084674
"MA",2018,2408947,110.33475,2183307.61614088
"MA",2019,2946667,112.31475,2623579.71682259
"MA",2020,2532411,113.7685,2225933.36468355
"MA",2021,3672995,118.8655,3090042.94770139
"MD",1950,10463,13.079,79998.4708311033
"MD",1951,12283,14.013,87654.3209876543
"MD",1952,14627,14.255,102609.610662925
"MD",1953,16304,14.4295,112990.74812017
"MD",1954,13961,14.56225,95871.1737540559
"MD",1955,14639,14.807,98865.4014992909
"MD",1956,23574,15.3125,153952.653061224
"MD",1957,19457,15.82125,122980.1690764
"MD",1958,20346,16.1795,125751.722859174
"MD",1959,18188,16.4025,110885.535741503
"MD",1960,20381,16.62725,122575.891984543
"MD",1961,20498,16.803,121990.12081176
"MD",1962,19822,17.00825,116543.442153073
"MD",1963,22544,17.20275,131048.814869716
"MD",1964,23829,17.4655,136434.685522888
"MD",1965,27803,17.78375,156339.354748014
"MD",1966,32729,18.28275,179015.738879545
"MD",1967,35663,18.81325,189563.206782454
"MD",1968,36712,19.613,187181.97114159
"MD",1969,54749,20.577,266068.911891918
"MD",1970,60109,21.66325,277469.908716374
"MD",1971,70260,22.75975,308702.863607904
"MD",1972,77441,23.74125,326187.542778919
"MD",1973,80035,25.0445,319571.163329274
"MD",1974,90065,27.30475,329851.033245131
"MD",1975,92004,29.8215,308515.668225944
"MD",1976,109254,31.4675,347196.313656948
"MD",1977,115297,33.4185,345009.500725646
"MD",1978,126802,35.76175,354574.370661391
"MD",1979,145571,38.7415,375749.519249384
"MD",1980,165857,42.247,392588.822874997
"MD",1981,156338,46.244,338071.966092899
"MD",1982,148857,49.1005,303167.992179306
"MD",1983,148423,51.012,290957.029718498
"MD",1984,198364,52.85775,375278.932606855
"MD",1985,246123,54.5315,451340.96806433
"MD",1986,250331,55.6325,449972.587965668
"MD",1987,270489,57.00375,474510.887441616
"MD",1988,313070,59.01325,530507.979140278
"MD",1989,331079,61.33125,539821.05370427
"MD",1990,292552,63.6315,459759.710206423
"MD",1991,255488,65.7795,388400.641537257
"MD",1992,216946,67.27675,322468.01458156
"MD",1993,260401,68.87275,378090.028349383
"MD",1994,320068,70.3425,455013.683050787
"MD",1995,365759,71.81975,509273.563330421
"MD",1996,330553,73.133,451988.842246318
"MD",1997,343499,74.39475,461724.785687162
"MD",1998,378714,75.23225,503393.159183728
"MD",1999,404967,76.29125,530817.098946472
"MD",2000,431109,78.02075,552556.851863126
"MD",2001,501365,79.782,628418.690932792
"MD",2002,359420,81.02425,443595.590209104
"MD",2003,379020,82.61875,458757.848551328
"MD",2004,569700,84.8365,671526.996045334
"MD",2005,807054,87.4985,922363.240512694
"MD",2006,846863,90.201,938862.09687254
"MD",2007,782030,92.638,844178.41490533
"MD",2008,735324,94.4225,778759.29995499
"MD",2009,749001,95.02275,788233.344120224
"MD",2010,891392,96.1615,926973.892878127
"MD",2011,775845,98.161,790380.089852385
"MD",2012,880356,99.9985,880369.205538083
"MD",2013,952092,101.7475,935739.94447038
"MD",2014,982784,103.6485,948189.31291818
"MD",2015,1003588,104.6895,958632.909699636
"MD",2016,1129008,105.73675,1067753.64289143
"MD",2017,1001934,107.743,929929.554588233
"MD",2018,1033175,110.33475,936400.363439442
"MD",2019,1301050,112.31475,1158396.38159725
"MD",2020,1325456,113.7685,1165046.56385555
"MD",2021,1840705,118.8655,1548561.18890679
"ME",1950,0,13.079,0
"ME",1951,0,14.013,0
"ME",1952,0,14.255,0
"ME",1953,0,14.4295,0
"ME",1954,0,14.56225,0
"ME",1955,0,14.807,0
"ME",1956,0,15.3125,0
"ME",1957,0,15.82125,0
"ME",1958,0,16.1795,0
"ME",1959,0,16.4025,0
"ME",1960,0,16.62725,0
"ME",1961,0,16.803,0
"ME",1962,0,17.00825,0
"ME",1963,0,17.20275,0
"ME",1964,0,17.4655,0
"ME",1965,0,17.78375,0
"ME",1966,0,18.28275,0
"ME",1967,0,18.81325,0
"ME",1968,0,19.613,0
"ME",1969,0,20.577,0
"ME",1970,8257,21.66325,38115.2412495817
"ME",1971,8558,22.75975,37601.4675029383
"ME",1972,8588,23.74125,36173.3270152161
"ME",1973,10044,25.0445,40104.6137874583
"ME",1974,13202,27.30475,48350.5617154524
"ME",1975,20181,29.8215,67672.6522810724
"ME",1976,32642,31.4675,103732.42234051
"ME",1977,35200,33.4185,105330.879602615
"ME",1978,34307,35.76175,95932.1062308192
"ME",1979,41240,38.7415,106449.156589187
"ME",1980,45086,42.247,106720.003787251
"ME",1981,39193,46.244,84752.6165556613
"ME",1982,36090,49.1005,73502.3064938239
"ME",1983,33043,51.012,64774.9549125696
"ME",1984,52004,52.85775,98384.8158500882
"ME",1985,53537,54.5315,98176.2834325115
"ME",1986,51870,55.6325,93236.8669392891
"ME",1987,68336,57.00375,119879.832467162
"ME",1988,84704,59.01325,143533.867394187
"ME",1989,96333,61.33125,157070.009171507
"ME",1990,57658,63.6315,90612.3539441943
"ME",1991,76053,65.7795,115618.087702096
"ME",1992,69921,67.27675,103930.406864184
"ME",1993,74933,68.87275,108799.198521912
"ME",1994,91955,70.3425,130724.668585848
"ME",1995,63290,71.81975,88123.3922423846
"ME",1996,71062,73.133,97168.1730545718
"ME",1997,97146,74.39475,130581.795086347
"ME",1998,107125,75.23225,142392.3915608
"ME",1999,147489,76.29125,193323.611816558
"ME",2000,150046,78.02075,192315.505810954
"ME",2001,96283,79.782,120682.610112557
"ME",2002,77366,81.02425,95484.9936901607
"ME",2003,91188,82.61875,110372.040245102
"ME",2004,111616,84.8365,131566.012270662
"ME",2005,135863,87.4985,155274.661851346
"ME",2006,188016,90.201,208441.148102571
"ME",2007,183852,92.638,198462.833826292
"ME",2008,184515,94.4225,195414.228600175
"ME",2009,143086,95.02275,150580.781970633
"ME",2010,175292,96.1615,182289.169782085
"ME",2011,208997,98.161,212912.460142012
"ME",2012,232118,99.9985,232121.481822227
"ME",2013,171987,101.7475,169033.145777538
"ME",2014,182928,103.6485,176488.805916149
"ME",2015,168966,104.6895,161397.274798332
"ME",2016,137492,105.73675,130032.368121774
"ME",2017,175239,107.743,162645.369072701
"ME",2018,185737,110.33475,168339.530383673
"ME",2019,252867,112.31475,225141.399504517
"ME",2020,216131,113.7685,189974.377793502
"ME",2021,284317,118.8655,239192.19622178
"MI",1950,0,13.079,0
"MI",1951,0,14.013,0
"MI",1952,0,14.255,0
"MI",1953,0,14.4295,0
"MI",1954,0,14.56225,0
"MI",1955,0,14.807,0
"MI",1956,0,15.3125,0
"MI",1957,0,15.82125,0
"MI",1958,0,16.1795,0
"MI",1959,0,16.4025,0
"MI",1960,0,16.62725,0
"MI",1961,0,16.803,0
"MI",1962,0,17.00825,0
"MI",1963,0,17.20275,0
"MI",1964,0,17.4655,0
"MI",1965,0,17.78375,0
"MI",1966,0,18.28275,0
"MI",1967,0,18.81325,0
"MI",1968,39986,19.613,203874.980880029
"MI",1969,216847,20.577,1053831.94829178
"MI",1970,194602,21.66325,898304.732669382
"MI",1971,164786,22.75975,724023.770032623
"MI",1972,283527,23.74125,1194237.87711262
"MI",1973,364380,25.0445,1454930.22420092
"MI",1974,309122,27.30475,1132118.0380703
"MI",1975,222640,29.8215,746575.457304294
"MI",1976,334484,31.4675,1062950.66338286
"MI",1977,789379,33.4185,2362101.8298248
"MI",1978,908680,35.76175,2540927.10787364
"MI",1979,991555,38.7415,2559413.03253617
"MI",1980,910732,42.247,2155731.76793619
"MI",1981,943909,46.244,2041149.12204827
"MI",1982,952280,49.1005,1939450.71842446
"MI",1983,1004269,51.012,1968691.68038893
"MI",1984,1289915,52.85775,2440351.69866292
"MI",1985,1391863,54.5315,2552401.82279967
"MI",1986,1449598,55.6325,2605667.55044264
"MI",1987,1524371,57.00375,2674159.15619586
"MI",1988,1856105,59.01325,3145234.3329676
"MI",1989,1862126,61.33125,3036178.13105065
"MI",1990,1815601,63.6315,2853305.35976678
"MI",1991,1593109,65.7795,2421892.83895439
"MI",1992,1729549,67.27675,2570797.48947445
"MI",1993,1843420,68.87275,2676559.30683761
"MI",1994,2174644,70.3425,3091507.97881793
"MI",1995,2130395,71.81975,2966308.01416045
"MI",1996,2189742,73.133,2994191.40470102
"MI",1997,2228753,74.39475,2995847.15319293
"MI",1998,2354764,75.23225,3129992.78899674
"MI",1999,2413615,76.29125,3163685.21947143
"MI",2000,2382496,78.02075,3053669.69684347
"MI",2001,2102093,79.782,2634796.06928881
"MI",2002,2065241,81.02425,2548917.14517567
"MI",2003,1843072,82.61875,2230815.64414857
"MI",2004,1841010,84.8365,2170068.30786277
"MI",2005,1907190,87.4985,2179683.08028138
"MI",2006,1886168,90.201,2091072.16106252
"MI",2007,1786213,92.638,1928164.46814482
"MI",2008,1778317,94.4225,1883361.48693373
"MI",2009,703250,95.02275,740085.926791216
"MI",2010,631895,96.1615,657118.493367928
"MI",2011,728842,98.161,742496.510834242
"MI",2012,804037,99.9985,804049.060735911
"MI",2013,900667,101.7475,885198.162117005
"MI",2014,881011,103.6485,849998.794000878
"MI",2015,1185568,104.6895,1132461.23059142
"MI",2016,1052320,105.73675,995226.352237987
"MI",2017,1195399,107.743,1109491.10383041
"MI",2018,971032,110.33475,880078.12588509
"MI",2019,1142671,112.31475,1017382.84597526
"MI",2020,812842,113.7685,714470.174081578
"MI",2021,1496498,118.8655,1258984.31420387
"MN",1950,15568,13.079,119030.506919489
"MN",1951,19154,14.013,136687.361735531
"MN",1952,21696,14.255,152199.228340933
"MN",1953,16222,14.4295,112422.467860979
"MN",1954,14505,14.56225,99606.8602036086
"MN",1955,16238,14.807,109664.34794354
"MN",1956,20452,15.3125,133564.081632653
"MN",1957,21706,15.82125,137195.22793711
"MN",1958,26206,16.1795,161970.394635187
"MN",1959,26072,16.4025,158951.379362902
"MN",1960,39840,16.62725,239606.669774016
"MN",1961,37186,16.803,221305.719216807
"MN",1962,34990,17.00825,205723.692913733
"MN",1963,37743,17.20275,219400.967868509
"MN",1964,40286,17.4655,230660.444877043
"MN",1965,45025,17.78375,253180.572151543
"MN",1966,75298,18.28275,411852.702684224
"MN",1967,69604,18.81325,369973.290101391
"MN",1968,65892,19.613,335960.842298476
"MN",1969,82642,20.577,401623.171502163
"MN",1970,79832,21.66325,368513.496359041
"MN",1971,79969,22.75975,351361.504410198
"MN",1972,112403,23.74125,473450.218501553
"MN",1973,170655,25.0445,681407.095370241
"MN",1974,190336,27.30475,697080.178357246
"MN",1975,195905,29.8215,656925.372633838
"MN",1976,196436,31.4675,624250.417097005
"MN",1977,258095,33.4185,772311.743495369
"MN",1978,292853,35.76175,818900.081791299
"MN",1979,356734,38.7415,920805.85418737
"MN",1980,381217,42.247,902352.82978673
"MN",1981,331718,46.244,717321.165989101
"MN",1982,325295,49.1005,662508.528426391
"MN",1983,253970,51.012,497863.247863248
"MN",1984,305498,52.85775,577962.550430164
"MN",1985,383264,54.5315,702830.474129632
"MN",1986,367312,55.6325,660247.157686604
"MN",1987,422999,57.00375,742054.68938447
"MN",1988,411960,59.01325,698080.515816363
"MN",1989,487818,61.33125,795382.451849587
"MN",1990,481854,63.6315,757257.018929304
"MN",1991,458271,65.7795,696677.536314505
"MN",1992,422812,67.27675,628466.743711609
"MN",1993,509534,68.87275,739819.449637193
"MN",1994,551822,70.3425,784478.800156378
"MN",1995,665756,71.81975,926981.784258508
"MN",1996,703099,73.133,961397.72742811
"MN",1997,699234,74.39475,939896.968536086
"MN",1998,753188,75.23225,1001150.43747861
"MN",1999,779176,76.29125,1021317.64782986
"MN",2000,803357,78.02075,1029670.95291958
"MN",2001,732004,79.782,917505.201674563
"MN",2002,533901,81.02425,658939.761861418
"MN",2003,596584,82.61875,722092.745290869
"MN",2004,637183,84.8365,751071.767458582
"MN",2005,933896,87.4985,1067328.01133734
"MN",2006,1071884,90.201,1188328.28904336
"MN",2007,1183816,92.638,1277894.60048792
"MN",2008,1040479,94.4225,1101939.68598586
"MN",2009,779055,95.02275,819861.559468654
"MN",2010,721742,96.1615,750551.936065889
"MN",2011,1003657,98.161,1022460.04013814
"MN",2012,1066022,99.9985,1066037.99056986
"MN",2013,1223309,101.7475,1202298.82798103
"MN",2014,1325656,103.6485,1278991.97769384
"MN",2015,1476629,104.6895,1410484.33701565
"MN",2016,1515697,105.73675,1433462.82158285
"MN",2017,1227028,107.743,1138847.07127145
"MN",2018,1357004,110.33475,1229897.19920515
"MN",2019,1711659,112.31475,1523984.16058443
"MN",2020,1604450,113.7685,1410276.13091497
"MN",2021,2423383,118.8655,2038760.61599034
"MO",1950,0,13.079,0
"MO",1951,0,14.013,0
"MO",1952,0,14.255,0
"MO",1953,0,14.4295,0
"MO",1954,0,14.56225,0
"MO",1955,0,14.807,0
"MO",1956,0,15.3125,0
"MO",1957,0,15.82125,0
"MO",1958,10000,16.1795,61806.6071263018
"MO",1959,9000,16.4025,54869.6844993141
"MO",1960,10000,16.62725,60142.2363890601
"MO",1961,12000,16.803,71415.8186038207
"MO",1962,12000,17.00825,70553.9958549528
"MO",1963,10450,17.20275,60746.101640726
"MO",1964,10750,17.4655,61549.9126850076
"MO",1965,13333,17.78375,74972.9387783791
"MO",1966,11161,18.28275,61046.6149786
"MO",1967,15127,18.81325,80406.0967669063
"MO",1968,23804,19.613,121368.480089736
"MO",1969,18505,20.577,89930.5049326918
"MO",1970,21287,21.66325,98263.1876565151
"MO",1971,27322,22.75975,120045.255330133
"MO",1972,50012,23.74125,210654.451640078
"MO",1973,62664,25.0445,250210.625087345
"MO",1974,54683,27.30475,200269.183933198
"MO",1975,56405,29.8215,189142.061935181
"MO",1976,83680,31.4675,265925.160880273
"MO",1977,105772,33.4185,316507.323787722
"MO",1978,111952,35.76175,313049.557138563
"MO",1979,129953,38.7415,335436.160189977
"MO",1980,135103,42.247,319793.12140507
"MO",1981,128282,46.244,277402.473834443
"MO",1982,123072,49.1005,250653.252003544
"MO",1983,118625,51.012,232543.323139653
"MO",1984,165652,52.85775,313392.075901831
"MO",1985,160564,54.5315,294442.661580921
"MO",1986,174199,55.6325,313124.522536287
"MO",1987,235352,57.00375,412871.083042782
"MO",1988,224228,59.01325,379962.127149411
"MO",1989,243226,61.33125,396577.601141343
"MO",1990,221471,63.6315,348052.458295027
"MO",1991,224759,65.7795,341685.479518695
"MO",1992,229730,67.27675,341470.121550164
"MO",1993,192718,68.87275,279817.489500564
"MO",1994,252392,70.3425,358804.421224722
"MO",1995,369424,71.81975,514376.616459957
"MO",1996,425542,73.133,581874.11975442
"MO",1997,411045,74.39475,552518.826933352
"MO",1998,357904,75.23225,475732.149443889
"MO",1999,276523,76.29125,362457.031442007
"MO",2000,265467,78.02075,340251.791991233
"MO",2001,236261,79.782,296133.21300544
"MO",2002,300459,81.02425,370826.018136546
"MO",2003,205729,82.61875,249010.061275437
"MO",2004,224366,84.8365,264468.713348618
"MO",2005,218229,87.4985,249408.847008806
"MO",2006,343689,90.201,381025.709249343
"MO",2007,390657,92.638,421702.756967983
"MO",2008,384010,94.4225,406693.319918452
"MO",2009,278661,95.02275,293257.141053064
"MO",2010,206936,96.1615,215196.310373694
"MO",2011,323593,98.161,329655.362109188
"MO",2012,301681,99.9985,301685.525282879
"MO",2013,377258,101.7475,370778.643209907
"MO",2014,357724,103.6485,345131.863944003
"MO",2015,425776,104.6895,406703.633124621
"MO",2016,328736,105.73675,310900.420147205
"MO",2017,307443,107.743,285348.468113938
"MO",2018,333724,110.33475,302464.998561197
"MO",2019,369010,112.31475,328549.9010593
"MO",2020,364460,113.7685,320352.294352127
"MO",2021,686857,118.8655,577843.865545512
"MS",1950,7637,13.079,58391.3143206667
"MS",1951,8841,14.013,63091.4151145365
"MS",1952,10042,14.255,70445.4577341284
"MS",1953,8889,14.4295,61602.9661457431
"MS",1954,10940,14.56225,75125.7532318151
"MS",1955,10360,14.807,69966.9075437293
"MS",1956,11762,15.3125,76813.0612244898
"MS",1957,13920,15.82125,87982.9343446314
"MS",1958,12473,16.1795,77091.3810686362
"MS",1959,12118,16.4025,73878.981862521
"MS",1960,13460,16.62725,80951.4501796749
"MS",1961,12518,16.803,74498.601440219
"MS",1962,13074,17.00825,76868.578483971
"MS",1963,12970,17.20275,75394.9223234657
"MS",1964,12990,17.4655,74375.1968165813
"MS",1965,14540,17.78375,81760.0337386659
"MS",1966,15849,18.28275,86688.2717315502
"MS",1967,16977,18.81325,90239.591777072
"MS",1968,17666,19.613,90072.9108244532
"MS",1969,33276,20.577,161714.535646596
"MS",1970,19949,21.66325,92086.8290768929
"MS",1971,20083,22.75975,88239.1063170729
"MS",1972,22953,23.74125,96679.8294108356
"MS",1973,26088,25.0445,104166.583481403
"MS",1974,30065,27.30475,110109.046960694
"MS",1975,33704,29.8215,113019.130493101
"MS",1976,41128,31.4675,130699.928497656
"MS",1977,45873,33.4185,137268.279545761
"MS",1978,52710,35.76175,147392.115877998
"MS",1979,58324,38.7415,150546.571506008
"MS",1980,64369,42.247,152363.481430634
"MS",1981,63832,46.244,138033.042124384
"MS",1982,70987,49.1005,144574.902495901
"MS",1983,68794,51.012,134858.464674978
"MS",1984,110196,52.85775,208476.52425614
"MS",1985,106484,54.5315,195270.623401153
"MS",1986,97301,55.6325,174899.564103716
"MS",1987,102865,57.00375,180453.040370151
"MS",1988,96170,59.01325,162963.402286775
"MS",1989,142787,61.33125,232812.799347804
"MS",1990,119985,63.6315,188562.268687678
"MS",1991,139823,65.7795,212563.184578782
"MS",1992,146308,67.27675,217471.860635361
"MS",1993,171049,68.87275,248355.118679013
"MS",1994,167873,70.3425,238650.886732772
"MS",1995,203339,71.81975,283124.071025031
"MS",1996,201742,73.133,275856.316573913
"MS",1997,225924,74.39475,303682.719546742
"MS",1998,244301,75.23225,324729.088921307
"MS",1999,229501,76.29125,300822.17816591
"MS",2000,227716,78.02075,291865.945918233
"MS",2001,210786,79.782,264202.45168083
"MS",2002,195814,81.02425,241673.326195553
"MS",2003,288778,82.61875,349530.826840154
"MS",2004,243846,84.8365,287430.528133527
"MS",2005,283231,87.4985,323698.120539209
"MS",2006,316981,90.201,351416.281415949
"MS",2007,369205,92.638,398545.953064617
"MS",2008,384643,94.4225,407363.710979904
"MS",2009,324301,95.02275,341287.744250719
"MS",2010,316331,96.1615,328958.054938827
"MS",2011,347963,98.161,354481.922555801
"MS",2012,395679,99.9985,395684.935274029
"MS",2013,415980,101.7475,408835.597926239
"MS",2014,526302,103.6485,507775.799939218
"MS",2015,534547,104.6895,510602.30491119
"MS",2016,463111,105.73675,437984.901181472
"MS",2017,407913,107.743,378598.145587184
"MS",2018,437407,110.33475,396436.299533918
"MS",2019,494811,112.31475,440557.451269758
"MS",2020,421425,113.7685,370423.271819528
"MS",2021,550199,118.8655,462875.266582818
"MT",1950,1678,13.079,12829.7270433519
"MT",1951,2615,14.013,18661.243131378
"MT",1952,2284,14.255,16022.4482637671
"MT",1953,1610,14.4295,11157.6977719256
"MT",1954,1812,14.56225,12443.1320709368
"MT",1955,1573,14.807,10623.3538191396
"MT",1956,3005,15.3125,19624.4897959184
"MT",1957,2360,15.82125,14916.6469147507
"MT",1958,2358,16.1795,14573.997960382
"MT",1959,2920,16.4025,17802.1643042219
"MT",1960,4671,16.62725,28092.43861733
"MT",1961,4679,16.803,27846.2179372731
"MT",1962,4535,17.00825,26663.5309335176
"MT",1963,4723,17.20275,27454.912731976
"MT",1964,5051,17.4655,28919.870602044
"MT",1965,5871,17.78375,33013.2845997048
"MT",1966,6958,18.28275,38057.7320151509
"MT",1967,7608,18.81325,40439.5838039679
"MT",1968,7329,19.613,37368.0721970122
"MT",1969,8070,20.577,39218.544977402
"MT",1970,9696,21.66325,44757.827195827
"MT",1971,9546,22.75975,41942.4642186316
"MT",1972,11523,23.74125,48535.7763386511
"MT",1973,12057,25.0445,48142.3066940845
"MT",1974,15736,27.30475,57630.9982695319
"MT",1975,22079,29.8215,74037.1879348792
"MT",1976,23020,31.4675,73154.8422976086
"MT",1977,24957,33.4185,74680.1921091611
"MT",1978,29239,35.76175,81760.5402420184
"MT",1979,36092,38.7415,93161.0804950763
"MT",1980,45623,42.247,107991.09995976
"MT",1981,52901,46.244,114395.381022403
"MT",1982,44630,49.1005,90895.2047331494
"MT",1983,35825,51.012,70228.5736689406
"MT",1984,35396,52.85775,66964.6362170164
"MT",1985,62671,54.5315,114926.235295196
"MT",1986,58585,55.6325,105307.149597807
"MT",1987,34568,57.00375,60641.6244545315
"MT",1988,46200,59.01325,78287.5032302068
"MT",1989,56140,61.33125,91535.7179252013
"MT",1990,80316,63.6315,126220.503995663
"MT",1991,70784,65.7795,107607.993371795
"MT",1992,57683,67.27675,85739.8729873247
"MT",1993,85054,68.87275,123494.415425549
"MT",1994,68872,70.3425,97909.5141628461
"MT",1995,75520,71.81975,105152.134336307
"MT",1996,75762,73.133,103594.820395717
"MT",1997,81999,74.39475,110221.487403345
"MT",1998,77928,75.23225,103583.237242007
"MT",1999,89624,76.29125,117476.119476349
"MT",2000,99772,78.02075,127878.801472685
"MT",2001,103670,79.782,129941.590835025
"MT",2002,68173,81.02425,84139.0077661935
"MT",2003,44137,82.61875,53422.4979196611
"MT",2004,67723,84.8365,79827.6685153206
"MT",2005,98214,87.4985,112246.495654211
"MT",2006,153675,90.201,170369.50809858
"MT",2007,178707,92.638,192908.957447268
"MT",2008,161713,94.4225,171265.323413381
"MT",2009,164255,95.02275,172858.604913034
"MT",2010,93225,96.1615,96946.2830758671
"MT",2011,123985,98.161,126307.800450281
"MT",2012,132361,99.9985,132362.985444782
"MT",2013,170999,101.7475,168062.114548269
"MT",2014,150139,103.6485,144854.001746287
"MT",2015,168039,104.6895,160511.799177568
"MT",2016,118969,105.73675,112514.333947279
"MT",2017,124821,107.743,115850.681714821
"MT",2018,175954,110.33475,159472.876858832
"MT",2019,185097,112.31475,164802.040693676
"MT",2020,186297,113.7685,163750.950394881
"MT",2021,268444,118.8655,225838.447657226
"NC",1950,30015,13.079,229490.022172949
"NC",1951,39101,14.013,279033.754370941
"NC",1952,42564,14.255,298589.968432129
"NC",1953,38429,14.4295,266322.464395856
"NC",1954,37907,14.56225,260310.048241171
"NC",1955,34957,14.807,236084.284460053
"NC",1956,44134,15.3125,288222.040816327
"NC",1957,45582,15.82125,288106.186300071
"NC",1958,45575,16.1795,281683.61197812
"NC",1959,41044,16.4025,250230.147843317
"NC",1960,51516,16.62725,309828.744981882
"NC",1961,55330,16.803,329286.436945783
"NC",1962,56796,17.00825,333932.062381491
"NC",1963,62655,17.20275,364215.023760736
"NC",1964,66218,17.4655,379136.010993101
"NC",1965,79441,17.78375,446705.559850988
"NC",1966,90481,18.28275,494898.196387305
"NC",1967,98494,18.81325,523535.274341222
"NC",1968,96888,19.613,493998.878295008
"NC",1969,112457,20.577,546517.956942217
"NC",1970,112408,21.66325,518887.978488916
"NC",1971,116707,22.75975,512778.040180582
"NC",1972,123502,23.74125,520200.073711367
"NC",1973,139239,25.0445,555966.379843878
"NC",1974,153289,27.30475,561400.48892592
"NC",1975,166447,29.8215,558144.29186996
"NC",1976,156661,31.4675,497850.16286645
"NC",1977,204291,33.4185,611311.100139144
"NC",1978,230088,35.76175,643391.332918551
"NC",1979,254778,38.7415,657635.868513093
"NC",1980,291752,42.247,690586.3138211
"NC",1981,279937,46.244,605347.720785399
"NC",1982,277460,49.1005,565085.895255649
"NC",1983,306534,51.012,600905.669254293
"NC",1984,368047,52.85775,696297.137127479
"NC",1985,490296,54.5315,899106.021290447
"NC",1986,512095,55.6325,920496.112883656
"NC",1987,566480,57.00375,993759.182509923
"NC",1988,633049,59.01325,1072723.49853635
"NC",1989,789261,61.33125,1286882.29899113
"NC",1990,612388,63.6315,962397.55467025
"NC",1991,499958,65.7795,760051.383789783
"NC",1992,643865,67.27675,957039.393252498
"NC",1993,710658,68.87275,1031842.05654631
"NC",1994,737260,70.3425,1048100.36606603
"NC",1995,906007,71.81975,1261501.18873987
"NC",1996,939278,73.133,1284342.22580778
"NC",1997,981378,74.39475,1319149.53676167
"NC",1998,999759,75.23225,1328896.84942295
"NC",1999,920583,76.29125,1206669.17896875
"NC",2000,1197162,78.02075,1534414.88322017
"NC",2001,723635,79.782,907015.366874734
"NC",2002,668124,81.02425,824597.574183038
"NC",2003,898369,82.61875,1087366.97178304
"NC",2004,837085,84.8365,986703.836202578
"NC",2005,1271985,87.4985,1453722.06380681
"NC",2006,1308022,90.201,1450119.17827962
"NC",2007,1565544,92.638,1689958.76422203
"NC",2008,1206412,94.4225,1277674.28314226
"NC",2009,901445,95.02275,948662.294029588
"NC",2010,1294314,96.1615,1345979.42003817
"NC",2011,1092078,98.161,1112537.56583572
"NC",2012,1220072,99.9985,1220090.30135452
"NC",2013,1285907,101.7475,1263821.71552127
"NC",2014,1360628,103.6485,1312732.93873042
"NC",2015,1330223,104.6895,1270636.50127281
"NC",2016,1066511,105.73675,1008647.41918018
"NC",2017,757041,107.743,702635.902100368
"NC",2018,742512,110.33475,672962.960445372
"NC",2019,836415,112.31475,744706.283012694
"NC",2020,662343,113.7685,582184.875426854
"NC",2021,1515650,118.8655,1275096.64284422
"ND",1950,1306,13.079,9985.4728954813
"ND",1951,1351,14.013,9641.04759865839
"ND",1952,1391,14.255,9757.97965626096
"ND",1953,967,14.4295,6701.54891021865
"ND",1954,940,14.56225,6455.04643856547
"ND",1955,997,14.807,6733.30181670831
"ND",1956,1205,15.3125,7869.38775510204
"ND",1957,1174,15.82125,7420.39977877854
"ND",1958,1297,16.1795,8016.31694428134
"ND",1959,1515,16.4025,9236.39689071788
