"year","sum_weight","syn_state","State_Acronym","year_effective","State_Name","real_ci_cap","Post","real_ci_cap_76","syn_state_76","syn_state_76_shift"
1993,0.925,715.835176712081,"LA",2016,"Louisiana",495.183907931424,0,50.7457656901863,88.4505075492346,56.4898996443203
1994,0.925,773.85583640612,"LA",2016,"Louisiana",429.297238129664,0,43.9937904052184,95.6196953249051,63.6590874199908
1995,0.925,832.492983863917,"LA",2016,"Louisiana",536.467048885608,0,54.9764051844448,102.865057976268,70.9044500713537
1996,0.925,836.415433592317,"LA",2016,"Louisiana",601.436060859896,0,61.6343401576198,103.349726347703,71.3891184427892
1997,0.925,861.316872874492,"LA",2016,"Louisiana",680.405278024133,0,69.7269968994233,106.426614736077,74.4660068311629
1998,0.925,865.989545376455,"LA",2016,"Louisiana",631.934782448938,0,64.7598071908137,107.003982638432,75.0433747335176
1999,0.925,790.751082176198,"LA",2016,"Louisiana",491.368850598198,0,50.3548038628215,97.7073170458666,65.7467091409523
2000,0.925,788.946591679469,"LA",2016,"Louisiana",360.375172851943,0,36.9307519674844,97.4843493774759,65.5237414725616
2001,0.925,743.732346988982,"LA",2016,"Louisiana",461.923548985662,0,47.3372898596937,91.8975564655968,59.9369485606825
2002,0.925,536.691511392032,"LA",2016,"Louisiana",408.52894827973,0,41.8654846310805,66.315037489537,34.3544295846227
2003,0.925,504.417754539865,"LA",2016,"Louisiana",298.597718421319,0,30.5998834209509,62.3272058392311,30.3665979343168
2004,0.925,570.304196789548,"LA",2016,"Louisiana",344.139014665135,0,35.2668928116036,70.4683107292774,38.5077028243631
2005,0.925,767.662229713482,"LA",2016,"Louisiana",492.46183962018,0,50.4668118742351,94.8543967291578,62.8937888242435
2006,0.925,989.460011871497,"LA",2016,"Louisiana",729.426916271291,0,74.7506669508819,122.260323461174,90.2997155562596
2007,0.925,1077.34534020111,"LA",2016,"Louisiana",1037.1726009886,0,106.288021373541,133.119669508668,101.159061603753
2008,0.925,969.01475485097,"LA",2016,"Louisiana",920.418457958548,0,94.3232174074513,119.734052862478,87.7734449575634
2009,0.925,772.884998083438,"LA",2016,"Louisiana",794.584510285663,0,81.4279275521039,95.4997359471278,63.5391280422135
2010,0.925,665.310088924577,"LA",2016,"Louisiana",495.764350541775,0,50.8052486504152,82.2074926707246,50.2468847658103
2011,0.925,748.115900182442,"LA",2016,"Louisiana",238.897215337728,0,24.4818579913247,92.4392000135033,60.478592108589
2012,0.925,779.394913321916,"LA",2016,"Louisiana",343.539518507866,0,35.2054572700974,96.3041184721535,64.3435105672392
2013,0.925,854.946521082396,"LA",2016,"Louisiana",292.796466814854,0,30.0053791367522,105.639477043479,73.6788691385643
2014,0.925,805.012203324911,"LA",2016,"Louisiana",546.901036777166,0,56.045665910164,99.4694592887479,67.5088513838336
2015,0.925,854.963069392337,"LA",2016,"Louisiana",286.634042067536,0,29.373862325923,105.641521796881,73.680913891967
2016,0.925,765.535511090854,"LA",2016,"Louisiana",190.888381512916,1,19.5619787438141,94.5916136923562,62.6310057874419
2017,0.925,751.64059970919,"LA",2016,"Louisiana",317.866481005947,1,32.5745197037495,92.8747213070102,60.9141134020959
2018,0.925,796.041904991183,"LA",2016,"Louisiana",382.283921430642,1,39.1759303832859,98.361065252944,66.4004573480297
2019,0.925,945.73513922298,"LA",2016,"Louisiana",519.962174312667,1,53.2850083429699,116.857561339241,84.896953434327
2020,0.925,783.387773326984,"LA",2016,"Louisiana",467.660995107838,1,47.9252554456358,96.79748692555,64.8368790206357
2021,0.925,1171.71552815587,"LA",2016,"Louisiana",585.969905352663,1,60.0493898170956,144.780302142641,112.819694237727
2022,0.925,1499.04492407655,"LA",2016,"Louisiana",1032.6684082817,1,105.826437901084,185.22599711107,153.265389206156
