"year","sum_weight","syn_state","State_Acronym","year_effective","State_Name","real_ci_cap","Post","real_ci_cap_76","syn_state_76","syn_state_76_shift"
1976,0.923,804.287499946472,"RI",2015,"Rhode Island",830.818368576221,0,100,100,76.3456358344384
1977,0.923,860.665349643247,"RI",2015,"Rhode Island",886.575350230476,0,106.711091589105,107.009663795661,83.3552996300995
1978,0.923,879.443071027248,"RI",2015,"Rhode Island",878.406423451127,0,105.727853003113,109.34436642193,85.6900022563682
1979,0.923,903.91431121658,"RI",2015,"Rhode Island",1012.76877890244,0,121.900142944363,112.386965018944,88.7326008533824
1980,0.923,860.612267403256,"RI",2015,"Rhode Island",857.328564551012,0,103.190853377522,107.003063887047,83.3486997214855
1981,0.923,820.39770075388,"RI",2015,"Rhode Island",726.374377288077,0,87.4287816400677,102.003040058248,78.3486758926863
1982,0.923,740.899951004798,"RI",2015,"Rhode Island",713.041380781746,0,85.8239788323036,92.1187947163307,68.4644305507691
1983,0.923,644.745618870711,"RI",2015,"Rhode Island",495.112086354311,0,59.5933004229056,80.1635757006819,56.5092115351203
1984,0.923,676.485693931156,"RI",2015,"Rhode Island",741.363986822973,0,89.2329797779331,84.1099350637898,60.4555708982283
1985,0.923,774.256408485707,"RI",2015,"Rhode Island",845.294203146344,0,101.742358512719,96.2661248045304,72.6117606389688
1986,0.923,771.336326306437,"RI",2015,"Rhode Island",789.513678021531,0,95.0284331549537,95.9030603307614,72.2486961651998
1987,0.923,774.639830236318,"RI",2015,"Rhode Island",974.868447165465,0,117.338335794875,96.3137970300264,72.6594328644648
1988,0.923,813.318680837887,"RI",2015,"Rhode Island",839.808646758904,0,101.082099111276,101.122879678227,77.4685155126649
1989,0.923,871.99505486068,"RI",2015,"Rhode Island",695.09262386806,0,83.6636080951418,108.418327391476,84.7639632259141
1990,0.923,775.171443329387,"RI",2015,"Rhode Island",582.41519457264,0,70.1013863680853,96.3798944259333,72.7255302603717
1991,0.923,713.221814610134,"RI",2015,"Rhode Island",373.497508036424,0,44.9553743830302,88.6774710110006,65.0231068454391
1992,0.923,656.390016082367,"RI",2015,"Rhode Island",383.894204186395,0,46.2067545333978,81.6113661005614,57.9570019349998
1993,0.923,713.76616385795,"RI",2015,"Rhode Island",538.226468008068,0,64.7826875723066,88.7451519395059,65.0907877739443
1994,0.923,769.768282479843,"RI",2015,"Rhode Island",598.63566964135,0,72.0537354833928,95.7080997194503,72.0537355538887
1995,0.923,831.197247342906,"RI",2015,"Rhode Island",605.54654330423,0,72.8855507061019,103.345787097055,79.6914229314934
1996,0.923,834.992742536282,"RI",2015,"Rhode Island",623.48279893283,0,75.0444167479466,103.817694865562,80.1633307
1997,0.923,856.881151340103,"RI",2015,"Rhode Island",625.655661239934,0,75.3059495196434,106.539160610743,82.8847964451816
1998,0.923,863.734892221691,"RI",2015,"Rhode Island",481.130707100893,0,57.910456159679,107.391311226294,83.736947060732
1999,0.923,789.357253595955,"RI",2015,"Rhode Island",446.395273776045,0,53.7295864727974,98.1436679854517,74.4893038198901
2000,0.923,786.903065391478,"RI",2015,"Rhode Island",459.696223063288,0,55.33053197308,97.8385298097818,74.1841656442203
2001,0.923,742.477453888437,"RI",2015,"Rhode Island",462.902012140636,0,55.7163911690968,92.3149314067235,68.660567241162
2002,0.923,537.205710616096,"RI",2015,"Rhode Island",163.810996688988,0,19.716824144092,66.7927464559438,43.1383822903823
2003,0.923,512.278514178404,"RI",2015,"Rhode Island",378.312371182265,0,45.5349069653553,63.6934571546242,40.0390929890627
2004,0.923,576.866299488699,"RI",2015,"Rhode Island",380.312624979302,0,45.7756640155954,71.7238922060945,48.0695280405329
2005,0.923,768.896464483925,"RI",2015,"Rhode Island",603.736890916984,0,72.6677350612279,95.5997034064433,71.9453392408817
2006,0.923,989.489734392562,"RI",2015,"Rhode Island",880.639947847112,0,105.996687261052,123.026869677624,99.372505512062
2007,0.923,1076.45957970912,"RI",2015,"Rhode Island",908.084492993741,0,109.300001942655,133.840147929784,110.185783764222
2008,0.923,969.548285347779,"RI",2015,"Rhode Island",713.52269031987,0,85.8819108131466,120.547476544433,96.8931123788714
2009,0.923,774.1622635215,"RI",2015,"Rhode Island",533.308240545985,0,64.1907137248204,96.254419417562,72.6000552520004
2010,0.923,671.789414722434,"RI",2015,"Rhode Island",588.203602289198,0,70.7980979401318,83.5260295313734,59.8716653658118
2011,0.923,757.287863665518,"RI",2015,"Rhode Island",612.367387714374,0,73.7065297152484,94.1563637027703,70.5019995372087
2012,0.923,788.217038913887,"RI",2015,"Rhode Island",625.578634839523,0,75.2966783716616,98.0019009329805,74.347536767419
2013,0.923,860.092574164563,"RI",2015,"Rhode Island",652.071513453038,0,78.4854473752786,106.938448530134,83.2840843645729
2014,0.923,814.566953241175,"RI",2015,"Rhode Island",610.95649971779,0,73.5367106488979,101.278081941518,77.6237177759565
2015,0.923,864.09143771161,"RI",2015,"Rhode Island",1005.62324412378,1,121.040083146828,107.435641828217,83.7812776626552
2016,0.923,777.806044565913,"RI",2015,"Rhode Island",811.784848828307,1,97.7090636813276,96.7074640122691,73.0530998467075
2017,0.923,761.903984993403,"RI",2015,"Rhode Island",715.613668020487,1,86.1335876873833,94.7303029133377,71.0759387477761
